sc_name,genus,species,family,iucn_status_code,common_names,regions,wwf_high_risk_flag
Cunonia pulchella,Cunonia,pulchella,,,,,
Cunonia purpurea,Cunonia,purpurea,,,,,
Cunonia rotundifolia,Cunonia,rotundifolia,,,,,
Cunonia rupicola,Cunonia,rupicola,,,,,
Cunonia schinziana,Cunonia,schinziana,,,,,
Cunonia varijuga,Cunonia,varijuga,,,,,
Cunonia vieillardii,Cunonia,vieillardii,,,,,
Cupania mollis,Cupania,mollis,,,,,
Cupania riopalenquensis,Cupania,riopalenquensis,,,,,
Cupaniopsis acuticarpa,Cupaniopsis,acuticarpa,,,,,
Cupaniopsis bullata,Cupaniopsis,bullata,,,,,
Cupaniopsis crassivalvis,Cupaniopsis,crassivalvis,,,,,
Cupaniopsis euneura,Cupaniopsis,euneura,,,,,
Cupaniopsis glabra,Cupaniopsis,glabra,,,,,
Cupaniopsis globosa,Cupaniopsis,globosa,,,,,
Cupaniopsis mouana,Cupaniopsis,mouana,,,,,
Cupaniopsis napaensis,Cupaniopsis,napaensis,,,,,
Cupaniopsis phanerophleibia,Cupaniopsis,phanerophleibia,,,,,
Cupaniopsis rosea,Cupaniopsis,rosea,,,,,
Cupaniopsis rotundifolia,Cupaniopsis,rotundifolia,,,,,
Cupaniopsis squamosa,Cupaniopsis,squamosa,,,,,
Cupaniopsis strigosa,Cupaniopsis,strigosa,,,,,
Cupaniopsis subfalcata,Cupaniopsis,subfalcata,,,,,
Cupaniopsis tontoutensis,Cupaniopsis,tontoutensis,,,,,
Cupheanthus microphyllus,Cupheanthus,microphyllus,,,,,
Cupressus abramsiana,Cupressus,abramsiana,Cupressaceae,,,,
Cupressus arizonica,Cupressus,arizonica,Cupressaceae,,,,
Cupressus atlantica,Cupressus,atlantica,Cupressaceae,,,,
Cupressus bakeri,Cupressus,bakeri,Cupressaceae,,,,
Cupressus benthamii,Cupressus,benthamii,Cupressaceae,,,,
Cupressus cashmeriana,Cupressus,cashmeriana,Cupressaceae,,,,
Cupressus chengiana,Cupressus,chengiana,Cupressaceae,,,,
Cupressus duclouxiana,Cupressus,duclouxiana,Cupressaceae,,,,
Cupressus dupreziana,Cupressus,dupreziana,Cupressaceae,,,,
Cupressus forbesii,Cupressus,forbesii,Cupressaceae,,,,
Cupressus funebris,Cupressus,funebris,Cupressaceae,,,,
Cupressus gigantea,Cupressus,gigantea,Cupressaceae,,,,
Cupressus glabra,Cupressus,glabra,Cupressaceae,,,,
Cupressus goveniana,Cupressus,goveniana,Cupressaceae,,,,
Cupressus guadalupensis,Cupressus,guadalupensis,Cupressaceae,,,,
Cupressus jiangeensis,Cupressus,jiangeensis,Cupressaceae,,,,
Cupressus lusitanica,Cupressus,lusitanica,Cupressaceae,,,,
Cupressus macnabiana,Cupressus,macnabiana,Cupressaceae,,,,
Cupressus macrocarpa,Cupressus,macrocarpa,Cupressaceae,,,,
Cupressus montana,Cupressus,montana,Cupressaceae,,,,
Cupressus nevadensis,Cupressus,nevadensis,Cupressaceae,,,,
Cupressus nootkatensis,Cupressus,nootkatensis,Cupressaceae,,,,
Cupressus sargentii,Cupressus,sargentii,Cupressaceae,,,,
Cupressus sempervirens,Cupressus,sempervirens,Cupressaceae,,,,
Cupressus stephensonii,Cupressus,stephensonii,Cupressaceae,,,,
Cupressus torulosa,Cupressus,torulosa,Cupressaceae,,,,
Curanga amara,Curanga,amara,,,,,
Curculigo seychellensis,Curculigo,seychellensis,,,,,
Curcuma alismatifolia,Curcuma,alismatifolia,,,,,
Curcuma australasica,Curcuma,australasica,,,,,
Curcuma candida,Curcuma,candida,,,,,
Curcuma caulina,Curcuma,caulina,,,,,
Curcuma coriacea,Curcuma,coriacea,,,,,
Curcuma ecomata,Curcuma,ecomata,,,,,
Curcuma harmandii,Curcuma,harmandii,,,,,
Curcuma inodora,Curcuma,inodora,,,,,
Curcuma ornata,Curcuma,ornata,,,,,
Curcuma pseudomontana,Curcuma,pseudomontana,,,,,
Curcuma rhabdota,Curcuma,rhabdota,,,,,
Curcuma roscoeana,Curcuma,roscoeana,,,,,
Curcuma sparganiifolia,Curcuma,sparganiifolia,,,,,
Curcuma vitellina,Curcuma,vitellina,,,,,
Cuscuta acuta,Cuscuta,acuta,,,,,
Cuscuta gronovii,Cuscuta,gronovii,,,,,
Cuscuta gymnocarpa,Cuscuta,gymnocarpa,,,,,
Cuscuta kilimanjari,Cuscuta,kilimanjari,,,,,
Cuscuta major,Cuscuta,major,,,,,
Cuscuta prismatica,Cuscuta,prismatica,,,,,
Cuscuta rukararana,Cuscuta,rukararana,,,,,
Cussetia carinata,Cussetia,carinata,,,,,
Cussetia diversifolia,Cussetia,diversifolia,,,,,
Cussonia bancoensis,Cussonia,bancoensis,,,,,
Cussonia gamtoosensis,Cussonia,gamtoosensis,,,,,
Cussonia ostinii,Cussonia,ostinii,,,,,
Cussonia zimmermannii,Cussonia,zimmermannii,,,,,
Cuviera migeodii,Cuviera,migeodii,,,,,
Cuviera schliebenii,Cuviera,schliebenii,,,,,
Cuviera talbotii,Cuviera,talbotii,,,,,
Cuviera tomentosa,Cuviera,tomentosa,,,,,
Cyanaeorchis arundinae,Cyanaeorchis,arundinae,,,,,
Cyanea aculeatiflora,Cyanea,aculeatiflora,,,,,
Cyanea acuminata,Cyanea,acuminata,,,,,
Cyanea arborea,Cyanea,arborea,,,,,
Cyanea asarifolia,Cyanea,asarifolia,,,,,
Cyanea asplenifolia,Cyanea,asplenifolia,,,,,
Cyanea calycina,Cyanea,calycina,,,,,
Cyanea comata,Cyanea,comata,,,,,
Cyanea copelandii,Cyanea,copelandii,,,,,
Cyanea crispa,Cyanea,crispa,,,,,
Cyanea cylindrocalyx,Cyanea,cylindrocalyx,,,,,
Cyanea dolichopoda,Cyanea,dolichopoda,,,,,
Cyanea dunbariae,Cyanea,dunbariae,,,,,
Cyanea eleeleensis,Cyanea,eleeleensis,,,,,
Cyanea fauriei,Cyanea,fauriei,,,,,
Cyanea gibsonii,Cyanea,gibsonii,,,,,
Cyanea giffardii,Cyanea,giffardii,,,,,
Cyanea glabra,Cyanea,glabra,,,,,
Cyanea grimesiana,Cyanea,grimesiana,,,,,
Cyanea habenata,Cyanea,habenata,,,,,
Cyanea hamatiflora,Cyanea,hamatiflora,,,,,
Cyanea hardyi,Cyanea,hardyi,,,,,
Cyanea horrida,Cyanea,horrida,,,,,
Cyanea humboldtiana,Cyanea,humboldtiana,,,,,
Cyanea kolekoleensis,Cyanea,kolekoleensis,,,,,
Cyanea koolauensis,Cyanea,koolauensis,,,,,
Cyanea kuhihewa,Cyanea,kuhihewa,,,,,
Cyanea leptostegia,Cyanea,leptostegia,,,,,
Cyanea linearifolia,Cyanea,linearifolia,,,,,
Cyanea lobata,Cyanea,lobata,,,,,
Cyanea longiflora,Cyanea,longiflora,,,,,
Cyanea macrostegia,Cyanea,macrostegia,,,,,
Cyanea magnicalyx,Cyanea,magnicalyx,,,,,
Cyanea mannii,Cyanea,mannii,,,,,
Cyanea marksii,Cyanea,marksii,,,,,
Cyanea mauiensis,Cyanea,mauiensis,,,,,
Cyanea mceldowneyi,Cyanea,mceldowneyi,,,,,
Cyanea minutiflora,Cyanea,minutiflora,,,,,
Cyanea parvifolia,Cyanea,parvifolia,,,,,
Cyanea pinnatifida,Cyanea,pinnatifida,,,,,
Cyanea platyphylla,Cyanea,platyphylla,,,,,
Cyanea pohaku,Cyanea,pohaku,,,,,
Cyanea procera,Cyanea,procera,,,,,
Cyanea pycnocarpa,Cyanea,pycnocarpa,,,,,
Cyanea quercifolia,Cyanea,quercifolia,,,,,
Cyanea remyi,Cyanea,remyi,,,,,
Cyanea rivularis,Cyanea,rivularis,,,,,
Cyanea sessilifolia,Cyanea,sessilifolia,,,,,
Cyanea shipmanii,Cyanea,shipmanii,,,,,
Cyanea solenocalyx,Cyanea,solenocalyx,,,,,
Cyanea st-johnii,Cyanea,st-johnii,,,,,
Cyanea stictophylla,Cyanea,stictophylla,,,,,
Cyanea superba,Cyanea,superba,,,,,
Cyanea tritomantha,Cyanea,tritomantha,,,,,
Cyanea truncata,Cyanea,truncata,,,,,
Cyanea undulata,Cyanea,undulata,,,,,
Cyanella aquatica,Cyanella,aquatica,,,,,
Cyanotis ake-assii,Cyanotis,ake-assii,,,,,
Cyanotis arcotensis,Cyanotis,arcotensis,,,,,
Cyanotis axillaris,Cyanotis,axillaris,,,,,
Cyanotis cristata,Cyanotis,cristata,,,,,
Cyanotis cucullata,Cyanotis,cucullata,,,,,
Cyanotis cupricola,Cyanotis,cupricola,,,,,
Cyanotis fasciculata,Cyanotis,fasciculata,,,,,
Cyanotis papilionacea,Cyanotis,papilionacea,,,,,
Cyathea acutidens,Cyathea,acutidens,,,,,
Cyathea affinis,Cyathea,affinis,,,,,
Cyathea akawaiorum,Cyathea,akawaiorum,,,,,
Cyathea albidopaleata,Cyathea,albidopaleata,,,,,
Cyathea albomarginata,Cyathea,albomarginata,,,,,
Cyathea alstonii,Cyathea,alstonii,,,,,
Cyathea amazonica,Cyathea,amazonica,,,,,
Cyathea ameristoneura,Cyathea,ameristoneura,,,,,
Cyathea anacampta,Cyathea,anacampta,,,,,
Cyathea andersonii,Cyathea,andersonii,,,,,
Cyathea andina,Cyathea,andina,,,,,
Cyathea arborea,Cyathea,arborea,,,,,
Cyathea arbuscula,Cyathea,arbuscula,,,,,
Cyathea armata,Cyathea,armata,,,,,
Cyathea assurgens,Cyathea,assurgens,,,,,
Cyathea atahuallpa,Cyathea,atahuallpa,,,,,
Cyathea atropurpurea,Cyathea,atropurpurea,,,,,
Cyathea atrovirens,Cyathea,atrovirens,,,,,
Cyathea australis,Cyathea,australis,,,,,
Cyathea axillaris,Cyathea,axillaris,,,,,
Cyathea azuayensis,Cyathea,azuayensis,,,,,
Cyathea bahiensis,Cyathea,bahiensis,,,,,
Cyathea barotu,Cyathea,barotu,,,,,
Cyathea barringtonii,Cyathea,barringtonii,,,,,
Cyathea bernardii,Cyathea,bernardii,,,,,
Cyathea bicrenata,Cyathea,bicrenata,,,,,
Cyathea bipinnata,Cyathea,bipinnata,,,,,
Cyathea bisquamata,Cyathea,bisquamata,,,,,
Cyathea blechnoides,Cyathea,blechnoides,,,,,
Cyathea boliviana,Cyathea,boliviana,,,,,
Cyathea brachyphylla,Cyathea,brachyphylla,,,,,
Cyathea bradei,Cyathea,bradei,,,,,
Cyathea brevistipes,Cyathea,brevistipes,,,,,
Cyathea brunei,Cyathea,brunei,,,,,
Cyathea brunnescens,Cyathea,brunnescens,,,,,
Cyathea bullata,Cyathea,bullata,,,,,
Cyathea bulligera,Cyathea,bulligera,,,,,
Cyathea calolepis,Cyathea,calolepis,,,,,
Cyathea camerooniana,Cyathea,camerooniana,,,,,
Cyathea caracasana,Cyathea,caracasana,,,,,
Cyathea catacampta,Cyathea,catacampta,,,,,
Cyathea caudata,Cyathea,caudata,,,,,
Cyathea chinensis,Cyathea,chinensis,,,,,
Cyathea compta,Cyathea,compta,,,,,
Cyathea concinna,Cyathea,concinna,,,,,
Cyathea concordia,Cyathea,concordia,,,,,
Cyathea conjugata,Cyathea,conjugata,,,,,
Cyathea conquisita,Cyathea,conquisita,,,,,
Cyathea copelandii,Cyathea,copelandii,,,,,
Cyathea corallifera,Cyathea,corallifera,,,,,
Cyathea coriacea,Cyathea,coriacea,,,,,
Cyathea costaricensis,Cyathea,costaricensis,,,,,
Cyathea crassa,Cyathea,crassa,,,,,
Cyathea crenulata,Cyathea,crenulata,,,,,
Cyathea crinita,Cyathea,crinita,,,,,
Cyathea croftii,Cyathea,croftii,,,,,
Cyathea cumingii,Cyathea,cumingii,,,,,
Cyathea cyatheoides,Cyathea,cyatheoides,,,,,
Cyathea cyclodium,Cyathea,cyclodium,,,,,
Cyathea cystolepis,Cyathea,cystolepis,,,,,
Cyathea darienensis,Cyathea,darienensis,,,,,
Cyathea dealbata,Cyathea,dealbata,,,,,
Cyathea decomposita,Cyathea,decomposita,,,,,
Cyathea decorata,Cyathea,decorata,,,,,
Cyathea delgadii,Cyathea,delgadii,,,,,
Cyathea demissa,Cyathea,demissa,,,,,
Cyathea denticulata,Cyathea,denticulata,,,,,
Cyathea dichromatolepis,Cyathea,dichromatolepis,,,,,
Cyathea dissimilis,Cyathea,dissimilis,,,,,
Cyathea dissoluta,Cyathea,dissoluta,,,,,
Cyathea divergens,Cyathea,divergens,,,,,
Cyathea dudleyi,Cyathea,dudleyi,,,,,
Cyathea dyeri,Cyathea,dyeri,,,,,
Cyathea eatoni,Cyathea,eatoni,,,,,
Cyathea ebenina,Cyathea,ebenina,,,,,
Cyathea eggersii,Cyathea,eggersii,,,,,
Cyathea elliottii,Cyathea,elliottii,,,,,
Cyathea epaleata,Cyathea,epaleata,,,,,
Cyathea estelae,Cyathea,estelae,,,,,
Cyathea exilis,Cyathea,exilis,,,,,
Cyathea fadenii,Cyathea,fadenii,,,,,
Cyathea falcata,Cyathea,falcata,,,,,
Cyathea feei,Cyathea,feei,,,,,
Cyathea flava,Cyathea,flava,,,,,
Cyathea frigida,Cyathea,frigida,,,,,
Cyathea fuliginosa,Cyathea,fuliginosa,,,,,
Cyathea fulva,Cyathea,fulva,,,,,
Cyathea gardneri,Cyathea,gardneri,,,,,
Cyathea gibbosa,Cyathea,gibbosa,,,,,
Cyathea glaziovii,Cyathea,glaziovii,,,,,
Cyathea goudeyi,Cyathea,goudeyi,,,,,
Cyathea gracilis,Cyathea,gracilis,,,,,
Cyathea grantii,Cyathea,grantii,,,,,
Cyathea grata,Cyathea,grata,,,,,
Cyathea halonata,Cyathea,halonata,,,,,
Cyathea hancockii,Cyathea,hancockii,,,,,
Cyathea harrisii,Cyathea,harrisii,,,,,
Cyathea hassleriana,Cyathea,hassleriana,,,,,
Cyathea haughtii,Cyathea,haughtii,,,,,
Cyathea heliophila,Cyathea,heliophila,,,,,
Cyathea hemiepiphytica,Cyathea,hemiepiphytica,,,,,
Cyathea herzogii,Cyathea,herzogii,,,,,
Cyathea hirsuta,Cyathea,hirsuta,,,,,
Cyathea hispida,Cyathea,hispida,,,,,
Cyathea hodgeana,Cyathea,hodgeana,,,,,
Cyathea holdrigeana,Cyathea,holdrigeana,,,,,
Cyathea hombersleyii,Cyathea,hombersleyii,,,,,
Cyathea hornei,Cyathea,hornei,,,,,
Cyathea hortuleana,Cyathea,hortuleana,,,,,
Cyathea howeana,Cyathea,howeana,,,,,
Cyathea humilis,Cyathea,humilis,,,,,
Cyathea impar,Cyathea,impar,,,,,
Cyathea infesta,Cyathea,infesta,,,,,
Cyathea insignis,Cyathea,insignis,,,,,
Cyathea intramarginalis,Cyathea,intramarginalis,,,,,
Cyathea irregularis,Cyathea,irregularis,,,,,
Cyathea jacobsii,Cyathea,jacobsii,,,,,
Cyathea jamaicensis,Cyathea,jamaicensis,,,,,
Cyathea junghuhniana,Cyathea,junghuhniana,,,,,
Cyathea khasyana,Cyathea,khasyana,,,,,
Cyathea laciniata,Cyathea,laciniata,,,,,
Cyathea lamprocaulis,Cyathea,lamprocaulis,,,,,
Cyathea lasiosora,Cyathea,lasiosora,,,,,
Cyathea latevagans,Cyathea,latevagans,,,,,
Cyathea lathamii,Cyathea,lathamii,,,,,
Cyathea lechleri,Cyathea,lechleri,,,,,
Cyathea leprieurii,Cyathea,leprieurii,,,,,
Cyathea leucolepismata,Cyathea,leucolepismata,,,,,
Cyathea lewisii,Cyathea,lewisii,,,,,
Cyathea liesneri,Cyathea,liesneri,,,,,
Cyathea lockwoodiana,Cyathea,lockwoodiana,,,,,
Cyathea lunulata,Cyathea,lunulata,,,,,
Cyathea macrocarpa,Cyathea,macrocarpa,,,,,
Cyathea macrosora,Cyathea,macrosora,,,,,
Cyathea mapahuwensis,Cyathea,mapahuwensis,,,,,
Cyathea marginalis,Cyathea,marginalis,,,,,
Cyathea marshalliana,Cyathea,marshalliana,,,,,
Cyathea mastersiana,Cyathea,mastersiana,,,,,
Cyathea mello-baroetoi,Cyathea,mello-baroetoi,,,,,
Cyathea mexiae,Cyathea,mexiae,,,,,
Cyathea microdonta,Cyathea,microdonta,,,,,
Cyathea micromera,Cyathea,micromera,,,,,
Cyathea microphylla,Cyathea,microphylla,,,,,
Cyathea microphyllodes,Cyathea,microphyllodes,,,,,
Cyathea monilifera,Cyathea,monilifera,,,,,
Cyathea monosticha,Cyathea,monosticha,,,,,
Cyathea mucilagina,Cyathea,mucilagina,,,,,
Cyathea multiflora,Cyathea,multiflora,,,,,
Cyathea multisegmenta,Cyathea,multisegmenta,,,,,
Cyathea munita,Cyathea,munita,,,,,
Cyathea murkelensis,Cyathea,murkelensis,,,,,
Cyathea myosuroides,Cyathea,myosuroides,,,,,
Cyathea nanna,Cyathea,nanna,,,,,
Cyathea neblinae,Cyathea,neblinae,,,,,
Cyathea nesiotica,Cyathea,nesiotica,,,,,
Cyathea nigricans,Cyathea,nigricans,,,,,
Cyathea nigripes,Cyathea,nigripes,,,,,
Cyathea nodulifera,Cyathea,nodulifera,,,,,
Cyathea nothofagorum,Cyathea,nothofagorum,,,,,
Cyathea oblonga,Cyathea,oblonga,,,,,
Cyathea ogurae,Cyathea,ogurae,,,,,
Cyathea ohaensis,Cyathea,ohaensis,,,,,
Cyathea pacifica,Cyathea,pacifica,,,,,
Cyathea palaciosii,Cyathea,palaciosii,,,,,
Cyathea pallescens,Cyathea,pallescens,,,,,
Cyathea parianensis,Cyathea,parianensis,,,,,
Cyathea parksiae,Cyathea,parksiae,,,,,
Cyathea parva,Cyathea,parva,,,,,
Cyathea parvula,Cyathea,parvula,,,,,
Cyathea pastoensis,Cyathea,pastoensis,,,,,
Cyathea pauciflora,Cyathea,pauciflora,,,,,
Cyathea pectinata,Cyathea,pectinata,,,,,
Cyathea peladensis,Cyathea,peladensis,,,,,
Cyathea pendula,Cyathea,pendula,,,,,
Cyathea petiolata,Cyathea,petiolata,,,,,
Cyathea petiolulata,Cyathea,petiolulata,,,,,
Cyathea phalaenolepis,Cyathea,phalaenolepis,,,,,
Cyathea phalerata,Cyathea,phalerata,,,,,
Cyathea phegopteroides,Cyathea,phegopteroides,,,,,
Cyathea pilosissima,Cyathea,pilosissima,,,,,
Cyathea pinnula,Cyathea,pinnula,,,,,
Cyathea planadae,Cyathea,planadae,,,,,
Cyathea platylepis,Cyathea,platylepis,,,,,
Cyathea podophylla,Cyathea,podophylla,,,,,
Cyathea poeppigii,Cyathea,poeppigii,,,,,
Cyathea portoana,Cyathea,portoana,,,,,
Cyathea praeceps,Cyathea,praeceps,,,,,
Cyathea praecincta,Cyathea,praecincta,,,,,
Cyathea pseudogigantea,Cyathea,pseudogigantea,,,,,
Cyathea pseudonanna,Cyathea,pseudonanna,,,,,
Cyathea pubens,Cyathea,pubens,,,,,
Cyathea puberula,Cyathea,puberula,,,,,
Cyathea pukuana,Cyathea,pukuana,,,,,
Cyathea punctata,Cyathea,punctata,,,,,
Cyathea punctulata,Cyathea,punctulata,,,,,
Cyathea pungens,Cyathea,pungens,,,,,
Cyathea pygmaea,Cyathea,pygmaea,,,,,
Cyathea raciborskii,Cyathea,raciborskii,,,,,
Cyathea raiateensis,Cyathea,raiateensis,,,,,
Cyathea ramisora,Cyathea,ramisora,,,,,
Cyathea ramispina,Cyathea,ramispina,,,,,
Cyathea ramispinoides,Cyathea,ramispinoides,,,,,
Cyathea rapaensis,Cyathea,rapaensis,,,,,
Cyathea recommutata,Cyathea,recommutata,,,,,
Cyathea revoluta,Cyathea,revoluta,,,,,
Cyathea rojasii,Cyathea,rojasii,,,,,
Cyathea roroka,Cyathea,roroka,,,,,
Cyathea rufa,Cyathea,rufa,,,,,
Cyathea ruiziana,Cyathea,ruiziana,,,,,
Cyathea rumphii,Cyathea,rumphii,,,,,
Cyathea sagittifolia,Cyathea,sagittifolia,,,,,
Cyathea samoensis,Cyathea,samoensis,,,,,
Cyathea scabra,Cyathea,scabra,,,,,
Cyathea schenckii,Cyathea,schenckii,,,,,
Cyathea schiedeana,Cyathea,schiedeana,,,,,
Cyathea schlechteri,Cyathea,schlechteri,,,,,
Cyathea schliebenii,Cyathea,schliebenii,,,,,
Cyathea schlimii,Cyathea,schlimii,,,,,
Cyathea senilis,Cyathea,senilis,,,,,
Cyathea serpens,Cyathea,serpens,,,,,
Cyathea sessifolia,Cyathea,sessifolia,,,,,
Cyathea setchellii,Cyathea,setchellii,,,,,
Cyathea simplex,Cyathea,simplex,,,,,
Cyathea sinops,Cyathea,sinops,,,,,
Cyathea sipapoensis,Cyathea,sipapoensis,,,,,
Cyathea societarum,Cyathea,societarum,,,,,
Cyathea speciosa,Cyathea,speciosa,,,,,
Cyathea spinulosa,Cyathea,spinulosa,,,,,
Cyathea squamulosa,Cyathea,squamulosa,,,,,
Cyathea steyermarkii,Cyathea,steyermarkii,,,,,
Cyathea stolzei,Cyathea,stolzei,,,,,
Cyathea straminea,Cyathea,straminea,,,,,
Cyathea strigillosa,Cyathea,strigillosa,,,,,
Cyathea subarborescens,Cyathea,subarborescens,,,,,
Cyathea subglandulosa,Cyathea,subglandulosa,,,,,
Cyathea subincisa,Cyathea,subincisa,,,,,
Cyathea subindusiata,Cyathea,subindusiata,,,,,
Cyathea submarginalis,Cyathea,submarginalis,,,,,
Cyathea subulata,Cyathea,subulata,,,,,
Cyathea subuliformis,Cyathea,subuliformis,,,,,
Cyathea superba,Cyathea,superba,,,,,
Cyathea suprastrigosa,Cyathea,suprastrigosa,,,,,
Cyathea surinamensis,Cyathea,surinamensis,,,,,
Cyathea tahitensis,Cyathea,tahitensis,,,,,
Cyathea tenera,Cyathea,tenera,,,,,
Cyathea tenuis,Cyathea,tenuis,,,,,
Cyathea thysanolepis,Cyathea,thysanolepis,,,,,
Cyathea tinganensis,Cyathea,tinganensis,,,,,
Cyathea tortuosa,Cyathea,tortuosa,,,,,
Cyathea trachypoda,Cyathea,trachypoda,,,,,
Cyathea traillii,Cyathea,traillii,,,,,
Cyathea trindadensis,Cyathea,trindadensis,,,,,
Cyathea trinitensis,Cyathea,trinitensis,,,,,
Cyathea tryonorum,Cyathea,tryonorum,,,,,
Cyathea tsangii,Cyathea,tsangii,,,,,
Cyathea tuyamae,Cyathea,tuyamae,,,,,
Cyathea ugandensis,Cyathea,ugandensis,,,,,
Cyathea ulei,Cyathea,ulei,,,,,
Cyathea ursina,Cyathea,ursina,,,,,
Cyathea valdecrenata,Cyathea,valdecrenata,,,,,
Cyathea van-gaerdtii,Cyathea,van-gaerdtii,,,,,
Cyathea veitchiana,Cyathea,veitchiana,,,,,
Cyathea venezuelensis,Cyathea,venezuelensis,,,,,
Cyathea venosa,Cyathea,venosa,,,,,
Cyathea vernicosa,Cyathea,vernicosa,,,,,
Cyathea vilhelmii,Cyathea,vilhelmii,,,,,
Cyathea villosa,Cyathea,villosa,,,,,
Cyathea walkerae,Cyathea,walkerae,,,,,
Cyathea weatherbyana,Cyathea,weatherbyana,,,,,
Cyathea wendlandii,Cyathea,wendlandii,,,,,
Cyathea werffii,Cyathea,werffii,,,,,
Cyathea williamsii,Cyathea,williamsii,,,,,
Cyathea wolfii,Cyathea,wolfii,,,,,
Cyathea woodlarkensis,Cyathea,woodlarkensis,,,,,
Cyathea xantholepis,Cyathea,xantholepis,,,,,
Cyathea yungensis,Cyathea,yungensis,,,,,
Cyathea zollingeriana,Cyathea,zollingeriana,,,,,
Cyathocalyx olivaceus,Cyathocalyx,olivaceus,,,,,
Cyathocalyx pahangensis,Cyathocalyx,pahangensis,,,,,
Cyathocalyx pruniferus,Cyathocalyx,pruniferus,,,,,
Cyathocalyx scortechinii,Cyathocalyx,scortechinii,,,,,
Cyathocalyx sumatranus,Cyathocalyx,sumatranus,,,,,
Cyathochaeta diandra,Cyathochaeta,diandra,,,,,
Cyathocline lutea,Cyathocline,lutea,,,,,
Cyathocline purpurea,Cyathocline,purpurea,,,,,
Cyathocoma bachmannii,Cyathocoma,bachmannii,,,,,
Cyathomone sodiroi,Cyathomone,sodiroi,,,,,
Cyathostemma vietnamense,Cyathostemma,vietnamense,,,,,
Cyathula fernando-poensis,Cyathula,fernando-poensis,,,,,
Cybianthus cogolloi,Cybianthus,cogolloi,,,,,
Cybianthus cruegeri,Cybianthus,cruegeri,,,,,
Cybianthus pittieri,Cybianthus,pittieri,,,,,
Cycas aculeata,Cycas,aculeata,,,,,
Cycas angulata,Cycas,angulata,,,,,
Cycas annaikalensis,Cycas,annaikalensis,,,,,
Cycas apoa,Cycas,apoa,,,,,
Cycas arenicola,Cycas,arenicola,,,,,
Cycas armstrongii,Cycas,armstrongii,,,,,
Cycas arnhemica,Cycas,arnhemica,,,,,
Cycas badensis,Cycas,badensis,,,,,
Cycas balansae,Cycas,balansae,,,,,
Cycas basaltica,Cycas,basaltica,,,,,
Cycas beddomei,Cycas,beddomei,,,,,
Cycas bifida,Cycas,bifida,,,,,
Cycas bougainvilleana,Cycas,bougainvilleana,,,,,
Cycas brachycantha,Cycas,brachycantha,,,,,
Cycas brunnea,Cycas,brunnea,,,,,
Cycas cairnsiana,Cycas,cairnsiana,,,,,
Cycas calcicola,Cycas,calcicola,,,,,
Cycas campestris,Cycas,campestris,,,,,
Cycas canalis,Cycas,canalis,,,,,
Cycas candida,Cycas,candida,,,,,
Cycas chamaoensis,Cycas,chamaoensis,,,,,
Cycas changjiangens,Cycas,changjiangens,,,,,
Cycas changjiangensis,Cycas,changjiangensis,,,,,
Cycas chevalieri,Cycas,chevalieri,,,,,
Cycas circinalis,Cycas,circinalis,,,,,
Cycas clivicola,Cycas,clivicola,,,,,
Cycas collina,Cycas,collina,,,,,
Cycas condaoensis,Cycas,condaoensis,,,,,
Cycas conferta,Cycas,conferta,,,,,
Cycas couttsiana,Cycas,couttsiana,,,,,
Cycas cupida,Cycas,cupida,,,,,
Cycas curranii,Cycas,curranii,,,,,
Cycas debaoensis,Cycas,debaoensis,,,,,
Cycas desolata,Cycas,desolata,,,,,
Cycas diannanensis,Cycas,diannanensis,,,,,
Cycas dolichophylla,Cycas,dolichophylla,,,,,
Cycas edentata,Cycas,edentata,,,,,
Cycas elephantipes,Cycas,elephantipes,,,,,
Cycas elongata,Cycas,elongata,,,,,
Cycas fairylakea,Cycas,fairylakea,,,,,
Cycas falcata,Cycas,falcata,,,,,
Cycas ferruginea,Cycas,ferruginea,,,,,
Cycas fugax,Cycas,fugax,,,,,
Cycas furfuracea,Cycas,furfuracea,,,,,
Cycas glauca,Cycas,glauca,,,,,
Cycas guizhouensis,Cycas,guizhouensis,,,,,
Cycas hainanensis,Cycas,hainanensis,,,,,
Cycas hoabinhensis,Cycas,hoabinhensis,,,,,
Cycas hongheensis,Cycas,hongheensis,,,,,
Cycas inermis,Cycas,inermis,,,,,
Cycas javana,Cycas,javana,,,,,
Cycas lane-poolei,Cycas,lane-poolei,,,,,
Cycas lindstromii,Cycas,lindstromii,,,,,
Cycas litoralis,Cycas,litoralis,,,,,
Cycas maconochiei,Cycas,maconochiei,,,,,
Cycas macrocarpa,Cycas,macrocarpa,,,,,
Cycas media,Cycas,media,,,,,
Cycas megacarpa,Cycas,megacarpa,,,,,
Cycas micholitzii,Cycas,micholitzii,,,,,
Cycas micronesica,Cycas,micronesica,,,,,
Cycas multipinnata,Cycas,multipinnata,,,,,
Cycas nathorstii,Cycas,nathorstii,,,,,
Cycas nongnoochiae,Cycas,nongnoochiae,,,,,
Cycas normanbyana,Cycas,normanbyana,,,,,
Cycas ophiolitica,Cycas,ophiolitica,,,,,
Cycas orientis,Cycas,orientis,,,,,
Cycas pachypoda,Cycas,pachypoda,,,,,
Cycas panzhihuaensis,Cycas,panzhihuaensis,,,,,
Cycas papuana,Cycas,papuana,,,,,
Cycas pectinata,Cycas,pectinata,,,,,
Cycas petraea,Cycas,petraea,,,,,
