sc_name,genus,species,family,iucn_status_code,common_names,regions,wwf_high_risk_flag
Magnolia sinacacolinii,Magnolia,sinacacolinii,Magnoliaceae,,,,
Magnolia singapurensis,Magnolia,singapurensis,Magnoliaceae,,,,
Magnolia sinica,Magnolia,sinica,Magnoliaceae,,,,
Magnolia sinostellata,Magnolia,sinostellata,Magnoliaceae,,,,
Magnolia sirindhorniae,Magnolia,sirindhorniae,Magnoliaceae,,,,
Magnolia sororum,Magnolia,sororum,Magnoliaceae,,,,
Magnolia sphaerantha,Magnolia,sphaerantha,Magnoliaceae,,,,
Magnolia splendens,Magnolia,splendens,Magnoliaceae,,,,
Magnolia spp.,Magnolia,spp.,Magnoliaceae,,,,
Magnolia sprengeri,Magnolia,sprengeri,Magnoliaceae,,,,
Magnolia stellata,Magnolia,stellata,Magnoliaceae,,,,
Magnolia steyermarkii,Magnolia,steyermarkii,Magnoliaceae,,,,
Magnolia striatifolia,Magnolia,striatifolia,Magnoliaceae,,,,
Magnolia sulawesiana,Magnolia,sulawesiana,Magnoliaceae,,,,
Magnolia sumatrae,Magnolia,sumatrae,Magnoliaceae,,,,
Magnolia sumatrana,Magnolia,sumatrana,Magnoliaceae,,,,
Magnolia talamancana,Magnolia,talamancana,Magnoliaceae,,,,
Magnolia tamaulipana,Magnolia,tamaulipana,Magnoliaceae,,,,
Magnolia tarahumara,Magnolia,tarahumara,Magnoliaceae,,,,
Magnolia thailandica,Magnolia,thailandica,Magnoliaceae,,,,
Magnolia tiepii,Magnolia,tiepii,Magnoliaceae,,,,
Magnolia tripetala,Magnolia,tripetala,Magnoliaceae,,,,
Magnolia tsiampacca,Magnolia,tsiampacca,Magnoliaceae,,,,
Magnolia urraoensis,Magnolia,urraoensis,Magnoliaceae,,,,
Magnolia utilis,Magnolia,utilis,Magnoliaceae,,,,
Magnolia vallartensis,Magnolia,vallartensis,Magnoliaceae,,,,
Magnolia vargasiana,Magnolia,vargasiana,Magnoliaceae,,,,
Magnolia vazquezii,Magnolia,vazquezii,Magnoliaceae,,,,
Magnolia venezuelensis,Magnolia,venezuelensis,Magnoliaceae,,,,
Magnolia ventii,Magnolia,ventii,Magnoliaceae,,,,
Magnolia villosa,Magnolia,villosa,Magnoliaceae,,,,
Magnolia virginiana,Magnolia,virginiana,Magnoliaceae,,,,
Magnolia viridipetala,Magnolia,viridipetala,Magnoliaceae,,,,
Magnolia virolinensis,Magnolia,virolinensis,Magnoliaceae,,,,
Magnolia vovidesii,Magnolia,vovidesii,Magnoliaceae,,,,
Magnolia vrieseana,Magnolia,vrieseana,Magnoliaceae,,,,
Magnolia wendtii,Magnolia,wendtii,Magnoliaceae,,,,
Magnolia wetteri,Magnolia,wetteri,Magnoliaceae,,,,
Magnolia wilsonii,Magnolia,wilsonii,Magnoliaceae,,,,
Magnolia wolfii,Magnolia,wolfii,Magnoliaceae,,,,
Magnolia xanthantha,Magnolia,xanthantha,Magnoliaceae,,,,
Magnolia xiana,Magnolia,xiana,Magnoliaceae,,,,
Magnolia xianianhei,Magnolia,xianianhei,Magnoliaceae,,,,
Magnolia xinganensis,Magnolia,xinganensis,Magnoliaceae,,,,
Magnolia yantzazana,Magnolia,yantzazana,Magnoliaceae,,,,
Magnolia yarumalensis,Magnolia,yarumalensis,Magnoliaceae,,,,
Magnolia yoroconte,Magnolia,yoroconte,Magnoliaceae,,,,
Magnolia yunnanensis,Magnolia,yunnanensis,Magnoliaceae,,,,
Magnolia yuyuanensis,Magnolia,yuyuanensis,Magnoliaceae,,,,
Magnolia zamorana,Magnolia,zamorana,Magnoliaceae,,,,
Magnolia zamudioi,Magnolia,zamudioi,Magnoliaceae,,,,
Magnolia zenii,Magnolia,zenii,Magnoliaceae,,,,
Magnolia zhengyiana,Magnolia,zhengyiana,Magnoliaceae,,,,
Magnolia zoquepopolucae,Magnolia,zoquepopolucae,Magnoliaceae,,,,
Maharanga bhutanica,Maharanga,bhutanica,,,,,
Mahonia conferta,Mahonia,conferta,,,,,
Mahonia decipiens,Mahonia,decipiens,,,,,
Mahonia microphylla,Mahonia,microphylla,,,,,
Mahonia oiwakensis,Mahonia,oiwakensis,,,,,
Maihuenia patagonica,Maihuenia,patagonica,,,,,
Maihuenia poeppigii,Maihuenia,poeppigii,,,,,
Maihueniopsis archiconoidea,Maihueniopsis,archiconoidea,,,,,
Maihueniopsis clavarioides,Maihueniopsis,clavarioides,,,,,
Maihueniopsis conoidea,Maihueniopsis,conoidea,,,,,
Maihueniopsis darwinii,Maihueniopsis,darwinii,,,,,
Maihueniopsis glomerata,Maihueniopsis,glomerata,,,,,
Maihueniopsis hypogaea,Maihueniopsis,hypogaea,,,,,
Maihueniopsis minuta,Maihueniopsis,minuta,,,,,
Maihueniopsis subterranea,Maihueniopsis,subterranea,,,,,
Maillardia pendula,Maillardia,pendula,,,,,
Maingaya malayana,Maingaya,malayana,,,,,
Malacantha superba,Malacantha,superba,,,,,
Malacocarpus crithmifolius,Malacocarpus,crithmifolius,,,,,
Malania oleifera,Malania,oleifera,,,,,
Malaxis acianthoides,Malaxis,acianthoides,,,,,
Malaxis acuminata,Malaxis,acuminata,,,,,
Malaxis acutangula,Malaxis,acutangula,,,,,
Malaxis adolphii,Malaxis,adolphii,,,,,
Malaxis amplectens,Malaxis,amplectens,,,,,
Malaxis amplexicolumna,Malaxis,amplexicolumna,,,,,
Malaxis bayardii,Malaxis,bayardii,,,,,
Malaxis biaurita,Malaxis,biaurita,,,,,
Malaxis biloba,Malaxis,biloba,,,,,
Malaxis blumei,Malaxis,blumei,,,,,
Malaxis boninensis,Malaxis,boninensis,,,,,
Malaxis brachystachys,Malaxis,brachystachys,,,,,
Malaxis commelinifolia,Malaxis,commelinifolia,,,,,
Malaxis cordata,Malaxis,cordata,,,,,
Malaxis corymbosa,Malaxis,corymbosa,,,,,
Malaxis crapidium,Malaxis,crapidium,,,,,
Malaxis crispifolia,Malaxis,crispifolia,,,,,
Malaxis cuprea,Malaxis,cuprea,,,,,
Malaxis diphyllos,Malaxis,diphyllos,,,,,
Malaxis discolor,Malaxis,discolor,,,,,
Malaxis ehrenbergii,Malaxis,ehrenbergii,,,,,
Malaxis fimbriata,Malaxis,fimbriata,,,,,
Malaxis hahajimensis,Malaxis,hahajimensis,,,,,
Malaxis hoi,Malaxis,hoi,,,,,
Malaxis humerata,Malaxis,humerata,,,,,
Malaxis javesiae,Malaxis,javesiae,,,,,
Malaxis junghuhnii,Malaxis,junghuhnii,,,,,
Malaxis kobi,Malaxis,kobi,,,,,
Malaxis koordersii,Malaxis,koordersii,,,,,
Malaxis lagotis,Malaxis,lagotis,,,,,
Malaxis lancifolia,Malaxis,lancifolia,,,,,
Malaxis latifolia,Malaxis,latifolia,,,,,
Malaxis lawleri,Malaxis,lawleri,,,,,
Malaxis lepanthiflora,Malaxis,lepanthiflora,,,,,
Malaxis lloensis,Malaxis,lloensis,,,,,
Malaxis lobatocallosa,Malaxis,lobatocallosa,,,,,
Malaxis mackinnonii,Malaxis,mackinnonii,,,,,
Malaxis major,Malaxis,major,,,,,
Malaxis massonii,Malaxis,massonii,,,,,
Malaxis muscifera,Malaxis,muscifera,,,,,
Malaxis myurus,Malaxis,myurus,,,,,
Malaxis nana,Malaxis,nana,,,,,
Malaxis nelsonii,Malaxis,nelsonii,,,,,
Malaxis nemoralis,Malaxis,nemoralis,,,,,
Malaxis novogaliciana,Malaxis,novogaliciana,,,,,
Malaxis obovata,Malaxis,obovata,,,,,
Malaxis ochreata,Malaxis,ochreata,,,,,
Malaxis oculata,Malaxis,oculata,,,,,
Malaxis pandurata,Malaxis,pandurata,,,,,
Malaxis perakensis,Malaxis,perakensis,,,,,
Malaxis pittieri,Malaxis,pittieri,,,,,
Malaxis pollardii,Malaxis,pollardii,,,,,
Malaxis pringlei,Malaxis,pringlei,,,,,
Malaxis purpureonervosa,Malaxis,purpureonervosa,,,,,
Malaxis reichei,Malaxis,reichei,,,,,
Malaxis reniloba,Malaxis,reniloba,,,,,
Malaxis ridleyi,Malaxis,ridleyi,,,,,
Malaxis rosei,Malaxis,rosei,,,,,
Malaxis rosilloi,Malaxis,rosilloi,,,,,
Malaxis sagittata,Malaxis,sagittata,,,,,
Malaxis samoensis,Malaxis,samoensis,,,,,
Malaxis seychellarum,Malaxis,seychellarum,,,,,
Malaxis slamatensis,Malaxis,slamatensis,,,,,
Malaxis soleiformis,Malaxis,soleiformis,,,,,
Malaxis spicata,Malaxis,spicata,,,,,
Malaxis stenophylla,Malaxis,stenophylla,,,,,
Malaxis steyermarkii,Malaxis,steyermarkii,,,,,
Malaxis streptopetala,Malaxis,streptopetala,,,,,
Malaxis stricta,Malaxis,stricta,,,,,
Malaxis tamayoana,Malaxis,tamayoana,,,,,
Malaxis tamurensis,Malaxis,tamurensis,,,,,
Malaxis taurina,Malaxis,taurina,,,,,
Malaxis tenggerensis,Malaxis,tenggerensis,,,,,
Malaxis tenuis,Malaxis,tenuis,,,,,
Malaxis tepicana,Malaxis,tepicana,,,,,
Malaxis tipuloides,Malaxis,tipuloides,,,,,
Malaxis tixieri,Malaxis,tixieri,,,,,
Malaxis tjiwideiensis,Malaxis,tjiwideiensis,,,,,
Malaxis tonduzii,Malaxis,tonduzii,,,,,
Malaxis umbelliflora,Malaxis,umbelliflora,,,,,
Malaxis urbana,Malaxis,urbana,,,,,
Malaxis wendtii,Malaxis,wendtii,,,,,
Malaxis woodsonii,Malaxis,woodsonii,,,,,
Malaxis xanthochila,Malaxis,xanthochila,,,,,
Malleastrum leroyi,Malleastrum,leroyi,,,,,
Malleola aberrans,Malleola,aberrans,,,,,
Malleola altocarinata,Malleola,altocarinata,,,,,
Malleola andamanica,Malleola,andamanica,,,,,
Malleola baliensis,Malleola,baliensis,,,,,
Malleola constricta,Malleola,constricta,,,,,
Malleola eburnea,Malleola,eburnea,,,,,
Malleola forbesii,Malleola,forbesii,,,,,
Malleola insectifera,Malleola,insectifera,,,,,
Malleola kawakamii,Malleola,kawakamii,,,,,
Malleola ligulata,Malleola,ligulata,,,,,
Malleola macranthera,Malleola,macranthera,,,,,
Malleola seidenfadenii,Malleola,seidenfadenii,,,,,
Malleola sphingoides,Malleola,sphingoides,,,,,
Malleola undulata,Malleola,undulata,,,,,
Malleola witteana,Malleola,witteana,,,,,
Mallotus atrovirens,Mallotus,atrovirens,,,,,
Mallotus fuscescens,Mallotus,fuscescens,,,,,
Mallotus lindicus,Mallotus,lindicus,,,,,
Mallotus odoratus,Mallotus,odoratus,,,,,
Mallotus oppositifolius,Mallotus,oppositifolius,,,,,
Mallotus smilaciformis,Mallotus,smilaciformis,,,,,
Malmea cuspidata,Malmea,cuspidata,,,,,
Malouetia barbata,Malouetia,barbata,,,,,
Malouetia isthmica,Malouetia,isthmica,,,,,
Malpighia cauliflora,Malpighia,cauliflora,,,,,
Malpighia cubensis,Malpighia,cubensis,,,,,
Malpighia harrisii,Malpighia,harrisii,,,,,
Malpighia obtusifolia,Malpighia,obtusifolia,,,,,
Malpighia proctorii,Malpighia,proctorii,,,,,
Malus asiatica,Malus,asiatica,Rosaceae,,,,
Malus baccata,Malus,baccata,Rosaceae,,,,
Malus chitralensis,Malus,chitralensis,Rosaceae,,,,
Malus crescimannoi,Malus,crescimannoi,Rosaceae,,,,
Malus dasyphylla,Malus,dasyphylla,Rosaceae,,,,
Malus domestica,Malus,domestica,Rosaceae,,,,
Malus doumeri,Malus,doumeri,Rosaceae,,,,
Malus fusca,Malus,fusca,Rosaceae,,,,
Malus halliana,Malus,halliana,Rosaceae,,,,
Malus honanensis,Malus,honanensis,Rosaceae,,,,
Malus hupehensis,Malus,hupehensis,Rosaceae,,,,
Malus kansuensis,Malus,kansuensis,Rosaceae,,,,
Malus komarovii,Malus,komarovii,Rosaceae,,,,
Malus mandshurica,Malus,mandshurica,Rosaceae,,,,
Malus muliensis,Malus,muliensis,Rosaceae,,,,
Malus niedzwetzkyana,Malus,niedzwetzkyana,Rosaceae,,,,
Malus ombrophila,Malus,ombrophila,Rosaceae,,,,
Malus orientalis,Malus,orientalis,Rosaceae,,,,
Malus prattii,Malus,prattii,Rosaceae,,,,
Malus prunifolia,Malus,prunifolia,Rosaceae,,,,
Malus pumila,Malus,pumila,Rosaceae,,,,
Malus rockii,Malus,rockii,Rosaceae,,,,
Malus sieversii,Malus,sieversii,Rosaceae,,,,
Malus sikkimensis,Malus,sikkimensis,Rosaceae,,,,
Malus spectabilis,Malus,spectabilis,Rosaceae,,,,
Malus sylvestris,Malus,sylvestris,Rosaceae,,,,
Malus toringo,Malus,toringo,Rosaceae,,,,
Malus toringoides,Malus,toringoides,Rosaceae,,,,
Malus transitoria,Malus,transitoria,Rosaceae,,,,
Malus tschonoskii,Malus,tschonoskii,Rosaceae,,,,
Malus yunnanensis,Malus,yunnanensis,Rosaceae,,,,
Malus zumi,Malus,zumi,Rosaceae,,,,
Malva canariensis,Malva,canariensis,,,,,
Mamillariella geniculata,Mamillariella,geniculata,,,,,
Mammea africana,Mammea,africana,Calophyllaceae,,,,
Mammea americana,Mammea,americana,Calophyllaceae,,,,
Mammea grandifolia,Mammea,grandifolia,Calophyllaceae,,,,
Mammea immansueta,Mammea,immansueta,Calophyllaceae,,,,
Mammea malayana,Mammea,malayana,Calophyllaceae,,,,
Mammea novoguineensis,Mammea,novoguineensis,Calophyllaceae,,,,
Mammea papuana,Mammea,papuana,Calophyllaceae,,,,
Mammea papyracea,Mammea,papyracea,Calophyllaceae,,,,
Mammea timorensis,Mammea,timorensis,Calophyllaceae,,,,
Mammea usambarensis,Mammea,usambarensis,Calophyllaceae,,,,
Mammea veimauriensis,Mammea,veimauriensis,Calophyllaceae,,,,
Mammillaria albicans,Mammillaria,albicans,,,,,
Mammillaria albicoma,Mammillaria,albicoma,,,,,
Mammillaria albiflora,Mammillaria,albiflora,,,,,
Mammillaria albilanata,Mammillaria,albilanata,,,,,
Mammillaria amajacensis,Mammillaria,amajacensis,,,,,
Mammillaria anniana,Mammillaria,anniana,,,,,
Mammillaria armillata,Mammillaria,armillata,,,,,
Mammillaria aureilanata,Mammillaria,aureilanata,,,,,
Mammillaria backebergiana,Mammillaria,backebergiana,,,,,
Mammillaria barbata,Mammillaria,barbata,,,,,
Mammillaria baumii,Mammillaria,baumii,,,,,
Mammillaria beneckei,Mammillaria,beneckei,,,,,
Mammillaria berkiana,Mammillaria,berkiana,,,,,
Mammillaria blossfeldiana,Mammillaria,blossfeldiana,,,,,
Mammillaria bocasana,Mammillaria,bocasana,,,,,
Mammillaria bocensis,Mammillaria,bocensis,,,,,
Mammillaria boelderliana,Mammillaria,boelderliana,,,,,
Mammillaria bombycina,Mammillaria,bombycina,,,,,
Mammillaria boolii,Mammillaria,boolii,,,,,
Mammillaria brandegeei,Mammillaria,brandegeei,,,,,
Mammillaria canelensis,Mammillaria,canelensis,,,,,
Mammillaria capensis,Mammillaria,capensis,,,,,
Mammillaria carmenae,Mammillaria,carmenae,,,,,
Mammillaria carnea,Mammillaria,carnea,,,,,
Mammillaria carretii,Mammillaria,carretii,,,,,
Mammillaria cerralboa,Mammillaria,cerralboa,,,,,
Mammillaria coahuilensis,Mammillaria,coahuilensis,,,,,
Mammillaria columbiana,Mammillaria,columbiana,,,,,
Mammillaria compressa,Mammillaria,compressa,,,,,
Mammillaria craigii,Mammillaria,craigii,,,,,
Mammillaria crinita,Mammillaria,crinita,,,,,
Mammillaria crucigera,Mammillaria,crucigera,,,,,
Mammillaria decipiens,Mammillaria,decipiens,,,,,
Mammillaria deherdtiana,Mammillaria,deherdtiana,,,,,
Mammillaria densispina,Mammillaria,densispina,,,,,
Mammillaria dioica,Mammillaria,dioica,,,,,
Mammillaria discolor,Mammillaria,discolor,,,,,
Mammillaria dixanthocentron,Mammillaria,dixanthocentron,,,,,
Mammillaria duoformis,Mammillaria,duoformis,,,,,
Mammillaria duwei,Mammillaria,duwei,,,,,
Mammillaria eichlamii,Mammillaria,eichlamii,,,,,
Mammillaria ekmanii,Mammillaria,ekmanii,,,,,
Mammillaria elongata,Mammillaria,elongata,,,,,
Mammillaria eriacantha,Mammillaria,eriacantha,,,,,
Mammillaria erythrosperma,Mammillaria,erythrosperma,,,,,
Mammillaria evermanniana,Mammillaria,evermanniana,,,,,
Mammillaria fittkaui,Mammillaria,fittkaui,,,,,
Mammillaria flavicentra,Mammillaria,flavicentra,,,,,
Mammillaria formosa,Mammillaria,formosa,,,,,
Mammillaria gasseriana,Mammillaria,gasseriana,,,,,
Mammillaria geminispina,Mammillaria,geminispina,,,,,
Mammillaria gigantea,Mammillaria,gigantea,,,,,
Mammillaria glassii,Mammillaria,glassii,,,,,
Mammillaria glochidiata,Mammillaria,glochidiata,,,,,
Mammillaria goodridgii,Mammillaria,goodridgii,,,,,
Mammillaria grahamii,Mammillaria,grahamii,,,,,
Mammillaria grusonii,Mammillaria,grusonii,,,,,
Mammillaria guelzowiana,Mammillaria,guelzowiana,,,,,
Mammillaria guerreronis,Mammillaria,guerreronis,,,,,
Mammillaria guillauminiana,Mammillaria,guillauminiana,,,,,
Mammillaria haageana,Mammillaria,haageana,,,,,
Mammillaria hahniana,Mammillaria,hahniana,,,,,
Mammillaria halbingeri,Mammillaria,halbingeri,,,,,
Mammillaria halei,Mammillaria,halei,,,,,
Mammillaria hamata,Mammillaria,hamata,,,,,
Mammillaria heidiae,Mammillaria,heidiae,,,,,
Mammillaria hernandezii,Mammillaria,hernandezii,,,,,
Mammillaria herrerae,Mammillaria,herrerae,,,,,
Mammillaria hertrichiana,Mammillaria,hertrichiana,,,,,
Mammillaria heyderi,Mammillaria,heyderi,,,,,
Mammillaria huitzilopochtli,Mammillaria,huitzilopochtli,,,,,
Mammillaria humboldtii,Mammillaria,humboldtii,,,,,
Mammillaria hutchisoniana,Mammillaria,hutchisoniana,,,,,
Mammillaria insularis,Mammillaria,insularis,,,,,
Mammillaria jaliscana,Mammillaria,jaliscana,,,,,
Mammillaria johnstonii,Mammillaria,johnstonii,,,,,
Mammillaria karwinskiana,Mammillaria,karwinskiana,,,,,
Mammillaria klissingiana,Mammillaria,klissingiana,,,,,
Mammillaria knippeliana,Mammillaria,knippeliana,,,,,
Mammillaria kraehenbuehlii,Mammillaria,kraehenbuehlii,,,,,
Mammillaria lasiacantha,Mammillaria,lasiacantha,,,,,
Mammillaria laui,Mammillaria,laui,,,,,
Mammillaria lenta,Mammillaria,lenta,,,,,
Mammillaria linaresensis,Mammillaria,linaresensis,,,,,
Mammillaria lindsayi,Mammillaria,lindsayi,,,,,
Mammillaria lloydii,Mammillaria,lloydii,,,,,
Mammillaria longiflora,Mammillaria,longiflora,,,,,
Mammillaria longimamma,Mammillaria,longimamma,,,,,
Mammillaria luethyi,Mammillaria,luethyi,,,,,
Mammillaria magnifica,Mammillaria,magnifica,,,,,
Mammillaria magnimamma,Mammillaria,magnimamma,,,,,
Mammillaria mainiae,Mammillaria,mainiae,,,,,
Mammillaria mammillaris,Mammillaria,mammillaris,,,,,
Mammillaria manana,Mammillaria,manana,,,,,
Mammillaria marcosii,Mammillaria,marcosii,,,,,
Mammillaria marksiana,Mammillaria,marksiana,,,,,
Mammillaria mathildae,Mammillaria,mathildae,,,,,
Mammillaria matudae,Mammillaria,matudae,,,,,
Mammillaria mazatlanensis,Mammillaria,mazatlanensis,,,,,
Mammillaria melaleuca,Mammillaria,melaleuca,,,,,
Mammillaria melanocentra,Mammillaria,melanocentra,,,,,
Mammillaria mercadensis,Mammillaria,mercadensis,,,,,
Mammillaria meyranii,Mammillaria,meyranii,,,,,
Mammillaria microhelia,Mammillaria,microhelia,,,,,
Mammillaria miegiana,Mammillaria,miegiana,,,,,
Mammillaria mieheana,Mammillaria,mieheana,,,,,
Mammillaria moelleriana,Mammillaria,moelleriana,,,,,
Mammillaria morganiana,Mammillaria,morganiana,,,,,
Mammillaria muehlenpfordtii,Mammillaria,muehlenpfordtii,,,,,
Mammillaria multidigitata,Mammillaria,multidigitata,,,,,
Mammillaria mystax,Mammillaria,mystax,,,,,
Mammillaria nana,Mammillaria,nana,,,,,
Mammillaria napina,Mammillaria,napina,,,,,
Mammillaria neopalmeri,Mammillaria,neopalmeri,,,,,
Mammillaria nivosa,Mammillaria,nivosa,,,,,
Mammillaria nunezii,Mammillaria,nunezii,,,,,
Mammillaria orcuttii,Mammillaria,orcuttii,,,,,
Mammillaria oteroi,Mammillaria,oteroi,,,,,
Mammillaria painteri,Mammillaria,painteri,,,,,
Mammillaria parkinsonii,Mammillaria,parkinsonii,,,,,
Mammillaria pectinifera,Mammillaria,pectinifera,,,,,
Mammillaria peninsularis,Mammillaria,peninsularis,,,,,
Mammillaria pennispinosa,Mammillaria,pennispinosa,,,,,
Mammillaria perbella,Mammillaria,perbella,,,,,
Mammillaria petrophila,Mammillaria,petrophila,,,,,
Mammillaria petterssonii,Mammillaria,petterssonii,,,,,
Mammillaria phitauiana,Mammillaria,phitauiana,,,,,
Mammillaria picta,Mammillaria,picta,,,,,
Mammillaria pilispina,Mammillaria,pilispina,,,,,
Mammillaria plumosa,Mammillaria,plumosa,,,,,
Mammillaria polyedra,Mammillaria,polyedra,,,,,
Mammillaria polythele,Mammillaria,polythele,,,,,
Mammillaria pondii,Mammillaria,pondii,,,,,
Mammillaria poselgeri,Mammillaria,poselgeri,,,,,
Mammillaria pottsii,Mammillaria,pottsii,,,,,
Mammillaria pringlei,Mammillaria,pringlei,,,,,
Mammillaria prolifera,Mammillaria,prolifera,,,,,
Mammillaria rekoi,Mammillaria,rekoi,,,,,
Mammillaria rettigiana,Mammillaria,rettigiana,,,,,
Mammillaria rhodantha,Mammillaria,rhodantha,,,,,
Mammillaria roseoalba,Mammillaria,roseoalba,,,,,
Mammillaria saboae,Mammillaria,saboae,,,,,
Mammillaria sanchez-mejoradae,Mammillaria,sanchez-mejoradae,,,,,
Mammillaria sartorii,Mammillaria,sartorii,,,,,
Mammillaria scheinvariana,Mammillaria,scheinvariana,,,,,
Mammillaria schiedeana,Mammillaria,schiedeana,,,,,
Mammillaria schumannii,Mammillaria,schumannii,,,,,
Mammillaria schwarzii,Mammillaria,schwarzii,,,,,
Mammillaria scrippsiana,Mammillaria,scrippsiana,,,,,
Mammillaria sempervivi,Mammillaria,sempervivi,,,,,
Mammillaria senilis,Mammillaria,senilis,,,,,
Mammillaria sheldonii,Mammillaria,sheldonii,,,,,
Mammillaria sinistrohamata,Mammillaria,sinistrohamata,,,,,
Mammillaria solisioides,Mammillaria,solisioides,,,,,
Mammillaria sonorensis,Mammillaria,sonorensis,,,,,
Mammillaria sphacelata,Mammillaria,sphacelata,,,,,
Mammillaria sphaerica,Mammillaria,sphaerica,,,,,
Mammillaria spinosissima,Mammillaria,spinosissima,,,,,
Mammillaria standleyi,Mammillaria,standleyi,,,,,
Mammillaria stella-de-tacubaya,Mammillaria,stella-de-tacubaya,,,,,
Mammillaria supertexta,Mammillaria,supertexta,,,,,
Mammillaria surculosa,Mammillaria,surculosa,,,,,
Mammillaria tayloriorum,Mammillaria,tayloriorum,,,,,
Mammillaria tepexicensis,Mammillaria,tepexicensis,,,,,
Mammillaria tetrancistra,Mammillaria,tetrancistra,,,,,
Mammillaria theresae,Mammillaria,theresae,,,,,
Mammillaria thornberi,Mammillaria,thornberi,,,,,
Mammillaria tonalensis,Mammillaria,tonalensis,,,,,
Mammillaria uncinata,Mammillaria,uncinata,,,,,
Mammillaria variaculeata,Mammillaria,variaculeata,,,,,
Mammillaria varieaculeata,Mammillaria,varieaculeata,,,,,
Mammillaria vetula,Mammillaria,vetula,,,,,
Mammillaria voburnensis,Mammillaria,voburnensis,,,,,
Mammillaria wagneriana,Mammillaria,wagneriana,,,,,
Mammillaria weingartiana,Mammillaria,weingartiana,,,,,
Mammillaria wiesingeri,Mammillaria,wiesingeri,,,,,
Mammillaria winterae,Mammillaria,winterae,,,,,
Mammillaria wrightii,Mammillaria,wrightii,,,,,
Mammillaria xaltianguensis,Mammillaria,xaltianguensis,,,,,
Mammillaria zeilmanniana,Mammillaria,zeilmanniana,,,,,
Mammillaria zephyranthoides,Mammillaria,zephyranthoides,,,,,
Mammillaria zublerae,Mammillaria,zublerae,,,,,
Mammilloydia candida,Mammilloydia,candida,,,,,
Mandenovia komarovii,Mandenovia,komarovii,,,,,
Mandevilla crassinoda,Mandevilla,crassinoda,,,,,
Mandevilla dodsonii,Mandevilla,dodsonii,,,,,
Mandevilla equatorialis,Mandevilla,equatorialis,,,,,
Mandevilla jamesonii,Mandevilla,jamesonii,,,,,
Mandragora autumnalis,Mandragora,autumnalis,,,,,
Manettia angamarcensis,Manettia,angamarcensis,,,,,
Manettia canescens,Manettia,canescens,,,,,
Manettia herthae,Manettia,herthae,,,,,
Manettia holwayi,Manettia,holwayi,,,,,
Manettia lilacina,Manettia,lilacina,,,,,
Manettia nebulosa,Manettia,nebulosa,,,,,
Manettia nubigena,Manettia,nubigena,,,,,
Manettia pichinchensis,Manettia,pichinchensis,,,,,
Manettia skutchii,Manettia,skutchii,,,,,
Manettia stenocalyx,Manettia,stenocalyx,,,,,
Manettia teresitae,Manettia,teresitae,,,,,
Mangifera acutigemma,Mangifera,acutigemma,Anacardiaceae,,,,
Mangifera altissima,Mangifera,altissima,Anacardiaceae,,,,
Mangifera andamanica,Mangifera,andamanica,Anacardiaceae,,,,
Mangifera applanata,Mangifera,applanata,Anacardiaceae,,,,
Mangifera austro-indica,Mangifera,austro-indica,Anacardiaceae,,,,
Mangifera austro-yunnanensis,Mangifera,austro-yunnanensis,Anacardiaceae,,,,
Mangifera blommesteinii,Mangifera,blommesteinii,Anacardiaceae,,,,
Mangifera bullata,Mangifera,bullata,Anacardiaceae,,,,
Mangifera caesia,Mangifera,caesia,Anacardiaceae,,,,
Mangifera caloneura,Mangifera,caloneura,Anacardiaceae,,,,
Mangifera campnospermoides,Mangifera,campnospermoides,Anacardiaceae,,,,
Mangifera casturi,Mangifera,casturi,Anacardiaceae,,,,
Mangifera collina,Mangifera,collina,Anacardiaceae,,,,
Mangifera dewildei,Mangifera,dewildei,Anacardiaceae,,,,
Mangifera dongnaiensis,Mangifera,dongnaiensis,Anacardiaceae,,,,
Mangifera flava,Mangifera,flava,Anacardiaceae,,,,
Mangifera foetida,Mangifera,foetida,Anacardiaceae,,,,
Mangifera gedebi,Mangifera,gedebi,Anacardiaceae,,,,
Mangifera gracilipes,Mangifera,gracilipes,Anacardiaceae,,,,
Mangifera hiemalis,Mangifera,hiemalis,Anacardiaceae,,,,
Mangifera indica,Mangifera,indica,Anacardiaceae,,,,
Mangifera lalijiwa,Mangifera,lalijiwa,Anacardiaceae,,,,
Mangifera macrocarpa,Mangifera,macrocarpa,Anacardiaceae,,,,
Mangifera magnifica,Mangifera,magnifica,Anacardiaceae,,,,
Mangifera minor,Mangifera,minor,Anacardiaceae,,,,
Mangifera minutifolia,Mangifera,minutifolia,Anacardiaceae,,,,
Mangifera monandra,Mangifera,monandra,Anacardiaceae,,,,
Mangifera mucronulata,Mangifera,mucronulata,Anacardiaceae,,,,
Mangifera nicobarica,Mangifera,nicobarica,Anacardiaceae,,,,
Mangifera odorata,Mangifera,odorata,Anacardiaceae,,,,
Mangifera orophila,Mangifera,orophila,Anacardiaceae,,,,
Mangifera pajang,Mangifera,pajang,Anacardiaceae,,,,
Mangifera paludosa,Mangifera,paludosa,Anacardiaceae,,,,
Mangifera parvifolia,Mangifera,parvifolia,Anacardiaceae,,,,
Mangifera pedicellata,Mangifera,pedicellata,Anacardiaceae,,,,
Mangifera pentandra,Mangifera,pentandra,Anacardiaceae,,,,
Mangifera persiciformis,Mangifera,persiciformis,Anacardiaceae,,,,
Mangifera quadrifida,Mangifera,quadrifida,Anacardiaceae,,,,
