sc_name,genus,species,family,iucn_status_code,common_names,regions,wwf_high_risk_flag
Justicia orbicularis,Justicia,orbicularis,,,,,
Justicia petterssonii,Justicia,petterssonii,,,,,
Justicia pinensis,Justicia,pinensis,,,,,
Justicia pseudorungia,Justicia,pseudorungia,,,,,
Justicia pseudotenella,Justicia,pseudotenella,,,,,
Justicia quinqueangularis,Justicia,quinqueangularis,,,,,
Justicia regis,Justicia,regis,,,,,
Justicia rigida,Justicia,rigida,,,,,
Justicia riopalenquensis,Justicia,riopalenquensis,,,,,
Justicia rodgersii,Justicia,rodgersii,,,,,
Justicia roseobracteata,Justicia,roseobracteata,,,,,
Justicia sulphuriflora,Justicia,sulphuriflora,,,,,
Justicia takhinensis,Justicia,takhinensis,,,,,
Justicia telloensis,Justicia,telloensis,,,,,
Justicia tenuipes,Justicia,tenuipes,,,,,
Justicia tigrina,Justicia,tigrina,,,,,
Justicia tobagensis,Justicia,tobagensis,,,,,
Justicia tricostata,Justicia,tricostata,,,,,
Justicia udzungwaensis,Justicia,udzungwaensis,,,,,
Justicia ukagurensis,Justicia,ukagurensis,,,,,
Justicia violaceotincta,Justicia,violaceotincta,,,,,
Juttadinteria deserticola,Juttadinteria,deserticola,,,,,
Juttadinteria kovisimontana,Juttadinteria,kovisimontana,,,,,
Juttadinteria simpsonii,Juttadinteria,simpsonii,,,,,
Juttadinteria suavissima,Juttadinteria,suavissima,,,,,
Kabuyea hostifolia,Kabuyea,hostifolia,,,,,
Kadua cookiana,Kadua,cookiana,,,awiwi,,
Kadua cordata,Kadua,cordata,,,,,
Kadua coriacea,Kadua,coriacea,,,kio'ele,,
Kadua degeneri,Kadua,degeneri,,,,,
Kadua flynnii,Kadua,flynnii,,,,,
Kadua haupuensis,Kadua,haupuensis,,,,,
Kadua laxiflora,Kadua,laxiflora,,,,,
Kadua parvula,Kadua,parvula,,,,,
Kadua st-johnii,Kadua,st-johnii,,,,,
Kageneckia lanceolata,Kageneckia,lanceolata,,,,,
Kalanchoe daigremontiana,Kalanchoe,daigremontiana,,,,,
Kalanchoe farinacea,Kalanchoe,farinacea,,,,,
Kalanchoe robusta,Kalanchoe,robusta,,,,,
Kalappia celebica,Kalappia,celebica,,,,,
Kallstroemia adscendens,Kallstroemia,adscendens,,,,,
Kallymenia multiloba,Kallymenia,multiloba,,,,,
Kallymenia setchellii,Kallymenia,setchellii,,,,,
Kalmia latifolia,Kalmia,latifolia,Ericaceae,,,,
Kalmia microphylla,Kalmia,microphylla,Ericaceae,,,,
Kalmia polifolia,Kalmia,polifolia,Ericaceae,,,,
Kalopanax septemlobus,Kalopanax,septemlobus,Araliaceae,,,,
Kanahia laniflora,Kanahia,laniflora,,,kanah,,
Kanaloa kahoolawensis,Kanaloa,kahoolawensis,,,ka palupalu o kanaloa,,
Kandelia candel,Kandelia,candel,,,,,
Kandelia obovata,Kandelia,obovata,,,,,
Karima scarciesii,Karima,scarciesii,,,,,
Kaunia pachanoi,Kaunia,pachanoi,,,,,
Kayea coriacea,Kayea,coriacea,,,,,
Kayea macrophylla,Kayea,macrophylla,,,,,
Keetia bakossii,Keetia,bakossii,,,,,
Keetia bakossiorum,Keetia,bakossiorum,,,,,
Keetia koritschoneri,Keetia,koritschoneri,,,,,
Keetia purpurascens,Keetia,purpurascens,,,,,
Kefersteinia auriculata,Kefersteinia,auriculata,,,,,
Kefersteinia chocoensis,Kefersteinia,chocoensis,,,,,
Kefersteinia costaricensis,Kefersteinia,costaricensis,,,,,
Kefersteinia escobariana,Kefersteinia,escobariana,,,,,
Kefersteinia graminea,Kefersteinia,graminea,,,,,
Kefersteinia hirtzii,Kefersteinia,hirtzii,,,,,
Kefersteinia lactea,Kefersteinia,lactea,,,,,
Kefersteinia lindneri,Kefersteinia,lindneri,,,,,
Kefersteinia maculosa,Kefersteinia,maculosa,,,,,
Kefersteinia microcharis,Kefersteinia,microcharis,,,,,
Kefersteinia orbicularis,Kefersteinia,orbicularis,,,,,
Kefersteinia parvilabris,Kefersteinia,parvilabris,,,,,
Kefersteinia subquadrata,Kefersteinia,subquadrata,,,,,
Kegeliella atropilosa,Kegeliella,atropilosa,,,,,
Kegeliella kupperi,Kegeliella,kupperi,,,,,
Kemulariella abchasica,Kemulariella,abchasica,,,abkhazian kemulariella;abkhazian kemulariella;apkhazuri kemulariela;abkhazian kemulariella,,
Kemulariella colchica,Kemulariella,colchica,,,colchic kemulariella;colchic kemulariella,,
Kennedia retrorsa,Kennedia,retrorsa,,,,,
Kentiopsis magnifica,Kentiopsis,magnifica,,,,,
Kentiopsis oliviformis,Kentiopsis,oliviformis,,,,,
Kentiopsis piersoniorum,Kentiopsis,piersoniorum,,,,,
Kentiopsis pyriformis,Kentiopsis,pyriformis,,,,,
Keraymonia pinnatifolia,Keraymonia,pinnatifolia,,,,,
Kermadecia pronyensis,Kermadecia,pronyensis,,,,,
Keteleeria davidiana,Keteleeria,davidiana,,,tijian yushan,,
Keteleeria evelyniana,Keteleeria,evelyniana,,,du sam nui dat;yunnan yushan;ngo tung,,
Keteleeria formosana,Keteleeria,formosana,,,,,
Keteleeria fortunei,Keteleeria,fortunei,,,yushan,,
Kewa acida,Kewa,acida,,,salad plant;salad plant,,
Keyserlingia mollis,Keyserlingia,mollis,,,,,
Khadia beswickii,Khadia,beswickii,,,,,
Khaya anthotheca,Khaya,anthotheca,Meliaceae,,acajou d’afrique,,
Khaya grandifoliola,Khaya,grandifoliola,Meliaceae,,acajou d’afrique,,
Khaya ivorensis,Khaya,ivorensis,Meliaceae,,acajou d’afrique,,
Khaya klainei,Khaya,klainei,Meliaceae,,acajou d’afrique,,
Khaya madagascariensis,Khaya,madagascariensis,Meliaceae,,acajou d’afrique,,
Khaya nyasica,Khaya,nyasica,Meliaceae,,acajou d’afrique,,
Khaya senegalensis,Khaya,senegalensis,Meliaceae,,acajou d’afrique,,
Khaya spp.,Khaya,spp.,Meliaceae,,acajou d’afrique,,
Kibara coriacea,Kibara,coriacea,,,kibantelik,,
Kibatalia borneensis,Kibatalia,borneensis,,,,,
Kibatalia elmeri,Kibatalia,elmeri,,,,,
Kibatalia gitingensis,Kibatalia,gitingensis,,,,,
Kibatalia longifolia,Kibatalia,longifolia,,,,,
Kibatalia macgregori,Kibatalia,macgregori,,,,,
Kibatalia merrilliana,Kibatalia,merrilliana,,,,,
Kibatalia puberula,Kibatalia,puberula,,,,,
Kibatalia stenopetala,Kibatalia,stenopetala,,,,,
Kibatalia villosa,Kibatalia,villosa,,,,,
Kibatalia wigmani,Kibatalia,wigmani,,,,,
Kickxia elegans,Kickxia,elegans,,,,,
Kickxia membranacea,Kickxia,membranacea,,,,,
Kickxia papillosa,Kickxia,papillosa,,,,,
Kielmeyera peruviana,Kielmeyera,peruviana,,,,,
Kigelia africana,Kigelia,africana,Bignoniaceae,,sausage tree;sausage tree,,
Kingianthus paniculatus,Kingianthus,paniculatus,,,,,
Kingianthus paradoxus,Kingianthus,paradoxus,,,,,
Kingidium decumbens,Kingidium,decumbens,,,,,
Kingidium deliciosum,Kingidium,deliciosum,,,,,
Kingidium teenialis,Kingidium,teenialis,,,,,
Kingiodendron pinnatum,Kingiodendron,pinnatum,,,,,
Kingiodendron platycarpum,Kingiodendron,platycarpum,,,thimbithimbi;moivi,,
Kionophyton sawyeri,Kionophyton,sawyeri,,,,,
Kionophyton seminuda,Kionophyton,seminuda,,,,,
Kirengeshoma palmata,Kirengeshoma,palmata,,,,,
Kirkia burgeri,Kirkia,burgeri,,,,,
Kirkia dewinteri,Kirkia,dewinteri,,,,,
Klackenbergia stricta,Klackenbergia,stricta,,,,,
Klainedoxa buesgenii,Klainedoxa,buesgenii,Irvingiaceae,,eveuss,,
Klainedoxa gabonensis,Klainedoxa,gabonensis,Irvingiaceae,,eveuss,,
Klarobelia lucida,Klarobelia,lucida,,,,,
Klarobelia megalocarpa,Klarobelia,megalocarpa,,,,,
Klasea caucasica,Klasea,caucasica,,,caucasian sawwort;caucasian sawwort,,
Klasea lycopifolia,Klasea,lycopifolia,,,,,
Kleinia dolichocoma,Kleinia,dolichocoma,,,,,
Kleinia leptophylla,Kleinia,leptophylla,,,,,
Kleinia neriifolia,Kleinia,neriifolia,,,,,
Kleinia schwartzii,Kleinia,schwartzii,,,,,
Kleinia scotti,Kleinia,scotti,,,,,
Knema alvarezii,Knema,alvarezii,Myristicaceae,,,,
Knema amoena,Knema,amoena,Myristicaceae,,,,
Knema andamanica,Knema,andamanica,Myristicaceae,,,,
Knema arenosa,Knema,arenosa,Myristicaceae,,,,
Knema ashtonii,Knema,ashtonii,Myristicaceae,,,,
Knema attenuata,Knema,attenuata,Myristicaceae,,,,
Knema austrosiamensis,Knema,austrosiamensis,Myristicaceae,,,,
Knema bengalensis,Knema,bengalensis,Myristicaceae,,,,
Knema celebica,Knema,celebica,Myristicaceae,,,,
Knema cinnamomea,Knema,cinnamomea,Myristicaceae,,,,
Knema communis,Knema,communis,Myristicaceae,,,,
Knema conferta,Knema,conferta,Myristicaceae,,penarahan,,
Knema conica,Knema,conica,Myristicaceae,,,,
Knema curtisii,Knema,curtisii,Myristicaceae,,,,
Knema elmeri,Knema,elmeri,Myristicaceae,,,,
Knema emmae,Knema,emmae,Myristicaceae,,,,
Knema furfuracea,Knema,furfuracea,Myristicaceae,,,,
Knema glauca,Knema,glauca,Myristicaceae,,,,
Knema glaucescens,Knema,glaucescens,Myristicaceae,,,,
Knema globularia,Knema,globularia,Myristicaceae,,,,
Knema glomerata,Knema,glomerata,Myristicaceae,,tambalau,,
Knema heteropilis,Knema,heteropilis,Myristicaceae,,,,
Knema hirtella,Knema,hirtella,Myristicaceae,,,,
Knema hookerana,Knema,hookerana,Myristicaceae,,,,
Knema intermedia,Knema,intermedia,Myristicaceae,,kicarang dahan ?,,
Knema kinabaluensis,Knema,kinabaluensis,Myristicaceae,,,,
Knema korthalsii,Knema,korthalsii,Myristicaceae,,,,
Knema kostermansiana,Knema,kostermansiana,Myristicaceae,,,,
Knema krusemaniana,Knema,krusemaniana,Myristicaceae,,,,
Knema kunstleri,Knema,kunstleri,Myristicaceae,,,,
Knema lamellaria,Knema,lamellaria,Myristicaceae,,,,
Knema lampongensis,Knema,lampongensis,Myristicaceae,,,,
Knema latericia,Knema,latericia,Myristicaceae,,senarah,,
Knema latifolia,Knema,latifolia,Myristicaceae,,,,
Knema laurina,Knema,laurina,Myristicaceae,,,,
Knema linguiformis,Knema,linguiformis,Myristicaceae,,,,
Knema longepilosa,Knema,longepilosa,Myristicaceae,,,,
Knema losirensis,Knema,losirensis,Myristicaceae,,,,
Knema malayana,Knema,malayana,Myristicaceae,,,,
Knema mamillata,Knema,mamillata,Myristicaceae,,,,
Knema matanensis,Knema,matanensis,Myristicaceae,,,,
Knema minima,Knema,minima,Myristicaceae,,,,
Knema mixta,Knema,mixta,Myristicaceae,,,,
Knema mogeana,Knema,mogeana,Myristicaceae,,,,
Knema muscosa,Knema,muscosa,Myristicaceae,,,,
Knema oblongata,Knema,oblongata,Myristicaceae,,,,
Knema oblongifolia,Knema,oblongifolia,Myristicaceae,,,,
Knema pachycarpa,Knema,pachycarpa,Myristicaceae,,,,
Knema paludosa,Knema,paludosa,Myristicaceae,,,,
Knema pectinata,Knema,pectinata,Myristicaceae,,,,
Knema pedicellata,Knema,pedicellata,Myristicaceae,,,,
Knema pierrei,Knema,pierrei,Myristicaceae,,,,
Knema pilocarpa,Knema,pilocarpa,Myristicaceae,,,,
Knema piriformis,Knema,piriformis,Myristicaceae,,,,
Knema plumulosa,Knema,plumulosa,Myristicaceae,,,,
Knema poilanei,Knema,poilanei,Myristicaceae,,,,
Knema psilantha,Knema,psilantha,Myristicaceae,,,,
Knema pubiflora,Knema,pubiflora,Myristicaceae,,,,
Knema retusa,Knema,retusa,Myristicaceae,,,,
Knema riangensis,Knema,riangensis,Myristicaceae,,,,
Knema ridsdaleana,Knema,ridsdaleana,Myristicaceae,,,,
Knema rigidifolia,Knema,rigidifolia,Myristicaceae,,,,
Knema riparia,Knema,riparia,Myristicaceae,,,,
Knema rubens,Knema,rubens,Myristicaceae,,,,
Knema rufa,Knema,rufa,Myristicaceae,,,,
Knema saxatilis,Knema,saxatilis,Myristicaceae,,,,
Knema scortechinii,Knema,scortechinii,Myristicaceae,,penarahan,,
Knema sericea,Knema,sericea,Myristicaceae,,,,
Knema sessiflora,Knema,sessiflora,Myristicaceae,,,,
Knema squamulosa,Knema,squamulosa,Myristicaceae,,,,
Knema steenisii,Knema,steenisii,Myristicaceae,,,,
Knema stellata,Knema,stellata,Myristicaceae,,,,
Knema stenocarpa,Knema,stenocarpa,Myristicaceae,,,,
Knema stenophylla,Knema,stenophylla,Myristicaceae,,,,
Knema stylosa,Knema,stylosa,Myristicaceae,,,,
Knema subhirtella,Knema,subhirtella,Myristicaceae,,,,
Knema tenuinervia,Knema,tenuinervia,Myristicaceae,,,,
Knema tonkinensis,Knema,tonkinensis,Myristicaceae,,,,
Knema tridactyla,Knema,tridactyla,Myristicaceae,,,,
Knema uliginosa,Knema,uliginosa,Myristicaceae,,,,
Knema viridis,Knema,viridis,Myristicaceae,,,,
Kniphofia goetzei,Kniphofia,goetzei,,,,,
Kniphofia reflexa,Kniphofia,reflexa,,,,,
Koanophyllon panamensis,Koanophyllon,panamensis,,,,,
Kobresia simpliciuscula,Kobresia,simpliciuscula,,,,,
Koeleria micrathera,Koeleria,micrathera,,,,,
Koeleria novozelandica,Koeleria,novozelandica,,,,,
Koellensteinia eburnea,Koellensteinia,eburnea,,,,,
Koellensteinia kelleriana,Koellensteinia,kelleriana,,,,,
Koellensteinia spiralis,Koellensteinia,spiralis,,,,,
Koenigia islandica,Koenigia,islandica,,,,,
Kohautia socotrana,Kohautia,socotrana,,,,,
Koilodepas calycinum,Koilodepas,calycinum,,,,,
Koilodepas ferrugineum,Koilodepas,ferrugineum,,,,,
Koilodepas wallichianum,Koilodepas,wallichianum,,,,,
Kokia cookei,Kokia,cookei,,,koki`o;molokai koki`o;molokai koki`o;molokai koki`o;cooke's kokio;molokai koki`o;hau hele`ula;molokai koki`o,,
Kokia drynarioides,Kokia,drynarioides,,,hawaiian tree cotton;hawaiian tree cotton;hau-hele`ula;hawaiian tree cotton;koki`o;hawaiian tree cotton,,
Kokia kauaiensis,Kokia,kauaiensis,,,kauai koki'o;kauai koki'o;hau hele'ula;kauai koki'o,,
Kokia lanceolata,Kokia,lanceolata,,,koki'o,,
Kokoona bakoensis,Kokoona,bakoensis,Celastraceae,,mata ulat,,
Kokoona coriacea,Kokoona,coriacea,Celastraceae,,mata ulat,,
Kokoona leucoclada,Kokoona,leucoclada,Celastraceae,,mata ulat,,
Kokoona littoralis,Kokoona,littoralis,Celastraceae,,mata ulat,,
Kokoona longifolia,Kokoona,longifolia,Celastraceae,,mata ulat,,
Kokoona reflexa,Kokoona,reflexa,Celastraceae,,mata ulat,,
Kokoona sabahana,Kokoona,sabahana,Celastraceae,,mata ulat,,
Kokoona sessilis,Kokoona,sessilis,Celastraceae,,mata ulat,,
Kokoona spp.,Kokoona,spp.,Celastraceae,,mata ulat,,
Koordersiodendron pinnatum,Koordersiodendron,pinnatum,Anacardiaceae,,,,
Kopsia lancifolia,Kopsia,lancifolia,,,,,
Kopsia larutensis,Kopsia,larutensis,,,,,
Kopsia profunda,Kopsia,profunda,,,,,
Kopsia scortechinii,Kopsia,scortechinii,,,,,
Kopsia singaporensis,Kopsia,singaporensis,,,white kopsia;white kopsia,,
Kopsia sleesiana,Kopsia,sleesiana,,,,,
Kopsia tenuis,Kopsia,tenuis,,,,,
Korupodendron songweanum,Korupodendron,songweanum,,,,,
Kosteletzkya pentacarpos,Kosteletzkya,pentacarpos,,,ibisco litorale;hibiscus à cinq carpelles;hibiscus à cinq carpelles,,
Kostermansia malayana,Kostermansia,malayana,,,durian tuang;durian tuang;krepal;durian tuang,,
Kostermanthus malayus,Kostermanthus,malayus,,,,,
Kotchubaea montana,Kotchubaea,montana,,,,,
Kotschya micrantha,Kotschya,micrantha,,,,,
Kotschya oubanguiensis,Kotschya,oubanguiensis,,,,,
Kotschya platyphylla,Kotschya,platyphylla,,,,,
Kotschya recurvifolia,Kotschya,recurvifolia,,,,,
Koyamacalia pseudotaimingasa,Koyamacalia,pseudotaimingasa,,,eo-ri-byeong-pung,,
Kraenzlinella anfracta,Kraenzlinella,anfracta,,,,,
Kraenzlinella echinocarpa,Kraenzlinella,echinocarpa,,,,,
Kraenzlinella gigantea,Kraenzlinella,gigantea,,,,,
Kraenzlinella lappago,Kraenzlinella,lappago,,,,,
Krauseola mosambicina,Krauseola,mosambicina,,,,,
Kraussia socotrana,Kraussia,socotrana,,,,,
Kraussia speciosa,Kraussia,speciosa,,,,,
Kreodanthus ovatilabius,Kreodanthus,ovatilabius,,,,,
Kreodanthus secundus,Kreodanthus,secundus,,,,,
Krokia pilotoana,Krokia,pilotoana,,,,,
Krugiodendron ferreum,Krugiodendron,ferreum,Rhamnaceae,,,,
Kudoacanthus albo-nervosa,Kudoacanthus,albo-nervosa,,,,,
Kuhlhasseltia carrii,Kuhlhasseltia,carrii,,,,,
Kuhlhasseltia javanica,Kuhlhasseltia,javanica,,,,,
Kuhlhasseltia papuana,Kuhlhasseltia,papuana,,,,,
Kunkeliella psilotoclada,Kunkeliella,psilotoclada,,,escobilla;escobilla de masca;escobilla de masca;escobilla de masca,,
Kunkeliella subsucculenta,Kunkeliella,subsucculenta,,,escobilla;escobilla carnosa;escobilla carnosa;escobilla carnosa,,
Kupea martinetugei,Kupea,martinetugei,,,,,
Kurzia sinensis,Kurzia,sinensis,,,,,
Kyllinga brevifolia,Kyllinga,brevifolia,,,,,
Kyllinga bulbosa,Kyllinga,bulbosa,,,,,
Kyllinga chrysanthoides,Kyllinga,chrysanthoides,,,,,
Kyllinga debilis,Kyllinga,debilis,,,,,
Kyllinga hexalata,Kyllinga,hexalata,,,,,
Kyllinga jubensis,Kyllinga,jubensis,,,,,
Kyllinga melanosperma,Kyllinga,melanosperma,,,,,
Kyllinga microstyla,Kyllinga,microstyla,,,,,
Kyllinga nemoralis,Kyllinga,nemoralis,,,gandala;white water sedge;whitehead spike sedge;white water sedge;white water sedge;white water sedge;velutta nirbasi;white water sedge;nirvishi;white water sedge;white kyllinga;white water sedge;white-flowered kyllinga;white water sedge;velutta nirvasi;white water sedge;kouthum;white water sedge;svetanirvisa;white water sedge,,
Kyllinga oblonga,Kyllinga,oblonga,,,,,
Kyllinga pluristaminea,Kyllinga,pluristaminea,,,,,
Kyllinga ruwenzoriensis,Kyllinga,ruwenzoriensis,,,,,
Kyllinga tanzaniae,Kyllinga,tanzaniae,,,,,
Labichea digitata,Labichea,digitata,,,,,
Labichea rupestris,Labichea,rupestris,,,,,
Labordia cyrtandrae,Labordia,cyrtandrae,,,kamakahala,,
Labordia helleri,Labordia,helleri,,,kamakahala,,
Labordia hirtella,Labordia,hirtella,,,,,
Labordia hosakana,Labordia,hosakana,,,,,
Labordia kaalae,Labordia,kaalae,,,,,
Labordia lanaiensis,Labordia,lanaiensis,,,,,
Labordia lorenceana,Labordia,lorenceana,,,kamakahala,,
Labordia lydgatei,Labordia,lydgatei,,,,,
Labordia tinifolia,Labordia,tinifolia,,,kamakahala,,
Labordia triflora,Labordia,triflora,,,kamakahala,,
Labordia wahiawaensis,Labordia,wahiawaensis,,,kamakahala,,
Laburnum alpinum,Laburnum,alpinum,,,,,
Laburnum anagyroides,Laburnum,anagyroides,,,golden rain tree;common laburnum;common laburnum;common laburnum;golden chain tree;common laburnum,,
Lacaena bicolor,Lacaena,bicolor,,,,,
Lacaena spectabilis,Lacaena,spectabilis,,,,,
Laccosperma acutiflorum,Laccosperma,acutiflorum,,,rotin;rattan;rattan palm;rattan;rattan;rattan;ayike;rattan;ayie;rattan,,
Laccosperma cristalensis,Laccosperma,cristalensis,,,,,
Laccosperma korupensis,Laccosperma,korupensis,,,rattan palm;rattan;rotin;rattan;rattan;rattan,,
Laccosperma laeve,Laccosperma,laeve,,,rattan;rattan palm;rattan palm;rattan palm;rotin;rattan palm;tenan muhunu;rattan palm,,
Laccosperma opacum,Laccosperma,opacum,,,eholobaka;rattan palm;rotin;rattan palm;rattan;rattan palm;nwatia;rattan palm;rattan palm;rattan palm,,
Laccosperma robustum,Laccosperma,robustum,,,rattan palm;rattan palm;rattan;rattan palm;rotin;rattan palm,,
Laccosperma secundiflorum,Laccosperma,secundiflorum,,,rattan palm;rattan palm;rattan;rattan palm;rotin;rattan palm,,
Lachanodes arborea,Lachanodes,arborea,,,she cabbage tree;she cabbage tree,,
Lachemilla aequatoriensis,Lachemilla,aequatoriensis,,,,,
Lachemilla angustata,Lachemilla,angustata,,,,,
Lachemilla jamesonii,Lachemilla,jamesonii,,,,,
Lachemilla rupestris,Lachemilla,rupestris,,,,,
Lachemilla sprucei,Lachemilla,sprucei,,,,,
Lachenalia klinghardtiana,Lachenalia,klinghardtiana,,,,,
Lachenalia namibiensis,Lachenalia,namibiensis,,,,,
Lachenalia nordenstamii,Lachenalia,nordenstamii,,,,,
Lachenalia nutans,Lachenalia,nutans,,,,,
Lachnanthes caroliana,Lachnanthes,caroliana,,,,,
Lachnocapsa spathulata,Lachnocapsa,spathulata,,,,,
Lacistema lucidum,Lacistema,lucidum,,,,,
Lacistema robustum,Lacistema,robustum,,,,,
Lackeya multiflora,Lackeya,multiflora,,,boykin's clusterpea;boykin's clusterpea,,
Lactuca alpestris,Lactuca,alpestris,,,,,
Lactuca aurea,Lactuca,aurea,,,,,
Lactuca cyprica,Lactuca,cyprica,,,,,
Lactuca longidentata,Lactuca,longidentata,,,,,
Lactuca palmensis,Lactuca,palmensis,,,,,
Lactuca pancicii,Lactuca,pancicii,,,,,
Lactuca perennis,Lactuca,perennis,,,laitue vivace;blue lettuce;mountain lettuce;blue lettuce;blue lettuce;blue lettuce,,
Lactuca plumieri,Lactuca,plumieri,,,cicerbite de plumier;cicerbite de plumier;laitue de plumier;cicerbite de plumier;hairless blue-sow-thistle;cicerbite de plumier,,
Lactuca singularis,Lactuca,singularis,,,,,
Lactuca tetrantha,Lactuca,tetrantha,,,,,
Lactuca virosa,Lactuca,virosa,,,,,
Lactuca watsoniana,Lactuca,watsoniana,,,alfacinha,,
Lacunaria panamensis,Lacunaria,panamensis,,,,,
Ladenbergia acutifolia,Ladenbergia,acutifolia,,,,,
Ladenbergia ferruginea,Ladenbergia,ferruginea,,,,,
Ladenbergia gavanensis,Ladenbergia,gavanensis,,,,,
Ladenbergia pavonii,Ladenbergia,pavonii,,,,,
Ladenbergia rubiginosa,Ladenbergia,rubiginosa,,,,,
Ladenbergia stenocarpa,Ladenbergia,stenocarpa,,,,,
Ladenbergia ulei,Ladenbergia,ulei,,,,,
Laelia alaorii,Laelia,alaorii,,,,,
Laelia albida,Laelia,albida,,,,,
Laelia anceps,Laelia,anceps,,,,,
Laelia angereri,Laelia,angereri,,,,,
Laelia aurea,Laelia,aurea,,,,,
Laelia autumnalis,Laelia,autumnalis,,,,,
Laelia bahiensis,Laelia,bahiensis,,,,,
Laelia bancalarii,Laelia,bancalarii,,,,,
Laelia blumenscheinii,Laelia,blumenscheinii,,,,,
Laelia bradei,Laelia,bradei,,,,,
Laelia briegeri,Laelia,briegeri,,,,,
Laelia candida,Laelia,candida,,,,,
Laelia cardimii,Laelia,cardimii,,,,,
Laelia cattleyodes,Laelia,cattleyodes,,,,,
Laelia caulescens,Laelia,caulescens,,,,,
Laelia cinnabarina,Laelia,cinnabarina,,,,,
Laelia cinnamomea,Laelia,cinnamomea,,,,,
Laelia cowanii,Laelia,cowanii,,,,,
Laelia crispa,Laelia,crispa,,,,,
Laelia crispata,Laelia,crispata,,,,,
Laelia crispilabia,Laelia,crispilabia,,,,,
Laelia dayana,Laelia,dayana,,,,,
Laelia duveenii,Laelia,duveenii,,,,,
Laelia elegans,Laelia,elegans,,,,,
Laelia endsfeldzii,Laelia,endsfeldzii,,,,,
Laelia esalqueana,Laelia,esalqueana,,,,,
Laelia espirito-santensis,Laelia,espirito-santensis,,,,,
Laelia eyermaniana,Laelia,eyermaniana,,,,,
Laelia fidelensis,Laelia,fidelensis,,,,,
Laelia flava,Laelia,flava,,,,,
Laelia furfuracea,Laelia,furfuracea,,,,,
Laelia gardneri,Laelia,gardneri,,,,,
Laelia ghillanyi,Laelia,ghillanyi,,,,,
Laelia gloedeniana,Laelia,gloedeniana,,,,,
Laelia gottoiana,Laelia,gottoiana,,,,,
Laelia gouldiana,Laelia,gouldiana,,,,,
Laelia gracilis,Laelia,gracilis,,,,,
Laelia grandiflora,Laelia,grandiflora,,,,,
Laelia grandis,Laelia,grandis,,,,,
Laelia harpophylla,Laelia,harpophylla,,,,,
Laelia hispidula,Laelia,hispidula,,,,,
Laelia inconspicua,Laelia,inconspicua,,,,,
Laelia itambana,Laelia,itambana,,,,,
Laelia jongheana,Laelia,jongheana,,,,,
Laelia kautskyi,Laelia,kautskyi,,,,,
Laelia kettieana,Laelia,kettieana,,,,,
Laelia lilacina,Laelia,lilacina,,,,,
Laelia liliputana,Laelia,liliputana,,,,,
Laelia lobata,Laelia,lobata,,,,,
Laelia longipes,Laelia,longipes,,,,,
Laelia lucasiana,Laelia,lucasiana,,,,,
Laelia lundii,Laelia,lundii,,,,,
Laelia mantiqueirae,Laelia,mantiqueirae,,,,,
Laelia milleri,Laelia,milleri,,,,,
Laelia mixta,Laelia,mixta,,,,,
Laelia pabstii,Laelia,pabstii,,,,,
Laelia perrinii,Laelia,perrinii,,,,,
Laelia pfisteri,Laelia,pfisteri,,,,,
Laelia praestans,Laelia,praestans,,,,,
Laelia pumila,Laelia,pumila,,,,,
Laelia purpurata,Laelia,purpurata,,,,,
Laelia reginae,Laelia,reginae,,,,,
Laelia rubescens,Laelia,rubescens,,,,,
Laelia sanguiloba,Laelia,sanguiloba,,,,,
Laelia sincorana,Laelia,sincorana,,,,,
Laelia speciosa,Laelia,speciosa,,,,,
Laelia spectabilis,Laelia,spectabilis,,,,,
Laelia tenebrosa,Laelia,tenebrosa,,,,,
Laelia tereticaulis,Laelia,tereticaulis,,,,,
Laelia virens,Laelia,virens,,,,,
Laelia xanthina,Laelia,xanthina,,,,,
Laetia micrantha,Laetia,micrantha,,,raspalenqua;raspalenqua,,
Lafoensia pacari,Lafoensia,pacari,,,,,
Lafoensia replicata,Lafoensia,replicata,,,,,
Lagarosiphon cordofanus,Lagarosiphon,cordofanus,,,,,
Lagarosiphon hydrilloides,Lagarosiphon,hydrilloides,,,,,
Lagarosiphon ilicifolius,Lagarosiphon,ilicifolius,,,,,
Lagarosiphon madagascariensis,Lagarosiphon,madagascariensis,,,,,
Lagarosiphon major,Lagarosiphon,major,,,,,
Lagarosiphon rubellus,Lagarosiphon,rubellus,,,,,
Lagarosiphon steudneri,Lagarosiphon,steudneri,,,,,
Lagarosiphon verticillifolius,Lagarosiphon,verticillifolius,,,,,
Lagarostrobos franklinii,Lagarostrobos,franklinii,Podocarpaceae,,huon pine;huon pine,,
Lagenandra ovata,Lagenandra,ovata,,,malayan sword;malayan sword;kethala;malayan sword,,
Lagenandra toxicaria,Lagenandra,toxicaria,,,maravara tsjembu;vatsanabhi;andavazha,,
Lagenocarpus compactus,Lagenocarpus,compactus,,,,,
Lagenophora mikadoi,Lagenophora,mikadoi,,,koke-tanpopo,,
Lagerstroemia angustifolia,Lagerstroemia,angustifolia,Lythraceae,,,,
Lagerstroemia anisoptera,Lagerstroemia,anisoptera,Lythraceae,,,,
Lagerstroemia balansae,Lagerstroemia,balansae,Lythraceae,,,,
Lagerstroemia calyculata,Lagerstroemia,calyculata,Lythraceae,,,,
Lagerstroemia cochinchinensis,Lagerstroemia,cochinchinensis,Lythraceae,,,,
