sc_name,genus,species,family,iucn_status_code,common_names,regions,wwf_high_risk_flag
Ascocentrum christensonianum,Ascocentrum,christensonianum,,,,,
Ascocentrum curvifolium,Ascocentrum,curvifolium,,,,,
Ascocentrum garayi,Ascocentrum,garayi,,,,,
Ascocentrum hendersoniana,Ascocentrum,hendersoniana,,,,,
Ascocentrum himalaicum,Ascocentrum,himalaicum,,,,,
Ascocentrum insularum,Ascocentrum,insularum,,,,,
Ascocentrum miniatum,Ascocentrum,miniatum,,,,,
Ascocentrum pumilum,Ascocentrum,pumilum,,,,,
Ascocentrum pusillum,Ascocentrum,pusillum,,,,,
Ascocentrum rubrum,Ascocentrum,rubrum,,,,,
Ascocentrum semiteretifolium,Ascocentrum,semiteretifolium,,,,,
Ascochilus calceolaris,Ascochilus,calceolaris,,,,,
Ascochilus emarginatus,Ascochilus,emarginatus,,,,,
Ascochilus siamensis,Ascochilus,siamensis,,,,,
Ascoglossum calopterum,Ascoglossum,calopterum,,,,,
Ascolepis capensis,Ascolepis,capensis,,,,,
Ascolepis elata,Ascolepis,elata,,,,,
Ascolepis hemisphaerica,Ascolepis,hemisphaerica,,,,,
Ascolepis lineariglumis,Ascolepis,lineariglumis,,,,,
Asimina tetramera,Asimina,tetramera,,,four-petal pawpaw;four-petal pawpaw,,
Aspalathus bracteata,Aspalathus,bracteata,,,,,
Aspalathus calcarata,Aspalathus,calcarata,,,,,
Aspalathus candicans,Aspalathus,candicans,,,,,
Aspalathus cinerascens,Aspalathus,cinerascens,,,,,
Aspalathus cliffortiifolia,Aspalathus,cliffortiifolia,,,,,
Aspalathus concava,Aspalathus,concava,,,,,
Aspalathus glabrescens,Aspalathus,glabrescens,,,,,
Aspalathus linearifolia,Aspalathus,linearifolia,,,,,
Aspalathus macrantha,Aspalathus,macrantha,,,,,
Aspalathus microphylla,Aspalathus,microphylla,,,,,
Aspalathus obtusata,Aspalathus,obtusata,,,,,
Aspalathus pendula,Aspalathus,pendula,,,boomtee;golden tea;tree tea;golden tea;golden tea;golden tea;goue-tee;golden tea,,
Aspalathus prostrata,Aspalathus,prostrata,,,,,
Aspalathus psoraleoides,Aspalathus,psoraleoides,,,,,
Aspalathus repens,Aspalathus,repens,,,,,
Aspalathus salicifolia,Aspalathus,salicifolia,,,,,
Aspalathus sanguinea,Aspalathus,sanguinea,,,,,
Aspalathus serpens,Aspalathus,serpens,,,,,
Aspalathus tenuissima,Aspalathus,tenuissima,,,,,
Aspalathus triquetra,Aspalathus,triquetra,,,,,
Aspalathus ulicina,Aspalathus,ulicina,,,,,
Aspalathus varians,Aspalathus,varians,,,,,
Asparagopsis svedelii,Asparagopsis,svedelii,,,,,
Asparagus acutifolius,Asparagus,acutifolius,,,wild asparagus;esparrago triguero;corruda;esparrago triguero;esparrago triguero;esparrago triguero,,
Asparagus aethiopicus,Asparagus,aethiopicus,,,haakdoring,,
Asparagus aggregatus,Asparagus,aggregatus,,,,,
Asparagus aphyllus,Asparagus,aphyllus,,,mediterranean asparagus;mediterranean asparagus;espargos portugueses;mediterranean asparagus;spragg xewwieki;mediterranean asparagus,,
Asparagus arborescens,Asparagus,arborescens,,,esparragera;esparragera,,
Asparagus chimanimanensis,Asparagus,chimanimanensis,,,,,
Asparagus cochinchinensis,Asparagus,cochinchinensis,,,cheonmundong,,
Asparagus dauricus,Asparagus,dauricus,,,,,
Asparagus fallax,Asparagus,fallax,,,esparragera;esparragera,,
Asparagus faulknerae,Asparagus,faulknerae,,,,,
Asparagus filicinus,Asparagus,filicinus,,,fern asparagus;fern asparagus,,
Asparagus kiusianus,Asparagus,kiusianus,,,hamatamabouki,,
Asparagus littoralis,Asparagus,littoralis,,,,,
Asparagus macowanii,Asparagus,macowanii,,,,,
Asparagus maritimus,Asparagus,maritimus,,,,,
Asparagus nesiotes,Asparagus,nesiotes,,,,,
Asparagus officinalis,Asparagus,officinalis,,,asperge;asparagus;asparagus;asparagus;esparraguera;asparagus;asparagus;garden asparagus;asparagus,,
Asparagus oligoclonos,Asparagus,oligoclonos,,,tama bouki,,
Asparagus plocamoides,Asparagus,plocamoides,,,esparragera;esparragera,,
Asparagus pseudoscaber,Asparagus,pseudoscaber,,,,,
Asparagus schoberioides,Asparagus,schoberioides,,,,,
Asparagus sekukuniensis,Asparagus,sekukuniensis,,,,,
Asparagus sp.,Asparagus,sp.,,,,,
Asparagus squarrosus,Asparagus,squarrosus,,,,,
Asparagus tenuifolius,Asparagus,tenuifolius,,,,,
Asparagus umbellatus,Asparagus,umbellatus,,,,,
Asparagus usambarensis,Asparagus,usambarensis,,,,,
Asparagus verticillatus,Asparagus,verticillatus,,,,,
Aspasia epidendroides,Aspasia,epidendroides,,,,,
Aspasia lunata,Aspasia,lunata,,,,,
Aspasia lyrata,Aspasia,lyrata,,,,,
Aspasia principissa,Aspasia,principissa,,,,,
Aspasia psittacina,Aspasia,psittacina,,,,,
Aspasia silvana,Aspasia,silvana,,,,,
Aspasia variegata,Aspasia,variegata,,,,,
Asperula virgata,Asperula,virgata,,,rod-shaped woodruff;rod-shaped woodruff,,
Asphodeline tenuior,Asphodeline,tenuior,,,asphodelina tonkaya;thin asphodeline;thin asphodeline;thin asphodeline,,
Asphodelus aestivus,Asphodelus,aestivus,,,,,
Asphodelus bento-rainhae,Asphodelus,bento-rainhae,,,,,
Asphodelus fistulosus,Asphodelus,fistulosus,,,onionweed;wild onion;wild onion;wild onion,,
Aspidium ochthodes,Aspidium,ochthodes,,,,,
Aspidogyne kuczynskii,Aspidogyne,kuczynskii,,,,,
Aspidonepsis flava,Aspidonepsis,flava,,,small suncup;small suncup,,
Aspidonepsis shebae,Aspidonepsis,shebae,,,mount sheba suncup;mount sheba suncup,,
Aspidosperma album,Aspidosperma,album,Apocynaceae,,pau marfim (peroba rosa),,
Aspidosperma compactinervium,Aspidosperma,compactinervium,Apocynaceae,,pau marfim (peroba rosa),,
Aspidosperma curranii,Aspidosperma,curranii,Apocynaceae,,pau marfim (peroba rosa),,
Aspidosperma darienense,Aspidosperma,darienense,Apocynaceae,,pau marfim (peroba rosa),,
Aspidosperma desmanthum,Aspidosperma,desmanthum,Apocynaceae,,pau marfim (peroba rosa),,
Aspidosperma ingratum,Aspidosperma,ingratum,Apocynaceae,,pau marfim (peroba rosa),,
Aspidosperma megalocarpon,Aspidosperma,megalocarpon,Apocynaceae,,pau marfim (peroba rosa),,
Aspidosperma polyneuron,Aspidosperma,polyneuron,Apocynaceae,,pau marfim (peroba rosa),,
Aspidosperma quebracho-blanco,Aspidosperma,quebracho-blanco,Apocynaceae,,pau marfim (peroba rosa),,
Aspidosperma spp.,Aspidosperma,spp.,Apocynaceae,,pau marfim (peroba rosa),,
Aspidosperma tomentosum,Aspidosperma,tomentosum,Apocynaceae,,,,
Aspidosperma triternatum,Aspidosperma,triternatum,Apocynaceae,,quebracho negro;quebracho blanco lagunero;quebracho blanco lagunero;quebracho blanco lagunero,,
Aspidosperma vargasii,Aspidosperma,vargasii,Apocynaceae,,,,
Aspidostemon antongilensis,Aspidostemon,antongilensis,Lauraceae,,,,
Aspidostemon apiculatus,Aspidostemon,apiculatus,Lauraceae,,tapiky mavo,,
Aspidostemon caudatus,Aspidostemon,caudatus,Lauraceae,,longotra,,
Aspidostemon fungiformis,Aspidostemon,fungiformis,Lauraceae,,,,
Aspidostemon humbertianus,Aspidostemon,humbertianus,Lauraceae,,longotramena,,
Aspidostemon inconspicuus,Aspidostemon,inconspicuus,Lauraceae,,longotra,,
Aspidostemon litoralis,Aspidostemon,litoralis,Lauraceae,,,,
Aspidostemon lucens,Aspidostemon,lucens,Lauraceae,,lalombary,,
Aspidostemon microphyllus,Aspidostemon,microphyllus,Lauraceae,,,,
Aspidostemon percoriaceus,Aspidostemon,percoriaceus,Lauraceae,,,,
Aspidostemon perrieri,Aspidostemon,perrieri,Lauraceae,,,,
Aspidostemon synandra,Aspidostemon,synandra,Lauraceae,,tapiky-mena;longotramena,,
Aspidostemon triantherus,Aspidostemon,triantherus,Lauraceae,,oviary,,
Aspidostemon trichandra,Aspidostemon,trichandra,Lauraceae,,,,
Aspilia helianthoides,Aspilia,helianthoides,,,,,
Aspilia macrorrhiza,Aspilia,macrorrhiza,,,,,
Asplenium aegaeum,Asplenium,aegaeum,,,aegean spleenwort;aegean spleenwort,,
Asplenium aequibasis,Asplenium,aequibasis,,,,,
Asplenium anceps,Asplenium,anceps,,,double spleenwort;double spleenwort,,
Asplenium ascensionis,Asplenium,ascensionis,,,,,
Asplenium aureum,Asplenium,aureum,,,golden rustyback fern;golden rustyback fern,,
Asplenium azoricum,Asplenium,azoricum,,,azorean spleenwort;azorean spleenwort,,
Asplenium balearicum,Asplenium,balearicum,,,asplenio delle baleari;balearean spleenwort;balearean spleenwort;balearean spleenwort;balearean spleenwort;balearean spleenwort,,
Asplenium bifrons,Asplenium,bifrons,,,,,
Asplenium burundense,Asplenium,burundense,,,,,
Asplenium cardiophyllum,Asplenium,cardiophyllum,,,,,
Asplenium carolinum,Asplenium,carolinum,,,showy spleenwort;showy spleenwort,,
Asplenium complanatum,Asplenium,complanatum,,,,,
Asplenium compressum,Asplenium,compressum,,,plastic fern;plastic fern;hen and chicks fern;plastic fern,,
Asplenium congestum,Asplenium,congestum,,,,,
Asplenium creticum,Asplenium,creticum,,,cretan spleenwort;cretan spleenwort,,
Asplenium daghestanicum,Asplenium,daghestanicum,,,dagestanian spleenwort;dagestanian spleenwort;kostenets dagestanskiy;dagestanian spleenwort,,
Asplenium dielerectum,Asplenium,dielerectum,,,asplenium-diellia;asplenium-diellia,,
Asplenium dielfalcatum,Asplenium,dielfalcatum,,,,,
Asplenium diellaciniatum,Asplenium,diellaciniatum,,,,,
Asplenium dielmannii,Asplenium,dielmannii,,,,,
Asplenium dielpallidum,Asplenium,dielpallidum,,,,,
Asplenium ecuadorense,Asplenium,ecuadorense,,,,,
Asplenium fissum,Asplenium,fissum,,,asplenio diviso;divided spleenwort;divided spleenwort;divided spleenwort;divided spleenwort;doradille fendue;divided spleenwort,,
Asplenium fontanum,Asplenium,fontanum,,,asplenio delle fonti;fountain spleenwort;fountain spleenwort;fountain spleenwort;fountain spleenwort;jura-streifenfarn;fountain spleenwort,,
Asplenium formosum,Asplenium,formosum,,,showy spleenwort;showy spleenwort;showy spleenwort;showy spleenwort,,
Asplenium haughtonii,Asplenium,haughtonii,,,barn fern;barn fern,,
Asplenium hermannii-christii,Asplenium,hermannii-christii,,,asplenium of hermann christ;asplenium of hermann christ;herman-khristis uchurveli;asplenium of hermann christ,,
Asplenium hybridum,Asplenium,hybridum,,,dalmatian spleenwort;dalmatian spleenwort;dalmatian spleenwort,,
Asplenium jahandiezii,Asplenium,jahandiezii,,,doradille de jahandiez;verdon spleenwort;dordadille du verdon;verdon spleenwort;verdon spleenwort;verdon spleenwort,,
Asplenium lolegnamense,Asplenium,lolegnamense,,,madeira rustyback fern;madeira rustyback fern,,
Asplenium macedonicum,Asplenium,macedonicum,,,macedonian spleenwort;macedonian spleenwort,,
Asplenium majoricum,Asplenium,majoricum,,,majorca spleenwort;majorca spleenwort,,
Asplenium octoploideum,Asplenium,octoploideum,,,canarian spleenwort;canarian spleenwort,,
Asplenium reekmansii,Asplenium,reekmansii,,,,,
Asplenium rukararense,Asplenium,rukararense,,,,,
Asplenium ruwenzoriense,Asplenium,ruwenzoriense,,,,,
Asplenium schizotrichum,Asplenium,schizotrichum,,,,,
Asplenium schweinfurthii,Asplenium,schweinfurthii,,,,,
Asplenium tenuicaudatum,Asplenium,tenuicaudatum,,,,,
Asplenium terorense,Asplenium,terorense,,,teror spleenwort;teror spleenwort,,
Asplenium unisorum,Asplenium,unisorum,,,,,
Asplenium virens,Asplenium,virens,,,,,
Asplundia cayapensis,Asplundia,cayapensis,,,,,
Asplundia clementinae,Asplundia,clementinae,,,,,
Asplundia cuspidata,Asplundia,cuspidata,,,,,
Asplundia domingensis,Asplundia,domingensis,,,,,
Asplundia euryspatha,Asplundia,euryspatha,,,,,
Asplundia fagerlindii,Asplundia,fagerlindii,,,,,
Asplundia helicotricha,Asplundia,helicotricha,,,,,
Asplundia lilacina,Asplundia,lilacina,,,,,
Asplundia lutea,Asplundia,lutea,,,,,
Asplundia meraensis,Asplundia,meraensis,,,,,
Asplundia nonoensis,Asplundia,nonoensis,,,,,
Asplundia pastazana,Asplundia,pastazana,,,,,
Asplundia peruviana,Asplundia,peruviana,,,,,
Asplundia quinindensis,Asplundia,quinindensis,,,,,
Asplundia sparrei,Asplundia,sparrei,,,,,
Asplundia truncata,Asplundia,truncata,,,,,
Astelia argyrocoma,Astelia,argyrocoma,,,,,
Astelia waialealae,Astelia,waialealae,,,,,
Aster chimanimaniensis,Aster,chimanimaniensis,,,,,
Aster miyagii,Aster,miyagii,,,okinawa-giku,,
Aster pyrenaeus,Aster,pyrenaeus,,,aster des pyrénées,,
Aster quitensis,Aster,quitensis,,,,,
Aster sorrentinii,Aster,sorrentinii,,,,,
Aster subulatus,Aster,subulatus,,,,,
Asteranthe asterias,Asteranthe,asterias,,,,,
Asteranthe lutea,Asteranthe,lutea,,,,,
Asteranthos brasiliensis,Asteranthos,brasiliensis,,,,,
Asteriscus daltonii,Asteriscus,daltonii,,,,,
Asteriscus smithii,Asteriscus,smithii,,,,,
Asterogyne ramosa,Asterogyne,ramosa,,,,,
Asterogyne spicata,Asterogyne,spicata,,,,,
Asterogyne yaracuyense,Asterogyne,yaracuyense,,,,,
Asteropeia amblyocarpa,Asteropeia,amblyocarpa,Asteropeiaceae,,hazonjia;haraka,,
Asteropeia densiflora,Asteropeia,densiflora,Asteropeiaceae,,sapemadinika;fandambanana,,
Asteropeia labatii,Asteropeia,labatii,Asteropeiaceae,,hezana;heza,,
Asteropeia matrambody,Asteropeia,matrambody,Asteropeiaceae,,haraka;matrambody,,
Asteropeia mcphersonii,Asteropeia,mcphersonii,Asteropeiaceae,,manoka;manoka mavo;moara;manoka mena;manoka fotsy,,
Asteropeia micraster,Asteropeia,micraster,Asteropeiaceae,,fanola;fanola mena,,
Asteropeia multiflora,Asteropeia,multiflora,Asteropeiaceae,,moara;manoka;hazoseha;tambonana;fanola;ramangoaka;merana;andrevola;andrampotsy;jodo;haraka;matrambody,,
Asteropeia rhopaloides,Asteropeia,rhopaloides,Asteropeiaceae,,tsararavina;manoko mavo;manokofotsy,,
Astracantha atenica,Astracantha,atenica,,,atenis glerdzi;atenian astracantha;atenian astracantha;atenian astracantha,,
Astracantha oltensis,Astracantha,oltensis,,,oltuan astracantha;oltuan astracantha;geven;oltuan astracantha,,
Astragalus abnormalis,Astragalus,abnormalis,,,,,
Astragalus acaulis,Astragalus,acaulis,,,si niu mi bu,,
Astragalus acetabulosus,Astragalus,acetabulosus,,,,,
Astragalus acmophylloides,Astragalus,acmophylloides,,,sharp-leaved milk vetch;sharp-leaved milk vetch;geven;sharp-leaved milk vetch,,
Astragalus alamliensis,Astragalus,alamliensis,,,,,
Astragalus albanicus,Astragalus,albanicus,,,albanian astragalus;albanian astragalus,,
Astragalus albispinus,Astragalus,albispinus,,,,,
Astragalus altus,Astragalus,altus,,,tall milkvetch;winged milkvetch;winged milkvetch;winged milkvetch,,
Astragalus ammodendron,Astragalus,ammodendron,,,,,
Astragalus aquilanus,Astragalus,aquilanus,,,,,
Astragalus arenarius,Astragalus,arenarius,,,liiv hundihammas;arenarious milk-vetch;arenarious milk-vetch;arenarious milk-vetch;arenarious milk-vetch;arenarious milk-vetch;astragal peschanyi;arenarious milk-vetch,,
Astragalus aspindzicus,Astragalus,aspindzicus,,,aspindzis astragalusi;aspindzian astragalus;aspindzian astragalus;aspindzian astragalus,,
Astragalus atricapillus,Astragalus,atricapillus,,,,,
Astragalus aucheri,Astragalus,aucheri,,,,,
Astragalus balfourianus,Astragalus,balfourianus,,,,,
Astragalus bidentatus,Astragalus,bidentatus,,,,,
Astragalus bobrovii,Astragalus,bobrovii,,,,,
Astragalus bosbutooensis,Astragalus,bosbutooensis,,,,,
Astragalus bourgaeanus,Astragalus,bourgaeanus,,,,,
Astragalus buschiorum,Astragalus,buschiorum,,,astragal busha,,
Astragalus bylowae,Astragalus,bylowae,,,gaz bylovi;bylov's milk vetch;astragal bylova;bylov's milk vetch;bylov's milk vetch;bylov's milk vetch,,
Astragalus calycosus,Astragalus,calycosus,,,king's milkvetch;king's milkvetch,,
Astragalus castetteri,Astragalus,castetteri,,,castetter's milkvetch;castetter's milkvetch,,
Astragalus cavanillesii,Astragalus,cavanillesii,,,,,
Astragalus cephalotes,Astragalus,cephalotes,,,,,
Astragalus coarctatus,Astragalus,coarctatus,,,milk vetch;milk vetch;geven;milk vetch,,
Astragalus cobrensis,Astragalus,cobrensis,,,copper mine milkvetch;copper mine milkvetch,,
Astragalus coelestis,Astragalus,coelestis,,,gaz erknagujn;celestial milk vetch;celestial milk vetch;celestial milk vetch;astragal nebesnyi;celestial milk vetch,,
Astragalus coltonii,Astragalus,coltonii,,,colton's milkvetch;colton's milkvetch,,
Astragalus commixtus,Astragalus,commixtus,,,,,
Astragalus confusus,Astragalus,confusus,,,,,
Astragalus cottamii,Astragalus,cottamii,,,cottam's milkbetch;cottam's milkbetch,,
Astragalus crassicarpus,Astragalus,crassicarpus,,,groundplum milkvetch;groundplum milkvetch,,
Astragalus crenatus,Astragalus,crenatus,,,,,
Astragalus crotalariae,Astragalus,crotalariae,,,salton milkvetch;salton milkvetch,,
Astragalus cuscutae,Astragalus,cuscutae,,,dodder astragalus;dodder astragalus,,
Astragalus cytisoides,Astragalus,cytisoides,,,,,
Astragalus daghestanicus,Astragalus,daghestanicus,,,astragal dagestanskiy;daghestanian milk vetch;daghestanian milk vetch;daghestanian milk vetch,,
Astragalus denudatus,Astragalus,denudatus,,,,,
Astragalus didymocarpus,Astragalus,didymocarpus,,,dwarf white milkvetch;dwarf white milkvetch,,
Astragalus drupaceus,Astragalus,drupaceus,,,,,
Astragalus eliasianus,Astragalus,eliasianus,,,eliasian milk vetch;eliasian milk vetch;geven;eliasian milk vetch,,
Astragalus ensiformis,Astragalus,ensiformis,,,pagumpa milkvetch;pagumpa milkvetch,,
Astragalus ervoides,Astragalus,ervoides,,,,,
Astragalus flexuosus,Astragalus,flexuosus,,,flexile milkvetch;flexible milkvetch;pliant milkvetch;flexible milkvetch;flexible milkvetch;flexible milkvetch,,
Astragalus floccosus,Astragalus,floccosus,,,,,
Astragalus froedinii,Astragalus,froedinii,,,,,
Astragalus geminiflorus,Astragalus,geminiflorus,,,,,
Astragalus geyeri,Astragalus,geyeri,,,geyer's milkvetch;geyer's milkvetch,,
Astragalus griersonii,Astragalus,griersonii,,,,,
Astragalus harrisonii,Astragalus,harrisonii,,,harrison's milkvetch;harrison's milkvetch,,
Astragalus hirtulus,Astragalus,hirtulus,,,milk vetch;milk vetch,,
Astragalus holophyllus,Astragalus,holophyllus,,,entire-leaved milk vetch;entire-leaved milk vetch;gaz ambohchaterev;entire-leaved milk vetch;astragal tselnolistny;entire-leaved milk vetch,,
Astragalus igniarius,Astragalus,igniarius,,,milk vetch;milk vetch,,
Astragalus ikonnikovii,Astragalus,ikonnikovii,,,astragal ikonnikova,,
Astragalus imbricatus,Astragalus,imbricatus,,,overlapping milk vetch;overlapping milk vetch;geven;overlapping milk vetch,,
Astragalus inyoensis,Astragalus,inyoensis,,,inyo locoweed;inyo milkvetch;inyo milkvetch;inyo milkvetch,,
Astragalus kabristanicus,Astragalus,kabristanicus,,,kabristanian milk vetch;kabristanian milk vetch,,
Astragalus kahiricus,Astragalus,kahiricus,,,,,
Astragalus kolymensis,Astragalus,kolymensis,,,astragal kolymski,,
Astragalus koslovii,Astragalus,koslovii,,,,,
Astragalus krascheninnikovii,Astragalus,krascheninnikovii,,,,,
Astragalus kubensis,Astragalus,kubensis,,,kubian milk vetch;kubian milk vetch,,
Astragalus langtangensis,Astragalus,langtangensis,,,,,
Astragalus lentiginosus,Astragalus,lentiginosus,,,freckled milkvetch;freckled milkvetch;mottled milkvetch;freckled milkvetch,,
Astragalus leontinus,Astragalus,leontinus,,,tiroler tragant,,
Astragalus leucolobus,Astragalus,leucolobus,,,big bear valley woollypod;big bear valley woollypod,,
Astragalus leucophanus,Astragalus,leucophanus,,,,,
Astragalus longivexillatus,Astragalus,longivexillatus,,,long-flagged milk vetch;long-flagged milk vetch;geven;long-flagged milk vetch,,
Astragalus macrocarpus,Astragalus,macrocarpus,,,lefkara milk-vetch;lefkara milk-vetch,,
Astragalus magnificus,Astragalus,magnificus,,,didi astragalusi;big astragalus;big astragalus;big astragalus,,
Astragalus maraziensis,Astragalus,maraziensis,,,marazinian astragalus;marazinian astragalus,,
Astragalus maritimus,Astragalus,maritimus,,,,,
Astragalus miser,Astragalus,miser,,,timber milkvetch;timber milkvetch,,
Astragalus mollissimus,Astragalus,mollissimus,,,woolly locoweed;woolly milkvetch;woolly milkvetch;woolly milkvetch,,
Astragalus molybdenus,Astragalus,molybdenus,,,molybdenum milkvetch;molybdenum milkvetch;leadville;molybdenum milkvetch,,
Astragalus mongholicus,Astragalus,mongholicus,,,meng gu huang qi,,
Astragalus myriacanthus,Astragalus,myriacanthus,,,,,
Astragalus nigrocalycinus,Astragalus,nigrocalycinus,,,black-calyx milk vetch;black-calyx milk vetch;geven;black-calyx milk vetch,,
Astragalus nitidiflorus,Astragalus,nitidiflorus,,,,,
Astragalus nuttallianus,Astragalus,nuttallianus,,,smallflowered milkvetch;smallflowered milkvetch;turkey-peas;smallflowered milkvetch,,
Astragalus olurensis,Astragalus,olurensis,,,olurian milk vetch;olurian milk vetch;geven;olurian milk vetch,,
Astragalus oophorus,Astragalus,oophorus,,,egg milkvetch;spindle milkvetch;spindle milkvetch;spindle milkvetch,,
Astragalus orthocarpoides,Astragalus,orthocarpoides,,,,,
Astragalus pachypus,Astragalus,pachypus,,,thick-pod milkvetch;thick-pod milkvetch,,
Astragalus paralurges,Astragalus,paralurges,,,,,
Astragalus paroensis,Astragalus,paroensis,,,,,
Astragalus pehuenches,Astragalus,pehuenches,,,,,
Astragalus piutensis,Astragalus,piutensis,,,sevier milkvetch;sevier milkvetch,,
Astragalus plebejus,Astragalus,plebejus,,,,,
Astragalus polycladus,Astragalus,polycladus,,,duo zhi huang qi,,
Astragalus pseudochlorostachys,Astragalus,pseudochlorostachys,,,,,
Astragalus pubentissimus,Astragalus,pubentissimus,,,green river milkvetch;green river milkvetch,,
Astragalus retusifoliatus,Astragalus,retusifoliatus,,,ao ye huang qi,,
Astragalus ruscifolius,Astragalus,ruscifolius,,,,,
Astragalus schachbuzensis,Astragalus,schachbuzensis,,,astragal shakhbuzskiy;shakhbuzian milk vetch;shakhbuzian milk vetch;shakhbuzian milk vetch,,
Astragalus schmolliae,Astragalus,schmolliae,,,schmoll's milkvetch;schmoll's milkvetch,,
Astragalus sesameus,Astragalus,sesameus,,,,,
Astragalus setosulus,Astragalus,setosulus,,,,,
Astragalus shagalensis,Astragalus,shagalensis,,,gaz shahalii;shagalian milk vetch;astragal shagalinsky;shagalian milk vetch;shagalian milk vetch;shagalian milk vetch,,
Astragalus sinuatus,Astragalus,sinuatus,,,whited's milkvetch;whited's milkvetch,,
Astragalus sogdianus,Astragalus,sogdianus,,,astragal sogdijski,,
Astragalus sonamerensis,Astragalus,sonamerensis,,,milk vetch;milk vetch;geven;milk vetch,,
Astragalus sparsiflorus,Astragalus,sparsiflorus,,,front range milkvetch;front range milkvetch,,
Astragalus sprucei,Astragalus,sprucei,,,,,
Astragalus stevenianus,Astragalus,stevenianus,,,astragal daurskii;astragal stevena;meskhetis astragalusi;meskhetian astragalus;meskhetian astragalus;meskhetian astragalus,,
Astragalus subalpinus,Astragalus,subalpinus,,,,,
Astragalus submaculatus,Astragalus,submaculatus,,,astragal pyatnistyi,,
Astragalus tanaiticus,Astragalus,tanaiticus,,,,,
Astragalus tatlii,Astragalus,tatlii,,,tatli's milk vetch;tatli's milk vetch;geven;tatli's milk vetch,,
Astragalus tener,Astragalus,tener,,,gray slender milkvetch;gray slender milkvetch,,
Astragalus terminalis,Astragalus,terminalis,,,railhead milkvetch;railhead milkvetch,,
Astragalus trabzonicus,Astragalus,trabzonicus,,,trabzonian milk vetch;trabzonian milk vetch;geven;trabzonian milk vetch,,
Astragalus tremolsianus,Astragalus,tremolsianus,,,,,
Astragalus tribuloides,Astragalus,tribuloides,,,,,
Astragalus tscharynensis,Astragalus,tscharynensis,,,,,
Astragalus urgutinus,Astragalus,urgutinus,,,astragal urgutski,,
Astragalus vardziae,Astragalus,vardziae,,,vardziis astragalusi;vardzian astragalus;devedikeni;vardzian astragalus;vardzian astragalus;vardzian astragalus,,
Astragalus verrucosus,Astragalus,verrucosus,,,,,
Astragalus voronovianus,Astragalus,voronovianus,,,voronov's milk vetch;voronov's milk vetch;geven;voronov's milk vetch,,
Astragalus whitneyi,Astragalus,whitneyi,,,balloonpod milkvetch;balloonpod milkvetch;whitney's milkvetch;balloonpod milkvetch,,
Astragalus williamsii,Astragalus,williamsii,,,williams' milkvetch;williams' milkvetch,,
Astragalus wolgensis,Astragalus,wolgensis,,,astragal volzhski,,
Astrantia colchica,Astrantia,colchica,,,colchic masterwort;colchic masterwort;kolkhuri varskvlava;colchic masterwort,,
Astridia hallii,Astridia,hallii,,,,,
Astripomoea cephalantha,Astripomoea,cephalantha,,,,,
Astrocaryum aculeatissimum,Astrocaryum,aculeatissimum,,,,,
Astrocaryum alatum,Astrocaryum,alatum,,,coquito;coquillo;coquillo;coquillo,,
Astrocaryum carnosum,Astrocaryum,carnosum,,,huicungo;huicungo,,
Astrocaryum minus,Astrocaryum,minus,,,,,
Astrocaryum triandrum,Astrocaryum,triandrum,,,,,
Astrocaryum urostachys,Astrocaryum,urostachys,,,,,
Astrocasia tremula,Astrocasia,tremula,,,,,
Astronidium degeneri,Astronidium,degeneri,,,,,
Astronidium floribundum,Astronidium,floribundum,,,,,
Astronidium fraternum,Astronidium,fraternum,,,,,
Astronidium glabrum,Astronidium,glabrum,,,,,
Astronidium inflatum,Astronidium,inflatum,,,,,
Astronidium kasiense,Astronidium,kasiense,,,rusila,,
Astronidium lepidotum,Astronidium,lepidotum,,,,,
Astronidium ligulatum,Astronidium,ligulatum,,,,,
Astronidium macranthum,Astronidium,macranthum,,,,,
Astronidium ovalifolium,Astronidium,ovalifolium,,,,,
Astronidium pallidiflorum,Astronidium,pallidiflorum,,,,,
Astronidium robustum,Astronidium,robustum,,,thava;tavutavu;thavu;tavotavo,,
Astronidium saccatum,Astronidium,saccatum,,,,,
Astronidium saulae,Astronidium,saulae,,,,,
Astronidium storckii,Astronidium,storckii,,,tava mboko;tava;thavathava,,
Astronidium tomentosum,Astronidium,tomentosum,,,thava,,
Astronidium victoriae,Astronidium,victoriae,,,tava;sorovulu;tuvatuva;tavo;ndiriniu;tavola,,
Astronium balansae,Astronium,balansae,Anacardiaceae,,urunday,,
Astronium concinnum,Astronium,concinnum,Anacardiaceae,,urunday,,
Astronium fraxinifolium,Astronium,fraxinifolium,Anacardiaceae,,,,
Astronium graveolens,Astronium,graveolens,Anacardiaceae,,urunday,,
Astronium lecointei,Astronium,lecointei,Anacardiaceae,,,,
Astronium urundeuva,Astronium,urundeuva,Anacardiaceae,,goncalo alves;urundei-mé;aroeira da serra;urundei-mé;aroeire;urundei-mé;aroeira do campo;urundei-mé;aroeira do sertao;urundei-mé;urundei-mé;urundei-mé;urundei-mé;urundel;urundei-mé;urundei-mé;aroeira;urundei-mé;aroeira legitima;urundei-mé;areoeira petra;urundei-mé;urundei-mé;arveira;urundei-mé;urunday,,
