sc_name,genus,species,family,iucn_status_code,common_names,regions,wwf_high_risk_flag
Coelogyne harana,Coelogyne,harana,,,,IDN;MYS,
Coelogyne hirendrae,Coelogyne,hirendrae,,,,IND,
Coelogyne hirtella,Coelogyne,hirtella,,,,IDN;MYS;BRN,
Coelogyne holochila,Coelogyne,holochila,,,,NPL;CHN;BTN;IND;MMR,
Coelogyne huettneriana,Coelogyne,huettneriana,,,,VNM;MMR;THA,
Coelogyne imbricans,Coelogyne,imbricans,,,,IDN;MYS,
Coelogyne incrassata,Coelogyne,incrassata,,,,IDN;BRN,
Coelogyne integerra,Coelogyne,integerra,,,,PHL,
Coelogyne integra,Coelogyne,integra,,,,PHL;IDN,
Coelogyne judithiae,Coelogyne,judithiae,,,,MYS,
Coelogyne kaliana,Coelogyne,kaliana,,,,MYS,
Coelogyne kelamensis,Coelogyne,kelamensis,,,,IDN;MYS,
Coelogyne kemiriensis,Coelogyne,kemiriensis,,,,IDN,
Coelogyne kinabaluensis,Coelogyne,kinabaluensis,,,,IDN;MYS,
Coelogyne lacinulosa,Coelogyne,lacinulosa,,,,IDN,
Coelogyne latiloba,Coelogyne,latiloba,,,,IDN;MYS,
Coelogyne lawrenceana,Coelogyne,lawrenceana,,,,VNM,
Coelogyne lentiginosa,Coelogyne,lentiginosa,,,,VNM;MMR;THA,
Coelogyne leucantha,Coelogyne,leucantha,,,,CHN;MMR,
Coelogyne lockii,Coelogyne,lockii,,,,CHN;VNM,
Coelogyne loheri,Coelogyne,loheri,,,,PHL,
Coelogyne longeciliata,Coelogyne,longeciliata,,,,IND,
Coelogyne longibulbosa,Coelogyne,longibulbosa,,,,IDN;MYS,
Coelogyne longifolia,Coelogyne,longifolia,,,,IDN;MMR,
Coelogyne longipes,Coelogyne,longipes,,,,NPL;CHN;BTN;IND;THA;LAO;MMR,
Coelogyne longirachis,Coelogyne,longirachis,,,,PHL,
Coelogyne longpasiaensis,Coelogyne,longpasiaensis,,,,IDN;MYS,
Coelogyne lycastoides,Coelogyne,lycastoides,,,,WSM;VUT;FJI;NCL;TON,
Coelogyne macdonaldii,Coelogyne,macdonaldii,,,,VUT;FJI,
Coelogyne malintangensis,Coelogyne,malintangensis,,,,IDN,
Coelogyne malipoensis,Coelogyne,malipoensis,,,,CHN;VNM,
Coelogyne marmorata,Coelogyne,marmorata,,,,PHL,
Coelogyne marthae,Coelogyne,marthae,,,,MYS,
Coelogyne mayeriana,Coelogyne,mayeriana,,,,SGP;IDN;MYS,
Coelogyne merrillii,Coelogyne,merrillii,,,,PHL,
Coelogyne micrantha,Coelogyne,micrantha,,,,IND;MMR,
Coelogyne miniata,Coelogyne,miniata,,,,IDN,
Coelogyne monilirachis,Coelogyne,monilirachis,,,,IDN;MYS,
Coelogyne monticola,Coelogyne,monticola,,,,IDN,
Coelogyne mooreana,Coelogyne,mooreana,,,,VNM,
Coelogyne mossiae,Coelogyne,mossiae,,,,IND,
Coelogyne motleyi,Coelogyne,motleyi,,,,IDN;MYS,
Coelogyne moultonii,Coelogyne,moultonii,,,,IDN;MYS,
Coelogyne multiflora,Coelogyne,multiflora,,,,IDN,
Coelogyne muluensis,Coelogyne,muluensis,,,,MYS,
Coelogyne naja,Coelogyne,naja,,,,IDN;MYS,
Coelogyne nervosa,Coelogyne,nervosa,,,,IND;MMR,
Coelogyne nitida,Coelogyne,nitida,,,,NPL;CHN;BTN;IND;THA;LAO;MMR;BGD,
Coelogyne obtusifolia,Coelogyne,obtusifolia,,,,MYS,
Coelogyne occultata,Coelogyne,occultata,,,,CHN;BTN;IND;MMR,
Coelogyne odoardii,Coelogyne,odoardii,,,,IDN;MYS;BRN,
Coelogyne odoratissima,Coelogyne,odoratissima,,,,LKA;IND,
Coelogyne ovalis,Coelogyne,ovalis,,,,VNM;NPL;CHN;BTN;IND;THA;MMR,
Coelogyne padangensis,Coelogyne,padangensis,,,,IDN,
Coelogyne palawanense,Coelogyne,palawanense,,,,PHL,
Coelogyne pallens,Coelogyne,pallens,,,,MYS;VNM;IDN;THA;LAO;MMR,
Coelogyne pandurata,Coelogyne,pandurata,,,,IDN;MYS;BRN,
Coelogyne papillosa,Coelogyne,papillosa,,,,IDN;MYS,
Coelogyne parishii,Coelogyne,parishii,,,,MMR,
Coelogyne pedula,Coelogyne,pedula,,,,IND,
Coelogyne peltastes,Coelogyne,peltastes,,,,IDN;MYS,
Coelogyne pholidotoides,Coelogyne,pholidotoides,,,,IDN;MYS,
Coelogyne picta,Coelogyne,picta,,,,MMR,
Coelogyne planiscapa,Coelogyne,planiscapa,,,,IDN;MYS,
Coelogyne plicatissima,Coelogyne,plicatissima,,,,IDN;MYS,
Coelogyne prasina,Coelogyne,prasina,,,,IDN;MYS,
Coelogyne prolifera,Coelogyne,prolifera,,,,NPL;CHN;BTN;IND;MMR,
Coelogyne pulchella,Coelogyne,pulchella,,,,CHN;MMR,
Coelogyne pulverula,Coelogyne,pulverula,,,,THA;IDN;MYS;BRN,
Coelogyne punctulata,Coelogyne,punctulata,,,,NPL;CHN;BTN;IND;MMR,
Coelogyne quadratiloba,Coelogyne,quadratiloba,,,,VNM;IND;THA,
Coelogyne quinquelamellata,Coelogyne,quinquelamellata,,,,PHL,
Coelogyne radicosa,Coelogyne,radicosa,,,,IDN;MYS;THA,
Coelogyne radioferens,Coelogyne,radioferens,,,,IDN;MYS;BRN,
Coelogyne raizadae,Coelogyne,raizadae,,,,CHN;IDN;BTN;LAO;NPL,
Coelogyne remediosiae,Coelogyne,remediosiae,,,,PHL,
Coelogyne renae,Coelogyne,renae,,,,MYS,
Coelogyne rhabdobulbon,Coelogyne,rhabdobulbon,,,,IDN;MYS,
Coelogyne rigida,Coelogyne,rigida,,,rigid coelogyne;ting jing bei mu lan,MYS;VNM;CHN;IND;THA;MMR,
Coelogyne rigidiformis,Coelogyne,rigidiformis,,,,IDN;MYS,
Coelogyne rochussenii,Coelogyne,rochussenii,,,,MYS;PHL;BRN;IDN;THA,
Coelogyne rumphii,Coelogyne,rumphii,,,,IDN,
Coelogyne rupicola,Coelogyne,rupicola,,,,IDN;MYS,
Coelogyne salmonicolor,Coelogyne,salmonicolor,,,,IDN,
Coelogyne sanderae,Coelogyne,sanderae,,,,CHN;MMR;VNM,
Coelogyne sanderiana,Coelogyne,sanderiana,,,,IDN;MYS;BRN,
Coelogyne sauveolens,Coelogyne,sauveolens,,,,CHN;IND,
Coelogyne schilleriana,Coelogyne,schilleriana,,,,MMR;THA,
Coelogyne schultesii,Coelogyne,schultesii,,,,VNM;NPL;CHN;BTN;IND;THA;LAO;MMR,
Coelogyne septemcostata,Coelogyne,septemcostata,,,,THA;IDN;MYS;BRN,
Coelogyne simplex,Coelogyne,simplex,,,,IDN,
Coelogyne sparsa,Coelogyne,sparsa,,,,PHL,
Coelogyne speciosa,Coelogyne,speciosa,,,,IDN,
Coelogyne squamulosa,Coelogyne,squamulosa,,,,IDN;MYS,
Coelogyne steenisii,Coelogyne,steenisii,,,,IDN,
Coelogyne stenobulbon,Coelogyne,stenobulbon,,,,IDN,
Coelogyne stenochila,Coelogyne,stenochila,,,,MYS,
Coelogyne stricta,Coelogyne,stricta,,,,VNM;NPL;CHN;BTN;IND;MMR,
Coelogyne susanae,Coelogyne,susanae,,,,PNG;SLB,
Coelogyne swaniana,Coelogyne,swaniana,,,,PHL;IDN;MYS;BRN,
Coelogyne taronansis,Coelogyne,taronansis,,,,CHN,
Coelogyne tenasserimensis,Coelogyne,tenasserimensis,,,,VNM;MMR;THA,
Coelogyne tenompokensis,Coelogyne,tenompokensis,,,,IDN;MYS,
Coelogyne tensuis,Coelogyne,tensuis,,,,IDN,
Coelogyne testacea,Coelogyne,testacea,,,,SGP;IDN;MYS,
Coelogyne tiomanensis,Coelogyne,tiomanensis,,,,MYS,
Coelogyne tomentosa,Coelogyne,tomentosa,,,,IDN;MYS;IND;THA,
Coelogyne tommii,Coelogyne,tommii,,,,IDN,
Coelogyne trilobulata,Coelogyne,trilobulata,,,,IDN,
Coelogyne trinervis,Coelogyne,trinervis,,,,MYS;VNM;KHM;IDN;THA;LAO;MMR,
Coelogyne triplicatula,Coelogyne,triplicatula,,,,MMR,
Coelogyne triuncialis,Coelogyne,triuncialis,,,,IDN,
Coelogyne tumida,Coelogyne,tumida,,,,IDN,
Coelogyne undatialata,Coelogyne,undatialata,,,,IDN,
Coelogyne usitana,Coelogyne,usitana,,,,PHL,
Coelogyne ustulata,Coelogyne,ustulata,,,,MMR,
Coelogyne vanoverberghii,Coelogyne,vanoverberghii,,,,PHL,
Coelogyne veitchii,Coelogyne,veitchii,,,,PNG;SLB;IDN,
Coelogyne velutina,Coelogyne,velutina,,,,MYS;THA,
Coelogyne venusta,Coelogyne,venusta,,,,MYS;BRN,
Coelogyne vermicularis,Coelogyne,vermicularis,,,,IDN;MYS,
Coelogyne verrucosa,Coelogyne,verrucosa,,,,MYS;BRN,
Coelogyne virescens,Coelogyne,virescens,,,,VNM;THA,
Coelogyne viscosa,Coelogyne,viscosa,,,,MYS;VNM;CHN;IND;THA;LAO;MMR;BGD,
Coelogyne xyrekes,Coelogyne,xyrekes,,,,IDN;MYS;THA,
Coelogyne yiii,Coelogyne,yiii,,,,MYS,
Coelogyne zeylanica,Coelogyne,zeylanica,,,,LKA;IND,
Coelogyne zhenkangensis,Coelogyne,zhenkangensis,,,,CHN,
Coelogyne zurowetzii,Coelogyne,zurowetzii,,,,IDN;MYS,
Coelorachis aurita,Coelorachis,aurita,,,,,
Coelostegia griffithii,Coelostegia,griffithii,Malvaceae,,,,
Coffea affinis,Coffea,affinis,,,,,
Coffea alleizettii,Coffea,alleizettii,,,,,
Coffea andrambovatensis,Coffea,andrambovatensis,,,,,
Coffea anthonyi,Coffea,anthonyi,,,,,
Coffea bakossii,Coffea,bakossii,,,,,
Coffea brevipes,Coffea,brevipes,,,,,
Coffea bridsoniae,Coffea,bridsoniae,,,,,
Coffea canephora,Coffea,canephora,,,congo coffeetree;cafeiro;conilon;robusta coffee;robustakaffeestrauch;cafeto robusto;robustakaffeebaum,,
Coffea carrissoi,Coffea,carrissoi,,,,,
Coffea charrieriana,Coffea,charrieriana,,,,,
Coffea congensis,Coffea,congensis,,,congo coffee;kongo-kaffeestrauch,,
Coffea costatifructa,Coffea,costatifructa,,,,,
Coffea dactylifera,Coffea,dactylifera,,,kafe kasa keke;loseke;yabukula esendi,,
Coffea ebracteolata,Coffea,ebracteolata,,,,,
Coffea eugenioides,Coffea,eugenioides,,,kikwandie;mkahawa mwitu,,
Coffea fadenii,Coffea,fadenii,,,,,
Coffea fotsoana,Coffea,fotsoana,,,,,
Coffea fragilis,Coffea,fragilis,,,,,
Coffea gallienii,Coffea,gallienii,,,,,
Coffea grevei,Coffea,grevei,,,,,
Coffea heimii,Coffea,heimii,,,,,
Coffea homollei,Coffea,homollei,,,,,
Coffea humbertii,Coffea,humbertii,,,,,
Coffea humblotiana,Coffea,humblotiana,,,kibitsku;mouhamba;caféier de humblot,,
Coffea humilis,Coffea,humilis,,,,,
Coffea jumellei,Coffea,jumellei,,,,,
Coffea kapakata,Coffea,kapakata,,,kasingo;kapakata,,
Coffea kianjavatensis,Coffea,kianjavatensis,,,,,
Coffea kimbozensis,Coffea,kimbozensis,,,,,
Coffea kivuensis,Coffea,kivuensis,,,,,
Coffea lancifolia,Coffea,lancifolia,,,,,
Coffea lebruniana,Coffea,lebruniana,,,yabukula essendi,,
Coffea leonimontana,Coffea,leonimontana,,,,,
Coffea leroyi,Coffea,leroyi,,,,,
Coffea liberica,Coffea,liberica,,,liberian coffee;liberica coffee;excelsa coffee,,
Coffea ligustroides,Coffea,ligustroides,,,,,
Coffea macrocarpa,Coffea,macrocarpa,,,,,
Coffea magnistipula,Coffea,magnistipula,,,,,
Coffea mangoroensis,Coffea,mangoroensis,,,,,
Coffea mannii,Coffea,mannii,,,,,
Coffea manombensis,Coffea,manombensis,,,,,
Coffea mapiana,Coffea,mapiana,,,,,
Coffea mauritiana,Coffea,mauritiana,,,,,
Coffea mayombensis,Coffea,mayombensis,,,,,
Coffea mcphersonii,Coffea,mcphersonii,,,,,
Coffea melanocarpa,Coffea,melanocarpa,,,,,
Coffea minutiflora,Coffea,minutiflora,,,,,
Coffea mongensis,Coffea,mongensis,,,,,
Coffea montekupensis,Coffea,montekupensis,,,deh a mbine,,
Coffea mufindiensis,Coffea,mufindiensis,,,wild coffee;mkahawa mwitu,,
Coffea myrtifolia,Coffea,myrtifolia,,,,,
Coffea neoleroyi,Coffea,neoleroyi,,,,,
Coffea perrieri,Coffea,perrieri,,,,,
Coffea pocsii,Coffea,pocsii,,,,,
Coffea pseudozanguebariae,Coffea,pseudozanguebariae,,,,,
Coffea racemosa,Coffea,racemosa,,,mozambique coffee;inhambane coffee,,
Coffea rakotonasoloi,Coffea,rakotonasoloi,,,,,
Coffea rhamnifolia,Coffea,rhamnifolia,,,,,
Coffea sahafaryensis,Coffea,sahafaryensis,,,,,
Coffea sakarahae,Coffea,sakarahae,,,,,
Coffea salvatrix,Coffea,salvatrix,,,wild coffee;mukofi,,
Coffea sapinii,Coffea,sapinii,,,,,
Coffea schliebenii,Coffea,schliebenii,,,,,
Coffea sessiliflora,Coffea,sessiliflora,,,,,
Coffea stenophylla,Coffea,stenophylla,,,narrow-leaf coffee;sierra leone coffee;highland coffee;stenophylla coffee;sierra leone-kaffeestrauch,,
Coffea tetragona,Coffea,tetragona,,,,,
Coffea togoensis,Coffea,togoensis,,,,,
Coffea tricalysioides,Coffea,tricalysioides,,,,,
Coffea tsirananae,Coffea,tsirananae,,,,,
Coffea vatovavyensis,Coffea,vatovavyensis,,,,,
Coffea vianneyi,Coffea,vianneyi,,,,,
Coffea vohemarensis,Coffea,vohemarensis,,,,,
Coffea zanguebariae,Coffea,zanguebariae,,,ibo coffee;zanzibar coffee,,
Coilochilus neocaledonicus,Coilochilus,neocaledonicus,,,,NCL,
Coincya rupestris,Coincya,rupestris,,,,,
Cola attiensis,Cola,attiensis,,,aoussou;aouchou,,
Cola boxiana,Cola,boxiana,,,,,
Cola bracteata,Cola,bracteata,,,,,
Cola cecidiifolia,Cola,cecidiifolia,,,,,
Cola clavata,Cola,clavata,,,,,
Cola duparquetiana,Cola,duparquetiana,,,,,
Cola gigas,Cola,gigas,,,,,
Cola glabra,Cola,glabra,,,igbere-oko,,
Cola hypochrysea,Cola,hypochrysea,,,,,
Cola le-testui,Cola,le-testui,,,,,
Cola lizae,Cola,lizae,,,,,
Cola lourougnonis,Cola,lourougnonis,,,,,
Cola lukei,Cola,lukei,,,,,
Cola metallica,Cola,metallica,,,,,
Cola mossambicensis,Cola,mossambicensis,,,mushidirabungo;chinguena,,
Cola nigerica,Cola,nigerica,,,shigerekun,,
Cola octoloboides,Cola,octoloboides,,,,,
Cola philipi-jonesii,Cola,philipi-jonesii,,,,,
Cola porphyrantha,Cola,porphyrantha,,,mutsamvia,,
Cola praeacuta,Cola,praeacuta,,,,,
Cola reticulata,Cola,reticulata,,,,,
Cola scheffleri,Cola,scheffleri,,,,,
Cola semecarpophylla,Cola,semecarpophylla,,,,,
Cola suboppositifolia,Cola,suboppositifolia,,,,,
Cola umbratilis,Cola,umbratilis,,,tananfrobere,,
Cola usambarensis,Cola,usambarensis,,,,,
Colchicum arenarium,Colchicum,arenarium,,,sand saffron,,
Colchicum autumnale,Colchicum,autumnale,,,meadow saffron;autumn crocus,,
Colchicum balansae,Colchicum,balansae,,,,,
Colchicum corsicum,Colchicum,corsicum,,,,,
Colchicum cupanii,Colchicum,cupanii,,,,,
Colchicum greuteri,Colchicum,greuteri,,,bezvremennik greutera;khlopuz;greuter's colchicum,,
Colchicum leptanthum,Colchicum,leptanthum,,,thin-flowered colchicum,,
Colchicum mirzoevae,Colchicum,mirzoevae,,,mirzoeva's merendera;merendera mirzoevoy;khlopuz,,
Colchicum troodi,Colchicum,troodi,,,,,
Colea colei,Colea,colei,,,bois margoze,,
Colea seychellarum,Colea,seychellarum,,,bilenbi maron,,
Coleanthus subtilis,Coleanthus,subtilis,,,coléanthe délicat,,
Coleocephalocereus aureus,Coleocephalocereus,aureus,,,,BRA,
Coleocephalocereus braunii,Coleocephalocereus,braunii,,,,,
Coleocephalocereus buxbaumianus,Coleocephalocereus,buxbaumianus,,,facheiro-das-pedras;mandacaru-de-topete,BRA,
Coleocephalocereus diersianus,Coleocephalocereus,diersianus,,,,,
Coleocephalocereus fluminensis,Coleocephalocereus,fluminensis,,,,BRA,
Coleocephalocereus goebelianus,Coleocephalocereus,goebelianus,,,,BRA,
Coleocephalocereus pluricostatus,Coleocephalocereus,pluricostatus,,,,BRA,
Coleocephalocereus purpureus,Coleocephalocereus,purpureus,,,,BRA,
Coleocephalocereus uebelmanniorum,Coleocephalocereus,uebelmanniorum,,,,,
Coleochloa domensis,Coleochloa,domensis,,,,,
Coleochloa virgata,Coleochloa,virgata,,,,,
Coleus namuliensis,Coleus,namuliensis,,,,,
Colignonia pentoptera,Colignonia,pentoptera,,,,,
Collabium chinense,Collabium,chinense,,,,,
Collabium simplex,Collabium,simplex,,,,IDN;MYS,
Colocasia esculenta,Colocasia,esculenta,,,wild taro,,
Colocasia fallax,Colocasia,fallax,,,,,
Cololejeunea azorica,Cololejeunea,azorica,,,,,
Cololejeunea magnilobula,Cololejeunea,magnilobula,,,,,
Colona poilanei,Colona,poilanei,,,chong,,
Colpodium chionogeiton,Colpodium,chionogeiton,,,,,
Colpodium drakensbergense,Colpodium,drakensbergense,,,,,
Colpodium hedbergii,Colpodium,hedbergii,,,,,
Colpodium tibeticum,Colpodium,tibeticum,,,zang xiao yan gou cao,,
Colpothrinax wrightii,Colpothrinax,wrightii,,,palma barrigona,,
Colubrina anomala,Colubrina,anomala,,,,,
Colubrina hondurensis,Colubrina,hondurensis,,,,,
Colubrina nicholsonii,Colubrina,nicholsonii,,,,,
Colubrina obscura,Colubrina,obscura,,,,,
Colubrina oppositifolia,Colubrina,oppositifolia,,,kauila;kauwila,,
Columnea albiflora,Columnea,albiflora,,,,,
Columnea asteroloma,Columnea,asteroloma,,,,,
Columnea atahualpae,Columnea,atahualpae,,,,,
Columnea brenneri,Columnea,brenneri,,,,,
Columnea capillosa,Columnea,capillosa,,,,,
Columnea elongatifolia,Columnea,elongatifolia,,,,,
Columnea eubracteata,Columnea,eubracteata,,,,,
Columnea flexiflora,Columnea,flexiflora,,,,,
Columnea katzensteinii,Columnea,katzensteinii,,,,,
Columnea manabiana,Columnea,manabiana,,,,,
Columnea mastersonii,Columnea,mastersonii,,,,,
Columnea ovatifolia,Columnea,ovatifolia,,,,,
Columnea poortmannii,Columnea,poortmannii,,,,,
Columnea rileyi,Columnea,rileyi,,,,,
Columnea rubribracteata,Columnea,rubribracteata,,,,,
Columnea schimpffii,Columnea,schimpffii,,,,,
Columnea tenensis,Columnea,tenensis,,,,,
Colvillea racemosa,Colvillea,racemosa,,,sarongazo;colville's glory;fingoko;sarongaza,,
Comarostaphylis discolor,Comarostaphylis,discolor,,,,,
Comarum palustre,Comarum,palustre,,,,,
Combretocarpus rotundatus,Combretocarpus,rotundatus,Anisophylleaceae,,,,
Combretum esteriense,Combretum,esteriense,Combretaceae,,,,
Combretum hartmannianum,Combretum,hartmannianum,Combretaceae,,,,
Combretum imberbe,Combretum,imberbe,Combretaceae,,,,
Combretum mkuzense,Combretum,mkuzense,Combretaceae,,,,
Combretum petrophilum,Combretum,petrophilum,Combretaceae,,,,
Combretum rochetianum,Combretum,rochetianum,Combretaceae,,,,
Combretum tenuipetiolatum,Combretum,tenuipetiolatum,Combretaceae,,,,
Commelina africana,Commelina,africana,,,,,
Commelina arenicola,Commelina,arenicola,,,,,
Commelina bella,Commelina,bella,,,,,
Commelina benghalensis,Commelina,benghalensis,,,day flower;kanchara,,
Commelina caroliniana,Commelina,caroliniana,,,,,
Commelina clavata,Commelina,clavata,,,jalapippali;panikanchira;thanneervittan;willow leaved dayflower,,
Commelina diffusa,Commelina,diffusa,,,spreading dayflower;birdbill dayflower;creeping day flower;climbing dayflower,,
Commelina erecta,Commelina,erecta,,,blue commelina;blousel blommetjie;white mouth dayflower;slender dayflower;widow's tears day flower,,
Commelina imberbis,Commelina,imberbis,,,,,
Commelina mwatayamvoana,Commelina,mwatayamvoana,,,,,
Commelina subulata,Commelina,subulata,,,,,
Commelina zigzag,Commelina,zigzag,,,,,
Commicarpus heimerlii,Commicarpus,heimerlii,,,,,
Commicarpus simonyi,Commicarpus,simonyi,,,,,
Commidendrum gummiferum,Commidendrum,gummiferum,,,,,
Commidendrum robustum,Commidendrum,robustum,,,gumwood,,
Commidendrum rotundifolium,Commidendrum,rotundifolium,,,bastard gumwood,,
Commidendrum rugosum,Commidendrum,rugosum,,,scrubwood,,
Commidendrum spurium,Commidendrum,spurium,,,false gumwood,,
Commiphora alata,Commiphora,alata,,,,,
Commiphora albiflora,Commiphora,albiflora,,,,,
Commiphora campestris,Commiphora,campestris,,,,,
Commiphora chaetocarpa,Commiphora,chaetocarpa,,,,,
Commiphora ciliata,Commiphora,ciliata,,,habla subba,,
Commiphora corrugata,Commiphora,corrugata,,,,,
Commiphora guidottii,Commiphora,guidottii,,,,,
Commiphora hodai,Commiphora,hodai,,,,,
Commiphora mafaidoha,Commiphora,mafaidoha,,,arofy madinindravina;arofy fotsy;arofy mafaiboa,,
Commiphora monoica,Commiphora,monoica,,,,,
Commiphora obovata,Commiphora,obovata,,,,,
Commiphora ornifolia,Commiphora,ornifolia,,,,,
Commiphora parvifolia,Commiphora,parvifolia,,,,,
Commiphora planifrons,Commiphora,planifrons,,,,,
Commiphora pseudopaolii,Commiphora,pseudopaolii,,,hagersu;agar;hagharsu;lailipai,,
Commiphora socotrana,Commiphora,socotrana,,,,,
Commiphora sphaerophylla,Commiphora,sphaerophylla,,,,,
Commiphora sulcata,Commiphora,sulcata,,,,,
Commiphora truncata,Commiphora,truncata,,,,,
Commiphora unilobata,Commiphora,unilobata,,,,,
Commiphora wightii,Commiphora,wightii,,,guggul,,
Comocladia cordata,Comocladia,cordata,,,,,
Comocladia parvifoliola,Comocladia,parvifoliola,,,,,
Comocladia velutina,Comocladia,velutina,,,,,
Comparettia coccinea,Comparettia,coccinea,,,,BRA;BOL;COL;PER,
Comparettia falcata,Comparettia,falcata,,,,VEN;PRI;COL;PER;SLV;GUF;CRI;BLZ;BOL;ECU;GTM;HND;JAM;CUB;PAN;DOM;BRA;HTI;MEX;USA,
Comparettia ignea,Comparettia,ignea,,,,COL;PER,
Comparettia macroplectron,Comparettia,macroplectron,,,,ECU;BOL;COL,
Comparettia maloi,Comparettia,maloi,,,,ECU,
Comparettia speciosa,Comparettia,speciosa,,,,ECU;PER,
Comperia comperiana,Comperia,comperiana,,,,TUR;IRQ;GRC;UKR;IRN,
Conceveiba macrostachys,Conceveiba,macrostachys,,,,,
Conchidium microchilos,Conchidium,microchilos,,,,,
Conchidium muscicola,Conchidium,muscicola,,,,VNM;MMR;CHN;IND;THA;LAO;NPL,
Conchidium pusillum,Conchidium,pusillum,,,ge lan;small eria,,
Condaminea glabrata,Condaminea,glabrata,,,,,
Condaminea microcarpa,Condaminea,microcarpa,,,,,
Connarus agamae,Connarus,agamae,,,,,
Connarus brachybotryosus,Connarus,brachybotryosus,,,,,
Connarus ecuadorensis,Connarus,ecuadorensis,,,,,
Connarus popenoei,Connarus,popenoei,,,,,
Connarus williamsii,Connarus,williamsii,,,,,
Conocarpus erectus,Conocarpus,erectus,Combretaceae,,silver-leaved buttonwood,,
Conocarpus lancifolius,Conocarpus,lancifolius,Combretaceae,,,,
Conophytum halenbergense,Conophytum,halenbergense,,,,,
Conostegia centronioides,Conostegia,centronioides,,,,,
Conostegia chiriquensis,Conostegia,chiriquensis,,,,,
Conostegia extinctoria,Conostegia,extinctoria,,,,,
Conostegia grisebachii,Conostegia,grisebachii,,,,,
Conostegia subprocera,Conostegia,subprocera,,,,,
Conostegia superba,Conostegia,superba,,,,,
Consolea corallicola,Consolea,corallicola,,,florida semaphore cactus,,
Consolea falcata,Consolea,falcata,,,,,
Consolea macracantha,Consolea,macracantha,,,alpargata;tuna de cruz,,
Consolea millspaughii,Consolea,millspaughii,,,,,
Consolea moniliformis,Consolea,moniliformis,,,,,
Consolea nashii,Consolea,nashii,,,,,
Consolea picardae,Consolea,picardae,,,,,
Consolea rubescens,Consolea,rubescens,,,,,
Consolea spinosissima,Consolea,spinosissima,,,,,
Consolida samia,Consolida,samia,,,,,
Constantia australis,Constantia,australis,,,,BRA,
Constantia cipoensis,Constantia,cipoensis,,,,BRA,
Constantia cristinae,Constantia,cristinae,,,,BRA,
Constantia microscopica,Constantia,microscopica,,,,BRA,
Constantia rupestris,Constantia,rupestris,,,,BRA,
Convolvulus argyrothamnos,Convolvulus,argyrothamnos,,,,,
Convolvulus caput-medusae,Convolvulus,caput-medusae,,,chaparro canario;chaparro,,
Convolvulus durandoi,Convolvulus,durandoi,,,liseron de durand,,
Convolvulus fernandesii,Convolvulus,fernandesii,,,,,
Convolvulus floridus,Convolvulus,floridus,,,anuel;guaidil;guaydil,,
Convolvulus grantii,Convolvulus,grantii,,,,,
Convolvulus hildebrandtii,Convolvulus,hildebrandtii,,,,,
Convolvulus lopezsocasii,Convolvulus,lopezsocasii,,,corregüelón de famara,,
Convolvulus massonii,Convolvulus,massonii,,,,,
Convolvulus ruprechtii,Convolvulus,ruprechtii,,,vyunok ruprekhta;ruprecht's bindweed,,
Convolvulus sarmentosus,Convolvulus,sarmentosus,,,,,
Conyza clarenceana,Conyza,clarenceana,,,,,
Conyza feae,Conyza,feae,,,,,
Conyza mandrarensis,Conyza,mandrarensis,,,,,
Conyza neocandolleana,Conyza,neocandolleana,,,,,
Conyza pannosa,Conyza,pannosa,,,,,
Conyza perrieri,Conyza,perrieri,,,,,
Conyza schlechtendalii,Conyza,schlechtendalii,,,,,
Conyza varia,Conyza,varia,,,,,
Copernicia baileyana,Copernicia,baileyana,,,yarey;guano dulce,,
Copernicia brittonorum,Copernicia,brittonorum,,,yarey;guano yarey;jata de costa,,
Copernicia ekmanii,Copernicia,ekmanii,,,,,
Copernicia gigas,Copernicia,gigas,,,,,
Copernicia rigida,Copernicia,rigida,,,,,
Copernicia tectorum,Copernicia,tectorum,,,,,
Copiapoa ahremephiana,Copiapoa,ahremephiana,,,,,
Copiapoa angustiflora,Copiapoa,angustiflora,,,,,
Copiapoa bridgesii,Copiapoa,bridgesii,,,,CHL,
Copiapoa calderana,Copiapoa,calderana,,,,CHL,
Copiapoa chanaralensis,Copiapoa,chanaralensis,,,,CHL,
Copiapoa cinerascens,Copiapoa,cinerascens,,,erizo gris,CHL,
Copiapoa cinerea,Copiapoa,cinerea,,,copiapoa de philippi,CHL,
Copiapoa coquimbana,Copiapoa,coquimbana,,,coquimbano,CHL,
Copiapoa dealbata,Copiapoa,dealbata,,,copiapoa de carrizal bajo,,
Copiapoa decorticans,Copiapoa,decorticans,,,,,
Copiapoa desertorum,Copiapoa,desertorum,,,,CHL,
Copiapoa echinoides,Copiapoa,echinoides,,,duro,CHL,
Copiapoa esmeraldana,Copiapoa,esmeraldana,,,,,
Copiapoa fiedleriana,Copiapoa,fiedleriana,,,,CHL,
Copiapoa grandiflora,Copiapoa,grandiflora,,,,,
Copiapoa hornilloensis,Copiapoa,hornilloensis,,,,CHL,
Copiapoa humilis,Copiapoa,humilis,,,,CHL,
Copiapoa hypogaea,Copiapoa,hypogaea,,,bajo tierra,CHL,
Copiapoa krainziana,Copiapoa,krainziana,,,chascón,,
Copiapoa laui,Copiapoa,laui,,,,CHL,
Copiapoa longistaminea,Copiapoa,longistaminea,,,copiapoa de andriana,,
Copiapoa macracantha,Copiapoa,macracantha,,,,CHL,
