sc_name,genus,species,family,iucn_status_code,common_names,regions,wwf_high_risk_flag
Peniocereus rosei,Peniocereus,rosei,,,,MEX,
Peniocereus serpentinus,Peniocereus,serpentinus,,,,MEX,
Peniocereus striatus,Peniocereus,striatus,,,gearstem cactus,MEX;USA,
Peniocereus tepalcatepecanus,Peniocereus,tepalcatepecanus,,,,MEX,
Peniocereus viperinus,Peniocereus,viperinus,,,viborita,MEX,
Peniocereus zopilotensis,Peniocereus,zopilotensis,,,,MEX,
Pennantia baylisiana,Pennantia,baylisiana,,,three kings kaikomako,,
Pennilabium acuminatum,Pennilabium,acuminatum,,,,MYS,
Pennilabium angraecum,Pennilabium,angraecum,,,,IDN;MYS,
Pennilabium aurantiacum,Pennilabium,aurantiacum,,,,IDN,
Pennisetum frutescens,Pennisetum,frutescens,,,naked fountain grass,,
Pennisetum natalense,Pennisetum,natalense,,,,,
Pentacalia campii,Pentacalia,campii,,,,,
Pentacalia carchiensis,Pentacalia,carchiensis,,,,,
Pentacalia carmelana,Pentacalia,carmelana,,,,,
Pentacalia cazaletii,Pentacalia,cazaletii,,,,,
Pentacalia corazonensis,Pentacalia,corazonensis,,,,,
Pentacalia dorrii,Pentacalia,dorrii,,,,,
Pentacalia floribunda,Pentacalia,floribunda,,,,,
Pentacalia gibbiflora,Pentacalia,gibbiflora,,,,,
Pentacalia hillii,Pentacalia,hillii,,,,,
Pentacalia hurtadoi,Pentacalia,hurtadoi,,,,,
Pentacalia lanceolifolia,Pentacalia,lanceolifolia,,,,,
Pentacalia luteynorum,Pentacalia,luteynorum,,,,,
Pentacalia millei,Pentacalia,millei,,,,,
Pentacalia moronensis,Pentacalia,moronensis,,,,,
Pentacalia napoensis,Pentacalia,napoensis,,,,,
Pentacalia pailasensis,Pentacalia,pailasensis,,,,,
Pentacalia palaciosii,Pentacalia,palaciosii,,,,,
Pentacalia riotintis,Pentacalia,riotintis,,,,,
Pentacalia ruficaulis,Pentacalia,ruficaulis,,,,,
Pentacalia sevillana,Pentacalia,sevillana,,,,,
Pentacalia zakii,Pentacalia,zakii,,,,,
Pentacalia zamorana,Pentacalia,zamorana,,,,,
Pentace acuta,Pentace,acuta,Malvaceae,,melunak,MYS;MMR;THA,
Pentace adenophora,Pentace,adenophora,Malvaceae,,melunak,MYS;MMR;THA,
Pentace burmanica,Pentace,burmanica,Malvaceae,,melunak,MYS;MMR;THA,
Pentace curtisii,Pentace,curtisii,Malvaceae,,melunak,MYS;MMR;THA,
Pentace excelsa,Pentace,excelsa,Malvaceae,,melunak,MYS;MMR;THA,
Pentace exima,Pentace,exima,Malvaceae,,melunak,MYS;MMR;THA,
Pentace grandiflora,Pentace,grandiflora,Malvaceae,,melunak,MYS;MMR;THA,
Pentace laxiflora,Pentace,laxiflora,Malvaceae,,melunak,MYS;MMR;THA,
Pentace microlepidota,Pentace,microlepidota,Malvaceae,,melunak,MYS;MMR;THA,
Pentace perakensis,Pentace,perakensis,Malvaceae,,melunak,MYS;MMR;THA,
Pentace spp.,Pentace,spp.,Malvaceae,,melunak,MYS;MMR;THA,
Pentace strychnoidea,Pentace,strychnoidea,Malvaceae,,,,
Pentace triptera,Pentace,triptera,Malvaceae,,,,
Pentacme contorta,Pentacme,contorta,Dipterocarpaceae,,,,
Pentacme siamensis,Pentacme,siamensis,Dipterocarpaceae,,ingyin,,
Pentactina rupicola,Pentactina,rupicola,,,geum-gang-in-ga-mok,,
Pentadesma butyracea,Pentadesma,butyracea,Clusiaceae,,kiasose,,
Pentadesma lebrunii,Pentadesma,lebrunii,Clusiaceae,,kiasose,,
Pentagonia involucrata,Pentagonia,involucrata,,,,,
Pentagonia orthoneura,Pentagonia,orthoneura,,,,,
Pentagonia peruviana,Pentagonia,peruviana,,,,,
Pentagonia rubiflora,Pentagonia,rubiflora,,,,,
Pentameris aristidoides,Pentameris,aristidoides,,,,,
Pentameris capensis,Pentameris,capensis,,,,,
Pentameris ecklonii,Pentameris,ecklonii,,,,,
Pentameris mannii,Pentameris,mannii,,,,,
Pentameris pictigluma,Pentameris,pictigluma,,,,,
Pentameris tomentella,Pentameris,tomentella,,,,,
Pentapanax castanopsisicola,Pentapanax,castanopsisicola,,,,,
Pentapanax henryi,Pentapanax,henryi,,,,,
Pentapanax leschenaultii,Pentapanax,leschenaultii,,,,,
Pentaplaris huaoranica,Pentaplaris,huaoranica,,,,,
Pentarrhinum abyssinicum,Pentarrhinum,abyssinicum,,,ntang,,
Pentarrhinum ledermannii,Pentarrhinum,ledermannii,,,,,
Pentaspadon motleyi,Pentaspadon,motleyi,,,pelajau,,
Pentastelma auritum,Pentastelma,auritum,,,,,
Pentatrichia avasmontana,Pentatrichia,avasmontana,,,,,
Penthorum sedoides,Penthorum,sedoides,,,,,
Pentodon pentandrus,Pentodon,pentandrus,,,,,
Pentzia tomentosa,Pentzia,tomentosa,,,,,
Peperomia abnormis,Peperomia,abnormis,,,,,
Peperomia albovittata,Peperomia,albovittata,,,,,
Peperomia aphanoneura,Peperomia,aphanoneura,,,,,
Peperomia arenillasensis,Peperomia,arenillasensis,,,,,
Peperomia buxifolia,Peperomia,buxifolia,,,,,
Peperomia choritana,Peperomia,choritana,,,,,
Peperomia clivigaudens,Peperomia,clivigaudens,,,,,
Peperomia cordilimba,Peperomia,cordilimba,,,,,
Peperomia crispa,Peperomia,crispa,,,,,
Peperomia dauleana,Peperomia,dauleana,,,,,
Peperomia discifolia,Peperomia,discifolia,,,,,
Peperomia disjunctiflora,Peperomia,disjunctiflora,,,,,
Peperomia espinosae,Peperomia,espinosae,,,,,
Peperomia fagerlindii,Peperomia,fagerlindii,,,,,
Peperomia glandulosa,Peperomia,glandulosa,,,,,
Peperomia graveolens,Peperomia,graveolens,,,,,
Peperomia guayaquilensis,Peperomia,guayaquilensis,,,,,
Peperomia guttulata,Peperomia,guttulata,,,,,
Peperomia inconspicua,Peperomia,inconspicua,,,,,
Peperomia involucrata,Peperomia,involucrata,,,,,
Peperomia kamerunana,Peperomia,kamerunana,,,,,
Peperomia lehmannii,Peperomia,lehmannii,,,,,
Peperomia leucanthera,Peperomia,leucanthera,,,,,
Peperomia leucorrhachis,Peperomia,leucorrhachis,,,,,
Peperomia litana,Peperomia,litana,,,,,
Peperomia micromerioides,Peperomia,micromerioides,,,,,
Peperomia millei,Peperomia,millei,,,,,
Peperomia mitchelioides,Peperomia,mitchelioides,,,,,
Peperomia pachystachya,Peperomia,pachystachya,,,,,
Peperomia paradoxa,Peperomia,paradoxa,,,,,
Peperomia parvilimba,Peperomia,parvilimba,,,,,
Peperomia peploides,Peperomia,peploides,,,,,
Peperomia persuculenta,Peperomia,persuculenta,,,,,
Peperomia persulcata,Peperomia,persulcata,,,,,
Peperomia petiolata,Peperomia,petiolata,,,,,
Peperomia petraea,Peperomia,petraea,,,,,
Peperomia pichinchae,Peperomia,pichinchae,,,,,
Peperomia porphyridea,Peperomia,porphyridea,,,,,
Peperomia pseudopereskiifolia,Peperomia,pseudopereskiifolia,,,,,
Peperomia pululaguana,Peperomia,pululaguana,,,,,
Peperomia rubropunctulata,Peperomia,rubropunctulata,,,,,
Peperomia rupicola,Peperomia,rupicola,,,,,
Peperomia salangonis,Peperomia,salangonis,,,,,
Peperomia scutellariifolia,Peperomia,scutellariifolia,,,,,
Peperomia septentrionalis,Peperomia,septentrionalis,,,wild bermuda pepper,,
Peperomia simplex,Peperomia,simplex,,,,,
Peperomia stenostachya,Peperomia,stenostachya,,,,,
Peperomia subdiscoidea,Peperomia,subdiscoidea,,,,,
Peperomia tablahuasiana,Peperomia,tablahuasiana,,,,,
Peperomia thienii,Peperomia,thienii,,,,,
Peperomia thomeana,Peperomia,thomeana,,,,,
Peperomia tuberculata,Peperomia,tuberculata,,,,,
Peperomia udimontana,Peperomia,udimontana,,,,,
Peperomia valladolidana,Peperomia,valladolidana,,,,,
Peperomia wibomii,Peperomia,wibomii,,,,,
Pepinia alexanderi,Pepinia,alexanderi,,,,,
Pepinia carnososepala,Pepinia,carnososepala,,,,,
Pepinia fulgens,Pepinia,fulgens,,,,,
Pepinia harlingii,Pepinia,harlingii,,,,,
Pepinia hooveri,Pepinia,hooveri,,,,,
Pepinia verrucosa,Pepinia,verrucosa,,,,,
Peponidium anoveanum,Peponidium,anoveanum,,,,,
Pera aperta,Pera,aperta,Peraceae,,,,
Pera glabrata,Pera,glabrata,Peraceae,,,,
Perebea glabrifolia,Perebea,glabrifolia,,,caxingubarana,,
Pereskia aculeata,Pereskia,aculeata,,,barbados shrub;ora pro nobis;azedinha;barbados gooseberry;lobolobo;espinho de santo antonio;espinho preto,,
Pereskia aureiflora,Pereskia,aureiflora,,,facho;ora-pro-nobis-da-mata,,
Pereskia bahiensis,Pereskia,bahiensis,,,,,
Pereskia bleo,Pereskia,bleo,,,abrojo;jarum tujuh bilah,,
Pereskia diaz-romeroana,Pereskia,diaz-romeroana,,,,,
Pereskia grandifolia,Pereskia,grandifolia,,,rose cactus;ora-pro-nobis,,
Pereskia guamacho,Pereskia,guamacho,,,,,
Pereskia horrida,Pereskia,horrida,,,,,
Pereskia lychnidiflora,Pereskia,lychnidiflora,,,manzanaote;pitittache;mateares;matitir;matial;matiare;guititache;matedo;amatilla;amatillo,,
Pereskia marcanoi,Pereskia,marcanoi,,,,,
Pereskia nemorosa,Pereskia,nemorosa,,,,,
Pereskia portulacifolia,Pereskia,portulacifolia,,,,,
Pereskia quisqueyana,Pereskia,quisqueyana,,,,,
Pereskia sacharosa,Pereskia,sacharosa,,,,,
Pereskia stenantha,Pereskia,stenantha,,,,,
Pereskia weberiana,Pereskia,weberiana,,,,,
Pereskia zinniiflora,Pereskia,zinniiflora,,,abrojo;erizo,,
Pereskiopsis aquosa,Pereskiopsis,aquosa,,,,,
Pereskiopsis blakeana,Pereskiopsis,blakeana,,,,,
Pereskiopsis diguetii,Pereskiopsis,diguetii,,,,,
Pereskiopsis kellermanii,Pereskiopsis,kellermanii,,,cola lagarto,,
Pereskiopsis porteri,Pereskiopsis,porteri,,,,,
Pereskiopsis rotundifolia,Pereskiopsis,rotundifolia,,,chepistle;chapixtle;chapistle,,
Periandra heterophylla,Periandra,heterophylla,,,,,
Periandra mediterranea,Periandra,mediterranea,,,brazilian licorice,,
Pericallis hadrosoma,Pericallis,hadrosoma,,,flor de mayo leñosa,,
Pericallis malvifolia,Pericallis,malvifolia,,,,,
Periploca chevalieri,Periploca,chevalieri,,,,,
Peristeria cerina,Peristeria,cerina,,,,VEN;COL;TTO;GUY;BRA,
Peristeria elata,Peristeria,elata,,,,VEN;COL;SLV;CRI;ECU;PAN,
Peristeria guttata,Peristeria,guttata,,,,VEN;COL;GUF;GUY;SUR;BRA,
Peristeria leucoxantha,Peristeria,leucoxantha,,,,COL,
Peristeria lindenii,Peristeria,lindenii,,,,ECU;COL,
Peristeria pendula,Peristeria,pendula,,,,VEN;COL;PER;TTO;GUF;ECU;GUY;SUR;PAN;BRA,
Peristeria rossiana,Peristeria,rossiana,,,,GUY;COL;SUR,
Peristeria selligera,Peristeria,selligera,,,,GUY;COL,
Peristeria serroniana,Peristeria,serroniana,,,,BRA,
Peristeria violacea,Peristeria,violacea,,,,,
Peristylus banfieldii,Peristylus,banfieldii,,,,AUS,
Peristylus brachyphyllus,Peristylus,brachyphyllus,,,,IND,
Peristylus brevilobus,Peristylus,brevilobus,,,,LKA,
Peristylus calcaratus,Peristylus,calcaratus,,,,HKG;CHN,
Peristylus candidus,Peristylus,candidus,,,,SGP;IDN,
Peristylus carolinensis,Peristylus,carolinensis,,,,FSM,
Peristylus djampangensis,Peristylus,djampangensis,,,,IDN,
Peristylus gardneri,Peristylus,gardneri,,,,LKA,
Peristylus goodyeroides,Peristylus,goodyeroides,,,,HKG;TWN;CHN;IDN;IND,
Peristylus gracilis,Peristylus,gracilis,,,,IDN;MYS;IND,
Peristylus holochila,Peristylus,holochila,,,,,
Peristylus lacertiferus,Peristylus,lacertiferus,,,,SGP;MYS;CHN;IDN;THA,
Peristylus langbianensis,Peristylus,langbianensis,,,,VNM,
Peristylus latilobus,Peristylus,latilobus,,,,IDN,
Peristylus minimiflorus,Peristylus,minimiflorus,,,,NCL,
Peristylus monticola,Peristylus,monticola,,,,PHL;IDN;MYS,
Peristylus ngoyensis,Peristylus,ngoyensis,,,,NCL,
Peristylus secundus,Peristylus,secundus,,,,IND,
Peristylus spiranthes,Peristylus,spiranthes,,,,HKG,
Peristylus stenodontus,Peristylus,stenodontus,,,,VUT,
Peristylus stenostachyus,Peristylus,stenostachyus,,,,HKG;CHN,
Peristylus tentaculatus,Peristylus,tentaculatus,,,,HKG;CHN,
Peristylus trimenii,Peristylus,trimenii,,,,LKA,
Peristylus wheatleyi,Peristylus,wheatleyi,,,,VUT,
Peritassa killipii,Peritassa,killipii,,,,,
Peronema canescens,Peronema,canescens,Lamiaceae,,,,
Perrierodendron quartzitorum,Perrierodendron,quartzitorum,,,kitototvavy;kitoto,,
Perrottetia excelsa,Perrottetia,excelsa,,,,,
Perrottetia multiflora,Perrottetia,multiflora,,,,,
Persea albida,Persea,albida,Lauraceae,,quizarra,,
Persea alpigena,Persea,alpigena,Lauraceae,,,,
Persea americana,Persea,americana,Lauraceae,,aguacate;avocado,,
Persea bootanica,Persea,bootanica,Lauraceae,,,,
Persea brenesii,Persea,brenesii,Lauraceae,,,,
Persea bullata,Persea,bullata,Lauraceae,,,,
Persea caerulea,Persea,caerulea,Lauraceae,,,,
Persea campii,Persea,campii,Lauraceae,,,,
Persea chamissonis,Persea,chamissonis,Lauraceae,,,,
Persea cinerascens,Persea,cinerascens,Lauraceae,,,,
Persea conferta,Persea,conferta,Lauraceae,,,,
Persea donnell-smithii,Persea,donnell-smithii,Lauraceae,,,,
Persea floccosa,Persea,floccosa,Lauraceae,,aguacate cimaron,,
Persea glabra,Persea,glabra,Lauraceae,,,,
Persea glabriramea,Persea,glabriramea,Lauraceae,,,,
Persea harrisii,Persea,harrisii,Lauraceae,,,,
Persea hintonii,Persea,hintonii,Lauraceae,,tepehuacate;laurel de olor;laurel,,
Persea indica,Persea,indica,Lauraceae,,viñatigo,,
Persea julianae,Persea,julianae,Lauraceae,,,,
Persea liebmannii,Persea,liebmannii,Lauraceae,,,,
Persea lingue,Persea,lingue,Lauraceae,,lingue,,
Persea longipes,Persea,longipes,Lauraceae,,,,
Persea nudigemma,Persea,nudigemma,Lauraceae,,,,
Persea obtusifolia,Persea,obtusifolia,Lauraceae,,,,
Persea odoratissima,Persea,odoratissima,Lauraceae,,,,
Persea pallescens,Persea,pallescens,Lauraceae,,,,
Persea philippinensis,Persea,philippinensis,Lauraceae,,,,
Persea podadenia,Persea,podadenia,Lauraceae,,,,
Persea purpusii,Persea,purpusii,Lauraceae,,,,
Persea pyrifolia,Persea,pyrifolia,Lauraceae,,,,
Persea rigens,Persea,rigens,Lauraceae,,,,
Persea rufescens,Persea,rufescens,Lauraceae,,,,
Persea ruizii,Persea,ruizii,Lauraceae,,,,
Persea schiedeana,Persea,schiedeana,Lauraceae,,yas;chinini;coyo avocado,,
Persea sessilis,Persea,sessilis,Lauraceae,,,,
Persea veraguasensis,Persea,veraguasensis,Lauraceae,,aguacatillo,,
Persea vesticula,Persea,vesticula,Lauraceae,,,,
Persicaria amphibia,Persicaria,amphibia,,,amphibious bistort;mul-yeo-kkwi,,
Persicaria arifolia,Persicaria,arifolia,,,,,
Persicaria attenuata,Persicaria,attenuata,,,smart weed,,
Persicaria barbata,Persicaria,barbata,,,,,
Persicaria dichotoma,Persicaria,dichotoma,,,,,
Persicaria glabrum,Persicaria,glabrum,,,,,
Persicaria hydropiper,Persicaria,hydropiper,,,poligono pepe d'acqua;water-pepper;poivre d'eau,,
Persicaria hydropiperoides,Persicaria,hydropiperoides,,,,,
Persicaria lapathifolia,Persicaria,lapathifolia,,,,,
Persicaria maculosa,Persicaria,maculosa,,,redshank,,
Persicaria robustior,Persicaria,robustior,,,,,
Persicaria sagittata,Persicaria,sagittata,,,,,
Persicaria salicifolia,Persicaria,salicifolia,,,renouée à feuilles de saule;poligono seghettato,,
Persicaria senegalensis,Persicaria,senegalensis,,,habaq al-bahr,,
Persicaria strigosa,Persicaria,strigosa,,,,,
Perssoniella vitreocincta,Perssoniella,vitreocincta,,,,,
Pertusadina eurhyncha,Pertusadina,eurhyncha,Rubiaceae,,,,
Pescatoria cerina,Pescatoria,cerina,,,,,
Pescatoria coelestis,Pescatoria,coelestis,,,,,
Pescatoria costaricensis,Pescatoria,costaricensis,,,,CRI,
Pescatoria lehmannii,Pescatoria,lehmannii,,,,ECU;COL,
Pescatoria pulvinaris,Pescatoria,pulvinaris,,,,,
Petagnaea gussonei,Petagnaea,gussonei,,,falsa sanicola,,
Petagnia saniculifolia,Petagnia,saniculifolia,,,,,
Petalostylis labicheoides,Petalostylis,labicheoides,,,butterfly bush;slender petalostylis,,
Petasites frigidus,Petasites,frigidus,,,,,
Petchia africana,Petchia,africana,,,,,
Petersia africana,Petersia,africana,,,essia,GBR,
Petersianthus macrocarpus,Petersianthus,macrocarpus,Lecythidaceae,,essia,GBR,
Petrobium arboreum,Petrobium,arboreum,,,whitewood,,
Petrocoptis grandiflora,Petrocoptis,grandiflora,,,,,
Petrocoptis montsicciana,Petrocoptis,montsicciana,,,,,
Petrocoptis pseudoviscosa,Petrocoptis,pseudoviscosa,,,falaguera;falguera,,
Petrocosmea bicolor,Petrocosmea,bicolor,,,,,
Petrocosmea condorensis,Petrocosmea,condorensis,,,,,
Petrocosmea formosa,Petrocosmea,formosa,,,,,
Petrocosmea pubescens,Petrocosmea,pubescens,,,,,
Petrocosmea umbelliformis,Petrocosmea,umbelliformis,,,,,
Petteria ramentacea,Petteria,ramentacea,,,albanian broom,,
Peucedanum adae,Peucedanum,adae,,,gorichnik ady;ada's hog's-fennel;adas tkis kama,,
Peucedanum munbyi,Peucedanum,munbyi,,,,,
Pfeiffera asuntapatensis,Pfeiffera,asuntapatensis,,,,,
Pfeiffera boliviana,Pfeiffera,boliviana,,,,,
Pfeiffera brevispina,Pfeiffera,brevispina,,,,,
Pfeiffera crenata,Pfeiffera,crenata,,,,,
Pfeiffera ianthothele,Pfeiffera,ianthothele,,,,,
Pfeiffera micrantha,Pfeiffera,micrantha,,,,,
Pfeiffera miyagawae,Pfeiffera,miyagawae,,,,,
Pfeiffera monacantha,Pfeiffera,monacantha,,,,,
Pfeiffera paranganiensis,Pfeiffera,paranganiensis,,,,,
Phaeanthus malabaricus,Phaeanthus,malabaricus,,,,,
Phaedranassa brevifolia,Phaedranassa,brevifolia,,,,,
Phaedranassa cinerea,Phaedranassa,cinerea,,,,,
Phaedranassa glauciflora,Phaedranassa,glauciflora,,,,,
Phaedranassa schizantha,Phaedranassa,schizantha,,,,,
Phaedranassa tunguraguae,Phaedranassa,tunguraguae,,,,,
Phaedranassa viridiflora,Phaedranassa,viridiflora,,,,,
Phagnalon bennettii,Phagnalon,bennettii,,,,,
Phagnalon melanoleucum,Phagnalon,melanoleucum,,,,,
Phaius amboinensis,Phaius,amboinensis,,,,AUS;IDN,
Phaius australis,Phaius,australis,,,,AUS,
Phaius bernaysii,Phaius,bernaysii,,,,AUS,
Phaius borneensis,Phaius,borneensis,,,,IDN;MYS,
Phaius callosus,Phaius,callosus,,,,IDN;MYS,
Phaius corymbioides,Phaius,corymbioides,,,,,
Phaius daenikeri,Phaius,daenikeri,,,,NCL,
Phaius flavus,Phaius,flavus,,,,,
Phaius graeffei,Phaius,graeffei,,,,ASM;TON;FJI,
Phaius indigoferus,Phaius,indigoferus,,,,VNM;IDN;THA,
Phaius longibracteatus,Phaius,longibracteatus,,,,MUS;REU,
Phaius luridus,Phaius,luridus,,,,LKA,
Phaius mishmensis,Phaius,mishmensis,,,,IND,
Phaius neocaledonicus,Phaius,neocaledonicus,,,,NCL,
Phaius pauciflorus,Phaius,pauciflorus,,,,IDN;MYS,
Phaius philippinensis,Phaius,philippinensis,,,,,
Phaius pictus,Phaius,pictus,,,,AUS,
Phaius robertsii,Phaius,robertsii,,,,NCL,
Phaius tancarvilliae,Phaius,tancarvilliae,,,,TWN;LKA;PYF;FJI;IDN;ASM;IND;AUS;JPN;MMR;BGD,
Phaius tankervilleae,Phaius,tankervilleae,,,,AUS,
Phaius tankervilliae,Phaius,tankervilliae,,,,HKG;SGP;MYS;PNG;TWN;VUT;AUS,
Phaius tetragonus,Phaius,tetragonus,,,,,
Phaius villosus,Phaius,villosus,,,,MUS,
Phaius woodfordii,Phaius,woodfordii,,,,IND;NPL,
Phalacraea ecuadorensis,Phalacraea,ecuadorensis,,,,,
Phalaenopsis amabilis,Phalaenopsis,amabilis,,,,PHL;IDN;MYS;BRN,
Phalaenopsis amboinensis,Phalaenopsis,amboinensis,,,,IDN,
Phalaenopsis aphrodite,Phalaenopsis,aphrodite,,,,TWN;PHL,
Phalaenopsis appendiculata,Phalaenopsis,appendiculata,,,,MYS,
Phalaenopsis bastianii,Phalaenopsis,bastianii,,,,PHL,
Phalaenopsis celebensis,Phalaenopsis,celebensis,,,,IDN,
Phalaenopsis cochlearis,Phalaenopsis,cochlearis,,,,MYS,
Phalaenopsis corningiana,Phalaenopsis,corningiana,,,,IDN;MYS;BRN,
Phalaenopsis cornucervi,Phalaenopsis,cornucervi,,,,MYS;PHL;BRN;IDN;IND;THA;MMR,
Phalaenopsis deliciosa,Phalaenopsis,deliciosa,,,,IDN,
Phalaenopsis emersonii,Phalaenopsis,emersonii,,,,CHN,
Phalaenopsis equestris,Phalaenopsis,equestris,,,,TWN;PHL,
Phalaenopsis fasciata,Phalaenopsis,fasciata,,,,PHL,
Phalaenopsis fimbriata,Phalaenopsis,fimbriata,,,,IDN;MYS,
Phalaenopsis floresensis,Phalaenopsis,floresensis,,,,IDN,
Phalaenopsis fuscata,Phalaenopsis,fuscata,,,,PHL;IDN;MYS;BRN,
Phalaenopsis gersenii,Phalaenopsis,gersenii,,,,IDN;MYS,
Phalaenopsis gibbosa,Phalaenopsis,gibbosa,,,,TWN;CHN;LAO;VNM,
Phalaenopsis gigantea,Phalaenopsis,gigantea,,,,IDN;MYS;BRN,
Phalaenopsis hainanensis,Phalaenopsis,hainanensis,,,,,
Phalaenopsis hieroglyphica,Phalaenopsis,hieroglyphica,,,,PHL,
Phalaenopsis incriptiosinensis,Phalaenopsis,incriptiosinensis,,,,IDN,
Phalaenopsis intermedia,Phalaenopsis,intermedia,,,,PHL,
Phalaenopsis javanica,Phalaenopsis,javanica,,,,IDN,
Phalaenopsis kunstleri,Phalaenopsis,kunstleri,,,,MYS;MMR,
Phalaenopsis lamelligera,Phalaenopsis,lamelligera,,,,IDN;MYS;BRN,
Phalaenopsis leucorrhoda,Phalaenopsis,leucorrhoda,,,,PHL,
Phalaenopsis lindenii,Phalaenopsis,lindenii,,,,PHL,
Phalaenopsis lobbii,Phalaenopsis,lobbii,,,,IND;MMR;VNM,
Phalaenopsis lowii,Phalaenopsis,lowii,,,,MMR,
Phalaenopsis lueddemanniana,Phalaenopsis,lueddemanniana,,,,PHL,
Phalaenopsis maculata,Phalaenopsis,maculata,,,,IDN;MYS;BRN,
Phalaenopsis mannii,Phalaenopsis,mannii,,,,IND;VNM,
Phalaenopsis mariae,Phalaenopsis,mariae,,,,PHL;IDN;MYS,
Phalaenopsis micholitzii,Phalaenopsis,micholitzii,,,,PHL,
Phalaenopsis modesta,Phalaenopsis,modesta,,,,IDN;MYS,
Phalaenopsis mysorensis,Phalaenopsis,mysorensis,,,,IND,
Phalaenopsis pallens,Phalaenopsis,pallens,,,,PHL,
Phalaenopsis pantherina,Phalaenopsis,pantherina,,,,IDN;MYS,
Phalaenopsis parishii,Phalaenopsis,parishii,,,,VNM;MMR;THA,
Phalaenopsis philippinensis,Phalaenopsis,philippinensis,,,,PHL,
Phalaenopsis pulcherrima,Phalaenopsis,pulcherrima,,,,SGP;MYS;VNM;TWN;KHM;PHL;CHN;IDN;IND;THA;LAO;MMR,
Phalaenopsis pulchra,Phalaenopsis,pulchra,,,,PHL,
Phalaenopsis reichenbachiana,Phalaenopsis,reichenbachiana,,,,PHL,
Phalaenopsis robinsonii,Phalaenopsis,robinsonii,,,,IDN,
Phalaenopsis rosenstromii,Phalaenopsis,rosenstromii,,,,AUS;PNG;IDN,
Phalaenopsis sanderiana,Phalaenopsis,sanderiana,,,,PHL,
Phalaenopsis schiller-stuartiana,Phalaenopsis,schiller-stuartiana,,,,PHL,
Phalaenopsis schilleriana,Phalaenopsis,schilleriana,,,,PHL,
Phalaenopsis speciosa,Phalaenopsis,speciosa,,,,IDN,
Phalaenopsis stobartiana,Phalaenopsis,stobartiana,,,,CHN,
Phalaenopsis stuartiana,Phalaenopsis,stuartiana,,,,PHL,
Phalaenopsis sumatrana,Phalaenopsis,sumatrana,,,,MYS;VNM;BRN;IDN;THA;MMR,
Phalaenopsis taenialis,Phalaenopsis,taenialis,,,,,
Phalaenopsis tetraspis,Phalaenopsis,tetraspis,,,,IDN;IND;MMR,
Phalaenopsis thalebanii,Phalaenopsis,thalebanii,,,,THA,
Phalaenopsis valentinii,Phalaenopsis,valentinii,,,,MYS,
Phalaenopsis veitchiana,Phalaenopsis,veitchiana,,,,PHL,
Phalaenopsis venosa,Phalaenopsis,venosa,,,,PHL;IDN,
Phalaenopsis violacea,Phalaenopsis,violacea,,,,IDN;MYS,
Phalaenopsis viridis,Phalaenopsis,viridis,,,,IDN,
Phalaenopsis wilsonii,Phalaenopsis,wilsonii,,,,CHN,
Phalaris arundinacea,Phalaris,arundinacea,,,reed canary grass;alpiste faux roseau;reed canary-grass,,
Phalaris maderensis,Phalaris,maderensis,,,,,
Phalaris truncata,Phalaris,truncata,,,alpiste tronqué;scagliola troncata,,
Phanera khasiana,Phanera,khasiana,,,,,
Pharus ecuadoricus,Pharus,ecuadoricus,,,,,
Pharus latifolius,Pharus,latifolius,,,,,
Phaseolodes pendulum,Phaseolodes,pendulum,,,thinwin,,
Phaseolus harmsianus,Phaseolus,harmsianus,,,,,
Phaseolus lignosus,Phaseolus,lignosus,,,bermuda bean,,
Phaseolus polystachios,Phaseolus,polystachios,,,thicket bean;wild kidneybean;wild kidney bean,,
Phaseolus rimbachii,Phaseolus,rimbachii,,,,,
Phaseolus rosei,Phaseolus,rosei,,,,,
Phaseolus xanthotrichus,Phaseolus,xanthotrichus,,,,,
Phaulopsis angolana,Phaulopsis,angolana,,,kokisse,,
Phaulopsis gediensis,Phaulopsis,gediensis,,,,,
Phaulopsis imbricata,Phaulopsis,imbricata,,,,,
Phaulopsis micrantha,Phaulopsis,micrantha,,,,,
Phaulopsis pulchella,Phaulopsis,pulchella,,,,,
Phellodendron amurense,Phellodendron,amurense,Rutaceae,,,,
Phellodendron wilsonii,Phellodendron,wilsonii,Rutaceae,,,,
Pherosphaera fitzgeraldii,Pherosphaera,fitzgeraldii,,,dwarf mountain pine,,
Pherosphaera hookeriana,Pherosphaera,hookeriana,,,mount mawson pine,,
Phialanthus jamaicensis,Phialanthus,jamaicensis,,,,,
Phialanthus revolutus,Phialanthus,revolutus,,,,,
Philenoptera laxiflora,Philenoptera,laxiflora,,,,,
Philippia nyassana,Philippia,nyassana,,,,,
Phillyrea latifolia,Phillyrea,latifolia,,,,,
Philodendron balaoanum,Philodendron,balaoanum,,,,,
Philodendron chimboanum,Philodendron,chimboanum,,,,,
Philodendron cruentospathum,Philodendron,cruentospathum,,,,,
Philodendron grandipes,Philodendron,grandipes,,,,,
Philodendron gualeanum,Philodendron,gualeanum,,,,,
Philodendron guianense,Philodendron,guianense,,,,,
Philodendron hastatum,Philodendron,hastatum,,,,,
Philodendron hooveri,Philodendron,hooveri,,,,,
Philodendron musifolium,Philodendron,musifolium,,,,,
Philodendron nanegalense,Philodendron,nanegalense,,,,,
