entity_id,sc_name,family,range_state,CITES,IUCN,common_name,genus
1005,Mezilaurus ita-uba,Lauraceae,,0,1,Itaúba-amarela;Itaúba-grande;Louro-itaúba;Itaúba;Itaúba-preta,Mezilaurus
1006,Mezilaurus lindaviana,Lauraceae,,0,0,,Mezilaurus
1007,Mezilaurus navalium,Lauraceae,,0,1,,Mezilaurus
1008,Mezzettia parviflora,Annonaceae,,0,0,,Mezzettia
1009,Microberlinia bisulcata,Leguminosae,,0,1,Zebrano;Zingana,Microberlinia
1010,Microberlinia brazzavillensis,Leguminosae,,0,1,Zebrano;Zebrawood;Allen Élé;Zingana,Microberlinia
1011,Micropholis gardneriana,Sapotaceae,,0,0,,Micropholis
1012,Micropholis guyanensis,Sapotaceae,,0,0,,Micropholis
1013,Micropholis melinoniana,Sapotaceae,,0,0,,Micropholis
1014,Micropholis venulosa,Sapotaceae,,0,0,,Micropholis
1015,Mildbraediodendron excelsum,Leguminosae,,0,0,,Mildbraediodendron
1016,Milicia excelsa,Moraceae,,0,0,Kambala;Odoum;Mvule;Oroko;Mandji;Mereira;Semli;Odum;Rokko;Iroko;Abang,Milicia
1017,Milicia regia,Moraceae,,0,1,Kambala;Odum-nua;Odoum;Mvule;Oroko;Mandji;Mereira;Semli;Odum;Rokko;Iroko;Abang,Milicia
1018,Millettia laurentii,Leguminosae,,0,1,Wenge,Millettia
1019,Millettia leucantha,Leguminosae,,0,0,,Millettia
1020,Millettia stuhlmannii,Leguminosae,,0,0,,Millettia
1021,Mimusops elengi,Sapotaceae,,0,0,,Mimusops
1022,Minquartia guianensis,Olacaceae,,0,0,Huacapú;Arekuma;Manú Negro;Wamania;Guayacán Pechiche;Black Manwood;Acariguara;Ki;Punte Candado;Manú;Cari-cuara Negra;Guayacán Negro;Minche,Minquartia
1023,Mitragyna parvifolia,Rubiaceae,,0,0,,Mitragyna
1024,Mora excelsa,Leguminosae,,0,0,,Mora
1025,Mora gonggrijpii,Leguminosae,,0,0,,Mora
1026,Moringa oleifera,Moringaceae,,0,0,,Moringa
1027,Morus alba,Moraceae,,0,0,,Morus
1028,Morus mesozygia,Moraceae,,0,0,,Morus
1029,Morus nigra,Moraceae,,0,0,,Morus
1030,Morus rubra,Moraceae,,0,0,,Morus
1031,Mouriri huberi,Melastomataceae,,0,0,,Mouriri
1032,Musanga cecropioides,Urticaceae,,0,0,,Musanga
1033,Myrcianthes pungens,Myrtaceae,,0,1,,Myrcianthes
1034,Myristica buchneriana,Myristicaceae,,0,1,,Myristica
1035,Myristica chartacea,Myristicaceae,,0,0,Male;Kaudanu Loa;Kau Yalewa;Kaudamu;Wale,Myristica
1036,Myristica elliptica,Myristicaceae,,0,0,Penarahan,Myristica
1037,Myristica gigantea,Myristicaceae,,0,0,,Myristica
1038,Myristica hypargyraea,Myristicaceae,,0,0,,Myristica
1039,Myristica iners,Myristicaceae,,0,0,Pala Hutan;Penarahan,Myristica
1040,Myristica lowiana,Myristicaceae,,0,0,Penarahan,Myristica
1041,Myristica maingayi,Myristicaceae,,0,0,Penarahan,Myristica
1042,Myristica maxima,Myristicaceae,,0,0,Penarahan,Myristica
1043,Myristica simiarum,Myristicaceae,,0,1,,Myristica
1044,Myrocarpus fastigiatus,Leguminosae,,0,0,,Myrocarpus
1045,Myrocarpus frondosus,Leguminosae,,0,1,Incienso;Qu;Ibirá-payé;Cabrué;Quina Morada;Cabreúva-amarela;Óleo-pardo;Bâlsamo;Pau-de-bâlsamo;Cabreúva-parda;Pau-de-óleo-verdadei Ro;Cabreúna;Caburé,Myrocarpus
1046,Myroxylon balsamum,Leguminosae,,0,0,,Myroxylon
1047,Myroxylon peruiferum,Leguminosae,,0,0,,Myroxylon
1048,Nauclea diderrichii,Rubiaceae,,0,1,N'gulu-maza;Badi;Opepe;Akondoc;Kilingi;Kusia;Bilinga,Nauclea
1049,Nauclea orientalis,Rubiaceae,,0,0,,Nauclea
1050,Nectandra lanceolata,Lauraceae,,0,0,,Nectandra
1051,Nectandra megapotamica,Lauraceae,,0,0,,Nectandra
1052,Neobalanocarpus heimii,Dipterocarpaceae,,0,1,Chengal;Takhian chan te maeo,Neobalanocarpus
1053,Neolamarckia cadamba,Rubiaceae,,0,0,,Neolamarckia
1054,Neonauclea calycina,Rubiaceae,,0,0,,Neonauclea
1055,Nephelium lappaceum,Sapindaceae,,0,0,Bulung Uso;Rambutan;Rambut,Nephelium
1056,Nesogordonia papaverifera,Malvaceae,,0,1,Akumaba;Òpepe-ira;Epro;Kondofindo;Owoé;Naouya;Danta;Katibé;Otutu;Kotibé;Abumana;Òr;Arborbora,Nesogordonia
1057,Newtonia buchananii,Leguminosae,,0,0,,Newtonia
1058,Nothaphoebe elata,Lauraceae,,0,0,,Nothaphoebe
1059,Nothaphoebe kingiana,Lauraceae,,0,0,,Nothaphoebe
1060,Nothaphoebe panduriformis,Lauraceae,,0,0,,Nothaphoebe
1061,Nothaphoebe spathulata,Lauraceae,,0,0,,Nothaphoebe
1062,Nothaphoebe umbelliflora,Lauraceae,,0,0,,Nothaphoebe
1063,Nothofagus alpina,Nothofagaceae,,0,0,Raulí,Nothofagus
1064,Nothofagus cunninghamii,Nothofagaceae,,0,0,,Nothofagus
1065,Nothofagus dombeyi,Nothofagaceae,,0,0,Coihue;Coigue;Coigüe,Nothofagus
1066,Nothofagus menziesii,Nothofagaceae,,0,0,Silver Beech,Nothofagus
1067,Nothofagus obliqua,Nothofagaceae,,0,0,Roblé,Nothofagus
1068,Nothofagus pumilio,Nothofagaceae,,0,0,Lenga Beech,Nothofagus
1069,Notholithocarpus densiflorus,Fagaceae,,0,0,,Notholithocarpus
1070,Nyssa aquatica,Cornaceae,,0,0,,Nyssa
1071,Nyssa ogeche,Cornaceae,,0,0,,Nyssa
1072,Nyssa sylvatica,Cornaceae,,0,0,,Nyssa
1073,Ochanostachys amentacea,Olacaceae,,0,1,Petaling,Ochanostachys
1074,Ochroma pyramidale,Malvaceae,,0,0,,Ochroma
1075,Ocotea comoriensis,Lauraceae,,0,0,,Ocotea
1076,Ocotea porosa,Lauraceae,,0,1,Canela Imbuía Escura;Imbuía Amarela;Imbuia;Canela Imbí Vermelha;Imbuía Parda;Imbuía Rajada;Imbuía Clara;Imbuía Zebrina;Canela;Imbuía Preta,Ocotea
1077,Ocotea puberula,Lauraceae,,0,0,Pisi;Moena;Canela-sebo;Canela-parda;Cedre gris;Kereti;Canela-de-corvo,Ocotea
1078,Ocotea thouvenotii,Lauraceae,,0,0,,Ocotea
1079,Ocotea usambarensis,Lauraceae,,0,0,,Ocotea
1080,Octomeles sumatrana,Tetramelaceae ,,0,0,Binuang Bini;Tinamp;Kayu Benuang Kunit;Benoa,Octomeles
1081,Oenocarpus bataua,Arecaceae,,0,0,,Oenocarpus
1082,Oldfieldia africana,Picrodendraceae,,0,0,,Oldfieldia
1083,Olea capensis,Oleaceae,,0,0,,Olea
1084,Olea europaea,Oleaceae,,0,0,Acebuche;Oliveira Brava,Olea
1085,Olea welwitschii,Oleaceae,,0,0,,Olea
1086,Olneya tesota,Leguminosae,,0,0,,Olneya
1087,Ongokea gore,Olacaceae,,0,0,,Ongokea
1088,Ormosia coccinea,Leguminosae,,0,0,,Ormosia
1089,Ormosia coutinhoi,Leguminosae,,0,0,,Ormosia
1090,Ormosia monosperma,Leguminosae,,0,0,,Ormosia
1091,Ormosia nobilis,Leguminosae,,0,0,,Ormosia
1092,Ormosia paraensis,Leguminosae,,0,0,,Ormosia
1093,Ostrya virginiana,Betulaceae,,0,0,American hop-hornbeam;Ironwood;Hop-hornbeam;Bois de fer;Ostryer de Virginie;Leverwood;Eastern hop-hornbeam,Ostrya
1094,Oxandra lanceolata,Annonaceae,,0,0,,Oxandra
1095,Oxydendrum arboreum,Ericaceae,,0,0,,Oxydendrum
1096,Oxystigma buchholzii,Leguminosae,,0,0,,Oxystigma
1097,Oxystigma gilbertii,Leguminosae,,0,0,,Oxystigma
1098,Oxystigma mannii,Leguminosae,,0,0,,Oxystigma
1099,Oxystigma oxyphyllum,Leguminosae,,0,0,,Oxystigma
1100,Pachira quinata,Malvaceae,,0,0,,Pachira
1101,Palaquium ellipticum,Sapotaceae,,0,0,,Palaquium
1102,Palaquium fidjiense,Sapotaceae,,0,1,Bau,Palaquium
1103,Palaquium gutta,Sapotaceae,,0,0,,Palaquium
1104,Palaquium hexandrum,Sapotaceae,,0,0,,Palaquium
1105,Palaquium hispidum,Sapotaceae,,0,0,,Palaquium
1106,Palaquium hornei,Sapotaceae,,0,0,Sathau;Sacau,Palaquium
1107,Palaquium impressionervium,Sapotaceae,,0,1,,Palaquium
1108,Palaquium maingayi,Sapotaceae,,0,0,,Palaquium
1109,Palaquium obovatum,Sapotaceae,,0,0,,Palaquium
1110,Palaquium philippense,Sapotaceae,,0,1,Malak-malak;Dalakan;Nyatoh;Manogtalisai,Palaquium
1111,Palaquium regina-montium,Sapotaceae,,0,0,Nyatoh Gunong,Palaquium
1112,Palaquium rostratum,Sapotaceae,,0,0,,Palaquium
1113,Palaquium semaram,Sapotaceae,,0,0,,Palaquium
1114,Palaquium sumatranum,Sapotaceae,,0,0,,Palaquium
1115,Palaquium walsurifolium,Sapotaceae,,0,0,,Palaquium
1116,Parapiptadenia rigida,Leguminosae,,0,0,,Parapiptadenia
1117,Parashorea aptera,Dipterocarpaceae,,0,1,Balau,Parashorea
1118,Parashorea densiflora,Dipterocarpaceae,,0,1,White Seraya;Selangan Batu;Gerutu Pasir;Tengkawang Jantong;Balau;Meranti Pasir,Parashorea
1119,Parashorea lucida,Dipterocarpaceae,,0,1,Balau;Damar Pepening;White Meranti;Kayu Intap,Parashorea
1120,Parashorea macrophylla,Dipterocarpaceae,,0,1,White Seraya;White Lauan,Parashorea
1121,Parashorea malaanonan,Dipterocarpaceae,,0,1,White Seraya;White Lauan;Urat Mata;Bagtikan,Parashorea
1122,Parashorea parvifolia,Dipterocarpaceae,,0,0,,Parashorea
1123,Parashorea plicata,Dipterocarpaceae,,0,0,,Parashorea
1124,Parashorea smythiesii,Dipterocarpaceae,,0,0,,Parashorea
1125,Parashorea tomentella,Dipterocarpaceae,,0,0,,Parashorea
1126,Paratecoma peroba,Bignoniaceae,,0,0,,Paratecoma
1127,Parinari campestris,Chrysobalanaceae,,0,0,,Parinari
1128,Parinari curatellifolia,Chrysobalanaceae,,0,0,Mobola,Parinari
1129,Parinari excelsa,Chrysobalanaceae,,0,0,,Parinari
1130,Parishia insignis,Anacardiaceae,,0,0,,Parishia
1131,Parkia bicolor,Leguminosae,,0,0,,Parkia
1132,Parkia pendula,Leguminosae,,0,0,,Parkia
1133,Paulownia tomentosa,Paulowniaceae,,0,0,,Paulownia
1134,Payena acuminata,Sapotaceae,,0,0,,Payena
1135,Payena leerii,Sapotaceae,,0,0,,Payena
1136,Payena lucida,Sapotaceae,,0,0,,Payena
1137,Payena maingayi,Sapotaceae,,0,0,Getah sundik;Mayang mentua nyatoh;Nyatoh;Sawoh;Nyatoh paya;Sundik burong;Nyatoh tembaga;Mayang taban,Payena
1138,Payena obscura,Sapotaceae,,0,0,,Payena
1139,Peltogyne maranhensis,Leguminosae,,0,0,,Peltogyne
1140,Peltogyne paniculata,Leguminosae,,0,0,,Peltogyne
1141,Peltogyne paniculata pubescens,Leguminosae,,0,0,,Peltogyne
1142,Peltogyne paniculata,Leguminosae,,0,0,,Peltogyne
1143,Peltogyne porphyrocardia,Leguminosae,,0,0,,Peltogyne
1144,Peltogyne venosa,Leguminosae,,0,0,,Peltogyne
1145,Peltophorum dasyrhachis,Leguminosae,,0,0,,Peltophorum
1146,Peltophorum dubium,Leguminosae,,0,0,,Peltophorum
1147,Pentace adenophora,Malvaceae,,0,0,,Pentace
1148,Pentace burmanica,Malvaceae,,0,0,,Pentace
1149,Pentace curtisii,Malvaceae,,0,0,,Pentace
1150,Pentace laxiflora,Malvaceae,,0,0,,Pentace
1151,Pentace triptera,Malvaceae,,0,0,,Pentace
1152,Pentaclethra macroloba,Leguminosae,,0,0,,Pentaclethra
1153,Pentaclethra macrophylla,Leguminosae,,0,0,,Pentaclethra
1154,Pentacme contorta,Dipterocarpaceae,,0,0,,Pentacme
1155,Pentadesma butyracea,Clusiaceae,,0,0,,Pentadesma
1156,Pera glabrata,Peraceae,,0,0,,Pera
1157,Pericopsis elata,Leguminosae,,0,1,African Teak;Assamela;Awawai;Ayin;Kokrodua;Afromosia;Afrormosia,Pericopsis
1158,Pericopsis mooniana,Leguminosae,,0,1,Nandu Wood;Merbau Laut;Nani Laut;Nedun Tree;Kayu Kuku;Kayu Besi Papus;Makapilit;Kayu Laut,Pericopsis
1159,Peronema canescens,Lamiaceae,,0,0,,Peronema
1160,Persea lingue,Lauraceae,,0,0,Lingue,Persea
1161,Persea odoratissima,Lauraceae,,0,0,,Persea
1162,Pertusadina eurhyncha,Rubiaceae,,0,0,,Pertusadina
1163,Petersianthus macrocarpus,Lecythidaceae,,0,0,,Petersianthus
1164,Phellodendron amurense,Rutaceae,,0,1,,Phellodendron
1165,Phoebe elongata,Lauraceae,,0,0,,Phoebe
1166,Phoebe hainesiana,Lauraceae,,0,0,,Phoebe
1167,Phyllarthron madagascariense,Bignoniaceae,,0,0,,Phyllarthron
1168,Phyllostylon rhamnoides,Ulmaceae,,0,0,,Phyllostylon
1169,Piptadeniastrum africanum,Leguminosae,,0,0,,Piptadeniastrum
1170,Planchonella euphlebia,Sapotaceae,,0,0,,Planchonella
1171,Planchonia papuana,Lecythidaceae,,0,0,,Planchonia
1172,Planchonia valida,Lecythidaceae,,0,0,,Planchonia
1173,Platanus acerifolia,Platanaceae,,0,0,,Platanus
1174,Platanus occidentalis,Platanaceae,,0,0,,Platanus
1175,Platanus orientalis,Platanaceae,,0,1,Oriental Plane-tree;Chenar;Platanos,Platanus
1176,Platanus hispanica,Platanaceae,,0,0,,Platanus
1177,Plathymenia reticulata,Leguminosae,,0,0,,Plathymenia
1178,Platonia insignis,Clusiaceae,,0,0,,Platonia
1179,Platymiscium pinnatum,Leguminosae,,0,0,,Platymiscium
1180,Platymiscium trinitatis,Leguminosae,,0,0,,Platymiscium
1181,Platymiscium ulei,Leguminosae,,0,0,,Platymiscium
1182,Platymiscium yucatanum,Leguminosae,,0,0,,Platymiscium
1183,Poga oleosa,Anisophylleaceae,,0,0,,Poga
1184,Polyalthia fragrans,Annonaceae,,0,0,,Polyalthia
1185,Polyalthia oblongifolia,Annonaceae,,0,0,,Polyalthia
1186,Polyscias ornifolia,Araliaceae,,0,0,,Polyscias
1187,Populus alba,Salicaceae,,0,0,,Populus
1188,Populus balsamifera,Salicaceae,,0,0,,Populus
1189,Populus canescens,Salicaceae,,0,0,,Populus
1190,Populus ciliata,Salicaceae,,0,0,,Populus
1191,Populus deltoides,Salicaceae,,0,0,,Populus
1192,Populus grandidentata,Salicaceae,,0,0,,Populus
1193,Populus heterophylla,Salicaceae,,0,0,,Populus
1194,Populus nigra,Salicaceae,,0,1,Black Poplar,Populus
1195,Populus tremula,Salicaceae,,0,0,Eurasian Aspen,Populus
1196,Populus tremuloides,Salicaceae,,0,0,,Populus
1197,Populus trichocarpa,Salicaceae,,0,0,,Populus
1198,Poulsenia armata,Moraceae,,0,0,,Poulsenia
1199,Pouteria alnifolia,Sapotaceae,,0,1,,Pouteria
1200,Pouteria altissima,Sapotaceae,,0,0,Osan;Mukangu;Samfena;Aningeria,Pouteria
1201,Pouteria izabalensis,Sapotaceae,,0,0,,Pouteria
1202,Pouteria pierrei,Sapotaceae,,0,0,,Pouteria
1203,Pradosia schomburgkiana,Sapotaceae,,0,0,,Pradosia
1204,Prioria copaifera,Leguminosae,,0,0,,Prioria
1205,Prosopis africana,Leguminosae,,0,0,,Prosopis
1206,Prosopis juliflora,Leguminosae,,0,0,,Prosopis
1207,Prosopis nigra,Leguminosae,,0,1,Algarroba Chico;Algarrobo Negro;Algarrobo Chico;Ibopé-hú;Yura-tacu,Prosopis
1208,Protium altsonii,Burseraceae,,0,0,,Protium
1209,Protium decandrum,Burseraceae,,0,0,,Protium
1210,Protium sagotianum,Burseraceae,,0,0,,Protium
1211,Prunus africana,Rosaceae,,0,1,Yazangomaelimnyama;Tenduet;Kirah;Mseneo;Ntasesa;Red Stinkwood;Alumty;Wotangue;African Cherry;Iluo;Vla;Mkomohoyo;African Almond;Mueri,Prunus
1212,Prunus avium,Rosaceae,,0,0,Gean;Bird Cherry;Sweet Cherry;Cerisier des oiseaux;Cerezo;Merisier;Mazzard Cherry;Wild Cherry,Prunus
1213,Prunus serotina,Rosaceae,,0,0,,Prunus
1214,Prunus turneriana,Rosaceae,,0,0,,Prunus
1215,Pseudobombax ellipticum,Malvaceae,,0,0,,Pseudobombax
1216,Pseudopiptadenia pittieri,Leguminosae,,0,0,,Pseudopiptadenia
1217,Pseudopiptadenia psilostachya,Leguminosae,,0,0,,Pseudopiptadenia
1218,Pseudosindora palustris,Leguminosae,,0,0,,Pseudosindora
1219,Psidium guajava,Myrtaceae,,0,0,,Psidium
1220,Ptaeroxylon obliquum,Rutaceae,,0,0,,Ptaeroxylon
1221,Pteleopsis hylodendron,Combretaceae,,0,0,,Pteleopsis
1222,Pteleopsis myrtifolia,Combretaceae,,0,0,,Pteleopsis
1223,Pterocarpus acapulcensis,Leguminosae,,0,0,,Pterocarpus
1224,Pterocarpus angolensis,Leguminosae,,0,0,Mtumbati;Bleedwood Tree;Mukwa;Kiaat;Mutete;Kajat;Muninga,Pterocarpus
1225,Pterocarpus dalbergioides,Leguminosae,,0,1,Andaman Padauk;Narra;Vermillion;East Indian Mahogany;Andaman Redwood,Pterocarpus
1226,Pterocarpus erinaceus,Leguminosae,,0,0,,Pterocarpus
1227,Pterocarpus indicus,Leguminosae,,0,1,Burmese Rosewood;Red Sandalwood;Santal Rouge;Sena;Padauk;Angsana;Pradu;Narra;Anawim;Amboyna Wood;Lingua;Sonokembang,Pterocarpus
1228,Pterocarpus macrocarpus,Leguminosae,,0,0,,Pterocarpus
1229,Pterocarpus marsupium,Leguminosae,,0,1,East Indian/Malabar Kino,Pterocarpus
1230,Pterocarpus officinalis,Leguminosae,,0,0,,Pterocarpus
1231,Pterocarpus rohrii,Leguminosae,,0,0,,Pterocarpus
1232,Pterocarpus santalinus,Leguminosae,,0,1,Algum;Almug;Red Sandalwood;Saunderswood,Pterocarpus
1233,Pterocarpus soyauxii,Leguminosae,,0,0,,Pterocarpus
1234,Pterocarpus tinctorius,Leguminosae,,0,0,,Pterocarpus
1235,Pterocymbium beccarii,Malvaceae,,0,0,,Pterocymbium
1236,Pterocymbium tinctorium,Malvaceae,,0,0,,Pterocymbium
1237,Pterogyne nitens,Leguminosae,,0,0,Viraró;Tipa Colorado;Palo Coca;Amendoim Bravo;Pau Fava;Ibiráro;Guiraró;Cocal;Ibiraró;Viraro;Tipa Colorada;Madeira Nova,Pterogyne
1238,Pterospermum acerifolium,Malvaceae,,0,0,,Pterospermum
1239,Pterospermum canescens,Malvaceae,,0,0,,Pterospermum
1240,Pterospermum elongatum,Malvaceae,,0,0,,Pterospermum
1241,Pterospermum javanicum,Malvaceae,,0,0,,Pterospermum
1242,Pterygota alata,Malvaceae,,0,0,,Pterygota
1243,Pterygota bequaertii,Malvaceae,,0,1,Koto;Kyereyebere;Efok;Akodiakédé,Pterygota
1244,Pterygota horsfieldii,Malvaceae,,0,0,,Pterygota
1245,Pterygota macrocarpa,Malvaceae,,0,1,Koto;Oporoporo;Kyereye,Pterygota
1246,Pycnanthus angolensis,Myristicaceae,,0,0,,Pycnanthus
1247,Pyrus communis,Rosaceae,,0,0,Poirier Sauvage;Wild Pear;Poirier;Pera;Peral;Pear,Pyrus
1248,Qualea albiflora,Vochysiaceae,,0,0,,Qualea
1249,Qualea coerulea,Vochysiaceae,,0,0,,Qualea
1250,Qualea dinizii,Vochysiaceae,,0,0,,Qualea
1251,Qualea paraensis,Vochysiaceae,,0,0,,Qualea
1252,Qualea parviflora,Vochysiaceae,,0,0,,Qualea
1253,Qualea rosea,Vochysiaceae,,0,0,,Qualea
1254,Quercus acuta,Fagaceae,,0,0,,Quercus
1255,Quercus alba,Fagaceae,,0,0,White Oak,Quercus
1256,Quercus arkansana,Fagaceae,,0,1,Arkansas Oak,Quercus
1257,Quercus bicolor,Fagaceae,,0,0,Swamp White Oak,Quercus
1258,Quercus cerris,Fagaceae,,0,0,,Quercus
1259,Quercus chrysolepis,Fagaceae,,0,0,Canyon Oak;Maul Oak;Canyon Live Oak;Goldcup Oak,Quercus
1260,Quercus coccinea,Fagaceae,,0,0,Scarlet Oak,Quercus
1261,Quercus dentata,Fagaceae,,0,0,,Quercus
1262,Quercus falcata,Fagaceae,,0,0,Spanish Oak;Southern Red Oak,Quercus
1263,Quercus garryana,Fagaceae,,0,0,Garry Oak;Oregon White Oak;Brewer Oak;Post Oak,Quercus
1264,Quercus kelloggii,Fagaceae,,0,0,Kellogg Oak;California Black Oak,Quercus
1265,Quercus lobata,Fagaceae,,0,1,California White Oak;Valley Oak,Quercus
1266,Quercus lyrata,Fagaceae,,0,0,Overcup Oak,Quercus
1267,Quercus macrocarpa,Fagaceae,,0,0,Bur Oak,Quercus
1268,Quercus michauxii,Fagaceae,,0,0,Swamp Chestnut Oak,Quercus
1269,Quercus mongolica,Fagaceae,,0,0,,Quercus
1270,Quercus mongolica crispula,Fagaceae,,0,0,,Quercus
1271,Quercus mongolica,Fagaceae,,0,0,,Quercus
1272,Quercus montana,Fagaceae,,0,0,Chestnut Oak,Quercus
1273,Quercus muehlenbergii,Fagaceae,,0,0,Yellow Chestnut Oak;Chinkapin Oak,Quercus
1274,Quercus myrsinifolia,Fagaceae,,0,0,,Quercus
1275,Quercus palustris,Fagaceae,,0,0,Pin Oak,Quercus
1276,Quercus petraea,Fagaceae,,0,0,Sessile Oak,Quercus
1277,Quercus phillyreoides,Fagaceae,,0,0,,Quercus
1278,Quercus robur,Fagaceae,,0,0,Pedunculate Oak;European Oak;Chêne Pédonculé;Skogsek;English Oak;Pelarek;Dub Cereščatyj,Quercus
1279,Quercus rubra,Fagaceae,,0,0,Northern Red Oak,Quercus
1280,Quercus shumardii,Fagaceae,,0,0,Shumard Oak,Quercus
1281,Quercus stellata,Fagaceae,,0,0,Iron Oak;Post Oak,Quercus
1282,Quercus velutina,Fagaceae,,0,0,Black Oak,Quercus
1283,Quercus virginiana,Fagaceae,,0,0,Virginia Live Oak;Southern Live Oak,Quercus
1284,Rapanea melanophloeos,Primulaceae,,0,0,,Rapanea
1285,Ravenea louvelii,Arecaceae,,0,1,Lakamarefo,Ravenea
1286,Ravenea rivularis,Arecaceae,,0,1,Majesty Palm;Majestic Palm,Ravenea
1287,Retrophyllum vitiense,Podocarpaceae,,0,0,Dakua Salusalu,Retrophyllum
1288,Rhamnus cathartica,Rhamnaceae,,0,0,Common Buckthorn;European buckthorn,Rhamnus
1289,Rhizophora mangle,Rhizophoraceae,,0,0,Tapche;Mangle Colorado;Red Mangrove;American Mangrove,Rhizophora
1290,Rhodognaphalon brevicuspe,Malvaceae,,0,1,Buma;Onyinakoben;Kondroti;Bombax;Alone,Rhodognaphalon
1291,Rhus typhina,Anacardiaceae,,0,0,,Rhus
1292,Ricinodendron heudelotii,Euphorbiaceae,,0,1,,Ricinodendron
1293,Robinia pseudoacacia,Leguminosae,,0,0,False Acacia;Black Locust,Robinia
1294,Roseodendron donnell-smithii,Bignoniaceae,,0,0,,Roseodendron
1295,Roupala cordifolia,Proteaceae,,0,0,,Roupala
1296,Roupala montana,Proteaceae,,0,0,,Roupala
1297,Roupala montana,Proteaceae,,0,0,,Roupala
1298,Roupala paraensis,Proteaceae,,0,0,,Roupala
1299,Sacoglottis cydonioides,Humiriaceae,,0,0,,Sacoglottis
1300,Sacoglottis gabonensis,Humiriaceae,,0,0,,Sacoglottis
1301,Sacoglottis guianensis,Humiriaceae,,0,0,,Sacoglottis
1302,Salix alba,Salicaceae,,0,0,صفصاف أبيض;Vimeiro branco;Salgueiro branco;White Willow,Salix
1303,Salix babylonica,Salicaceae,,0,0,,Salix
1304,Salix caprea,Salicaceae,,0,0,,Salix
1305,Salix cinerea,Salicaceae,,0,0,Grey willow,Salix
1306,Salix eleagnos,Salicaceae,,0,0,,Salix
1307,Salix humboldtiana,Salicaceae,,0,0,,Salix
1308,Salix nigra,Salicaceae,,0,0,Black Willow;Swamp willow;Dudley Willow;Sauz Willow;Goodding,Salix
1309,Salix purpurea,Salicaceae,,0,0,Purple Willow,Salix
1310,Salix triandra,Salicaceae,,0,0,,Salix
1311,Salix viminalis,Salicaceae,,0,0,Osier;Common Osier Willow,Salix
1312,Sali fragilis,Salicaceae,,0,0,,Sali
1313,Sandoricum koetjape,Meliaceae,,0,0,,Sandoricum
1314,Sandoricum vidalii,Meliaceae,,0,1,Malasantol,Sandoricum
1315,Santalum album,Santalaceae,,0,1,Cendana;Sandalwood;Tan Xiang,Santalum
1316,Santiria laevigata,Burseraceae,,0,0,Kedondong;Hilaka,Santiria
1317,Sapium glandulosum,Euphorbiaceae,,0,0,,Sapium
1318,Sapium haematospermum,Euphorbiaceae,,0,0,,Sapium
1319,Sapium jenmannii,Euphorbiaceae,,0,0,,Sapium
1320,Sapium laurifolium,Euphorbiaceae,,0,0,,Sapium
1321,Sapium laurocerasus,Euphorbiaceae,,0,0,,Sapium
1322,Sapium marmieri,Euphorbiaceae,,0,0,,Sapium
1323,Sapium stylare,Euphorbiaceae,,0,0,,Sapium
1324,Sassafras albidum,Lauraceae,,0,0,,Sassafras
1325,Satranala decussilvae,Arecaceae,,0,1,Satranabe,Satranala
1326,Scaphium linearicarpum,Malvaceae,,0,0,,Scaphium
1327,Scaphium longiflorum,Malvaceae,,0,1,,Scaphium
1328,Scaphium longipetiolatum,Malvaceae,,0,0,,Scaphium
1329,Scaphium macropodum,Malvaceae,,0,0,Samrong;Kembang Semangkok Jatong;Kembang Semangkok Batu;Berempayang;Chorng Ban;Kepayang;Phungthalai;Luoi Uoi;Malva Nut;Merpayang,Scaphium
1330,Scaphium scaphigerum,Malvaceae,,0,0,,Scaphium
1331,Schefflera decaphylla,Araliaceae,,0,0,,Schefflera
1332,Schefflera morototoni,Araliaceae,,0,0,,Schefflera
1333,Schima crenata,Theaceae,,0,0,,Schima
1334,Schima noronhae,Theaceae,,0,0,,Schima
1335,Schima wallichii,Theaceae,,0,1,,Schima
1336,Schinopsis balansae,Anacardiaceae,,0,0,Quebracho Colorado Chaqueño;Quebracho Colorado;Quebracho Colorado Santafesino;Cocobalo;Red Quebracho,Schinopsis
1337,Schinopsis lorentzii,Anacardiaceae,,0,0,,Schinopsis
1338,Schinopsis quebracho-colorado,Anacardiaceae,,0,0,Coronillo;Quebracho Macho;Quebracho Colorado;Red Quebracho,Schinopsis
1339,Schinus molle,Anacardiaceae,,0,0,,Schinus
1340,Schinziophyton rautanenii,Euphorbiaceae,,0,0,,Schinziophyton
1341,Schizolobium amazonicum,Leguminosae,,0,0,,Schizolobium
1342,Schizolobium parahyba,Leguminosae,,0,0,,Schizolobium
1343,Sclerocroton integerrimus,Euphorbiaceae,,0,0,,Sclerocroton
1344,Scleronema micranthum,Malvaceae,,0,0,,Scleronema
1345,Scorodocarpus borneensis,Olacaceae,,0,0,,Scorodocarpus
1346,Scottellia coriacea,Achariaceae,,0,0,,Scottellia
1347,Scottellia kamerunensis,Achariaceae,,0,0,,Scottellia
1348,Scyphocephalium mannii,Myristicaceae,,0,0,,Scyphocephalium
1349,Scytopetalum tieghemii,Lecythidaceae,,0,0,,Scytopetalum
1350,Senna siamea,Leguminosae,,0,0,,Senna
1351,Serianthes myriadenia,Leguminosae,,0,1,Faifai,Serianthes
1352,Sextonia rubra,Lauraceae,,0,0,,Sextonia
