,family,genus,species,sub_sp,common_name,range_state,is_tropical,is_coniferous,flag
872,Leguminosae,Albizia,lebbekoides,,,,,0.0,
873,Leguminosae,Albizia,leonardii,,,,,,1.0
874,Leguminosae,Albizia,malacophylla,,,,,,1.0
875,Leguminosae,Albizia,multiflora,,,,,,1.0
876,Leguminosae,Albizia,niopoides,,guacamayo,,,,0.0
877,Leguminosae,Albizia,obbiadensis,,bilcill;lebi,,,,1.0
878,Leguminosae,Albizia,pedicellaris,,,,,0.0,
879,Leguminosae,Albizia,pistaciifolia,,queibrahacho;guayacán hobo;guayacán cenega;carabalí;vera macho;nance;guayacán chaparro;tinto de bajos,,,,0.0
880,Leguminosae,Albizia,plurijuga,,,,,,1.0
881,Leguminosae,Albizia,procera,,,,,0.0,
882,Leguminosae,Albizia,sagasteguii,,,,,,1.0
883,Leguminosae,Albizia,saman,,kungkur,,1.0,0.0,
884,Leguminosae,Albizia,suluensis,,zoeloevalsdoring;zulu albizia;ngwebunkulu,,,,1.0
885,Leguminosae,Albizia,tanganyicensis,adamsoniorum,mushabe;mchani;isari;isavi;ndovu;kethekajuu,,,,1.0
886,Leguminosae,Albizia,thompsonii,,,,,,1.0
887,Leguminosae,Albizia,tulearensis,,,,,,0.0
888,Leguminosae,Albizia,vaughanii,,,,,,1.0
889,Leguminosae,Albizia,versicolor,,,,,0.0,
890,Leguminosae,Albizia,zygia,,mepepe,,1.0,0.0,
891,,Albuca,albucoides,,,,,,1.0
892,,Albuca,nana,,,,,,1.0
893,,Albuca,roodeae,,,,,,1.0
894,,Albuca,yerburyi,,yellow shum shum lily,,,,1.0
895,,Alcea,grossheimii,,grossheim's alcea;shtok-rosa grossgeima;tuchtavard grossheimi,,,,1.0
896,,Alchemilla,bursensis,,bursa pençesi,,,,1.0
897,,Alchemilla,fischeri,camerunensis,mbaklum,,,,1.0
898,,Alchemilla,jaroschenkoi,,holotrichous lady's mantle,,,,1.0
899,,Alchemilla,stricta,,,,,,0.0
900,,Alchemilla,xanthochlora,,alchémille commune;przywrotnik;lady's mantle;gelbgrüner frauenmantel,,,,0.0
901,Euphorbiaceae,Alchornea,leptogyna,,,,,,1.0
902,Euphorbiaceae,Alchornea,sodiroi,,,,,,1.0
903,Euphorbiaceae,Alchornea,triplinervia,,kanakudiballi;tapiá,BR,1.0,0.0,
904,,Aldrovanda,vesiculosa,,common aldrovanda;wasserfalle;waterwheel;beol-le-meog-i-mal,,,,1.0
905,,Alectryon,auwahiensis,,mahoe;ala'alahua,,,,1.0
906,,Alectryon,excelsus,,three kings titoki,,,,0.0
907,,Alectryon,grandis,,three kings titoki,,,,0.0
908,,Alectryon,macrococcus,,mahoe;ala'alahua,,,,1.0
909,,Alectryon,ramiflorus,,,,,,1.0
910,,Alectryon,repandodentatus,,,,,,1.0
911,,Aletris,glabra,,yeo-u-kko-ri-pul,,,,0.0
912,Euphorbiaceae,Aleurites,moluccanus,,candlenut tree,,,0.0,0.0
913,,Aleuritopteris,albofusca,,,,,,1.0
914,,Aleuritopteris,grevilleoides,,,,,,1.0
915,,Aleuritopteris,squamosa,,,,,,1.0
916,Leguminosae,Alexa,grandiflora,,,,,0.0,
917,Leguminosae,Alexa,imperatricis,,,,,0.0,
918,Leguminosae,Alexa,wachenheimii,,,,,0.0,0.0
919,,Alexa,,,haiari,BR;GY;SR,1.0,,0.0
920,,Alexgeorgea,subterranea,,,,,,0.0
921,,Alfaroa,hondurensis,,,,,,1.0
922,,Alfaroa,mexicana,,,,,,1.0
923,,Alinula,malawica,,,,,,0.0
924,,Alisma,gramineum,,alisma à feuilles de graminées;narrowleaf water-plantain;ribbon-leaved water-plantain;flûteau à feuilles de graminées;shúsha;wedína,,,,1.0
925,,Alisma,lanceolatum,,alisma lanceolada;narrow-leaved water-plantain;alisma lancéolée,,,,0.0
926,,Alisma,plantago-aquatica,,dathama;common water-plantain;seïf el ma;alisma plantain d'eau;llantén de agua,,,,0.0
927,,Alisma,subcordatum,,,,,,0.0
928,,Alisma,triviale,,,,,,0.0
929,,Alisma,wahlenbergii,,,,,,1.0
930,,Alistilus,magnificus,,,,,,1.0
931,,Allanblackia,gabonensis,,,,,,1.0
932,,Allanblackia,stuhlmannii,,,,,,1.0
933,,Allanblackia,ulugurensis,,,,,,1.0
934,Lecythidaceae,Allantoma,integrifolia,,jequitiba;jequitiba rosa;jequitiba vermelho;estopeiro;yesquero;jequitiba branco,BR;BO,1.0,0.0,
935,Lecythidaceae,Allantoma,pluriflora,,,,,0.0,
936,,Allantospermum,borneense,,,,,,1.0
937,,Allantospermum,rostratrum,,,,,,1.0
938,,Alleizettella,rubra,,,,,,1.0
939,,Allenanthus,hondurensis,,,,,,1.0
940,,Allexis,cauliflora,,,,,,1.0
941,,Allexis,obanensis,,,,,,1.0
942,,Allium,acutiflorum,,,,,,0.0
943,,Allium,aethusanum,,,,,,1.0
944,,Allium,akirense,,,,,,1.0
945,,Allium,altaicum,,altain songino;zerleg songino;altai onion,,,,1.0
946,,Allium,altyncolicum,,altynkol chive,,,,0.0
947,,Allium,amethystinum,,,,,,0.0
948,,Allium,ampeloprasum,,wild leek;ail d'orient;broadleaf wild leek;levant garlic;great-headed garlic,,,,0.0
949,,Allium,asarense,,,,,,1.0
950,,Allium,atrosanguineum,,,,,,0.0
951,,Allium,atroviolaceum,,black-violet leek,,,,1.0
952,,Allium,autumnale,,,,,,0.0
953,,Allium,basalticum,,,,,,1.0
954,,Allium,baytopiorum,,baytop's onion;yabani sarımsak;yabani soğan,,,,1.0
955,,Allium,bornmuelleri,,,,,,1.0
956,,Allium,bourgeaui,,,,,,1.0
957,,Allium,breviradium,,,,,,1.0
958,,Allium,calamarophilon,,,,,,1.0
959,,Allium,callimischon,,,,,,0.0
960,,Allium,carmeli,,,,,,1.0
961,,Allium,chamaespathum,,,,,,1.0
962,,Allium,chinense,,,,,,0.0
963,,Allium,chrysonemum,,,,,,1.0
964,,Allium,circinatum,,,,,,1.0
965,,Allium,colchicifolium,,,,,,0.0
966,,Allium,corsicum,,,,,,1.0
967,,Allium,cyprium,,,,,,0.0
968,,Allium,czelghauricum,,czelghaurian onion;yabani sarımsak;yabani soğan,,,,1.0
969,,Allium,drusorum,,,,,,1.0
970,,Allium,dumetorum,,,,,,1.0
971,,Allium,ericetorum,,,,,,1.0
972,,Allium,exaltatum,,,,,,1.0
973,,Allium,fasciculatum,,,,,,0.0
974,,Allium,favosum,,,,,,1.0
975,,Allium,feinbergii,,,,,,0.0
976,,Allium,galanthum,,shi ting cong;snowdrop onion,,,,1.0
977,,Allium,galileum,,,,,,0.0
978,,Allium,geyeri,,,,,,0.0
979,,Allium,gomphrenoides,,,,,,1.0
980,,Allium,grosii,,,,,,0.0
981,,Allium,heldreichii,,,,,,1.0
982,,Allium,hermoneum,,,,,,0.0
983,,Allium,horvatii,,,,,,1.0
984,,Allium,hymettium,,,,,,1.0
985,,Allium,iatrouinum,,,,,,1.0
986,,Allium,incensiodorum,,,,,,1.0
987,,Allium,insubricum,,,,,,1.0
988,,Allium,integerrimum,,,,,,1.0
989,,Allium,junceum,,,,,,0.0
990,,Allium,karelinii,,,,,,1.0
991,,Allium,kermesinum,,,,,,1.0
992,,Allium,koenigianum,,yabani soğan;yabani sarımsak;koenig's onion,,,,1.0
993,,Allium,ledebourianum,,ledebour chive,,,,0.0
994,,Allium,lehmannii,,,,,,1.0
995,,Allium,libani,,,,,,1.0
996,,Allium,lojaconoi,,maltese dwarf garlic,,,,1.0
997,,Allium,lopadusanum,,,,,,1.0
998,,Allium,luteolum,,,,,,1.0
999,,Allium,macedonicum,,,,,,1.0
1000,,Allium,macrostemon,,japanese garlic;urtdokhiurt songino;long-stamened onion;chinese garlic,,,,0.0
1001,,Allium,makmelianum,,,,,,1.0
1002,,Allium,makrianum,,,,,,1.0
1003,,Allium,marathasicum,,,,,,1.0
1004,,Allium,marschalianum,,,,,,1.0
1005,,Allium,maximowiczii,,san-pa,,,,1.0
1006,,Allium,meikleanum,,,,,,1.0
1007,,Allium,melanantherum,,,,,,0.0
1008,,Allium,melananthum,,,,,,1.0
1009,,Allium,meronense,,,,,,1.0
1010,,Allium,meteoricum,,,,,,1.0
1011,,Allium,moly,,ail doré;moly;lily leek;yellow onion;yellow garlic,,,,0.0
1012,,Allium,mongolicum,,,,,,0.0
1013,,Allium,narcissiflorum,,,,,,1.0
1014,,Allium,notabile,,,,,,1.0
1015,,Allium,obtusiflorum,,,,,,1.0
1016,,Allium,oliganthum,,,,,,1.0
1017,,Allium,oschaninii,,french grey shallot;grise de la drome,,,,1.0
1018,,Allium,palentinum,,,,,,1.0
1019,,Allium,panormitanum,,aglio palermitano,,,,1.0
1020,,Allium,parciflorum,,,,,,1.0
1021,,Allium,parnassicum,,,,,,1.0
1022,,Allium,pelagicum,,aglio delle pelagie,,,,1.0
1023,,Allium,pendulinum,,italian garlic,,,,1.0
1024,,Allium,permixtum,,,,,,1.0
1025,,Allium,peroninianum,,kayışdağ soğanı,,,,1.0
1026,,Allium,pervestitum,,,,,,1.0
1027,,Allium,phthioticum,,,,,,1.0
1028,,Allium,pilosum,,,,,,1.0
1029,,Allium,podolicum,,,,,,1.0
1030,,Allium,praemixtum,,,,,,1.0
1031,,Allium,pruinatum,,,,,,1.0
1032,,Allium,pseudoalbidum,,yabani sarımsak;onion;yabani soğan,,,,1.0
1033,,Allium,pseudophanerantherum,,,,,,1.0
1034,,Allium,pseudostamineum,,,,,,0.0
1035,,Allium,pskemense,,luk pskemskij,,,,1.0
1036,,Allium,pycnotrichum,,,,,,1.0
1037,,Allium,pyrenaicum,,,,,,1.0
1038,,Allium,ramosum,,,,,,0.0
1039,,Allium,rhabdotum,,,,,,0.0
1040,,Allium,rouyi,,ajo amarillo,,,,0.0
1041,,Allium,roylei,,jungli pyaz;panchali gajna;gajna,,,,1.0
1042,,Allium,rubrovittatum,,,,,,0.0
1043,,Allium,samniticum,,,,,,0.0
1044,,Allium,sannineum,,,,,,1.0
1045,,Allium,scaberrimum,,,,,,1.0
1046,,Allium,scabriscapum,,,,,,1.0
1047,,Allium,schmitzii,,,,,,1.0
1048,,Allium,schoenoprasum,,civette;chives;ciboulette;cebollino común;cebolleta,,,,0.0
1049,,Allium,scythicum,,,,,,1.0
1050,,Allium,semenowii,,semenov onion,,,,0.0
1051,,Allium,sipyleum,,,,,,0.0
1052,,Allium,sprengeri,,,,,,1.0
1053,,Allium,stearnii,,,,,,0.0
1054,,Allium,struzlianum,,struzl's onion;soch schtrucli;luk struzlja,,,,1.0
1055,,Allium,suaveolens,,,,,,0.0
1056,,Allium,talijevii,,,,,,1.0
1057,,Allium,tardans,,,,,,0.0
1058,,Allium,tardiflorum,,,,,,0.0
1059,,Allium,telmatum,,,,,,1.0
1060,,Allium,therinanthum,,shum keitzi;שום קייצי;summer garlic,,,,1.0
1061,,Allium,thunbergii,,球序薤;yama-rakkyō;qiu xu xie,,,,1.0
1062,,Allium,validum,,,,,,0.0
1063,,Allium,vasilevskajae,,luk vasilevskoy;soch vasilevskajai;vasilevskaya's onion,,,,1.0
1064,,Allium,vernale,,,,,,0.0
1065,,Allium,weschniakowii,,tan si jiu;坛丝韭,,,,1.0
1066,,Allium,willeanum,,,,,,0.0
1067,,Allochrusa,takhtajanii,,alokhrusa takhtadzhani;takhtadjyan's allochrusa,,,,1.0
1068,,Alloeochaete,namuliensis,,,,,,1.0
1069,,Alloeochaete,ulugurensis,,,,,,1.0
1070,,Allomarkgrafia,ecuatoriana,,,,,,1.0
1071,,Alloneuron,dorrii,,,,,,1.0
1072,,Alloneuron,ecuadorense,,,,,,1.0
1073,Sapindaceae,Allophylus,agbala,,,,,,1.0
1074,Sapindaceae,Allophylus,aldabricus,,,,,,1.0
1075,Sapindaceae,Allophylus,bullatus,,,,,,1.0
1076,Sapindaceae,Allophylus,chirindensis,,,,,,1.0
1077,Sapindaceae,Allophylus,cobbe,,,,,0.0,
1078,Sapindaceae,Allophylus,dodsonii,,,,,,1.0
1079,Sapindaceae,Allophylus,hispidus,,,,,,1.0
1080,Sapindaceae,Allophylus,marquesensis,,,,,,1.0
1081,Sapindaceae,Allophylus,pachyphyllus,,,,,,1.0
1082,Sapindaceae,Allophylus,rapensis,,,,,,1.0
1083,Sapindaceae,Allophylus,rhoidiphyllus,,,,,,0.0
1084,Sapindaceae,Allophylus,rhomboidalis,,,,,,0.0
1085,Sapindaceae,Allophylus,roigii,,,,,,1.0
1086,Sapindaceae,Allophylus,sechellensis,,bwa kafoul 3 fey,,,,1.0
1087,Sapindaceae,Allophylus,zeylanicus,,,,,,1.0
1088,Sapindaceae,Allophylus,zimmermannianus,,,,,,1.0
1089,,Alloplectus,herthae,,,,,,1.0
1090,,Alloplectus,martinianus,,,,,,1.0
1091,,Alloplectus,penduliflorus,,,,,,1.0
1092,,Allosorus,fragilis,,fragile lipfern,,,,0.0
1093,,Alloxylon,brachycarpum,,,,,,1.0
1094,,Almaleea,capitata,,slender parrot-pea,,,,1.0
1095,,Alniphyllum,eberhardtii,,la duong do,,,,0.0
1096,Betulaceae,Alnus,acuminata,,lambran;aliso;alder;jaul,,,,0.0
1097,Betulaceae,Alnus,alnobetula,,alpenerle;aune vert;alpen-erle;groene els;aulne vert;aulne des alpes;ontano alpino;ontano verde;green alder;bergerle;aune des alpes;european green alder,,,,0.0
1098,Betulaceae,Alnus,cordata,,aliso;italiensk al;hartbladige els;italian alder;alder of corsica;ontano napoletano,,,,0.0
1099,Betulaceae,Alnus,cremastogyne,,qi mu,,,,0.0
1100,Betulaceae,Alnus,fauriei,,miyama-kawara-han-no-ki,,,,1.0
1101,Betulaceae,Alnus,ferdinandi-coburgii,,chuan dian qi mu,,,,0.0
1102,Betulaceae,Alnus,firma,,avenboksal;yashabushi;sa-bang-o-ri,,,,1.0
1103,Betulaceae,Alnus,formosana,,tai wan qi mu,,,,0.0
1104,Betulaceae,Alnus,glutinosa,antitaurica;barbata;betuloides,ontano nero;swartels;european alder;common alder;klibbal;black alder,,,0.0,1.0
1105,Betulaceae,Alnus,hakkodensis,,monkey class alder,,,,1.0
1106,Betulaceae,Alnus,henryi,,tau bei qi mu,,,,1.0
1107,Betulaceae,Alnus,hirsuta,,ke-yama-han-no-ki;liao dong qi mu;mul-o-ri-na-mu;manchurian alder;siberian alder,,,,0.0
1108,Betulaceae,Alnus,incana,,grey alder,,,0.0,0.0
1109,Betulaceae,Alnus,japonica,,o-ri-na-mu;ri ben qi mu;japanese alder;han-no-ki,,,,0.0
1110,Betulaceae,Alnus,jorullensis,lutea;jorullensis,agul;aile;aliso,,,,1.0
1111,Betulaceae,Alnus,mandshurica,,dong bei qi mu;deom-bul-o-ri-na-mu,,,,0.0
1112,Betulaceae,Alnus,maritima,,seaside alder;brook alder,,,,1.0
1113,Betulaceae,Alnus,matsumurae,,yahazu-han-no-ki,,,,0.0
1114,Betulaceae,Alnus,maximowiczii,,miyama-han-no-ki;du-me-o-ri-na-mu,,,,1.0
1115,Betulaceae,Alnus,nepalensis,,utees;otish;lal-amiri;उतिस utis;ust;nepal black cedar;ni po er qi mu;utis,,,0.0,0.0
1116,Betulaceae,Alnus,nitida,,saroli;sharol;sarol;उतिस utis,,,,0.0
1117,Betulaceae,Alnus,oblongifolia,,aliso;alamillo;mexican alder;arizona alder;new mexican alder,,,,0.0
1118,Betulaceae,Alnus,orientalis,,oriental alder;aulne d'orient,,,,1.0
1119,Betulaceae,Alnus,pendula,,jom-sa-bang-o-ri;hime-yashibushi,,,,0.0
1120,Betulaceae,Alnus,rhombifolia,,california alder;white alder;aulne de la sierra,,,,0.0
1121,Betulaceae,Alnus,rubra,,western alder;oregon alder;aulne rouge;red alder,,,0.0,0.0
1122,Betulaceae,Alnus,serrulata,,hazel alder;smooth alder;tag alder;aulne serrute;aulne blanc;aulne tendre;brookside alder;common alder,,,,0.0
1123,Betulaceae,Alnus,serrulatoides,,,,,,1.0
1124,Betulaceae,Alnus,sieboldiana,,oba-yashabushi,,,,1.0
1125,Betulaceae,Alnus,trabeculosa,,jiang nan qi mu;sakuraba-han-no-ki,,,,0.0
1126,Betulaceae,Alnus,vermicularis,,,,,,1.0
1127,,Alocasia,atropurpurea,,,,,,1.0
1128,,Alocasia,flabellifera,,,,,,0.0
1129,,Alocasia,fornicata,,bona saru-kondha,,,,0.0
1130,,Alocasia,lecomtei,,,,,,1.0
1131,,Alocasia,odora,,,,,,0.0
1132,,Alocasia,sanderiana,,sander's alocasia,,,,1.0
1133,,Alocasia,sinuata,,alocasia quilted dreams,,,,1.0
1134,,Aloiampelos,gracilis,,scrambling aloe,,,,0.0
1135,,Aloinopsis,acuta,,,,,,1.0
1136,,Alopecurus,aequalis,,vulpin roux;coda di topo arrossata;orange foxtail,,,,0.0
1137,,Alopecurus,arundinaceus,,creeping foxtail;vulpin faux roseau,,,,0.0
1138,,Alopecurus,carolinianus,,tufted foxtail,,,,0.0
1139,,Alopecurus,creticus,,ada tilkikuyruğu,,,,0.0
1140,,Alopecurus,himalaicus,,,,,,0.0
1141,,Alopecurus,magellanicus,,,,,,0.0
1142,,Alopecurus,setarioides,,,,,,0.0
1143,,Aloysia,dodsoniorum,,,,,,1.0
1144,Rhamnaceae,Alphitonia,erubescens,,,,,,1.0
1145,Rhamnaceae,Alphitonia,marquesensis,,,,,,0.0
1146,Rhamnaceae,Alphitonia,philippinensis,,,,,0.0,
1147,Rhamnaceae,Alphitonia,ponderosa,,kauila,,,,1.0
1148,Rhamnaceae,Alphitonia,zizyphoides,,,,,0.0,
1149,,Alphonsea,curtisii,,,,,,0.0
1150,,Alphonsea,hainanensis,,,,,,1.0
1151,,Alphonsea,kingii,,,,,,1.0
1152,,Alphonsea,lucida,,,,,,1.0
1153,,Alphonsea,maingayi,,,,,,0.0
1154,,Alphonsea,monogyna,,,,,,1.0
1155,,Alphonsea,tsangyuanensis,,,,,,1.0
1156,,Alpinia,diversifolia,,kagda-opot,,,,1.0
1157,,Alpinia,platylopha,,,,,,1.0
1158,,Alpinia,velutina,,,,,,1.0
1159,,Alseis,lugonis,,,,,,1.0
1160,Lauraceae,Alseodaphne,archboldiana,,,,,0.0,
1161,Lauraceae,Alseodaphne,dura,,,,,,0.0
1162,Lauraceae,Alseodaphne,foxiana,,,,,,0.0
1163,Lauraceae,Alseodaphne,garciniaecarpa,,,,,,0.0
1164,Lauraceae,Alseodaphne,hainanensis,,youdan,,,,1.0
1165,Lauraceae,Alseodaphne,macrantha,,,,,,0.0
1166,Lauraceae,Alseodaphne,malabonga,,,,,0.0,
1167,Lauraceae,Alseodaphne,micrantha,,,,,,1.0
1168,Lauraceae,Alseodaphne,paludosa,,,,,,1.0
1169,Lauraceae,Alseodaphne,ridleyi,,,,,,0.0
1170,Lauraceae,Alseodaphne,rugosa,,zhou pi you dan,,,,1.0
1171,,Alsidium,pusillum,,,,,,1.0
1172,,Alsinidendron,lychnoides,,kuawawaenohu,,,,1.0
1173,,Alsinidendron,obovatum,,,,,,1.0
1174,,Alsinidendron,trinerve,,three nerved alsinidendron,,,,1.0
1175,,Alsinidendron,viscosum,,climbing alsinidendron,,,,1.0
1176,,Alsodeiopsis,schumannii,,,,,,1.0
1177,Apocynaceae,Alstonia,actinophylla,,,,,0.0,
1178,Apocynaceae,Alstonia,angustifolia,,pulai penipu bukit;pulai pipit;pulai penipu paya,,,0.0,0.0
1179,Apocynaceae,Alstonia,angustiloba,,dita;pulai;chaitanwood;white cheese wood;thia;mo-cua;patternwood;sepati;letok;pagoda tree;sega;mike wood;chatian;pulaï;hard alstonia,TH;MM;MY;PG;VN;AU;ID;IN;PH;GB,1.0,0.0,
1180,Apocynaceae,Alstonia,annamensis,,,,,,1.0
1181,Apocynaceae,Alstonia,beatricis,,,,,,1.0
1182,Apocynaceae,Alstonia,boonei,,alstonia;awun;stool wood;musoga;mujua;emien;mukoge;mubajangalabi;pattern wood;egbu,UG;NG;GB,1.0,0.0,
1183,Apocynaceae,Alstonia,breviloba,,,,,,1.0
1184,Apocynaceae,Alstonia,congensis,,alstonia;awun;stool wood;musoga;mujua;emien;mukoge;mubajangalabi;pattern wood;egbu,UG;NG;GB,1.0,0.0,
1185,,Alstonia,gilletii,,awun;egbu;mubajangalabi;mujua;mukoge;musoga;alstonia;pattern wood;stool wood;emien,NG;UG;GB,1.0,,0.0
1186,Apocynaceae,Alstonia,henryi,,,,,,1.0
1187,Apocynaceae,Alstonia,macrophylla,,cã¢y so tua;chaitanwood;pagoda tree;pulai penipu bukit;mike wood;pulai;thungfa;mo-cua;katung fa;batino;letok;tampahin;pulai daun besar;kra thungfa hai;champek phnom;hard alstonia;cayacayao;sega;chatian;teen thian;dita;sayongan;cây so tua;white cheese wood;thia;patternwood;sepati;tung fa;pulaï,TH;MM;MY;PG;VN;AU;ID;IN;PH;GB,1.0,0.0,0.0
1188,Apocynaceae,Alstonia,marquisensis,,,,,,0.0
1189,Apocynaceae,Alstonia,penangiana,,,,,,1.0
1190,Apocynaceae,Alstonia,pneumatophora,,dita;ton yuan;pulai;chaitanwood;chatian;pulai basong;white cheese wood;thia;mo-cua;pulai puteh;patternwood;sepati;letok;pagoda tree;teenpet phru;sega;mike wood;basung;pulaï;hard alstonia,TH;MM;MY;PG;VN;AU;ID;IN;PH;GB,1.0,,0.0
1191,Apocynaceae,Alstonia,rubiginosa,,,,,,1.0
1192,Apocynaceae,Alstonia,rupestris,,,,,,0.0
1193,Apocynaceae,Alstonia,scholaris,,chaitanwood;waser;pulai itam;geceh;sataban;lame putih;mike wood;pulai;pule;blackboard tree;ruith;mo-cua;puulaa puu teh;letok;hard alstonia;milkwood pine;teenpet khaao;tin pet;white cheesewood;mo cua;pulai lilin;sega;sat thba;chatian;sath taba;dita;tin pet dam;white cheese wood;thia;satba;cay sua;patternwood;sepati;pagoda tree;tin pet khao;pulaï,"TH;MM;MY;PG;VN;AU;ID;IN;PH;AR,CL;GB",1.0,0.0,0.0
1194,Apocynaceae,Alstonia,spatulata,,chaitanwood;siamese balsa;lame bodas;mike wood;hard milkwood;pulai;pulai basong;mo-cua;pulai paya;letok;hard alstonia;pulai gabus;ka bui;pulai lilin;sia;teenpet phru;sega;chatian;dita;white cheese wood;thia;patternwood;sepati;pagoda tree;pulaï,TH;MM;MY;PG;VN;AU;ID;IN;PH;GB,1.0,0.0,0.0
1195,,Altensteinia,longispicata,,,,,,1.0
1196,,Alternanthera,areschougii,,,,,,1.0
1197,,Alternanthera,corymbiformis,,,,,,1.0
1198,,Alternanthera,filifolia,microcephala;filifolia;rabidensis;nudicaulis;glaucescens;pintensis;glauca,,,,,0.0
1199,,Alternanthera,flavicoma,,,,,,1.0
1200,,Alternanthera,galapagensis,,,,,,1.0
1201,,Alternanthera,grandis,,,,,,1.0
1202,,Alternanthera,helleri,,,,,,1.0
1203,,Alternanthera,nesiotes,,,,,,1.0
1204,,Alternanthera,sessilis,,prieo daeng;tsuru-nogeito;dwarf copperleaf;geluti;brède emballages;okula beluu lechad;magloire;palewāwae;vao sosolo;serenti;fisi'i'ano;phak pet thai;bhirangijhar;sechal;lian zi cao;honganne;brède chevrette;sessile joyweed;păzun-sa;phak pet khao;cheng banking;mata kura;koypa;eluached;galutu;mukunnuwanna,,,,0.0
1205,,Alternanthera,snodgrassii,,,,,,1.0
1206,Altingiaceae,Altingia,excelsa,,,,,0.0,
1207,,Alvaradoa,jamaicensis,,,,,,1.0
1208,,Alvesia,clerodendroides,,,,,,1.0
1209,,Alysicarpus,bupleurifolius,,,,,,0.0
1210,,Alysicarpus,naikianus,,,,,,0.0
1211,,Alyssum,akamasicum,,,,,,1.0
1212,,Alyssum,artvinense,,artvinian alyssum;artvin kuduzotu,,,,1.0
1213,,Alyssum,dagestanicum,,burachok dagestanskiy;dagestanian alyssum,,,,0.0
1214,,Alyssum,pintodasilvae,,,,,,1.0
1215,,Alyssum,pyrenaicum,,corbeille d'argent des pyrénées;alysson des pyrénées,,,,1.0
1216,,Alyxia,menglungensis,,,,,,1.0
1217,,Alyxia,taiwanensis,,,,,,1.0
1218,,Amanoa,anomala,,,,,,1.0
1219,,Amanoa,bracteosa,,,,,,1.0
1220,,Amanoa,strobilacea,,,,,,1.0
1221,,Amaranthus,anderssonii,,amaranthus,,,,0.0
1222,,Amaranthus,brownii,,,,,,1.0
1223,,Amaranthus,furcatus,,,,,,1.0
1224,,Amaranthus,sclerantoides,,amaranthus,,,,0.0
1225,,Amaranthus,tuberculatus,,,,,,0.0
1226,,Amaryllis,paradisicola,,,,,,1.0
1227,Leguminosae,Amblygonocarpus,andongensis,,banga-wanga,,1.0,0.0,
1228,,Amblygonocarpus,obtusangulus,,banga-wanga,,1.0,,0.0
1229,,Amblyopyrum,loliaceum,,,,,,1.0
1230,,Amblyopyrum,muticum,,,,,,1.0
1231,,Ambrosina,bassii,,,,,,0.0
1232,,Ambuchanania,leucobryoides,,,,,,1.0
1233,Leguminosae,Amburana,acreana,,cumaru de cheiro;cerejeira;imburana de cheiro;cereja;isphlugo,,,,1.0
1234,Leguminosae,Amburana,cearensis,,ishipingo;amburana;umburana do cheiro;cumarú;umburana;roble salteño;cumaré;sorioco;roble;cerejeira;roble americano;roble del pais;roble criollo;roble del país;trébol;palo trébol;ishpingo;cumarú de cheiro,PE;PY;AR;BR;BO,1.0,0.0,1.0
1235,,Amentotaxus,argotaenia,,穗花杉;catkin yew;sui hua shan,,,,1.0
1236,,Amentotaxus,assamica,,sanglee;assam catkin yew,,,,1.0
1237,,Amentotaxus,brevifolia,,,,,,1.0
1238,,Amentotaxus,formosana,,台湾穗花杉;taiwan catkin yew;tai wan sui hua shan,,,,1.0
1239,,Amentotaxus,poilanei,,sam bông nam;de tung poa ian;poilane's catkin yew;dẻ tùng nam,,,,1.0
1240,,Amentotaxus,yunnanensis,,yunnan catkin yew;dè tùng vân nam;云南穗花杉;yunnan sui hua shan,,,,1.0
1241,,Ameroglossum,pernambucense,,,,,,1.0
1242,,Amesiodendron,chinense,,truong ngan,,,,0.0
1243,,Ammannia,alternifolia,,,,,,1.0
1244,,Ammannia,auriculata,,ammania a fiori peduncolati,,,,0.0
1245,,Ammannia,baccifera,,blistering ammania,,,,0.0
1246,,Ammannia,calcicola,,,,,,1.0
1247,,Ammannia,cryptantha,,,,,,1.0
1248,,Ammannia,heterophylla,,,,,,1.0
1249,,Ammannia,multiflora,,,,,,0.0
1250,,Ammannia,nagpurensis,,,,,,1.0
1251,,Ammannia,octandra,,,,,,0.0
1252,,Ammannia,pauciramosa,,,,,,1.0
1253,,Ammannia,quadriciliata,,,,,,1.0
1254,,Ammannia,robusta,,,,,,0.0
1255,,Ammannia,senegalensis,,red ammannia;ammania d'afrique,,,,0.0
1256,,Ammannia,verticillata,,kaadugida;kalluruvi;aginbuti;ambar;kallur vanchi;dadmaria;banmarich;mahasyama,,,,0.0
1257,,Ammochloa,palaestina,,,,,,0.0
1258,,Ammoides,pusilla,,cerfeuil;seseli do reyno;cerfolium;ammio menor;kamoun habsi;tarraguillo;gazar esh-sheytan;rigl el-ghorba;ammoides;nanoukha,,,,0.0
1259,,Ammopiptanthus,nanus,,,,,,1.0
1260,,Amomum,calcaratum,,,,,,1.0
1261,,Amomum,calcicolum,,,,,,1.0
1262,,Amomum,celsum,,,,,,1.0
1263,,Amomum,chevalieri,,,,,,1.0
1264,,Amomum,chinense,,mak sa,,,,0.0
1265,,Amomum,chryseum,,,,,,0.0
1266,,Amomum,dealbatum,,mak kouk,,,,1.0
1267,,Amomum,echinocarpum,,,,,,1.0
1268,,Amomum,elephantorum,,,,,,0.0
1269,,Amomum,gagnepainii,,,,,,1.0
1270,,Amomum,glabrifolium,,,,,,0.0
1271,,Amomum,glabrum,,,,,,1.0
1272,,Amomum,koenigii,,,,,,0.0
