sc_name,genus,species,family,common_names,regions,cites_flag,iucn_flag,wwf_high_risk_flag
Costus villosissimus,Costus,villosissimus,,,,0,0,0
Costus vinosus,Costus,vinosus,,,,0,1,0
Costus wilsonii,Costus,wilsonii,,,,0,0,0
Costus woodsonii,Costus,woodsonii,,,,0,0,0
Costus zamoranus,Costus,zamoranus,,,,0,1,0
Cotinus nana,Cotinus,nana,,,,0,1,0
Cotoneaster bumthangensis,Cotoneaster,bumthangensis,,,,0,1,0
Cotoneaster cambricus,Cotoneaster,cambricus,,creigafal y gogarth;rock apple;great orme berry,,0,1,0
Cotoneaster delphinensis,Cotoneaster,delphinensis,,cotoneaster du dauphiné,,0,1,0
Cotoneaster granatensis,Cotoneaster,granatensis,,guillomero;guillomo;guillomera;durillo,,0,1,0
Cotoneaster hicksii,Cotoneaster,hicksii,,,,0,1,0
Cotoneaster juranus,Cotoneaster,juranus,,cotonéaster du jura,,0,0,0
Cotoneaster karatavicus,Cotoneaster,karatavicus,,,,0,1,0
Cotoneaster kullensis,Cotoneaster,kullensis,,,,0,1,0
Cotoneaster majoricensis,Cotoneaster,majoricensis,,,,0,1,0
Cotoneaster morulus,Cotoneaster,morulus,,,,0,0,0
Cotoneaster nebrodensis,Cotoneaster,nebrodensis,,brickberry cotoneaster,,0,1,0
Cotoneaster parnassicus,Cotoneaster,parnassicus,,,,0,0,0
Cotoneaster raboutensis,Cotoneaster,raboutensis,,,,0,1,0
Cotoneaster scandinavicus,Cotoneaster,scandinavicus,,,,0,0,0
Cotoneaster thimphuensis,Cotoneaster,thimphuensis,,,,0,1,0
Cotoneaster transcaucasicus,Cotoneaster,transcaucasicus,,,,0,0,0
Cotopaxia asplundii,Cotopaxia,asplundii,,,,0,1,0
Cottea pappophoroides,Cottea,pappophoroides,,cotta grass,,0,0,0
Cottonia peduncularis,Cottonia,peduncularis,,,,1,0,0
Cotula filifolia,Cotula,filifolia,,,,0,1,0
Cotula moseleyi,Cotula,moseleyi,,,,0,1,0
Cotula myriophylloides,Cotula,myriophylloides,,,,0,1,0
Cotula paludosa,Cotula,paludosa,,,,0,0,0
Cotylelobium burckii,Cotylelobium,burckii,Dipterocarpaceae,,,0,1,0
Cotylelobium lanceolatum,Cotylelobium,lanceolatum,Dipterocarpaceae,khiam;resak;resak bukit,,0,1,0
Cotylelobium lewisianum,Cotylelobium,lewisianum,Dipterocarpaceae,,,0,1,0
Cotylelobium melanoxylon,Cotylelobium,melanoxylon,Dipterocarpaceae,resak,,0,1,0
Cotylelobium scabriusculum,Cotylelobium,scabriusculum,Dipterocarpaceae,,,0,1,0
Couepia joaquinae,Couepia,joaquinae,,,,0,1,0
Couepia recurva,Couepia,recurva,,,,0,1,0
Couepia schottii,Couepia,schottii,,oiti-boi,,0,1,0
Couepia scottmorii,Couepia,scottmorii,,,,0,1,0
Coula edulis,Coula,edulis,Olacaceae,coula,,0,0,0
Couma macrocarpa,Couma,macrocarpa,Apocynaceae,,,0,0,0
Coumarouna oppositifolia,Coumarouna,oppositifolia,,almendrillo,,0,0,0
Couratari asterophora,Couratari,asterophora,Lecythidaceae,tauari,BRA;GUY;SUR;GUF;VEN,0,1,0
Couratari asterotricha,Couratari,asterotricha,Lecythidaceae,tauari,BRA;GUY;SUR;GUF;VEN,0,1,0
Couratari atrovinosa,Couratari,atrovinosa,Lecythidaceae,tauari,BRA;GUY;SUR;GUF;VEN,0,1,0
Couratari calycina,Couratari,calycina,Lecythidaceae,tauari,BRA;GUY;SUR;GUF;VEN,0,1,0
Couratari guianensis,Couratari,guianensis,Lecythidaceae,tauari,BRA;GUY;SUR;GUF;VEN,0,1,0
Couratari longipedicellata,Couratari,longipedicellata,Lecythidaceae,tauari,BRA;GUY;SUR;GUF;VEN,0,1,0
Couratari macrosperma,Couratari,macrosperma,Lecythidaceae,tauari,BRA;GUY;SUR;GUF;VEN,0,0,0
Couratari multiflora,Couratari,multiflora,Lecythidaceae,tauari,BRA;GUY;SUR;GUF;VEN,0,0,0
Couratari oblongifolia,Couratari,oblongifolia,Lecythidaceae,tauari,BRA;GUY;SUR;GUF;VEN,0,0,0
Couratari prancei,Couratari,prancei,Lecythidaceae,tauari,BRA;GUY;SUR;GUF;VEN,0,1,0
Couratari pyramidata,Couratari,pyramidata,Lecythidaceae,tauari,BRA;GUY;SUR;GUF;VEN,0,1,0
Couratari sandwithii,Couratari,sandwithii,Lecythidaceae,tauari,BRA;GUY;SUR;GUF;VEN,0,1,0
Couratari scottmorii,Couratari,scottmorii,Lecythidaceae,tauari,BRA;GUY;SUR;GUF;VEN,0,1,0
Couratari spp.,Couratari,spp.,Lecythidaceae,tauari,BRA;GUY;SUR;GUF;VEN,0,0,0
Couratari stellata,Couratari,stellata,Lecythidaceae,,,0,0,0
Couratari tauari,Couratari,tauari,Lecythidaceae,tauari,,0,1,0
Couroupita guianensis,Couroupita,guianensis,Lecythidaceae,arbol santo;granadillo;calabasse colin;mucurutu;haya huma;mamey hediondo;bosch kalabas;coco de mono;castanha de macaca;cannonball tree,,0,1,0
Couroupita nicaraguarensis,Couroupita,nicaraguarensis,Lecythidaceae,zapote de mono;zapote de mico;coco de mono,,0,1,0
Coursetia brachyrachis,Coursetia,brachyrachis,,,,0,1,0
Coursetia cajamarcana,Coursetia,cajamarcana,,,,0,1,0
Coursetia dubia,Coursetia,dubia,,,,0,1,0
Coursetia gracilis,Coursetia,gracilis,,,,0,1,0
Coursetia hypoleuca,Coursetia,hypoleuca,,,,0,1,0
Coursetia planipetiolata,Coursetia,planipetiolata,,,,0,1,0
Cousinia araxena,Cousinia,araxena,,khozanapush;araxian cousinia,,0,1,0
Cousinia brachyptera,Cousinia,brachyptera,,khozanapush;short-winged cousinia,,0,1,0
Cousinia daralaghezica,Cousinia,daralaghezica,,daralaghesian cousinia,,0,0,0
Cousinia fedorovii,Cousinia,fedorovii,,khosanapush fedorovi;fedorov's cousinia,,0,1,0
Cousinia gabrieljaniae,Cousinia,gabrieljaniae,,khosanapush;gabrielyan's cousinia,,0,1,0
Cousinia iljinii,Cousinia,iljinii,,khosanapush;ilyin's cousinia,,0,1,0
Cousinia lomakinii,Cousinia,lomakinii,,khosanapush;lomakin's cousinia,,0,1,0
Cousinia macrocephala,Cousinia,macrocephala,,khosanapush;macrocephalous cousinia,,0,1,0
Cousinia takhtajanii,Cousinia,takhtajanii,,khozanapush takhtadjani;takhtadjan's cousinia,,0,1,0
Cousinia woronowii,Cousinia,woronowii,,voronov's cousinia,,0,1,0
Coussapoa curranii,Coussapoa,curranii,,cipoeiro,,0,1,0
Coussapoa floccosa,Coussapoa,floccosa,,,,0,1,0
Coussapoa jatun-sachensis,Coussapoa,jatun-sachensis,,,,0,1,0
Coussapoa tolimensis,Coussapoa,tolimensis,,,,0,1,0
Coussarea cephaëloides,Coussarea,cephaëloides,,,,0,1,0
Coussarea dulcifolia,Coussarea,dulcifolia,,,,0,1,0
Coussarea ecuadorensis,Coussarea,ecuadorensis,,,,0,1,0
Coussarea klugii,Coussarea,klugii,,,,0,1,0
Coussarea mexicana,Coussarea,mexicana,,,,0,1,0
Coussarea pilosiflora,Coussarea,pilosiflora,,,,0,1,0
Coussarea spiciformis,Coussarea,spiciformis,,,,0,1,0
Crabbea longipes,Crabbea,longipes,,,,0,1,0
Craibia atlantica,Craibia,atlantica,,,,0,1,0
Craibia brevicaudata,Craibia,brevicaudata,,,,0,1,0
Craibia grandiflora,Craibia,grandiflora,,,,0,0,0
Craibiodendron scleranthum,Craibiodendron,scleranthum,,hoa khe,,0,1,0
Craibiodendron stellatum,Craibiodendron,stellatum,,,,0,0,0
Craigia kwangsiensis,Craigia,kwangsiensis,,gui diantong,,0,1,0
Craigia yunnanensis,Craigia,yunnanensis,,diantong,,0,1,0
Crambe arborea,Crambe,arborea,,colderrisco de güímar,,0,1,0
Crambe armena,Crambe,armena,,armenian sea-kale,,0,1,0
Crambe feuillei,Crambe,feuillei,,col de risco,,0,1,0
Crambe fruticosa,Crambe,fruticosa,,,,0,1,0
Crambe gomerae,Crambe,gomerae,,col de risco,,0,1,0
Crambe grandiflora,Crambe,grandiflora,,,,0,1,0
Crambe koktebelica,Crambe,koktebelica,,,,0,1,0
Crambe laevigata,Crambe,laevigata,,,,0,1,0
Crambe microcarpa,Crambe,microcarpa,,col de risco,,0,1,0
Crambe pritzelii,Crambe,pritzelii,,col de risco,,0,1,0
Crambe santosii,Crambe,santosii,,col de risco,,0,0,0
Crambe scaberrima,Crambe,scaberrima,,col de risco,,0,1,0
Crambe scoparia,Crambe,scoparia,,,,0,1,0
Crambe strigosa,Crambe,strigosa,,col de risco,,0,0,0
Crambe sventenii,Crambe,sventenii,,,,0,1,0
Crambe tamadabensis,Crambe,tamadabensis,,col de risco,,0,1,0
Crambe wildpretii,Crambe,wildpretii,,col de risco,,0,1,0
Cranichis acuminatissima,Cranichis,acuminatissima,,,CRI,1,0,0
Cranichis ciliata,Cranichis,ciliata,,,BOL;ECU;MEX;PER;COL;VEN,1,0,0
Cranichis ciliilabia,Cranichis,ciliilabia,,,MEX,1,0,0
Cranichis diphylla,Cranichis,diphylla,,,CRI;MEX;DOM;SUR;VEN,1,0,0
Cranichis glabricaulis,Cranichis,glabricaulis,,,,1,0,0
Cranichis gracilis,Cranichis,gracilis,,,MEX,1,0,0
Cranichis lankesteri,Cranichis,lankesteri,,,CRI,1,0,0
Cranichis mexicana,Cranichis,mexicana,,,MEX,1,0,0
Cranichis muscosa,Cranichis,muscosa,,,GRD;TTO;USA;MSR;DMA;VCT;LCA;KNA;MTQ;GLP,1,0,0
Cranichis reticulata,Cranichis,reticulata,,,CRI,1,0,0
Cranichis ricartii,Cranichis,ricartii,,,PRI,1,0,0
Cranichis saccata,Cranichis,saccata,,,CRI,1,0,0
Cranichis schaffneri,Cranichis,schaffneri,,,MEX;GTM,1,0,0
Cranichis schlimii,Cranichis,schlimii,,,VEN;COL;ECU,1,0,0
Cranichis subumbellata,Cranichis,subumbellata,,,MEX,1,0,0
Crassocephalum bauchiense,Crassocephalum,bauchiense,,,,0,1,0
Crassocephalum bougheyanum,Crassocephalum,bougheyanum,,,,0,0,0
Crassocephalum gracile,Crassocephalum,gracile,,,,0,0,0
Crassocephalum picridifolium,Crassocephalum,picridifolium,,umuyumbira;umugungubera;katikula,,0,1,0
Crassula alticola,Crassula,alticola,,,,0,0,0
Crassula aphylla,Crassula,aphylla,,,,0,0,0
Crassula aurusbergensis,Crassula,aurusbergensis,,,,0,0,0
Crassula campestris,Crassula,campestris,,,,0,0,0
Crassula elatinoides,Crassula,elatinoides,,,,0,1,0
Crassula gemmifera,Crassula,gemmifera,,,,0,0,0
Crassula hedbergii,Crassula,hedbergii,,,,0,0,0
Crassula inanis,Crassula,inanis,,,,0,0,0
Crassula luederitzii,Crassula,luederitzii,,,,0,0,0
Crassula maputensis,Crassula,maputensis,,,,0,0,0
Crassula numaisensis,Crassula,numaisensis,,,,0,0,0
Crassula tillaea,Crassula,tillaea,,crassule mousse;erba grassa muscosa;mossy stonecrop,,0,1,0
Crassula tuberella,Crassula,tuberella,,,,0,0,0
Crataegus ambigua,Crataegus,ambigua,Rosaceae,,,0,1,0
Crataegus azarolus,Crataegus,azarolus,Rosaceae,mosfilia;azarole;oriental hawthorn;anzalor;crete hawthorn;mediterranean hawthorn;mediterranian medler,,0,1,0
Crataegus coccinea,Crataegus,coccinea,Rosaceae,,,0,0,0
Crataegus darvasica,Crataegus,darvasica,Rosaceae,,,0,1,0
Crataegus heldreichii,Crataegus,heldreichii,Rosaceae,,,0,0,0
Crataegus karadaghensis,Crataegus,karadaghensis,Rosaceae,,,0,1,0
Crataegus knorringiana,Crataegus,knorringiana,Rosaceae,,,0,1,0
Crataegus korolkowi,Crataegus,korolkowi,Rosaceae,,,0,0,0
Crataegus laevigata,Crataegus,laevigata,Rosaceae,midland hawthorn,,0,0,0
Crataegus monogyna,Crataegus,monogyna,Rosaceae,trubbhagtorn;hawthorn;espino albar;english hawthorn;biancospino,,0,1,0
Crataegus necopinata,Crataegus,necopinata,Rosaceae,,,0,1,0
Crataegus nigra,Crataegus,nigra,Rosaceae,fekete galagonya;hungarian thorn;crni glog;pannonian black hawthorn,,0,1,0
Crataegus pinnatifida,Crataegus,pinnatifida,Rosaceae,,,0,0,0
Crataegus pontica,Crataegus,pontica,Rosaceae,,,0,0,0
Crataegus pycnoloba,Crataegus,pycnoloba,Rosaceae,,,0,0,0
Crataegus sericea,Crataegus,sericea,Rosaceae,,,0,1,0
Crataegus sphaenophylla,Crataegus,sphaenophylla,Rosaceae,,,0,1,0
Crataegus turcicus,Crataegus,turcicus,Rosaceae,turkish hawthorn;akdiken,,0,1,0
Crateranthus talbotii,Crateranthus,talbotii,,,,0,1,0
Craterispermum longipedunculatum,Craterispermum,longipedunculatum,,,,0,1,0
Craterispermum microdon,Craterispermum,microdon,,bwa dou,,0,1,0
Craterispermum montanum,Craterispermum,montanum,,macambrara,,0,1,0
Cratoxylon formosum,Cratoxylon,formosum,Hypericaceae,,,0,0,0
Cratoxylum arborescens,Cratoxylum,arborescens,Hypericaceae,serungan;kayu temau;lede;geronggang,MYS;IDN,0,1,0
Cratoxylum cochinchinense,Cratoxylum,cochinchinense,Hypericaceae,baduk-baduk;mogizon;mara jalang;lelulus;kayu lulus;ti;pelawan-pelawan;patok tilan;derum selunchor;geronggang bogoi;tiu kliang;tiou-tiou 'luang;kui-chong-baang,,0,1,0
Cratoxylum formosum,Cratoxylum,formosum,Hypericaceae,mulun;marangguub;kemutul;kasat baku;pohon simperem;entemu;pelawan;derum;tiou-tiou 'som-som;geronggang biabas;mangogong;salinggogon,,0,1,0
Cratoxylum glaucum,Cratoxylum,glaucum,Hypericaceae,geronggang,MYS;IDN,0,0,0
Cratoxylum lingustrinum,Cratoxylum,lingustrinum,Hypericaceae,geronggang,MYS;IDN,0,0,0
Cratoxylum maingayi,Cratoxylum,maingayi,Hypericaceae,derum bukit;pematang;entemu;kayu bonbon;semapat;taeo kha,,0,1,0
Cratoxylum polyanthum,Cratoxylum,polyanthum,Hypericaceae,geronggang,MYS;IDN,0,0,0
Cratylia bahiensis,Cratylia,bahiensis,,,,0,1,0
Cremastosperma longicuspe,Cremastosperma,longicuspe,,,,0,1,0
Cremastosperma megalophyllum,Cremastosperma,megalophyllum,,,,0,1,0
Cremastosperma panamense,Cremastosperma,panamense,,,,0,1,0
Cremastosperma peruvianum,Cremastosperma,peruvianum,,,,0,1,0
Cremastra variabilis,Cremastra,variabilis,,,RUS;JPN,1,0,0
Cremosperma auriculatum,Cremosperma,auriculatum,,,,0,1,0
Cremosperma ecudoranum,Cremosperma,ecudoranum,,,,0,1,0
Cremosperma reldioides,Cremosperma,reldioides,,,,0,1,0
Crepidium lowii,Crepidium,lowii,,,,1,0,0
Crepidium purpureum,Crepidium,purpureum,,,,1,0,0
Crepidium quadridens,Crepidium,quadridens,,,,0,0,0
Crepidomanes intramarginale,Crepidomanes,intramarginale,,,,0,0,0
Crepidomanes maximum,Crepidomanes,maximum,,,,0,0,0
Crepidorhopalon sp.,Crepidorhopalon,sp.,,,,0,0,0
Crepis crocifolia,Crepis,crocifolia,,,,0,1,0
Crepis granatensis,Crepis,granatensis,,crepis de granada,,0,1,0
Crepis purpurea,Crepis,purpurea,,,,0,1,0
Crepis sodiroi,Crepis,sodiroi,,,,0,1,0
Crepis urundica,Crepis,urundica,,,,0,1,0
Cressa cretica,Cressa,cretica,,meliah;cressa de crète,,0,1,0
Cribbia confusa,Cribbia,confusa,,,,1,0,0
Crinum balfourii,Crinum,balfourii,,,,0,0,0
Crinum campanulatum,Crinum,campanulatum,,,,0,1,0
Crinum crassicaule,Crinum,crassicaule,,,,0,0,0
Crinum firmifolium,Crinum,firmifolium,,,,0,0,0
Crinum lorifolium,Crinum,lorifolium,,,,0,0,0
Crinum malabaricum,Crinum,malabaricum,,,,0,1,0
Crinum paludosum,Crinum,paludosum,,,,0,0,0
Crinum politifolium,Crinum,politifolium,,,,0,0,0
Crinum thaianum,Crinum,thaianum,,thai water onion;phlap phueng than;onion plant;hom nam;water onion,,0,1,0
Crinum variabile,Crinum,variabile,,,,0,0,0
Crinum viviparum,Crinum,viviparum,,river crinum lily,,0,0,0
Critonia eggersii,Critonia,eggersii,,,,0,1,0
Critoniopsis cotopaxensis,Critoniopsis,cotopaxensis,,,,0,1,0
Critoniopsis dorrii,Critoniopsis,dorrii,,,,0,1,0
Critoniopsis harlingii,Critoniopsis,harlingii,,,,0,1,0
Critoniopsis jaramilloi,Critoniopsis,jaramilloi,,,,0,1,0
Critoniopsis palaciosii,Critoniopsis,palaciosii,,,,0,1,0
Critoniopsis sevillana,Critoniopsis,sevillana,,,,0,1,0
Critoniopsis sodiroi,Critoniopsis,sodiroi,,,,0,1,0
Critoniopsis tungurahuae,Critoniopsis,tungurahuae,,,,0,1,0
Critoniopsis yamboyensis,Critoniopsis,yamboyensis,,,,0,1,0
Crocus aerius,Crocus,aerius,,aerial crocus,,0,1,0
Crocus boissieri,Crocus,boissieri,,,,0,1,0
Crocus cyprius,Crocus,cyprius,,,,0,1,0
Crocus etruscus,Crocus,etruscus,,zafferano etrusco,,0,1,0
Crocus hartmannianus,Crocus,hartmannianus,,,,0,1,0
Crocus hyemalis,Crocus,hyemalis,,winter crocus,,0,0,0
Crocus ochroleucus,Crocus,ochroleucus,,,,0,0,0
Crocus veneris,Crocus,veneris,,,,0,0,0
Cromidon pusillum,Cromidon,pusillum,,,,0,1,0
Cronquistianthus bulliferus,Cronquistianthus,bulliferus,,,,0,1,0
Cronquistianthus loxensis,Cronquistianthus,loxensis,,,,0,1,0
Cronquistianthus niveus,Cronquistianthus,niveus,,,,0,1,0
Cronquistianthus origanoides,Cronquistianthus,origanoides,,,,0,1,0
Cronquistianthus rosei,Cronquistianthus,rosei,,,,0,1,0
Crossandra acutiloba,Crossandra,acutiloba,,,,0,1,0
Crossandra cephalostachya,Crossandra,cephalostachya,,,,0,1,0
Crossandra cinnabarina,Crossandra,cinnabarina,,,,0,1,0
Crossandra friesiorum,Crossandra,friesiorum,,,,0,1,0
Crossandra humbertii,Crossandra,humbertii,,,,0,1,0
Crossandra infundibuliformis,Crossandra,infundibuliformis,,,,0,1,0
Crossandra isaloensis,Crossandra,isaloensis,,,,0,1,0
Crossandra leucodonta,Crossandra,leucodonta,,,,0,0,0
Crossandra nobilis,Crossandra,nobilis,,,,0,1,0
Crossandra obanensis,Crossandra,obanensis,,,,0,1,0
Crossandra pilosa,Crossandra,pilosa,,,,0,1,0
Crossandra poissonii,Crossandra,poissonii,,,,0,1,0
Crossandra pungens,Crossandra,pungens,,,,0,0,0
Crossandra quadridentata,Crossandra,quadridentata,,,,0,1,0
Crossandra stenandrium,Crossandra,stenandrium,,,,0,0,0
Crossandra tridentata,Crossandra,tridentata,,,,0,0,0
Crossandrella dusenii,Crossandrella,dusenii,,,,0,0,0
Crossopetalum caymanense,Crossopetalum,caymanense,,,,0,0,0
Crossopetalum parviflorum,Crossopetalum,parviflorum,,,,0,0,0
Crossopetalum parvifolium,Crossopetalum,parvifolium,,,,0,0,0
Crossothamnus gentryi,Crossothamnus,gentryi,,,,0,1,0
Crotalaria albida,Crotalaria,albida,,,,0,0,0
Crotalaria andromedifolia,Crotalaria,andromedifolia,,,,0,0,0
Crotalaria androyensis,Crotalaria,androyensis,,sangankolahy,,0,1,0
Crotalaria assamica,Crotalaria,assamica,,,,0,0,0
Crotalaria bakeriana,Crotalaria,bakeriana,,,,0,1,0
Crotalaria bamendae,Crotalaria,bamendae,,,,0,0,0
Crotalaria bemba,Crotalaria,bemba,,,,0,0,0
Crotalaria bosseri,Crotalaria,bosseri,,,,0,1,0
Crotalaria calva,Crotalaria,calva,,,,0,1,0
Crotalaria capuronii,Crotalaria,capuronii,,sarivonga;teloravy;santatra,,0,1,0
Crotalaria chrysochlora,Crotalaria,chrysochlora,,,,0,0,0
Crotalaria cobalticola,Crotalaria,cobalticola,,,,0,0,0
Crotalaria collina,Crotalaria,collina,,,,0,1,0
Crotalaria cornu-ammonis,Crotalaria,cornu-ammonis,,hianala,,0,1,0
Crotalaria corymbosa,Crotalaria,corymbosa,,,,0,1,0
Crotalaria coursii,Crotalaria,coursii,,voapiky;ambihotra;sarin'ambatry;fanamo,,0,1,0
Crotalaria craspedocarpa,Crotalaria,craspedocarpa,,ankiaomby;ankomby;fagnamo,,0,1,0
Crotalaria cunninghamii,Crotalaria,cunninghamii,,parrot pea;green birdflower;birdflower rattlepod;regal birdflower,,0,1,0
Crotalaria cyanoxantha,Crotalaria,cyanoxantha,,,,0,0,0
Crotalaria decaryana,Crotalaria,decaryana,,haringanala;hanginola;saripeha,,0,1,0
Crotalaria distantiflora,Crotalaria,distantiflora,,,,0,0,0
Crotalaria doidgeae,Crotalaria,doidgeae,,,,0,0,0
Crotalaria emarginata,Crotalaria,emarginata,,,,0,0,0
Crotalaria eremaea,Crotalaria,eremaea,,desert rattlepod;bluebush pea,,0,1,0
Crotalaria exaltata,Crotalaria,exaltata,,,,0,0,0
Crotalaria exilipes,Crotalaria,exilipes,,,,0,1,0
Crotalaria fysonii,Crotalaria,fysonii,,,,0,0,0
Crotalaria griseofusca,Crotalaria,griseofusca,,,,0,0,0
Crotalaria heidmannii,Crotalaria,heidmannii,,,,0,0,0
Crotalaria hemsleyi,Crotalaria,hemsleyi,,,,0,1,0
Crotalaria humbertiana,Crotalaria,humbertiana,,,,0,1,0
Crotalaria insignis,Crotalaria,insignis,,,,0,1,0
Crotalaria jacksonii,Crotalaria,jacksonii,,,,0,1,0
Crotalaria johannis,Crotalaria,johannis,,,,0,1,0
Crotalaria kipandensis,Crotalaria,kipandensis,,,,0,0,0
Crotalaria laburnoides,Crotalaria,laburnoides,,,,0,1,0
Crotalaria laevigata,Crotalaria,laevigata,,hazomarakandra;engitsy;saraingitra;hengitrala,,0,1,0
Crotalaria leandriana,Crotalaria,leandriana,,,,0,1,0
Crotalaria ledermannii,Crotalaria,ledermannii,,,,0,1,0
Crotalaria limosa,Crotalaria,limosa,,,,0,1,0
Crotalaria macrantha,Crotalaria,macrantha,,,,0,1,0
Crotalaria mahafalensis,Crotalaria,mahafalensis,,firo,,0,0,0
Crotalaria manongarivensis,Crotalaria,manongarivensis,,kisoatsotry;karatsaka,,0,1,0
Crotalaria melanocarpa,Crotalaria,melanocarpa,,,,0,0,0
Crotalaria mendesii,Crotalaria,mendesii,,,,0,0,0
Crotalaria mentiens,Crotalaria,mentiens,,,,0,1,0
Crotalaria micans,Crotalaria,micans,,,,0,0,0
Crotalaria microthamnus,Crotalaria,microthamnus,,,,0,0,0
Crotalaria mildbraedii,Crotalaria,mildbraedii,,,,0,0,0
Crotalaria montana,Crotalaria,montana,,,,0,0,0
Crotalaria mortonii,Crotalaria,mortonii,,,,0,0,0
Crotalaria morumbensis,Crotalaria,morumbensis,,,,0,0,0
Crotalaria namuliensis,Crotalaria,namuliensis,,,,0,0,0
Crotalaria nitens,Crotalaria,nitens,,,,0,0,0
Crotalaria nuda,Crotalaria,nuda,,,,0,0,0
Crotalaria nudicarpa,Crotalaria,nudicarpa,,,,0,1,0
Crotalaria ovata,Crotalaria,ovata,,,,0,1,0
Crotalaria oxyphylloides,Crotalaria,oxyphylloides,,,,0,1,0
Crotalaria paniculata,Crotalaria,paniculata,,,,0,0,0
Crotalaria peltieri,Crotalaria,peltieri,,,,0,1,0
Crotalaria phylicoides,Crotalaria,phylicoides,,,,0,0,0
Crotalaria poissonii,Crotalaria,poissonii,,,,0,1,0
Crotalaria pseudoquangensis,Crotalaria,pseudoquangensis,,,,0,1,0
Crotalaria pumila,Crotalaria,pumila,,low rattlebox,,0,0,0
Crotalaria quinquefolia,Crotalaria,quinquefolia,,,,0,0,0
Crotalaria rotundifolia,Crotalaria,rotundifolia,,rabbitbells;prostrate rattlebox,,0,1,0
Crotalaria rufocaulis,Crotalaria,rufocaulis,,,,0,0,0
Crotalaria scabrella,Crotalaria,scabrella,,,,0,0,0
Crotalaria schliebenii,Crotalaria,schliebenii,,,,0,1,0
Crotalaria schmitzii,Crotalaria,schmitzii,,,,0,1,0
Crotalaria socotrana,Crotalaria,socotrana,,,,0,1,0
Crotalaria somalensis,Crotalaria,somalensis,,,,0,0,0
Crotalaria strigulosa,Crotalaria,strigulosa,,,,0,0,0
Crotalaria teretifolia,Crotalaria,teretifolia,,,,0,0,0
Crotalaria uncinella,Crotalaria,uncinella,,,,0,0,0
Crotalaria xanthoclada,Crotalaria,xanthoclada,,,,0,1,0
Crotalaria yaihsienensis,Crotalaria,yaihsienensis,,,,0,1,0
Crotonogyne impedita,Crotonogyne,impedita,,,,0,1,0
Crotonogyne manniana,Crotonogyne,manniana,,,,0,0,0
Crotonogyne strigosa,Crotonogyne,strigosa,,,,0,1,0
Crotonogyne zenkeri,Crotonogyne,zenkeri,,,,0,1,0
Crudia balachandrae,Crudia,balachandrae,,,,0,1,0
Crudia bibundina,Crudia,bibundina,,,,0,1,0
Crudia brevipes,Crudia,brevipes,,,,0,1,0
Crudia glauca,Crudia,glauca,,,,0,1,0
Crudia lanceolata,Crudia,lanceolata,,,,0,1,0
Crudia penduliflora,Crudia,penduliflora,,,,0,1,0
Crudia scortechinii,Crudia,scortechinii,,,,0,1,0
Crudia splendens,Crudia,splendens,,,,0,1,0
Crudia zeylanica,Crudia,zeylanica,,,,0,1,0
Cryosophila bartlettii,Cryosophila,bartlettii,,,,0,1,0
Cryosophila cookii,Cryosophila,cookii,,,,0,1,0
Cryosophila grayumii,Cryosophila,grayumii,,,,0,1,0
Cryosophila guagara,Cryosophila,guagara,,,,0,0,0
Cryosophila kalbreyeri,Cryosophila,kalbreyeri,,,,0,0,0
Cryosophila nana,Cryosophila,nana,,palo de escoba,,0,0,0
Cryosophila williamsii,Cryosophila,williamsii,,lago yojoa palm;root-spine palm,,0,1,0
Crypsis alopecuroides,Crypsis,alopecuroides,,crypside faux vulpin,,0,0,0
Crypsis hadjikyriakou,Crypsis,hadjikyriakou,,,,0,1,0
Crypsis minuartioides,Crypsis,minuartioides,,compressed pricklegrass,,0,1,0
Crypsis schoenoides,Crypsis,schoenoides,,swamp pricklegrass;brignolo ovato;crypside faux choin,,0,1,0
Cryptanthemis slateri,Cryptanthemis,slateri,,,AUS,1,0,0
Cryptanthus diamantinensis,Cryptanthus,diamantinensis,,,,0,1,0
Cryptanthus pseudoscaposus,Cryptanthus,pseudoscaposus,,,,0,1,0
Cryptarrhena brasiliensis,Cryptarrhena,brasiliensis,,,BRA,1,0,0
Cryptarrhena guatemalensis,Cryptarrhena,guatemalensis,,,,1,0,0
Cryptarrhena kegelii,Cryptarrhena,kegelii,,,,1,0,0
Cryptarrhena lunata,Cryptarrhena,lunata,,,BRA;ECU;BLZ;CRI;MEX;PER;TTO;GUY;JAM;HND;GUF;COL;PAN,1,0,0
Cryptocarya anamallayana,Cryptocarya,anamallayana,,,,0,1,0
Cryptocarya beddomei,Cryptocarya,beddomei,,,,0,1,0
Cryptocarya bhutanica,Cryptocarya,bhutanica,,,,0,0,0
Cryptocarya bitriplinervia,Cryptocarya,bitriplinervia,,,,0,1,0
Cryptocarya bracteolata,Cryptocarya,bracteolata,,,,0,0,0
Cryptocarya elliptifolia,Cryptocarya,elliptifolia,,,,0,1,0
Cryptocarya ferrarsii,Cryptocarya,ferrarsii,,,,0,1,0
Cryptocarya mannii,Cryptocarya,mannii,,holio;mann cryptocarya,,0,1,0
Cryptocarya membranacea,Cryptocarya,membranacea,,,,0,1,0
Cryptocarya palawanensis,Cryptocarya,palawanensis,,,,0,1,0
Cryptocarya stocksii,Cryptocarya,stocksii,,,,0,1,0
Cryptocarya wightiana,Cryptocarya,wightiana,,,,0,1,0
