,entity_id,sc_name,family,genus,species,sub_sp,common_name,range_state,is_tropical,is_coniferous,flag
22195,22196,Podocarpus trinitensis,Podocarpaceae,Podocarpus,trinitensis,,,,,1.0,1.0
22196,22197,Podocarpus urbanii,Podocarpaceae,Podocarpus,urbanii,,yacca;blue mountain yacca,,,1.0,1.0
37895,37896,Podolobium ilicifolium,,Podolobium,ilicifolium,,prickly shaggy pea;native holly,,,,0.0
32943,32944,Podonephelium concolor,,Podonephelium,concolor,,,,,,1.0
32945,32946,Podonephelium cristagalli,,Podonephelium,cristagalli,,,,,,1.0
32946,32947,Podonephelium davidsonii,,Podonephelium,davidsonii,,,,,,1.0
32957,32958,Podonephelium gongrocarpum,,Podonephelium,gongrocarpum,,,,,,0.0
32971,32972,Podonephelium homei,,Podonephelium,homei,,,,,,0.0
32978,32979,Podonephelium pachycaule,,Podonephelium,pachycaule,,,,,,0.0
32979,32980,Podonephelium parvifolium,,Podonephelium,parvifolium,,,,,,1.0
32980,32981,Podonephelium plicatum,,Podonephelium,plicatum,,,,,,1.0
39285,39286,Podonephelium subaequilaterum,,Podonephelium,subaequilaterum,,,,,,1.0
1964,1965,Podophyllum hexandrum,Berberidaceae,Podophyllum,hexandrum,,,"AF,BT,CN,IN,NP,PK",,,1.0
17593,17594,Podorungia clandestina,,Podorungia,clandestina,,,,,,1.0
17561,17562,Podorungia humblotii,,Podorungia,humblotii,,mandanonjezika,,,,1.0
38803,38804,Podorungia lantzei,,Podorungia,lantzei,,mamoahely,,,,1.0
38808,38809,Podorungia serotina,,Podorungia,serotina,,,,,,1.0
34151,34152,Podospermum grigoraschvilii,,Podospermum,grigoraschvilii,,grigorashvili's salsify;grigorashvilis pamparula,,,,1.0
34150,34151,Podospermum grossheimii,,Podospermum,grossheimii,,grossheimi's salsify,,,,1.0
34152,34153,Podospermum idae,,Podospermum,idae,,idas pamparula;ida's salsify,,,,1.0
34153,34154,Podospermum schischkinii,,Podospermum,schischkinii,,kozelets shishkina;shishkin's salsify,,,,1.0
37018,37019,Podostemum ceratophyllum,,Podostemum,ceratophyllum,,,,,,0.0
38496,38497,Podostemum munnarense,,Podostemum,munnarense,,,,,,1.0
34493,34494,Podostemum ovatum,,Podostemum,ovatum,,,,,,0.0
34495,34496,Podostemum saldanhanum,,Podostemum,saldanhanum,,,,,,1.0
34496,34497,Podostemum scaturiginum,,Podostemum,scaturiginum,,,,,,0.0
20904,20905,Poecilanthe ovalifolia,,Poecilanthe,ovalifolia,,,,,,1.0
22736,22737,Poecilanthe parviflora,,Poecilanthe,parviflora,,lapachillo,,,,1.0
36489,36490,Poecilostachys oplismenoides,,Poecilostachys,oplismenoides,,,,,,0.0
1182,1183,Poga oleosa,Anisophylleaceae,Poga,oleosa,,,,,0.0,
30641,30642,Pogonatherum paniceum,,Pogonatherum,paniceum,,,,,,0.0
33858,33859,Pogostemon crassicaulis,,Pogostemon,crassicaulis,,,,,,1.0
39485,39486,Pogostemon micangensis,,Pogostemon,micangensis,,,,,,1.0
33859,33860,Pogostemon quadrifolius,,Pogostemon,quadrifolius,,,,,,1.0
30653,30654,Pogostemon salicifolius,,Pogostemon,salicifolius,,,,,,0.0
30761,30762,Pogostemon stellatus,,Pogostemon,stellatus,,,,,,0.0
30671,30672,Pogostemon wightii,,Pogostemon,wightii,,,,,,0.0
37735,37736,Poiretia latifolia,,Poiretia,latifolia,,,,,,0.0
37020,37021,Polemonium acutiflorum,,Polemonium,acutiflorum,,,,,,0.0
37021,37022,Polemonium pulcherrimum,,Polemonium,pulcherrimum,,,,,,0.0
37022,37023,Polemonium viscosum,,Polemonium,viscosum,,,,,,0.0
20211,20212,Polyalthia angustissima,Annonaceae,Polyalthia,angustissima,,,,,,1.0
20207,20208,Polyalthia chrysotricha,Annonaceae,Polyalthia,chrysotricha,,,,,,0.0
22342,22343,Polyalthia elmeri,Annonaceae,Polyalthia,elmeri,,,,,,1.0
1183,1184,Polyalthia fragrans,Annonaceae,Polyalthia,fragrans,,,,,0.0,
20106,20107,Polyalthia glabra,Annonaceae,Polyalthia,glabra,,,,,,1.0
20107,20108,Polyalthia hirtifolia,Annonaceae,Polyalthia,hirtifolia,,,,,,1.0
20108,20109,Polyalthia hookeriana,Annonaceae,Polyalthia,hookeriana,,,,,,0.0
20109,20110,Polyalthia hypogaea,Annonaceae,Polyalthia,hypogaea,,,,,,0.0
30821,30822,Polyalthia lancilimba,Annonaceae,Polyalthia,lancilimba,,,,,,1.0
25999,26000,Polyalthia lateritia,Annonaceae,Polyalthia,lateritia,,,,,,0.0
30822,30823,Polyalthia litseifolia,Annonaceae,Polyalthia,litseifolia,,,,,,1.0
20210,20211,Polyalthia macropoda,Annonaceae,Polyalthia,macropoda,,,,,,0.0
1184,1185,Polyalthia oblongifolia,Annonaceae,Polyalthia,oblongifolia,,,,,0.0,
24274,24275,Polyalthia pachyphylla,Annonaceae,Polyalthia,pachyphylla,,,,,,1.0
22341,22342,Polyalthia palawanensis,Annonaceae,Polyalthia,palawanensis,,,,,,1.0
30823,30824,Polyalthia pingpienensis,Annonaceae,Polyalthia,pingpienensis,,,,,,1.0
18272,18273,Polyalthia rufescens,Annonaceae,Polyalthia,rufescens,,,,,,1.0
26466,26467,Polyalthia shendurunii,Annonaceae,Polyalthia,shendurunii,,,,,,1.0
18413,18414,Polyalthia stuhlmannii,Annonaceae,Polyalthia,stuhlmannii,,,,,,1.0
18458,18459,Polyalthia tanganyikensis,Annonaceae,Polyalthia,tanganyikensis,,,,,,1.0
18411,18412,Polyalthia verdcourtii,Annonaceae,Polyalthia,verdcourtii,,,,,,1.0
30824,30825,Polyalthia verrucipes,Annonaceae,Polyalthia,verrucipes,,,,,,1.0
28749,28750,Polybotrya andina,,Polybotrya,andina,,,,,,1.0
29327,29328,Polycarpaea balfourii,,Polycarpaea,balfourii,,,,,,0.0
29328,29329,Polycarpaea caespitosa,,Polycarpaea,caespitosa,,,,,,0.0
34715,34716,Polycarpaea garuensis,,Polycarpaea,garuensis,,,,,,1.0
35310,35311,Polycarpaea gayi,,Polycarpaea,gayi,,,,,,1.0
29329,29330,Polycarpaea hassalensis,,Polycarpaea,hassalensis,,,,,,1.0
29330,29331,Polycarpaea hayoides,,Polycarpaea,hayoides,,,,,,0.0
29331,29332,Polycarpaea kuriensis,,Polycarpaea,kuriensis,,,,,,1.0
29333,29334,Polycarpaea paulayana,,Polycarpaea,paulayana,,,,,,1.0
34716,34717,Polycarpaea rheophytica,,Polycarpaea,rheophytica,,,,,,1.0
29332,29333,Polycarpaea spicata,,Polycarpaea,spicata,,,,,,0.0
21126,21127,Polyceratocarpus scheffleri,,Polyceratocarpus,scheffleri,,,,,,1.0
34854,34855,Polygala calcarea,,Polygala,calcarea,,lechera amarga;polygala du calcaire;chalk milkwort,,,,0.0
37147,37148,Polygala exserta,,Polygala,exserta,,,,,,1.0
35243,35244,Polygala galapageia,,Polygala,galapageia,,galapagos milkwort,,,,0.0
32862,32863,Polygala helenae,,Polygala,helenae,,,,,,1.0
36163,36164,Polygala kalaboensis,,Polygala,kalaboensis,,,,,,1.0
29475,29476,Polygala kuriensis,,Polygala,kuriensis,,,,,,1.0
38668,38669,Polygala limae,,Polygala,limae,,,,,,1.0
30429,30430,Polygala quitensis,,Polygala,quitensis,,,,,,1.0
32863,32864,Polygala sinisica,,Polygala,sinisica,,,,,,1.0
27078,27079,Polygala tenuicaulis,,Polygala,tenuicaulis,,,,,,0.0
34154,34155,Polygala urartu,,Polygala,urartu,,katnakhot urartakan;urartuan milkwort;istod urartu,,,,1.0
17266,17267,Polygonum argyrocoleon,,Polygonum,argyrocoleon,,,,,,0.0
36081,36082,Polygonum cappadocium,,Polygonum,cappadocium,,özge madımak,,,,1.0
34155,34156,Polygonum caspicum,,Polygonum,caspicum,,caspian knotweed;gorets kaspiyskiy,,,,1.0
31848,31849,Polygonum peruvianum,,Polygonum,peruvianum,,,,,,1.0
38659,38660,Polygonum plebeium,,Polygonum,plebeium,,,,,,0.0
38569,38570,Polygonum pubescens,,Polygonum,pubescens,,,,,,0.0
37025,37026,Polygonum punctatum,,Polygonum,punctatum,,,,,,0.0
32878,32879,Polygonum romanum,,Polygonum,romanum,,,,,,0.0
33283,33284,Polygonum toktogulicum,,Polygonum,toktogulicum,,,,,,1.0
24983,24984,Polylepis besseri besseri,,Polylepis,besseri,besseri,,,,,1.0
24985,24986,Polylepis besseri incarum,,Polylepis,besseri,incarum,,,,,1.0
24986,24987,Polylepis besseri subtusalbida,,Polylepis,besseri,subtusalbida,,,,,1.0
24984,24985,Polylepis besseri,,Polylepis,besseri,,,,,,1.0
24987,24988,Polylepis crista-galli,,Polylepis,crista-galli,,,,,,1.0
21455,21456,Polylepis hieronymi,,Polylepis,hieronymi,,,,,,1.0
21243,21244,Polylepis incana,,Polylepis,incana,,queñua,,,,1.0
25893,25894,Polylepis lanuginosa,,Polylepis,lanuginosa,,,,,,1.0
24262,24263,Polylepis microphylla,,Polylepis,microphylla,,,,,,1.0
20600,20601,Polylepis multijuga,,Polylepis,multijuga,,queñua,,,,1.0
24988,24989,Polylepis neglecta,,Polylepis,neglecta,,,,,,1.0
21244,21245,Polylepis pauta,,Polylepis,pauta,,queñua,,,,1.0
21245,21246,Polylepis pepei,,Polylepis,pepei,,queñua,,,,1.0
24989,24990,Polylepis racemosa lanata,,Polylepis,racemosa,lanata,,,,,1.0
24990,24991,Polylepis racemosa triacontandra,,Polylepis,racemosa,triacontandra,,,,,1.0
20601,20602,Polylepis racemosa,,Polylepis,racemosa,,,,,,1.0
24263,24264,Polylepis reticulata,,Polylepis,reticulata,,,,,,1.0
24991,24992,Polylepis rugulosa,,Polylepis,rugulosa,,,,,,1.0
20602,20603,Polylepis subsericans,,Polylepis,subsericans,,queñua,,,,1.0
20388,20389,Polylepis tarapacana,,Polylepis,tarapacana,,queñoa de altura,,,,0.0
24992,24993,Polylepis tomentella incanoides,,Polylepis,tomentella,incanoides,,,,,1.0
24994,24995,Polylepis tomentella nana,,Polylepis,tomentella,nana,,,,,1.0
24995,24996,Polylepis tomentella tomentella,,Polylepis,tomentella,tomentella,,,,,0.0
24993,24994,Polylepis tomentella,,Polylepis,tomentella,,,,,,0.0
21246,21247,Polylepis weberbaueri,,Polylepis,weberbaueri,,queñua,,,,1.0
34156,34157,Polylophium panjutinii,,Polylophium,panjutinii,,panjutin's polylophium;paniutinis polilofiumi,,,,1.0
38522,38523,Polypleurum dichotomum,,Polypleurum,dichotomum,,,,,,0.0
33469,33470,Polypleurum erectum,,Polypleurum,erectum,,,,,,1.0
38596,38597,Polypleurum filifolium,,Polypleurum,filifolium,,,,,,1.0
33582,33583,Polypleurum insulare,,Polypleurum,insulare,,,,,,0.0
33493,33494,Polypleurum longicaule,,Polypleurum,longicaule,,,,,,1.0
33471,33472,Polypleurum longifolium,,Polypleurum,longifolium,,,,,,1.0
33454,33455,Polypleurum longistylosum,,Polypleurum,longistylosum,,,,,,1.0
33459,33460,Polypleurum phuwuaense,,Polypleurum,phuwuaense,,,,,,1.0
33475,33476,Polypleurum prachinburiense,,Polypleurum,prachinburiense,,,,,,1.0
33502,33503,Polypleurum schmidtianum,,Polypleurum,schmidtianum,,,,,,0.0
33581,33582,Polypleurum sisaketense,,Polypleurum,sisaketense,,,,,,1.0
30691,30692,Polypleurum stylosum,,Polypleurum,stylosum,,,,,,0.0
38554,38555,Polypleurum wallichii,,Polypleurum,wallichii,,,,,,0.0
33472,33473,Polypleurum wongprasertii,,Polypleurum,wongprasertii,,,,,,0.0
28792,28793,Polypodium abitaguae,,Polypodium,abitaguae,,,,,,1.0
28793,28794,Polypodium argyrolepis,,Polypodium,argyrolepis,,,,,,1.0
28794,28795,Polypodium chionolepis,,Polypodium,chionolepis,,,,,,1.0
28795,28796,Polypodium latissimum,,Polypodium,latissimum,,,,,,1.0
28796,28797,Polypodium mindense,,Polypodium,mindense,,,,,,0.0
28797,28798,Polypodium mixtum,,Polypodium,mixtum,,,,,,1.0
28798,28799,Polypodium piligerum,,Polypodium,piligerum,,,,,,1.0
28799,28800,Polypodium quitense,,Polypodium,quitense,,,,,,1.0
28800,28801,Polypodium rimbachii,,Polypodium,rimbachii,,,,,,1.0
28801,28802,Polypodium scutulatum,,Polypodium,scutulatum,,,,,,1.0
28802,28803,Polypodium segregatum,,Polypodium,segregatum,,,,,,0.0
17232,17233,Polypodium tridens,,Polypodium,tridens,,helecho rústico,,,,0.0
21352,21353,Polypogon monspeliensis,,Polypogon,monspeliensis,,coda di lepre comune;polypogon de montpellier;annual beard-grass,,,,0.0
30714,30715,Polypogon nilgiricus,,Polypogon,nilgiricus,,,,,,0.0
35477,35478,Polypogon schimperianus,,Polypogon,schimperianus,,,,,,1.0
27280,27281,Polypogon viridis,,Polypogon,viridis,,water bent;coda di lepre verticillata;polypogon vert,,,,0.0
20975,20976,Polyscias aemiliguineae,Araliaceae,Polyscias,aemiliguineae,,,,,,1.0
18494,18495,Polyscias albersiana,Araliaceae,Polyscias,albersiana,,,,,,1.0
17476,17477,Polyscias bisattenuata,Araliaceae,Polyscias,bisattenuata,,,,,,1.0
22367,22368,Polyscias contracta,Araliaceae,Polyscias,contracta,,bwa bannann,,,,1.0
21665,21666,Polyscias crassa,Araliaceae,Polyscias,crassa,,bwa bannann,,,,1.0
31051,31052,Polyscias crenata,Araliaceae,Polyscias,crenata,,,,,,1.0
22366,22367,Polyscias curiosae,Araliaceae,Polyscias,curiosae,,bwa bannann,,,,1.0
20928,20929,Polyscias dichroostachya,Araliaceae,Polyscias,dichroostachya,,,,,,1.0
22500,22501,Polyscias farinosa,Araliaceae,Polyscias,farinosa,,,,,,0.0
17478,17479,Polyscias flynnii,Araliaceae,Polyscias,flynnii,,,,,,1.0
20977,20978,Polyscias gracilis,Araliaceae,Polyscias,gracilis,,bois papaye;bois boeuf,,,,1.0
22103,22104,Polyscias gymnocarpa,Araliaceae,Polyscias,gymnocarpa,,koolau tetraplasandra;ohe'ohe,,,,1.0
20557,20558,Polyscias kikuyuensis,Araliaceae,Polyscias,kikuyuensis,,kwaluk;aoun;muachet;lamedi;aul;mutati;mukanya;ewondet;mu;parasol tree;olyalilingi;aounet;auwe;mukurukuru,,,,1.0
21670,21671,Polyscias lionnetii,Araliaceae,Polyscias,lionnetii,,bwa bannann,,,,1.0
18882,18883,Polyscias marchionensis,Araliaceae,Polyscias,marchionensis,,,,,,0.0
20978,20979,Polyscias mauritiana,Araliaceae,Polyscias,mauritiana,,,,,,1.0
20128,20129,Polyscias montana,Araliaceae,Polyscias,montana,,,,,,0.0
20976,20977,Polyscias neraudiana,Araliaceae,Polyscias,neraudiana,,bois boeuf,,,,1.0
23242,23243,Polyscias nothisii,Araliaceae,Polyscias,nothisii,,,,,,1.0
1185,1186,Polyscias ornifolia,Araliaceae,Polyscias,ornifolia,,,,,0.0,
20979,20980,Polyscias paniculata,Araliaceae,Polyscias,paniculata,,,,,,1.0
25393,25394,Polyscias prolifera,Araliaceae,Polyscias,prolifera,,,,,,1.0
22343,22344,Polyscias pulgarense,Araliaceae,Polyscias,pulgarense,,,,,,1.0
25374,25375,Polyscias quintasii,Araliaceae,Polyscias,quintasii,,guegue falso,,,,1.0
22145,22146,Polyscias racemosa,Araliaceae,Polyscias,racemosa,,,,,,1.0
20798,20799,Polyscias rodriguesiana,Araliaceae,Polyscias,rodriguesiana,,,,,,1.0
21807,21808,Polyscias sandwicensis,Araliaceae,Polyscias,sandwicensis,,oheohe;ohe makai;ohe kukuluaeo,,,,0.0
18913,18914,Polyscias sechellarum,Araliaceae,Polyscias,sechellarum,,bwa bannann,,,,1.0
32956,32957,Polyscias stuhlmannii,Araliaceae,Polyscias,stuhlmannii,,,,,,1.0
23111,23112,Polyscias tahitensis,Araliaceae,Polyscias,tahitensis,,,,,,1.0
23112,23113,Polyscias verrucosa,Araliaceae,Polyscias,verrucosa,,,,,,0.0
27414,27415,Polyscias waialealae,Araliaceae,Polyscias,waialealae,,,,,,1.0
27572,27573,Polyscias waimeae,Araliaceae,Polyscias,waimeae,,ohe kiko'ola,,,,1.0
22923,22924,Polysphaeria macrantha,,Polysphaeria,macrantha,,,,,,1.0
35430,35431,Polyspora ceylanica,,Polyspora,ceylanica,,mihiriya,,,,1.0
20015,20016,Polyspora hirtella,,Polyspora,hirtella,,,,,,1.0
35456,35457,Polyspora intricata,,Polyspora,intricata,,,,,,1.0
20016,20017,Polyspora maingayi,,Polyspora,maingayi,,kadeng,,,,1.0
20017,20018,Polyspora multinervis,,Polyspora,multinervis,,,,,,1.0
35460,35461,Polyspora papuana,,Polyspora,papuana,,,,,,0.0
20019,20020,Polyspora scortechinii,,Polyspora,scortechinii,,,,,,1.0
20020,20021,Polyspora taipingensis,,Polyspora,taipingensis,,,,,,1.0
28750,28751,Polystichum bonapartii,,Polystichum,bonapartii,,,,,,1.0
28751,28752,Polystichum bulbiferum,,Polystichum,bulbiferum,,,,,,1.0
19509,19510,Polystichum drepanum,,Polystichum,drepanum,,madeira shield-fern,,,,1.0
18429,18430,Polystichum falcinellum,,Polystichum,falcinellum,,madeira sword-fern,,,,1.0
34157,34158,Polystichum kadyrovii,,Polystichum,kadyrovii,,kadyrov's shield fern,,,,1.0
30603,30604,Polytrias indica,,Polytrias,indica,,batiki bluegrass;toto grass;indian murainagrass,,,,0.0
22404,22405,Pomaderris hamiltonii,,Pomaderris,hamiltonii,,pale-flowered kumarahou,,,,0.0
37222,37223,Pomaria jamesii,,Pomaria,jamesii,,james' caesalpinia;james' holdback,,,,0.0
26385,26386,Ponapea hentyi,,Ponapea,hentyi,,,,,,1.0
25477,25478,Pongamia pinnata,,Pongamia,pinnata,,,,,,0.0
26117,26118,Pongamia velutina,,Pongamia,velutina,,,,,,1.0
24308,24309,Pongamiopsis amygdalina,,Pongamiopsis,amygdalina,,,,,,1.0
24309,24310,Pongamiopsis pervilleana,,Pongamiopsis,pervilleana,,,,,,0.0
24310,24311,Pongamiopsis viguieri,,Pongamiopsis,viguieri,,,,,,1.0
18273,18274,Popowia beddomeana,,Popowia,beddomeana,,,,,,1.0
20212,20213,Popowia fusca,,Popowia,fusca,,,,,,0.0
20110,20111,Popowia pauciflora,,Popowia,pauciflora,,,,,,1.0
20111,20112,Popowia perakensis,,Popowia,perakensis,,,,,,0.0
19778,19779,Popowia velutina,,Popowia,velutina,,,,,,1.0
1186,1187,Populus alba,Salicaceae,Populus,alba,,,,,0.0,
1187,1188,Populus balsamifera,Salicaceae,Populus,balsamifera,,,,,0.0,
33284,33285,Populus berkarensis,Salicaceae,Populus,berkarensis,,,,,,1.0
1188,1189,Populus canescens,Salicaceae,Populus,canescens,,,,,0.0,
1189,1190,Populus ciliata,Salicaceae,Populus,ciliata,,,,,0.0,
1190,1191,Populus deltoides,Salicaceae,Populus,deltoides,,,,,0.0,
1191,1192,Populus grandidentata,Salicaceae,Populus,grandidentata,,,,,0.0,
22516,22517,Populus guzmanantlensis,Salicaceae,Populus,guzmanantlensis,,,,,,1.0
1192,1193,Populus heterophylla,Salicaceae,Populus,heterophylla,,,,,0.0,0.0
21146,21147,Populus ilicifolia,Salicaceae,Populus,ilicifolia,,mugai;gucuba;guduma;siricha;makini;sirkh;lalaftu;tana river poplar;malala,,,,1.0
24211,24212,Populus mexicana mexicana,Salicaceae,Populus,mexicana,mexicana,,,,,1.0
24212,24213,Populus mexicana,Salicaceae,Populus,mexicana,,,,,,1.0
1193,1194,Populus nigra,Salicaceae,Populus,nigra,,black poplar,,,0.0,1.0
33300,33301,Populus pruinosa,Salicaceae,Populus,pruinosa,,,,,,1.0
1194,1195,Populus tremula,Salicaceae,Populus,tremula,,eurasian aspen,,,0.0,0.0
1195,1196,Populus tremuloides,Salicaceae,Populus,tremuloides,,,,,0.0,
1196,1197,Populus trichocarpa,Salicaceae,Populus,trichocarpa,,,,,0.0,
23864,23865,Portlandia albiflora,,Portlandia,albiflora,,,,,,1.0
23865,23866,Portlandia grandiflora,,Portlandia,grandiflora,,,,,,0.0
25715,25716,Portlandia harrisii,,Portlandia,harrisii,,,,,,1.0
39203,39204,Portulaca howellii,,Portulaca,howellii,,galapagos purslane,,,,0.0
29476,29477,Portulaca kuriensis,,Portulaca,kuriensis,,,,,,1.0
29477,29478,Portulaca samhaensis,,Portulaca,samhaensis,,,,,,1.0
36976,36977,Portulaca sclerocarpa,,Portulaca,sclerocarpa,,,,,,1.0
29478,29479,Portulaca sedifolia,,Portulaca,sedifolia,,,,,,1.0
27675,27676,Posidonia angustifolia,,Posidonia,angustifolia,,species code: pg,,,,0.0
35541,35542,Posidonia australis,,Posidonia,australis,,species code: pa,,,,1.0
35581,35582,Posidonia coriacea,,Posidonia,coriacea,,species code: pc,,,,0.0
35559,35560,Posidonia denhartogii,,Posidonia,denhartogii,,species code: pd,,,,0.0
35526,35527,Posidonia kirkmanii,,Posidonia,kirkmanii,,species code: pk,,,,0.0
17962,17963,Posidonia oceanica,,Posidonia,oceanica,,alka;species code: po;neptune grass;mediterranean tapeweed,,,,0.0
35591,35592,Posidonia ostenfeldii,,Posidonia,ostenfeldii,,species code: pf,,,,0.0
35558,35559,Posidonia sinuosa,,Posidonia,sinuosa,,species code: pn,,,,1.0
24070,24071,Potameia lotungensis,,Potameia,lotungensis,,de qua tron,,,,1.0
24776,24777,Potamogeton alpinus,,Potamogeton,alpinus,,potamot roux;red pondweed;potamot des alpes,,,,0.0
37026,37027,Potamogeton amplifolius,,Potamogeton,amplifolius,,,,,,0.0
32528,32529,Potamogeton berchtoldii,,Potamogeton,berchtoldii,,potamot de berchtold;small pondweed,,,,0.0
37027,37028,Potamogeton bicupulatus,,Potamogeton,bicupulatus,,,,,,0.0
33182,33183,Potamogeton coloratus,,Potamogeton,coloratus,,brasca arrossata;fen pondweed;potamot coloré,,,,0.0
37029,37030,Potamogeton confervoides,,Potamogeton,confervoides,,,,,,0.0
27366,27367,Potamogeton crispus,,Potamogeton,crispus,,hamool;potamot crépu;curled pondweed;horreish,,,,0.0
25480,25481,Potamogeton distinctus,,Potamogeton,distinctus,,,,,,0.0
24780,24781,Potamogeton epihydrus,,Potamogeton,epihydrus,,american pondweed,,,,0.0
37030,37031,Potamogeton foliosus,,Potamogeton,foliosus,,,,,,0.0
24781,24782,Potamogeton friesii,,Potamogeton,friesii,,potamot de fries;flat-stalked pondweed,,,,0.0
24785,24786,Potamogeton gramineus,,Potamogeton,gramineus,,potamot graminée;various-leaved pondweed,,,,0.0
37031,37032,Potamogeton hillii,,Potamogeton,hillii,,,,,,0.0
33317,33318,Potamogeton lucens,,Potamogeton,lucens,,shining pondweed;potamot luisant,,,,0.0
32929,32930,Potamogeton maackianus,,Potamogeton,maackianus,,,,,,0.0
27470,27471,Potamogeton natans,,Potamogeton,natans,,broad-leaved pondweed;potamot nageant,,,,0.0
27199,27200,Potamogeton nodosus,,Potamogeton,nodosus,,potamot noueux;loddon pondweed;waraqa;zafoon,,,,0.0
37032,37033,Potamogeton oakesianus,,Potamogeton,oakesianus,,,,,,0.0
32530,32531,Potamogeton obtusifolius,,Potamogeton,obtusifolius,,blunt-leaved pondweed;potamot à feuilles obtuses,,,,0.0
33006,33007,Potamogeton octandrus,,Potamogeton,octandrus,,,,,,0.0
37033,37034,Potamogeton ogdenii,,Potamogeton,ogdenii,,,,,,1.0
39564,39565,Potamogeton parmatus,,Potamogeton,parmatus,,,,,,1.0
27146,27147,Potamogeton perfoliatus,,Potamogeton,perfoliatus,,oreja de liebre;potamot perfoliã©;perfoliate pondweed;potamot perfoliãƒâ©;potamot perfolié,,,,0.0
27523,27524,Potamogeton polygonifolius,,Potamogeton,polygonifolius,,bog pondweed;brasca poligonifolia;potamot à feuilles de renouée,,,,0.0
32532,32533,Potamogeton praelongus,,Potamogeton,praelongus,,long-stalked pondweed;potamot allongé,,,,0.0
37034,37035,Potamogeton pulcher,,Potamogeton,pulcher,,,,,,0.0
32927,32928,Potamogeton pusillus,,Potamogeton,pusillus,,lesser pondweed;brasca palermitana;potamot fluet;potamot de palerme,,,,0.0
37035,37036,Potamogeton richardsonii,,Potamogeton,richardsonii,,,,,,0.0
37036,37037,Potamogeton robbinsii,,Potamogeton,robbinsii,,,,,,0.0
21398,21399,Potamogeton schweinfurthii,,Potamogeton,schweinfurthii,,horeesh,,,,0.0
37037,37038,Potamogeton spirillus,,Potamogeton,spirillus,,,,,,0.0
37038,37039,Potamogeton strictifolius,,Potamogeton,strictifolius,,,,,,0.0
24788,24789,Potamogeton subsibiricus,,Potamogeton,subsibiricus,,,,,,0.0
27296,27297,Potamogeton trichoides,,Potamogeton,trichoides,,potamot capillaire;hairlike pondweed;brasca capillare,,,,0.0
37039,37040,Potamogeton vaseyi,,Potamogeton,vaseyi,,,,,,0.0
32999,33000,Potamogeton wrightii,,Potamogeton,wrightii,,,,,,0.0
37041,37042,Potentilla anserina,,Potentilla,anserina,,,,,,0.0
35198,35199,Potentilla bhutanica,,Potentilla,bhutanica,,,,,,1.0
35199,35200,Potentilla bryoides,,Potentilla,bryoides,,,,,,0.0
19144,19145,Potentilla delphinensis,,Potentilla,delphinensis,,potentille du dauphiné,,,,1.0
37045,37046,Potentilla diversifolia,,Potentilla,diversifolia,,,,,,0.0
37046,37047,Potentilla drummondii,,Potentilla,drummondii,,,,,,0.0
19369,19370,Potentilla emilii-popi,,Potentilla,emilii-popi,,,,,,1.0
26987,26988,Potentilla maura,,Potentilla,maura,,,,,,1.0
37047,37048,Potentilla norvegica,,Potentilla,norvegica,,,,,,0.0
36273,36274,Potentilla palustris,,Potentilla,palustris,,,,,,0.0
37049,37050,Potentilla rivalis,,Potentilla,rivalis,,,,,,0.0
34158,34159,Potentilla seidlitziana,,Potentilla,seidlitziana,,matnuni zeidlitsi;zeidlits' five-fingers;lapchatka zeidlitsa,,,,1.0
36605,36606,Potentilla silesiaca,,Potentilla,silesiaca,,pięciornik śląski,,,,1.0
27561,27562,Potentilla supina,,Potentilla,supina,,cinquefoglia sdraiata;potentille étalée;yer parmakotu;potentille couchée,,,,0.0
1197,1198,Poulsenia armata,Moraceae,Poulsenia,armata,,,,,0.0,
17990,17991,Poupartia borbonica,,Poupartia,borbonica,,bois de poupart,,,,1.0
18959,18960,Poupartia pubescens,,Poupartia,pubescens,,bois blanc;bois de poupart,,,,1.0
23866,23867,Pourouma hirsutipetiolata hirsutipetiolata,,Pourouma,hirsutipetiolata,hirsutipetiolata,,,,,1.0
23867,23868,Pourouma hirsutipetiolata,,Pourouma,hirsutipetiolata,,,,,,1.0
23868,23869,Pourouma melinonii glabrata,,Pourouma,melinonii,glabrata,,,,,1.0
23869,23870,Pourouma melinonii,,Pourouma,melinonii,,,,,,1.0
21007,21008,Pourouma oraria,,Pourouma,oraria,,,,,,1.0
28660,28661,Pourouma petiolulata,,Pourouma,petiolulata,,,,,,1.0
1198,1199,Pouteria alnifolia,Sapotaceae,Pouteria,alnifolia,,,,,0.0,1.0
1199,1200,Pouteria altissima,Sapotaceae,Pouteria,altissima,,osan;mukangu;samfena;aningeria,,,0.0,0.0
23873,23874,Pouteria amapaensis,Sapotaceae,Pouteria,amapaensis,,,,,,1.0
25540,25541,Pouteria amygdalina,Sapotaceae,Pouteria,amygdalina,,,,,,1.0
23874,23875,Pouteria andarahiensis,Sapotaceae,Pouteria,andarahiensis,,maçaranduba,,,,1.0
23875,23876,Pouteria anteridata,Sapotaceae,Pouteria,anteridata,,,,,,0.0
23876,23877,Pouteria arcuata,Sapotaceae,Pouteria,arcuata,,,,,,1.0
19104,19105,Pouteria areolatifolia,Sapotaceae,Pouteria,areolatifolia,,silion;zapotillo,,,,1.0
23877,23878,Pouteria arguacoensium,Sapotaceae,Pouteria,arguacoensium,,,,,,1.0
