,id,genus,species,sub_species,main_common_name,other_common_names,status
0,78774453,Asplenium,dielerectum,,Asplenium-diellia,Asplenium-diellia,CR
1,78774610,Asplenium,dielfalcatum,,,,CR
2,78774640,Asplenium,dielpallidum,,,,CR
3,116164070,Geissois,magnifica,,,,LC
4,64881277,Cenchrus,platyacanthus,,,,LC
5,83755828,Forsythia,europaea,,,,LC
6,83755841,Frangula,pedunculata,,,,DD
7,83755882,Frangula,rupestris,,,,LC
8,83755901,Genista,aristata,,,ginestra dei Nebrodi,LC
9,83756047,Genista,corsica,,,,LC
10,83756078,Genista,berberidea,,,,NT
11,116164202,Geissois,montana,,,,LC
12,83756132,Genista,cupanii,,,,LC
13,80217216,Schiedea,apokremnos,,,,CR
14,78775516,Asplenium,unisorum,,,,CR
15,108659936,Coffea,perrieri,,,,LC
16,58983728,Isoetes,bischlerae,,,,LC
17,83756380,Genista,falcata,,,,LC
18,58983779,Isoetes,cleefii,,,,LC
19,58983879,Isoetes,colombiana,,,,DD
20,58983919,Isoetes,dispora,,,,CR
21,101320181,Persea,rigens,,,,LC
22,64882167,Paspalum,galapageium,,,,LC
23,83756546,Genista,germanica,,,,LC
24,110626455,Dendriopoterium,menendezii,,,,EN
25,83756729,Genista,haenseleri,,,,EN
26,116164327,Geissois,polyphylla,,,,LC
27,132831,Epidendrum,cocoense,,Epidendro De Cocos,Epidendro De Cocos,NT
28,132833,Epidendrum,insulanum,,Epidendro de Cocos,Epidendro de Cocos,NT
29,132834,Platanthera,praeclara,,Western Prairie Fringed Orchid,Western Prairie Fringed Orchid,EN
30,78776120,Diplazium,molokaiense,,,,CR
31,105908057,Physalis,greenmanii,,,,EN
32,105908074,Physalis,hastatula,,,,EN
33,64269620,Canadanthus,modestus,,,,LC
34,80217972,Schiedea,haleakalensis,,,,CR
35,64269647,Cardamine,bulbosa,,,,LC
36,80218137,Schiedea,helleri,,,,CR
37,64269656,Cardamine,pensylvanica,,,,LC
38,67373107,Hymenophyllum,capillaceum,,St Helena Filmy Fern,St Helena Filmy Fern,EN
39,67373125,Asplenium,compressum,,Plastic Fern,Hen and Chicks Fern;Plastic Fern,VU
40,80218194,Schiedea,hookeri,,,,CR
41,80218247,Schiedea,kauaiensis,,,,CR
42,67373229,Asplenium,haughtonii,,Barn Fern,Barn Fern,CR
43,80218288,Schiedea,kealiae,,,,CR
44,80218319,Schiedea,nuttallii,,,,CR
45,80218373,Schiedea,perlmanii,,,,CR
46,80218429,Schiedea,membranacea,,,,CR
47,105908550,Physalis,lignescens,,,,EN
48,64269714,Carex,adelostoma,,Circumpolar sedge,Circumpolar sedge;Lapinnuijasara,DD
49,80087527,Dubautia,plantaginea,,,Na'ena'a,CR
50,133705,Alocasia,atropurpurea,,,,CR
51,133707,Alocasia,sanderiana,,Sander's Alocasia,Sander's Alocasia,CR
52,133708,Alocasia,sinuata,,Alocasia Quilted Dreams,Alocasia Quilted Dreams,CR
53,133709,Rafflesia,magnifica,,,,CR
54,133711,Senecio,leucopeplus,,,,EW
55,133713,Gaultheria,nubigena,,Chaura De Las Cascadas,Chaura De Las Cascadas,VU
56,133715,Oxalis,chachahuensis,,Yuyito Rico,Yuyito Rico,EN
57,133722,Calocedrus,rupestris,,,,EN
58,133733,Weissia,multicapsularis,,Many-fruited beardless moss,Many-fruited beardless moss,CR
59,133734,Riccia,alatospora,,,,VU
60,67373719,Diplazium,filamentosum,,Black-scale Fern,Black-scale Fern,LC
61,108661417,Coffea,rakotonasoloi,,,,CR
62,105908952,Physalis,mcvaughii,,,,NT
63,78777071,Marsilea,villosa,,,ʻihiʻihilauākea,EN
64,78777080,Pteris,lidgatei,,,,CR
65,105909037,Physalis,minimaculata,,,,VU
66,78777135,Cyanea,grimesiana,,,,CR
67,78777144,Cyanea,grimesiana,,,haha,CR
68,78777153,Cyanea,grimesiana,,,kue nui,CR
69,110627649,Genista,canariensis,,Retamón canario,Florist’s Genista;Retama de monte;Retamón canario;Canary Islands Broom;Canary Broom,LC
70,78777176,Cyanea,humboldtiana,,,,CR
71,67373923,Dryopteris,cognata,,Large Kidney Fern,Large Kidney Fern,CR
72,78777204,Cyanea,koolauensis,,,,EN
73,67373944,Dryopteris,napoleonis,,Small Kidney Fern,Small Kidney Fern,EN
74,78777213,Cyanea,lobata,,,hāhā,CR
75,78777234,Cyanea,lobata,,,hāhā,CR
76,78777250,Cyanea,lobata,,,hāhā,CR
77,78777282,Cyanea,longiflora,,,,CR
78,78777299,Cyanea,magnicalyx,,,Haha,CR
79,78777332,Cyanea,mannii,,,,CR
80,80219156,Schiedea,spergulina,,,,EN
81,78777379,Cyanea,mauiensis,,,,EX
82,80219174,Schiedea,stellarioides,,,Laulihilihi;kawelu;ma'oli'oli,CR
83,78777416,Cyanea,mceldowneyi,,,,CR
84,78777444,Cyanea,platyphylla,,,,CR
85,67374190,Pteris,paleacea,,Lays-back Fern,Lays-back Fern,LC
86,67374221,Pseudophegopteris,dianae,,Brown-scale fern,Brown-scale fern,LC
87,78777599,Cyanea,remyi,,,Haha,CR
88,78777626,Cyanea,rivularis,,,Haha,CR
89,67374369,Plantago,robusta,,St Helena Plantain,St Helena Plantain,CR
90,78777637,Cyanea,sessilifolia,,,,EX
91,67374387,Bulbostylis,lichtensteiniana,,Tufted Sedge,Tufted Sedge,LC
92,67374400,Bulbostylis,neglecta,,Neglected Tuft Sedge,Neglected Tuft Sedge,CR
93,80219480,Silene,alexandri,,,,CR
94,67374433,Carex,dianae,,Diana's Peak Grass,Diana's Peak Grass,LC
95,58985846,Isoetes,palmeri,,,,LC
96,58985867,Isoetes,parvula,,,,VU
97,80219542,Silene,perlmanii,,,,CR
98,78777783,Cyanea,shipmanii,,,haha,CR
99,78777794,Cyanea,undulata,,,Haha,CR
100,80219624,Solanum,incompletum,,,,CR
101,108662346,Coffea,sahafaryensis,,,,EN
102,56495716,Coccothrinax,proctorii,,Thatch Palm,Thatch Palm;Silver Palm,EN
103,56495741,Agave,caymanensis,,Corato,Corato,EN
104,56495771,Pectis,caymanensis,,Tea Banker,Tea Banker,LC
105,108662438,Coffea,sakarahae,,,,LC
106,64884447,Trichoneura,lindleyana,,,,LC
107,56496009,Pectis,robusta;caymanensis,,,,CR
108,83759014,Genista,hispanica,,,,LC
109,83759018,Genista,hystrix,,,,LC
110,80220185,Stenogyne,bifida,,,,CR
111,89826661,Gagea,extremadurensis,,Gagée d’Estrémadure,Gagée d’Estrémadure;Estremadure gagea,DD
112,56758344,Brahea,calcarea,,,,LC
113,83759230,Genista,lucida,,,,NT
114,80220290,Stenogyne,campanulata,,,,CR
115,80220314,Stenogyne,kanehoana,,,,CR
116,83759277,Genista,nissana,,Macedonian Broom,Macedonian Broom,DD
117,83759389,Genista,polyanthos,,,,LC
118,83759406,Genista,radiata,,,,LC
119,64270123,Carex,anthoxanthea,,Grassy-slope arctic sedge,Grassy-slope arctic sedge,LC
120,83759451,Genista,salzmannii,,,,LC
121,56496487,Verbesina,caymanensis,,,,CR
122,83759483,Genista,versicolor,,,,LC
123,56496514,Cordia,alliodora,,Manjack,Cap Prieto;Manjack,LC
124,56496522,Cordia,collococca,,Clammy Cherry,Clammy Cherry,LC
125,56496527,Cordia,rickseckeri,,San Bartolom,San Bartolom,NT
126,116134318,Lepidagathis,chevalieri,,,,VU
127,56496562,Cordia,sulcata,,White Manjack,White Manjack,LC
128,56496590,Cordia,laevigata,,Clam Cherry,Mueco;Clam Cherry;Cap Colorado,LC
129,64885226,Brachiaria,multiculma,,,,LC
130,64270157,Carex,arcta,,Northern clustered sedge,Bear sedge;Northern clustered sedge;Narrow sedge,LC
131,64270171,Carex,arctiformis,,,,LC
132,64270175,Carex,atlantica,,Prickly bog sedge,Prickly bog sedge;Atlantic star sedge;Atlantic sedge;Carex atlantique,LC
133,108663386,Coffea,tetragona,,,,LC
134,84939369,Casasia,clusiifolia,,Seven-year Apple,Seven-year Apple;Jagüilla;Guaba de Costa;Jagua de Costa;Pera de la Mar;Jagüita;Jagua Amarilla;Jagua Azul,LC
135,84939414,Casasia,clusiifolia,,Seven-year Apple,Seven-year Apple;Jagüilla;Guaba de Costa;Jagua de Costa;Pera de la Mar;Jagüita;Jagua Amarilla;Jagua Azul,LC
136,56234708,Costus,barbatus,,,,CR
137,103451786,Acer,floridanum,,Southern Sugar Maple,Florida Maple;Southern Sugar Maple,LC
138,80220991,Tetramolopium,rockii,,,,CR
139,84939605,Casasia,hirsuta;clusiifolia,,,,DD
140,80221048,Tetramolopium,calcisabulorum;rockii,,,,CR
141,84939687,Guettarda,krugii,,Frogwood,Cucubano;Frogwood,LC
142,80221174,Trematolobelia,singularis,,,,CR
143,80221227,Vicia,menziesii,,Hawaiian Vetch,Hawaiian Vetch,CR
144,80221367,Viola,chamissoniana,,,pāmakani,VU
145,103451869,Acer,grandidentatum,,Bigtooth Maple,Bigtooth Maple,LC
146,80090298,Euphorbia,skottsbergii,,,,EN
147,84939963,Psychotria,glabrata,,Palo Moro,Palo Moro,LC
148,80221399,Viola,chamissoniana,,,,CR
149,67376345,Eragrostis,episcopulus,,Cliff Hair Grass,Cliff Hair Grass,CR
150,80090352,Exocarpos,luteolus,,,au;Heau,CR
151,86250738,Selenipedium,dodsonii,,,,EN
152,67376379,Eragrostis,saxatilis,,Hair Grass,Hair Grass,EN
153,84940029,Psychotria,urbaniana,,Bois marguerite,Ipéca bâtard;Graine bleue;Bois marguerite,LC
154,80090392,Geranium,arboreum,,,nohoanu,CR
155,67376420,Panicum,joshuae,,Rock Millet,Rock Millet,VU
156,80221505,Viola,helenae,,,,CR
157,87561548,Hymenostylium,gracillimum,,,,LR/lc
158,108664159,Coffea,tricalysioides,,,,LC
159,56497523,Cordia,sebestena,,,,LC
160,86250911,Selenipedium,chironianum,,,,CR
161,62002626,Elaeagnus,angustifolia,,Russian Olive,Russian Olive,LC
162,18748884,Vaccinium,vitis-idaea,,Lingonberry,Lingonberry;Cowberry;Wol-gyul,LC
163,80090580,Gouania,meyenii,,,,CR
164,108664281,Coffea,tsirananae,,,,VU
165,64886235,Polypodium,tridens,,Helecho rústico,Helecho rústico,LC
166,84940286,Rondeletia,pilosa,,Cordobancillo Peludo,Cordobancillo Peludo;Cachimbo Peludo;Lechechillo,NT
167,88610304,Trachypteris,drakeana,,,,VU
168,103451945,Acer,skutchii,,Álamo plateado,Álamo plateado,CR
169,116165117,Spiraeanthemum,pedunculatum,,,,EN
170,108664391,Coffea,vatovavyensis,,,,CR
171,64270380,Carex,brunnescens,,,,LC
172,64270394,Carex,bullata,,Button sedge,Button sedge,DD
173,84940461,Scolosanthus,versicolor,,Puerto Rico Devilbrush,Tintillo;Alfiler;Puerto Rico Devilbrush,LC
174,64270410,Carex,buxbaumii,,Club sedge,Club sedge;Buxbaum's sedge,LC
175,108664605,Coffea,vianneyi,,,,EN
176,86251344,Phragmipedium,anguloi,,,,CR
177,108664709,Coffea,vohemarensis,,,,EN
178,84940710,Stenostomum,coriaceum,,Peg Wood,Akukwa;Palo de Quina;Mapou noir;Boje;Chinchona;Peg Wood;Quina,LC
179,84940824,Stenostomum,myrtifolium,,,,LC
180,13506646,Elodea,canadensis,,,,LC
181,20453493,Pinus,nigra,,Corsican Pine,Corsican Pine,LC
182,99752084,Excoecaria,acuminata,,,,VU
183,99752101,Pterocymbium,oceanicum,,,Yanita,CR
184,88610991,Anthospermum,palustre,,,,EN
185,62003383,Endospermum,macrophyllum,,,Kauvula,LC
186,80091402,Isodendrion,laurifolium,,,aupaka,CR
187,116165268,Pancheria,gatopensis,,,,LC
188,13506888,Andropogon,virginicus,,Broomsedge Bluestem,Broomsedge Bluestem,LC
189,80091469,Isodendrion,longifolium,,,Aupaka,EN
190,97538395,Patrinia,saniculifolia,,,Geummatari;금마타리,LC
191,80091503,Isodendrion,pyrifolium,,,Kula wahine noho,CR
192,80091537,Kadua,cookiana,,,Awiwi,EN
193,20453795,Pinus,nigra,,Austrian Pine,Austrian Pine;Schwarzföhre;Black Pine,LC
194,80091565,Kadua,cordata,,,,VU
195,80091620,Kadua,cordata,,,,CR
196,13507050,Asparagus,aethiopicus,,,Haakdoring,LC
197,63707797,Dorstenia,zambesiaca,,,,VU
198,80091826,Kadua,coriacea,,,kio'ele,CR
199,63707848,Pseudomussaenda,mozambicensis,,,,EN
200,46406346,Podocarpus,rubens,,,,LC
201,65542879,Brachystephanus,jaundensis,,,,LC
202,17046266,Cyperus,wissmannii,,,,DD
203,17046274,Polygonum,argyrocoleon,,,,LC
204,17046283,Lindenbergia,indica,,,,LC
205,80091967,Kadua,degeneri,,,,CR
206,88611669,Ixora,ripicola,,,motrobeantinianana,NT
207,88611679,Ixora,sambiranensis,,,,EN
208,80092017,Kadua,degeneri,,,,CR
209,88611699,Peponidium,anoveanum,,,,VU
210,56499067,Varronia,polycephala,,,,LC
211,88611728,Pyrostria,italyensis,,,,EN
212,56499094,Varronia,bullata,,,,LC
213,88611742,Mimusops,nossibeensis,,,,CR
214,56499118,Varronia,bullata,humilis,,,LC
215,88611792,Pneumatopteris,humbertii,,,,VU
216,56499153,Varronia,bullata,bullata,,,LC
217,116165403,Pancheria,beauverdiana,,,,LC
218,88611840,Elatostema,subfavosum,,,,EN
219,80092214,Kadua,degeneri,,,,CR
220,80092248,Kadua,laxiflora,,,,CR
221,80092275,Kadua,parvula,,,,CR
222,80092309,Kadua,st-johnii,,,,CR
223,89005237,Crypsis,hadjikyriakou,,,,VU
224,20454606,Pinus,nigra,,,,LC
225,85728510,Uvaria,sofa,,,,LC
226,56499490,Varronia,bahamensis,,,,LC
227,80092456,Kanaloa,kahoolawensis,,,ka palupalu o Kanaloa,CR
228,56499521,Varronia,bellonis,,,,CR
229,56499527,Varronia,brittonii,,,,LC
230,67378509,Osteospermum,sanctae-helenae,,Boneseed,Boneseed,LC
231,62004694,Fagus,grandifolia,,American Beech,American Beech,LC
232,80092636,Labordia,triflora,,,kamakahala,CR
233,20454910,Pinus,nigra,,,,LC
234,56499791,Varronia,lima,,,,LC
235,99518569,Balaka,diffusa,,,,CR
236,56499794,Varronia,lucayana,,,,NT
237,116165528,Pancheria,alaternoides,,,,LC
238,56499798,Lepidium,filicaule,,,,EN
239,56499801,Wittmackia,caymanensis,,Old George,Old George,CR
240,56499815,Crossopetalum,caymanense,,,,LC
241,56499818,Cionosicys,pomiformis,,Duppy Gourd,Wild Pumpkin;Duppy Gourd;Duppy Pumpkin,LC
242,56499821,Euphorbia,torralbasii,,,,LC
243,56499825,Euphorbia,bruntii,,,,DD
244,56499830,Argythamnia,proctorii,,Cayman Silverbush,Cayman Silverbush,LC
245,56499847,Aegiphila,caymanensis,,,,CR
246,56499879,Salvia,caymanensis,,,,CR
247,56499882,Dendropemon,caymanensis,,,,CR
248,56499885,Malpighia,cubensis,,Lady Hair,Palo Bronco Chico;Palo Bronco de Hoja Pequena;Lady Hair,LC
249,56499888,Pisonia,margaretiae,,,,CR
250,56499921,Dendrophylax,fawcettii,,,,CR
251,56499924,Encyclia,kingsii,,,,CR
252,56499971,Myrmecophila,thomsoniana,,Banana Orchid,Banana Orchid,EN
253,80224011,Viola,oahuensis,,,,EN
254,56499985,Myrmecophila,thomsoniana;minor,,,,EN
255,56499988,Myrmecophila,thomsoniana,,,,EN
256,80224047,Wilkesia,hobdyi,,Dwarf Iliau,Dwarf Iliau,CR
257,67379055,Chenopodium,helenense,,St Helena Goosefoot,St Helena Goosefoot,VU
258,85729141,Mischogyne,elliotianum,,,,LC
259,67379066,Kewa,acida,,Salad Plant,Salad Plant,CR
260,67379098,Euphorbia,heleniana,,French Grass,St Helena Spurge;French Grass,CR
261,67379110,Pelargonium,cotyledonis,,Old Father Live Forever,Old Father Live Forever,CR
262,67379124,Heliotropium,pannifolium,,St Helena Heliotrope,St Helena Heliotrope,EX
263,79830986,Cyrtandra,subumbellata,,,,CR
264,63709138,Alloeochaete,namuliensis,,,,VU
265,62005226,Lithocarpus,solerianus,,,,DD
266,103292952,Persea,rufescens,,,,EN
267,88612894,Xyris,baronii,,,,VU
268,107356246,Aeonium,gorgoneum,,,,EN
269,88612964,Lysimachia,nummularifolia,,,,EN
270,62005368,Lithocarpus,vinkii,,,,VU
271,88612986,Lysimachia,peploides,,,,EN
272,88613002,Lysimachia,rubricaulis,,,,NT
273,103293092,Persea,purpusii,,,,DD
274,99518694,Cyphosperma,naboutinense,,,,CR
275,64270920,Carex,comosa,,Bristly sedge,Bristly sedge,LC
276,56500529,Agalinis,kingsii,,,,CR
277,56500553,Turnera,triglandulosa,,,,DD
278,56500572,Phyllanthus,caymanensis,,,,EN
279,56500587,Jacquinia,proctorii,,Wash Wood,Wash Wood,VU
280,56500592,Spermacoce,capillaris,,,,EN
281,103686613,Cneorum,pulverulentum,,Leña Buena,Orijama;Leña Santa;Leña Buena,LC
282,64270998,Carex,crinita,,Fringed sedge,Fringed sedge,LC
283,103293598,Persea,vesticula,,,,LC
284,103293638,Persea,veraguasensis,,Aguacatillo,Aguacatillo,DD
285,109716329,Physalis,minuta,,,,LC
286,109716340,Physalis,muelleri,,,,CR
287,109716355,Physalis,nicandroides,,,,LC
288,109716372,Physalis,orizabae,,,,LC
289,87827350,Colchicum,cupanii,,,,LC
290,116165797,Cunonia,varijuga,,,,LC
291,109716391,Physalis,patula,,,,LC
292,78914533,Quercus,douglasii,,Blue Oak,Iron Oak;Blue Oak;Mountain Oak,LC
293,54141959,Asarum,gusk,,,Gusuku-kan-aoi,CR
294,50471966,Prunus,hortulana,,Hortulan Plum,Wild-goose Plum;Ameixeira-Americana;Gärtnerpflaume;Hortulan Plum;Hog Plum,LC
295,54142016,Asarum,fudsinoi,,,Fujino-kan-aoi,VU
296,109716564,Physalis,pennellii,,,,NT
297,109716592,Physalis,philadelphica,,Tomatillo,Coqueret;Tomate fraise;Tomatillo ground-cherry;Large-flower tomatillo;Tomate verde;Tomatillo;Alkékenge du Mexique;Miltomate;Husk-tomato;Mexikanische Blasenkirsche;Tomate;Tomate de cáscara,LC
298,54142074,Asarum,lutchuense,,,Ooba-kan-aoi,EN
299,64271098,Carex,cryptolepis,,Northeastern sedge,Northeastern sedge,LC
300,109716626,Physalis,porrecta,,,,DD
301,109716643,Physalis,pringlei,,,,LC
302,103294119,Persea,chamissonis,,,,EN
303,109716654,Physalis,pruinosa,,,,LC
304,54142129,Asarum,monodoriflorum,,,Monodora-kan-aoi,CR
305,83764446,Hypericum,canariense,,Granadillo,Canary Islands St. John's-wort;Granadillo,LC
306,103294178,Persea,longipes,,,,EN
307,64271123,Carex,cusickii,,Cusick's sedge,Cusick's sedge,LC
308,54142204,Asarum,okinawense,,,Hina-Kan-aoi,CR
309,109716752,Physalis,tehuacanensis,,,,CR
310,64271133,Carex,emoryi,,Emory's sedge,Emory's sedge,LC
311,54142278,Asarum,pellucidum,,,Torigamine-kan-aoi,CR
312,64271142,Carex,exilis,,Coastal sedge,Coastal sedge,LC
313,83764576,Lavandula,lanata,,Woolly Lavender,Woolly Lavender,LC
314,64271146,Carex,exsiccata,,Beaked sedge,Beaked sedge,LC
315,64271157,Carex,folliculata,,Northern long sedge,Northern long sedge,LC
316,54142410,Asarum,simile,,,Tokunoshima-kan-aoi,VU
317,111580831,Araucaria,muelleri,,,,EN
318,103294457,Persea,hintonii,,Laurel,Laurel;Laurel de Olor;Tepehuacate,VU
319,116165929,Cunonia,schinziana,,,,EN
320,54142524,Asarum,trinacriforme,,,Kakeroma-kan-aoi,EN
321,20457025,Pinus,tabuliformis;mukdensis,,,,LC
322,85730886,Bulbostylis,bodardii,,,,EN
323,64271217,Carex,glareosa,,Lesser saltmarsh sedge,Lesser saltmarsh sedge;Clustered sedge;Weak clustered sedge,LC
324,85731054,Hypolytrum,cacuminum,,,,EN
325,86124273,Malva,canariensis,,Malva de risco,Malva de risco,DD
326,64271226,Carex,granularis,,Granular sedge,Limestone meadow sedge;Carex granuleux;Granular sedge,LC
327,85731137,Cyperus,felicis,,,,EN
328,64271241,Carex,gynandra,,Mountain fringed sedge,Nodding sedge;Mountain fringed sedge,LC
329,99519036,Meryta,tenuifolia,,,Lutulutu,CR
330,64271261,Carex,gynocrates,,Northern bog sedge,Northern bog sedge;Yellow bog sedge;Bog sedge;Carex à côtes,LC
331,86124499,Sonchus,palmensis,,,,LC
332,85731314,Scleria,guineensis,,,,CR
333,58992634,Byrsonima,riparia,,,,DD
334,64271276,Carex,haydenii,,Hayden's sedge,Hayden's sedge;Long-scale tussock sedge;Cloud sedge;Carex de hayden,LC
335,85731362,Nemum,bulbostyloides,,,,VU
336,89663596,Begonia,bataiensis,,,,VU
337,103295241,Persea,pallescens,,,,EN
338,89663791,Amorphophallus,kienluongensis,,,,VU
339,64271359,Carex,heleonastes,,Hudson bay sedge,Carex héléonaste;Carex des tourbières;Hudson bay sedge,DD
340,85731741,Phyllanthus,bancilhonae,,,,NT
341,89139662,Gagea,algeriensis,,Gagée d’Algérie,Algerian Gagea;Gagée d’Algérie,LC
342,83503613,Asplenium,octoploideum,,Canarian Spleenwort,Canarian Spleenwort,NT
343,64271385,Carex,hyalinolepis,,Shoreline sedge,Shoreline sedge,LC
344,103295755,Physalis,melanocystis,,,,LC
345,61483818,Chrysanthellum,pusillum,,Botón Amarillo,Botón Amarillo,LC
346,15633155,Euphorbia,pervittata,,,,VU
347,61483949,Delilia,inelegans,,,,EX
348,64271477,Carex,hystericina,,,,LC
349,64271495,Carex,interior,,Inland sedge,Inland sedge,LC
350,67513490,Magnolia,atlantida,,,,DD
351,67513493,Magnolia,azulensis,,,,DD
352,67513496,Magnolia,bankardiorum,,,,VU
353,67513499,Magnolia,canandeana,,,,CR
354,67513502,Magnolia,chiriquiensis,,,,DD
355,67513505,Magnolia,cochranei,,,,EN
356,67513508,Magnolia,costaricensis,,,,VU
357,61484199,Jaegeria,gracilis,,Galapagos Jaegeria,Galapagos Jaegeria,LC
358,67513511,Magnolia,crassifolia,,,,CR
359,67513514,Magnolia,decastroi,,,,EN
360,67513517,Magnolia,elfina,,,,DD
361,67513520,Magnolia,equatorialis,,,,LC
362,67513523,Magnolia,faustinomirandae,,,,CR
363,67513526,Magnolia,gentryi,,,,EN
364,67513529,Magnolia,guanacastensis,,,,EN
365,67513532,Magnolia,inbioana,,,,EN
366,67513535,Magnolia,jaenensis,,Militar,Militar,EN
367,67513538,Magnolia,jaliscana,,,,EN
368,67513541,Magnolia,kichuana,,,,EN
369,67513544,Magnolia,lacandonica,,,,CR
370,67513547,Magnolia,lopezobradorii,,,,DD
371,67513550,Magnolia,lozanoi,,,,DD
372,67513553,Magnolia,macrocarpa,,,Yolosoxitl,DD
373,67513560,Magnolia,madidiensis,,,,EN
374,67513563,Magnolia,manguillo,,,,CR
375,67513566,Magnolia,mayae,,,,CR
376,67513569,Magnolia,multinervia,,,,VU
377,67513572,Magnolia,oaxacensis,,,,EN
378,67513575,Magnolia,ofeliae,,,,CR
379,67513578,Magnolia,palandana,,,,EN
380,56503531,Chiococca,alba,,,,LC
381,67513581,Magnolia,paranaensis,,,,DD
382,67513584,Magnolia,pastazaensis,,,,EN
383,67513587,Magnolia,pedrazae,,Campeche,Campeche,EN
384,67513590,Magnolia,perezfarrerae,,Flor de Corazón,Flor de Corazón,EN
385,67513593,Magnolia,peruviana,,,,DD
386,67513596,Magnolia,quetzal,,Limoncillo,Limoncillo,EN
387,67513599,Magnolia,savegrensis,,,,DD
388,67513602,Magnolia,shuarorum,,,,EN
389,67513605,Magnolia,sinacacolinii,,,,DD
390,67513608,Magnolia,steyermarkii,,Palo de Peña,Palo de Peña,DD
391,67513611,Magnolia,talamancana,,,,VU
392,67513621,Magnolia,vallartensis,,,,CR
393,64271536,Carex,intumescens,,Greater bladder sedge,Greater bladder sedge,LC
394,67513624,Magnolia,vovidesii,,,,EN
395,67513627,Magnolia,wendtii,,,,CR
396,67513630,Magnolia,wetteri,,,,EN
397,67513633,Magnolia,yantzazana,,,,EN
398,67513636,Magnolia,zamorana,,,,DD
399,67513639,Magnolia,zamudioi,,,,DD
400,67513642,Magnolia,zoquepopolucae,,,,DD
401,67513645,Magnolia,juninensis,,,,EN
402,64271548,Carex,lacustris,,Lake bank sedge,Carex lacustre;Hairy sedge;Lake bank sedge,LC
403,64271551,Carex,laeviconica,,Smoothcone sedge,Smooth fruit sedge;Plains slough sedge;Smoothcone sedge,DD
404,56503696,Guettarda,scabra,,,,LC
405,56503706,Catesbaea,parviflora,,,,LC
406,56503710,Ernodea,littoralis,,,,LC
407,56503729,Strumpfia,maritima,,,,LC
408,56503738,Rachicallis,americana,,,,LC
409,56503760,Scolosanthus,roulstonii,,,,EN
410,89796054,Gagea,polymorpha,,Gagée variable,Gagée variable;Changing Gagea,NT
411,56503771,Casearia,staffordiae,,,,CR
412,56503782,Banara,caymanensis,,,,CR
413,56503799,Daphnopsis,occidentalis,,Burn Nose,Burn Nose,LC
414,19017230,Hyphaene,thebaica,,Doum Palm,Doum;Doumier;Palmier Doum;Gingerbread Palm;Doum Palm,LC
415,78786326,Cyperus,pennatiformis,,,,EN
416,78786376,Cyperus,bryanii;pennatiformis,,,,CR
417,64271682,Carex,laevivaginata,,Smoothsheath sedge,Smoothsheath sedge;Carex à gaine lisse,LC
418,97529851,Berberis,koreana,,,매자나무;Maejanamu,LC
419,70922285,Allium,therinanthum,,Summer Garlic,Shum keitzi;Summer Garlic;שום קייצי,EN
420,64271697,Carex,lapponica,,Lapland sedge,Carex de laponie;Lapland sedge,DD
421,64271725,Carex,laxa,,Weak sedge,Weak sedge;Carex lâche,DD
422,50475289,Prunus,incana,,Willow Cherry,graue Kirschmandel;Willow Cherry,DD
423,80228720,Polyscias,bisattenuata,,,,CR
424,64271758,Carex,lenticularis,,Shore sedge,Lakeshore sedge;Shore sedge;Caerx lenticulaire,LC
425,80228773,Polyscias,flynnii,,,,CR
426,50475511,Prunus,incisa,,Fuji Cherry,Märzkirsche;dvärgkörsbär;Fuji Cherry;Kojo-no-mai,DD
427,58077687,Ranunculus,bangii,,,,DD
428,80228875,Pritchardia,flynnii,,Flynn's Loulu,Flynn's Loulu;loulu,EN
429,58077719,Ranunculus,breviscapus,,,,LC
430,80228952,Pritchardia,minor,,Alakai Swamp Pritchardia,alaka'i loulu;alaka'i;loulu;Swamp Pritchardia;Alakai Swamp Pritchardia,EN
431,78787179,Cyrtandra,crenata,,,,CR
432,64271813,Carex,leptalea,,Bristly-stalked sedge,Little bog sedge;Bristly-stalked sedge;Harper's sedge;Carex à tiges grêles,LC
433,64271818,Carex,livida,,Pale sedge,Carex livide;Livid sedge;Pale sedge,LC
434,80229055,Asplenium,diellaciniatum,,,,CR
435,64271826,Carex,loliacea,,Ryegrass sedge,Ryegrass sedge,LC
436,47723218,Lycochloa,avenacea,,Oat-like lycochloa,Oat-like lycochloa,CR
437,80229074,Asplenium,dielmannii,,,,CR
438,97006341,Sorbus,croceocarpa,,Orange Whitebeam,Orange Whitebeam,DD
439,97530634,Weigela,subsessilis,,,병꽃나무;Byeongkotnamu,LC
440,80229156,Dubautia,kalalauensis,,,Na'ena'e,CR
441,80229184,Dubautia,kenwoodii,,,Na'ena'e,CR
442,80229274,Sadleria,wagneriana,,,,CR
443,50475932,Prunus,maritima,,Beach Plum,Strandpflaume;Beach Plum;Shore Plum,DD
444,97530794,Lonicera,subsessilis,,,Chunggoeibulnamu;청괴불나무,LC
445,58078147,Ranunculus,gusmannii,,Urcurrosa,Urcurrosa,LC
446,89797614,Gagea,pampaninii,,Gagée de Pampanini,Pampanini’s Gagea;Gagée de Pampanini,DD
447,116166630,Codia,mackeeana,,,,NT
448,18625568,Cephalotaxus,mannii,,Mann's Yew Plum,Hai nan cu fei;Mann's Yew Plum;Phi ba mui;Dinh tung,VU
449,20460959,Abies,vejarii;macrocarpa,,,,VU
