,id,genus,species,sub_species,main_common_name,other_common_names,status
14659,45273,Gentianella,oellgaardii,,,,VU
14660,45274,Gentianella,polyantha,,,,EN
14661,45275,Gentianella,profusa,,,,VU
14662,45276,Gentianella,rupicola,,,,LC
14663,45277,Gentianella,saxifragoides,,,,VU
14664,45278,Gentianella,splendens,,,,LC
14665,45279,Gentianella,sulphurea,,,,VU
14666,45280,Halenia,longicaulis,,,,LC
14667,45281,Halenia,minima,,,,NT
14668,45282,Halenia,pulchella,,,,LC
14669,45283,Halenia,serpyllifolia,,,,EN
14670,45284,Halenia,taruga-gasso,,,,NT
14671,45285,Macrocarpaea,harlingii,,,,VU
14672,45286,Geranium,antisanae,,,,CR
14673,45287,Geranium,chimborazense,,,,VU
14674,45288,Geranium,ecuadoriense,,,,VU
14675,45289,Geranium,exallum,,,,EN
14676,45290,Geranium,guamanense,,,,VU
14677,45291,Geranium,holm-nielsenii,,,,VU
14678,45292,Geranium,loxense,,,,VU
14679,176365,Lepidium,syvaschicum,,,,DD
14680,45293,Geranium,sericeum,,,,VU
14681,45294,Alloplectus,herthae,,,,DD
14682,45295,Alloplectus,martinianus,,,,VU
14683,176369,Rorippa,islandica,,Marsh Cress,Yellow Watercress;Marsh Cress;Northern Yellow Cress,LC
14684,45296,Alloplectus,penduliflorus,,,,VU
14685,45297,Besleria,comosa,,,,LC
14686,45298,Besleria,miniata,,,,DD
14687,45299,Besleria,modica,,,,NT
14688,45300,Besleria,quadrangulata,,,,NT
14689,176375,Medicago,kotovii,,,,VU
14690,176376,Barbarea,bracteosa,,,,DD
14691,176377,Asparagus,officinalis,,Asparagus,Asperge;Garden Asparagus;Espárrago;Esparraguera;Asparagus,LC
14692,45301,Codonanthe,erubenscens,,,,DD
14693,45302,Columnea,albiflora,,,,VU
14694,45303,Columnea,asteroloma,,,,CR
14695,45304,Columnea,atahualpae,,,,EN
14696,45305,Columnea,brenneri,,,,VU
14697,45306,Columnea,capillosa,,,,VU
14698,45307,Columnea,elongatifolia,,,,VU
14699,45308,Columnea,eubracteata,,,,VU
14700,45309,Columnea,flexiflora,,,,EN
14701,176387,Isatis,arnoldiana,,Arnoldi's Woad,Lrdzhun Arnoldi;Vayda Arnoldi;Arnoldi's Woad,DD
14702,176388,Rorippa,lippizensis,,,,LC
14703,45310,Columnea,katzensteinii,,,,VU
14704,176390,Trifolium,incarnatum,,Crimson Clover,Crimson Clover;Trèfle Incarnat;Carnation Clover;Italian Clover;Scarlet Clover;Farouche;Trébol Encarnado,LC
14705,45311,Columnea,manabiana,,,,CR
14706,176392,Asparagus,verticillatus,,,,LC
14707,45312,Columnea,mastersonii,,,,VU
14708,45313,Columnea,ovatifolia,,,,VU
14709,45314,Columnea,poortmannii,,,,CR
14710,45315,Columnea,rileyi,,,,VU
14711,45316,Columnea,rubribracteata,,,,VU
14712,45317,Columnea,schimpffii,,,,EN
14713,45318,Columnea,tenensis,,,,LC
14714,45319,Corytoplectus,cutucuensis,,,,EN
14715,176401,Lathyrus,rotundifolius,,Round-Leaf Vetchling,Persian Everlasting Pea;Round-Leaf Vetchling;China Kruglolistnaya;China Litvinova,LC
14716,45321,Cremosperma,ecudoranum,,,,VU
14717,45322,Cremosperma,reldioides,,,,VU
14718,45323,Diastema,gymnoleuca,,,,VU
14719,45324,Diastema,incisum,,,,CR
14720,45325,Diastema,sodiroanum,,,,DD
14721,45326,Drymonia,chiribogana,,,,VU
14722,45327,Drymonia,crenatiloba,,,,VU
14723,45328,Drymonia,ecuadorensis,,,,EN
14724,45329,Drymonia,laciniosa,,,,EN
14725,45330,Drymonia,pulchra,,,,VU
14726,45331,Drymonia,punctulata,,,,VU
14727,45332,Drymonia,rhodoloma,,,,EN
14728,45333,Drymonia,utuanensis,,,,EN
14729,45334,Gasteranthus,atratus,,,,CR
14730,45335,Gasteranthus,bilsaensis,,,,EN
14731,45336,Gasteranthus,carinatus,,,,EN
14732,45337,Gasteranthus,crispus,,,,EN
14733,45338,Gasteranthus,extinctus,,,,CR
14734,45339,Gasteranthus,imbaburensis,,,,VU
14735,45340,Gasteranthus,lateralis,,,,VU
14736,45341,Gasteranthus,macrocalyx,,,,EN
14737,45342,Gasteranthus,mutabilis,,,,EN
14738,45343,Gasteranthus,orientandinus,,,,EN
14739,45344,Gasteranthus,otongensis,,,,VU
14740,45345,Gasteranthus,perennis,,,,EN
14741,45346,Gasteranthus,tenellus,,,,EN
14742,45347,Gasteranthus,ternatus,,,,EN
14743,45348,Gasteranthus,timidus,,,,EN
14744,45349,Gasteranthus,trifoliatus,,,,VU
14745,45350,Monopyle,ecuadorensis,,,,VU
14746,45352,Monopyle,paniculata,,,,CR
14747,45353,Monopyle,sodiroana,,,,EN
14748,45354,Monopyle,stenoloba,,,,EN
14749,45355,Napeanthus,ecuadorensis,,,,DD
14750,45356,Nautilocalyx,ecuadoranus,,,,NT
14751,45357,Nautilocalyx,glandulifer,,,,VU
14752,45358,Nautilocalyx,vinosus,,,,NT
14753,45359,Paradrymonia,aurea,,,,VU
14754,45360,Paradrymonia,binata,,,,EN
14755,45361,Paradrymonia,fuquaiana,,,,VU
14756,45362,Paradrymonia,hypocyrta,,,,EN
14757,45363,Paradrymonia,lacera,,,,EN
14758,45364,Pearcea,bilabiata,,,,EN
14759,45365,Pearcea,cordata,,,,VU
14760,45366,Pearcea,glabrata,,,,VU
14761,45367,Pearcea,gracilis,,,,EN
14762,45368,Pearcea,hypocyrtiflora,,,,NT
14763,45369,Pearcea,intermedia,,,,EN
14764,45370,Pearcea,rhodotricha,,,,NT
14765,45371,Pearcea,schimpfii,,,,NT
14766,45372,Phinaea,ecuadorana,,,,VU
14767,176453,Asparagus,nesiotes,,,,EN
14768,45373,Reldia,calcarata,,,,EN
14769,45374,Reldia,multiflora,,,,VU
14770,45375,Ribes,austroecuadorense,,,,VU
14771,45376,Ribes,lehmannii,,,,VU
14772,176458,Barbarea,lepuznica,,,,EN
14773,45378,Heliconia,berryi,,,,VU
14774,45379,Heliconia,brenneri,,,,VU
14775,45380,Heliconia,excelsa,,,,VU
14776,45381,Heliconia,flabellata,,,,DD
14777,45382,Heliconia,fredberryana,,,,VU
14778,45383,Heliconia,gaiboriana,,,,VU
14779,45384,Heliconia,litana,,,,VU
14780,45385,Heliconia,lutheri,,,,VU
14781,176467,Medicago,scutellata,,Snail Medic,Snail Clover;Snail Medick;Snail Medic,LC
14782,45387,Heliconia,obscura,,,,VU
14783,45388,Heliconia,paludigena,,,,VU
14784,45389,Heliconia,pardoi,,,,VU
14785,45390,Heliconia,peckenpaughii,,,,VU
14786,45391,Heliconia,peteriana,,,,VU
14787,45392,Heliconia,riopalenquensis,,,,VU
14788,45393,Heliconia,sclerotricha,,,,NT
14789,45394,Heliconia,virginalis,,,,VU
14790,45395,Heliconia,willisiana,,,,DD
14791,45396,Hernandia,lychnifera,,,,EN
14792,176478,Medicago,carstiensis,,,,LC
14793,45398,Clinopodium,fasciculatum,,,,LC
14794,45399,Clinopodium,mutabile,,,,NT
14795,45400,Hyptis,argutifolia,,,,CR
14796,45402,Acanthopale,decempedalis,,,,VU
14797,45403,Asystasia,glandulifera,,,,VU
14798,45404,Brachystephanus,giganteus,,,,VU
14799,45405,Brachystephanus,kupeensis,,,,CR
14800,176486,Rorippa,sylvestris,,Creeping Yellow Cress,Creeping Yellow Cress;Yellow Field Cress;Creeping Yellow Field Cress,LC
14801,45406,Brachystephanus,longiflorus,,,,VU
14802,45407,Brachystephanus,jaundensis,nimbae,,,VU
14803,176489,Medicago,truncatula,,Barrel Clover,Trébol Barril;Barrel Clover;Luzerne tronquée;Strong-Spined Medick;Barrel Medic,LC
14804,45409,Dicliptera,silvestris,,,,VU
14805,45410,Justicia,camerunensis,,,,VU
14806,176492,Crambe,strigosa,,Col de Risco,Col de Risco,LC
14807,45412,Justicia,orbicularis,,,,VU
14808,176494,Elymus,alopex,,,,LC
14809,45414,Staurogyne,bicolor,,,,VU
14810,45415,Whitfieldia,preussii,,,,VU
14811,45416,Cyathula,fernando-poensis,,,,EN
14812,45417,Cleistopholis,staudtii,,,,VU
14813,45418,Isolona,zenkeri,,,,VU
14814,45419,Piptostigma,calophyllum,,,,VU
14815,45420,Uvariodendron,giganteum,,,,VU
14816,45421,Uvariopsis,submontana,,,,EN
14817,45422,Uvariopsis,vanderystii,,,,VU
14818,45423,Xylopia,africana,,,,VU
14819,45424,Schefflera,hierniana,,,,VU
14820,45425,Schefflera,mannii,,,,VU
14821,45426,Pararistolochia,ceropegioides,,,,VU
14822,176508,Asparagus,acutifolius,,Esparrago triguero,Esparrago triguero;Wild asparagus;Corruda,LC
14823,45428,Secamone,racemosa,,,,VU
14824,45429,Impatiens,frithii,,,,EN
14825,45430,Impatiens,letouzeyi,,,,EN
14826,45431,Impatiens,sakeriana,,,,VU
14827,176513,Medicago,arborea,,Tree Medic,Alfalfa arbórea;Moon Trefoil;Amourette jaune;Luzerne arborescente;Tree Medic,LC
14828,45433,Begonia,bonus-henricus,,,,EN
14829,45434,Begonia,duncan-thomasii,,,,VU
14830,45435,Begonia,furfuracea,,,,EN
14831,45436,Begonia,pelargoniiflora,,,,EN
14832,45437,Begonia,pseudoviola,,,,EN
14833,45438,Dielsantha,galeopsoides,,,,NT
14834,45439,Cylicomorpha,solmsii,,,,NT
14835,45440,Salacia,mamba,,,,NT
14836,45441,Dactyladenia,johnstonei,,,,CR
14837,45442,Magnistipula,conrauana,,,,EN
14838,45443,Bidens,mannii,,,,VU
14839,45444,Crassocephalum,bauchiense,,,,VU
14840,45445,Mikaniopsis,vitalba,,,,VU
14841,45446,Momordica,enneaphylla,,,,VU
14842,45447,Diospyros,kupensis,,,,VU
14843,176529,Barbarea,bosniaca,,Bosnian Yellow Rocket,Bosnian Yellow Rocket,DD
14844,176530,Barbarea,macrophylla,,,,DD
14845,45450,Crotonogyne,zenkeri,,,,VU
14846,45451,Drypetes,magnistipula,,,,EN
14847,176533,Asparagus,arborescens,,Esparragera,Esparragera,VU
14848,45453,Drypetes,staudtii,,,,VU
14849,45454,Hamilcoa,zenkeri,,,,VU
14850,45455,Phyllanthus,caesiifolius,,,,CR
14851,45456,Phyllanthus,nyale,,,,CR
14852,45457,Thecacoris,annobonae,,,,EN
14853,45458,Homalium,hypolasium,,,,EN
14854,45459,Nodonema,lineatum,,,,VU
14855,45460,Allanblackia,gabonensis,,,,VU
14856,45461,Miconia,sparrei,,,,VU
14857,176543,Medicago,murex,,,,LC
14858,176544,Medicago,secundiflora,,,,LC
14859,176545,Isatis,villarsii,,,,DD
14860,45465,Miconia,vesca,,,,EN
14861,176547,Agropyron,cimmericum,,Kerch Wheatgrass,Kerch Wheatgrass,EN
14862,45467,Mouriri,laxiflora,,,,NT
14863,176549,Lepidium,heterophyllum,,Smith's Pepperwort,Smith's Pepperwort,LC
14864,45469,Ossaea,incerta,,,,EN
14865,45470,Ossaea,palenquensis,,,,EN
14866,45471,Ossaea,sparrei,,,,VU
14867,45472,Tibouchina,anderssonii,,,,EN
14868,45473,Tibouchina,campii,,,,VU
14869,45474,Tibouchina,oroensis,,,,VU
14870,45475,Topobea,asplundii,,,,VU
14871,45476,Topobea,brevibractea,,,,VU
14872,45477,Topobea,cutucuensis,,,,EN
14873,45478,Topobea,eplingii,,,,EN
14874,45479,Topobea,induta,,,,DD
14875,45480,Topobea,macbrydei,,,,EN
14876,45481,Topobea,maguirei,,,,EN
14877,45482,Topobea,toachiensis,,,,EN
14878,45483,Topobea,verrucosa,,,,EN
14879,45484,Triolena,asplundii,,,,EN
14880,176566,Barbarea,rupicola,,,,LC
14881,45486,Triolena,pedemontana,,,,VU
14882,45487,Triolena,pustulata,,,,LC
14883,45488,Carapa,megistocarpa,,,,EN
14884,45489,Ruagea,membranacea,,,,VU
14885,45490,Trichilia,primogenita,,,,VU
14886,45491,Disciphania,inversa,,,,EN
14887,45492,Disciphania,tricaudata,,,,VU
14888,45493,Odontocarya,perforata,,,,CR
14889,45494,Siparuna,campii,,,,EN
14890,45495,Siparuna,cascada,,,,VU
14891,45496,Siparuna,croatii,,Limón De Monte,Limón De Monte,VU
14892,45497,Siparuna,guajalitensis,,,,VU
14893,45498,Siparuna,multiflora,,,,VU
14894,45499,Siparuna,palenquensis,,,,EN
14895,45500,Siparuna,piloso-lepidota,,,,NT
14896,45501,Ficus,lacunata,,,,VU
14897,45502,Naucleopsis,chiguila,,,,VU
14898,45503,Pseudolmedia,manabiensis,,,,CR
14899,45504,Sorocea,sarcocarpa,,,,EN
14900,45505,Ardisia,carchiana,,,,VU
14901,45506,Ardisia,flavida,,,,VU
14902,45507,Geissanthus,fallenae,,,,EN
14903,45508,Geissanthus,pinchinchana,,,,EN
14904,176590,Diplotaxis,ilorcitana,,,,LC
14905,45510,Parathesis,palaciosii,,,,VU
14906,45511,Eugenia,albida,,,,CR
14907,45512,Eugenia,guayaquilensis,,,,CR
14908,45513,Eugenia,pustulescens,,,,EN
14909,45514,Eugenia,valvata,,,,NT
14910,45515,Myrcia,fasciata,,,,EN
14911,45516,Myrcianthes,irregularis,,,,EN
14912,45517,Psidium,pedicellatum,,,,EN
14913,176599,Medicago,littoralis,,Shore Medick,Shore Medick;Strand Medic,LC
14914,45519,Sauvagesia,brevipetala,,,,VU
14915,176601,Astragalus,arenarius,,Arenarious Milk-vetch,Smiltāju Tragantzirnis;Arenarious Milk-vetch;Astragal Peschanyi;Liiv Hundihammas;Smiltyninė Kulkšnė,LC
14916,45521,Heisteria,cyathiformis,,,,EN
14917,45522,Fuchsia,campii,,,,VU
14918,176604,Crambe,pritzelii,,Col de Risco,Col de Risco,EN
14919,176605,Medicago,pironae,,,,NT
14920,45525,Fuchsia,lehmannii,,,,NT
14921,45526,Fuchsia,loxensis,,Pena Pena,Pena Pena,LC
14922,176608,Cicer,graecum,,,,EN
14923,45528,Fuchsia,pilaloensis,,,,VU
14924,45529,Fuchsia,scherffiana,,,,EN
14925,176611,Medicago,heyniana,,,,NT
14926,45531,Fuchsia,summa,,,,VU
14927,45532,Fuchsia,sylvatica,,,,LC
14928,45533,Biophytum,heinrichsae,,,,VU
14929,45534,Oxalis,ecuadorensis,,,,EN
14930,45535,Oxalis,norlindiana,,,,CR
14931,45536,Oxalis,pennelliana,,,,EN
14932,45537,Oxalis,rufescens,,,,VU
14933,45538,Passiflora,ampullacea,,,,VU
14934,45539,Passiflora,andina,,,,EN
14935,45540,Passiflora,anfracta,,,,EN
14936,45541,Passiflora,brachyantha,,,,EN
14937,45542,Passiflora,deltoifolia,,,,VU
14938,45543,Passiflora,discophora,,,,EN
14939,45544,Passiflora,eggersii,,,,VU
14940,45545,Passiflora,harlingii,,,,EN
14941,45546,Passiflora,hirtiflora,,,,VU
14942,45547,Passiflora,indecora,,,,LC
14943,45548,Passiflora,jamesonii,,,,VU
14944,45549,Passiflora,jatunsachensis,,,,VU
14945,45550,Passiflora,linda,,,,EN
14946,45551,Passiflora,loxensis,,,,EN
14947,45552,Passiflora,luzmarina,,,,EN
14948,45553,Passiflora,monadelpha,,,,LC
14949,45554,Passiflora,montana,,,,EN
14950,45555,Passiflora,reflexiflora,,,,NT
14951,45556,Passiflora,roseorum,,,,VU
14952,45557,Passiflora,sanctae-barbarae,,,,VU
14953,45558,Passiflora,smilacifolia,,,,LC
14954,45559,Passiflora,sodiroi,,,,NT
14955,45560,Passiflora,sprucei,,,,LC
14956,45561,Passiflora,subpurpurea,,,,EN
14957,45562,Hyptis,diversifolia,,,,CR
14958,45563,Hyptis,florida,,,,EN
14959,45564,Hyptis,pseudoglauca,,,,EN
14960,45565,Lepechinia,mutica,,,,VU
14961,45566,Lepechinia,paniculata,,,,VU
14962,45567,Lepechinia,rufocampii,,,,VU
14963,45568,Salvia,austromelissodora,,,,VU
14964,45569,Salvia,curticalyx,,,,VU
14965,45570,Salvia,ecuadorensis,,,,EN
14966,45571,Salvia,flocculosa,,,,VU
14967,45572,Salvia,humboltiana,,,,NT
14968,45573,Salvia,leucocephala,,,,VU
14969,45574,Salvia,lobbii,,,,DD
14970,45575,Salvia,loxensis,,,,EN
14971,45576,Salvia,peregrina,,,,EN
14972,45577,Salvia,quitensis,,,,LC
14973,45578,Salvia,sprucei,,,,DD
14974,45579,Salvia,trachyphylla,,,,VU
14975,45580,Salvia,unguella,,,,EN
14976,45581,Scutellaria,alborosea,,,,VU
14977,45582,Scutellaria,sarmentosa,,,,VU
14978,45583,Stachys,debilis,,,,NT
14979,45584,Stachys,sprucei,,,,VU
14980,45585,Aniba,pilosa,,,,EN
14981,45586,Aniba,vulcanicola,,,,VU
14982,45587,Ocotea,oocarpa,,,,DD
14983,45588,Ocotea,pachypoda,,,,CR
14984,45589,Ocotea,rugosa,,,,NT
14985,45590,Persea,conferta,,,,EN
14986,45591,Persea,nudigemma,,,,VU
14987,45592,Pleurothyrium,giganthum,,,,EN
14988,45593,Pleurothyrium,obovatum,,,,EN
14989,45594,Grias,longirachis,,,,EN
14990,45596,Nasa,aequatoriana,,,,EN
14991,45597,Nasa,amaluzensis,,,,VU
14992,45598,Nasa,asplundii,,,,VU
14993,45599,Nasa,auca,,,,VU
14994,45600,Nasa,connectans,,,,EN
14995,45601,Nasa,ferox,,,,CR
14996,45602,Nasa,glabra,,,,VU
14997,45603,Nasa,hornii,,,,VU
14998,45604,Nasa,humboldtiana,,,,NT
14999,45605,Nasa,jungifolia,,,,VU
15000,45606,Nasa,loxensis,,,,NT
15001,45607,Nasa,modesta,,,,VU
15002,45608,Nasa,peltata,,,,EN
15003,45610,Nasa,profundilobata,,,,EN
15004,45611,Nasa,rufipila,,,,VU
15005,45612,Nasa,tabularis,,,,VU
15006,45613,Psittacanthus,barlowii,,,,NT
15007,45614,Struthanthus,lojae,,,,EN
15008,45615,Magnolia,dixonii,,Cucharillo,Cucharillo,CR
15009,45617,Bunchosia,cauliflora,,,,VU
15010,45618,Hiraea,perplexa,,,,VU
15011,45619,Mascagnia,haenkeana,,,,EN
15012,45620,Mezia,tomentosa,,,,VU
15013,45621,Stigmaphyllon,ecudorense,,,,EN
15014,45622,Stigmaphyllon,eggersii,,,,EN
15015,45623,Stigmaphyllon,nudiflorum,,,,CR
15016,45624,Hibiscus,escobariae,,,,NT
15017,45625,Nototriche,ecuadoriensis,,,,VU
15018,45626,Nototriche,jamesonii,,,,LC
15019,45627,Wercklea,intermedia,,,,VU
15020,45628,Wissadula,diffusa,,,,EN
15021,45629,Wissadula,divergens,,,,EN
15022,45630,Calathea,anulque,,,,EN
15023,45631,Calathea,chimboracensis,,,,EN
15024,45632,Calathea,congesta,,,,VU
15025,45633,Calathea,curaraya,,,,VU
15026,45634,Calathea,dodsonii,,,,CR
15027,45635,Calathea,ecuadoriana,,,,NT
15028,45636,Calathea,gandersii,,,,VU
15029,45637,Calathea,hagbergii,,,,EN
15030,45638,Calathea,ischnosiphonoides,,,,EN
15031,45639,Calathea,lanicaulis,,,,VU
15032,45640,Calathea,latrinotecta,,,,VU
15033,45641,Calathea,libbyana,,,,EN
15034,45642,Calathea,multicinta,,,,VU
15035,45643,Calathea,pallidicosta,,,,NT
15036,45644,Calathea,paucifolia,,,,NT
15037,45645,Calathea,petersenii,,,,CR
15038,45646,Calathea,pluriplicata,,,,VU
15039,45647,Calathea,plurispicata,,,,NT
15040,45648,Calathea,roseobracteata,,,,EN
15041,45649,Calathea,utilis,,,,NT
15042,45650,Calathea,veitchiana,,,,NT
15043,45651,Monotagma,rudanii,,,,EN
15044,45652,Stromanthe,ramosissima,,,,VU
15045,45653,Thalia,pavonii,,,,VU
15046,45654,Marcgravia,crassiflora,,,,DD
15047,45655,Marcgravia,grandifolia,,,,EN
15048,45656,Marcgravia,polyadenia,,,,DD
15049,45657,Marcgraviastrum,gigantophyllum,,,,VU
15050,45658,Marcgraviastrum,sodiroi,,,,EN
15051,45659,Aciotis,aristellata,,,,EN
15052,45660,Aciotis,asplundii,,,,VU
15053,45661,Alloneuron,dorrii,,,,VU
15054,45662,Alloneuron,ecuadorense,,,,VU
15055,45663,Axinaea,quitensis,,,,NT
15056,45664,Axinaea,sodiroi,,,,EN
15057,45665,Blakea,acostae,,,,EN
15058,45666,Blakea,campii,,,,VU
15059,45667,Blakea,eriocalyx,,,,EN
15060,45668,Blakea,formicaria,,,,EN
15061,45669,Blakea,glandulosa,,,,NT
15062,45670,Blakea,harlingii,,,,VU
15063,45671,Blakea,hispida,,,,VU
15064,45672,Blakea,incompta,,,,EN
15065,45673,Blakea,involvens,,,,EN
15066,45674,Blakea,jativae,,,,EN
15067,45675,Blakea,languinosa,,,,EN
15068,45676,Blakea,madisonii,,,,VU
15069,45677,Blakea,pichinchensis,,,,VU
15070,45678,Blakea,rotundifolia,,,,VU
15071,45679,Blakea,subvaginata,,,,LC
15072,45680,Brachyotum,alpinum,,,,LC
15073,45681,Brachyotum,azuayense,,,,VU
15074,45682,Brachyotum,benthamianum,,,,VU
15075,45683,Brachyotum,campii,,,,NT
15076,45684,Brachyotum,confertum,,,,LC
15077,45685,Brachyotum,ecuadorense,,,,EN
15078,45686,Brachyotum,fictum,,,,VU
15079,45687,Brachyotum,fraternum,,,,VU
15080,45688,Brachyotum,gracilescens,,,,VU
15081,45689,Brachyotum,harlingii,,,,VU
15082,45690,Brachyotum,incrassatum,,,,VU
15083,45691,Brachyotum,jamesonii,,,,VU
15084,45692,Brachyotum,johannes-julii,,,,VU
15085,45693,Brachyotum,rotundifolium,,,,EN
15086,45694,Brachyotum,rugosum,,,,VU
15087,45695,Brachyotum,russatum,,,,VU
15088,45696,Brachyotum,trichocalyx,,,,EN
15089,45697,Bucquetia,nigritella,,,,VU
15090,45698,Clidemia,ablusa,,,,EN
15091,45699,Clidemia,acostae,,,,VU
15092,45700,Clidemia,asplundii,,,,VU
15093,45701,Clidemia,campii,,,,EN
15094,45702,Clidemia,caudata,,,,NT
15095,45703,Clidemia,cutucuensis,,,,EN
15096,45704,Clidemia,ecuadorensis,,,,CR
15097,45705,Clidemia,imparilis,,,,VU
15098,45706,Clidemia,longipedunculata,,,,NT
15099,45707,Clidemia,purpurea,,,,VU
15100,45708,Conostegia,centronioides,,,,LC
15101,45709,Graffenrieda,harlingii,,,,VU
15102,45710,Graffenrieda,phoenica,,,,DD
15103,45711,Henriettea,odorata,,,,NT
15104,45712,Huilaea,ecuadorensis,,,,VU
15105,45713,Leandra,pastazana,,,,VU
15106,45714,Meriania,acostae,,,,EN
15107,45715,Meriania,almedae,,,,VU
15108,45716,Meriania,amplexicaulis,,,,VU
15109,45717,Meriania,costata,,,,EN
15110,45718,Meriania,cuneifolia,,,,VU
15111,45719,Meriania,denticulata,,,,NT
15112,45720,Meriania,drakei,,,,LC
15113,45721,Meriania,kirkbridei,,,,VU
15114,45722,Meriania,loxensis,,,,EN
15115,45723,Meriania,maguirei,,,,EN
15116,45724,Meriania,pastazana,,,,VU
15117,45725,Meriania,stellata,,,,EN
15118,45726,Miconia,aequatorialis,,,,VU
15119,45727,Miconia,ascendens,,,,EN
15120,45728,Miconia,asplundii,,,,EN
15121,45729,Miconia,barclayana,,,,VU
15122,45730,Miconia,benoistii,,,,CR
15123,45731,Miconia,bolivarensis,,,,VU
15124,45732,Miconia,brevitheca,,,,NT
15125,45733,Miconia,caelata,,,,VU
15126,45734,Miconia,calignosa,,,,VU
15127,45735,Miconia,capitellata,,,,NT
15128,45736,Miconia,cercophora,,,,NT
15129,45737,Miconia,collayensis,,,,EN
15130,45738,Miconia,conformis,,,,NT
15131,45739,Miconia,corazonica,,,,EN
15132,45740,Miconia,cosangensis,,,,VU
15133,45741,Miconia,crebribullata,,,,VU
15134,45742,Miconia,cuprea,,,,EN
15135,45743,Miconia,cutucuensis,,,,EN
15136,45744,Miconia,dapsiliflora,,,,VU
15137,45745,Miconia,dielsii,,,,NT
15138,45746,Miconia,espinosae,,,,EN
15139,45747,Miconia,explicita,,,,VU
15140,45748,Miconia,fosbergii,,,,EN
15141,45749,Miconia,fuliginosa,,,,EN
15142,45750,Miconia,gibba,,,,VU
15143,45751,Miconia,gonioclada,,,,VU
15144,45752,Miconia,grayana,,,,VU
15145,45753,Miconia,guayaquilensis,,,,EN
15146,45754,Miconia,hirsutivena,,,,EN
15147,45755,Miconia,hylophila,,,,VU
15148,45756,Miconia,idiogena,,,,VU
15149,45757,Miconia,imitans,,,,VU
15150,45758,Miconia,inanis,,,,EN
15151,45759,Miconia,innata,,,,VU
15152,45760,Miconia,jorgensenii,,,,VU
15153,45761,Miconia,laxa,,,,VU
15154,45762,Passiflora,telesiphe,,,,DD
15155,45763,Passiflora,trochlearis,,,,VU
15156,45764,Passiflora,zamorana,,,,EN
15157,45765,Peperomia,abnormis,,,,NT
15158,45766,Peperomia,albovittata,,,,CR
15159,45767,Peperomia,aphanoneura,,,,DD
15160,45768,Peperomia,arenillasensis,,,,EN
15161,45769,Peperomia,buxifolia,,,,DD
15162,45770,Peperomia,choritana,,,,VU
15163,45771,Peperomia,clivigaudens,,,,EN
15164,45772,Peperomia,cordilimba,,,,CR
15165,45773,Peperomia,crispa,,,,VU
15166,45774,Peperomia,dauleana,,,,CR
15167,45775,Peperomia,discifolia,,,,DD
15168,45776,Peperomia,disjunctiflora,,,,EN
15169,45777,Peperomia,espinosae,,,,EN
15170,45778,Peperomia,fagerlindii,,,,EN
15171,45779,Peperomia,glandulosa,,,,CR
15172,45780,Peperomia,graveolens,,,,VU
15173,45781,Peperomia,guayaquilensis,,,,CR
15174,45782,Peperomia,guttulata,,,,NT
15175,45783,Peperomia,inconspicua,,,,VU
15176,45784,Peperomia,involucrata,,,,DD
15177,45785,Peperomia,lehmannii,,,,EN
15178,45786,Peperomia,leucanthera,,,,EN
15179,45787,Peperomia,leucorrhachis,,,,CR
15180,45788,Peperomia,litana,,,,CR
15181,45789,Peperomia,micromerioides,,,,CR
15182,45790,Peperomia,millei,,,,VU
15183,45791,Peperomia,mitchelioides,,,,CR
15184,45792,Peperomia,pachystachya,,,,EN
15185,45793,Peperomia,paradoxa,,,,EN
15186,45794,Peperomia,parvilimba,,,,CR
15187,45795,Peperomia,peploides,,,,CR
15188,45796,Peperomia,persuculenta,,,,EN
15189,45797,Peperomia,persulcata,,,,VU
15190,45798,Peperomia,petraea,,,,CR
15191,45799,Peperomia,pichinchae,,,,CR
15192,45800,Peperomia,porphyridea,,,,VU
15193,45801,Peperomia,pululaguana,,,,CR
15194,45802,Peperomia,rubropunctulata,,,,EN
15195,45803,Peperomia,rupicola,,,,VU
15196,45804,Peperomia,salangonis,,,,EN
15197,45805,Peperomia,scutellariifolia,,,,VU
15198,45806,Peperomia,stenostachya,,,,CR
15199,45807,Peperomia,subdiscoidea,,,,EN
15200,45808,Peperomia,tablahuasiana,,,,CR
15201,45809,Peperomia,thienii,,,,VU
15202,45810,Peperomia,tuberculata,,,,EN
15203,45811,Peperomia,udimontana,,,,EN
15204,45812,Peperomia,valladolidana,,,,EN
15205,45813,Peperomia,wibomii,,,,EN
15206,45814,Piper,achupallasense,,,,EN
15207,45815,Piper,angamarcanum,,,,CR
15208,176894,Utricularia,cecilii,,,,EN
15209,45816,Piper,azuaiense,,,,EN
15210,45817,Piper,baezanum,,,,CR
15211,176897,Nitella,mucronata,,Compact Stonewort,Compact Stonewort,LC
15212,176898,Kyllinga,melanosperma,,,,LC
15213,45818,Piper,baezense,,,,EN
15214,45819,Piper,begoniiforme,,,,EN
15215,45820,Piper,brachipilum,,,,EN
15216,45821,Piper,brachystylum,,,,EN
15217,45822,Piper,bullatifolium,,,,CR
15218,176904,Bacopa,floribunda,,,,LC
15219,176905,Cyperus,alulatus,,,,LC
15220,176906,Queenslandiella,hyalina,,Queensland Sedge,Queensland Sedge,LC
15221,45826,Piper,clathratum,,,,CR
15222,176908,Cyperus,clarkei,,,,LC
