,family,genus,species,sub_sp,common_name,range_state,is_tropical,is_coniferous,flag
4087,,Campanula,alata,,campanule ailée,,,,1.0
4088,,Campanula,aparinoides,,,,,,0.0
4089,,Campanula,autraniana,,autran's campanula;kolokolchik otrana,,,,1.0
4090,,Campanula,balfourii,,,,,,0.0
4091,,Campanula,bohemica,,dzwonek karkonoski,,,,1.0
4092,,Campanula,bravensis,,,,,,1.0
4093,,Campanula,calcarata,,limestone campanula;kolokolchik otrana,,,,1.0
4094,,Campanula,choruhensis,,choruhian bellflower;çançiçeği,,,,1.0
4095,,Campanula,dzyschrica,,dzishras machita;dzyshrian campanula,,,,1.0
4096,,Campanula,engurensis,,engurian bellflower;enguris machita,,,,1.0
4097,,Campanula,fonderwisii,,bellflower;machita,,,,1.0
4098,,Campanula,jacobaea,,,,,,1.0
4099,,Campanula,kachethica,,kakhuri machita;kakhetian bellflower,,,,1.0
4100,,Campanula,kantschavelii,,kolokol'chik kanchaveli;kanchaveli's bellflower;kanchavelis machita,,,,1.0
4101,,Campanula,kolakovskyi,,kolakovskiy's bellflower;kolakovskis machita,,,,1.0
4102,,Campanula,lanata,,,,,,1.0
4103,,Campanula,lazica,,lazian campanula,,,,1.0
4104,,Campanula,mairei,,campanule de maire,,,,1.0
4105,,Campanula,massalskyi,,zangak masalsku;kolokolchik massalskogo;çan çiçeği;massalsky's campanula,,,,1.0
4106,,Campanula,morettiana,,,,,,0.0
4107,,Campanula,pontica,,ponturi machita;pontic campanula,,,,1.0
4108,,Campanula,sabatia,,,,,,1.0
4109,,Campanula,seraglio,,çan çiçeği;serail bellflower,,,,1.0
4110,,Campanula,serrata,,,,,,0.0
4111,,Campanula,songutica,,songutian campanula;kolokolchik songutskiy,,,,1.0
4112,,Campanula,suanetica,,svanetis machita;svanetian bellflower,,,,1.0
4113,,Campanula,troegerae,,bellflower;çan çiçeği,,,,1.0
4114,Anacardiaceae,Campnosperma,auriculatum,,,,,0.0,
4115,Anacardiaceae,Campnosperma,brevipetiolatum,,,,,0.0,
4116,Anacardiaceae,Campnosperma,coriaceum,,,,,0.0,
4117,,Campnosperma,gummifera,,orey,,1.0,,0.0
4118,Anacardiaceae,Campnosperma,micranteium,,tengatra hago;tarantana;membolohalahy,,,,0.0
4119,Anacardiaceae,Campnosperma,montanum,,,,,0.0,
4120,Anacardiaceae,Campnosperma,panamense,,orey,,1.0,0.0,
4121,Anacardiaceae,Campnosperma,schatzii,,aramy;tarantana;rotra;tarantam-potsy,,,,0.0
4122,Anacardiaceae,Campnosperma,seychellarum,,,,,,1.0
4123,Anacardiaceae,Campnosperma,squamatum,,,,,0.0,
4124,Anacardiaceae,Campnosperma,zeylanica,,aridda,,,,1.0
4125,,Campomanesia,aromatica,,,,,,1.0
4126,,Campomanesia,espiritosantensis,,,,,,1.0
4127,,Campomanesia,hirsuta,,,,,,1.0
4128,,Campomanesia,laurifolia,,,,,,1.0
4129,,Campomanesia,lundiana,,,,,,1.0
4130,,Campomanesia,neriiflora,,,,,,1.0
4131,,Campomanesia,phaea,,,,,,1.0
4132,,Campomanesia,prosthecesepala,,,,,,1.0
4133,,Campomanesia,reitziana,,guabiroba;gabiroba,,,,0.0
4134,,Campomanesia,rufa,,,,,,1.0
4135,,Campomanesia,schlechtendaliana,,,,,,1.0
4136,,Campomanesia,sessiliflora,,,,,,1.0
4137,,Campomanesia,speciosa,,,,,,0.0
4138,,Campomanesia,viatoris,,,,,,1.0
4139,,Camptolepis,ramiflora,,geedcad,,,,1.0
4140,,Camptostemon,philippinense,,,,,,1.0
4141,,Camptostemon,schultzii,,,,,,0.0
4142,,Campylanthus,glaber,,,,,,1.0
4143,,Campyloneurum,oellgaardii,,,,,,1.0
4144,,Campylospermum,amplectens,,,,,,1.0
4145,,Campylospermum,letouzeyi,,,,,,1.0
4146,,Campylospermum,scheffleri,,,,,,1.0
4147,,Campylospermum,serrata,,mulak,,,,0.0
4148,,Campylostemon,mitophorus,,,,,,1.0
4149,,Campylotropis,argentea,,,,,,1.0
4150,,Campylotropis,drummondii,,,,,,1.0
4151,,Campylotropis,trigonoclada,,tri zhihangzaishao,,,,0.0
4152,,Canacomyrica,monticola,,,,,,1.0
4153,,Canadanthus,modestus,,,,,,0.0
4154,Annonaceae,Cananga,odorata,,,,,0.0,
4155,,Canariothamnus,hermosae,,,,,,1.0
4156,Burseraceae,Canarium,asperum,,pp;kenari;damar itam;damar babi;pau pau;kayu leber;kessi;pagsahingin;anteng;sulusalungan;pagsahingin bulog;damar jahat;kanari,,,,0.0
4157,Burseraceae,Canarium,euphyllum,,,,,0.0,
4158,Burseraceae,Canarium,fusco-calycinum,,,,,,1.0
4159,Burseraceae,Canarium,hirsutum,,,,,0.0,
4160,Burseraceae,Canarium,indicum,,,,,0.0,
4161,Burseraceae,Canarium,kipella,,,,,,1.0
4162,Burseraceae,Canarium,liguliferum,,malangali;bulangali,,,,1.0
4163,Burseraceae,Canarium,littorale,,kawangan;damar kahingai;ki kanari;jelemu nanking;kedondong bulan;kedondong puteh;deluwak;kenari;kedondong;kedondong gergaji;mardundung,,,0.0,0.0
4164,Burseraceae,Canarium,luzonicum,,pili-pili;belis;piling-liitan;malapili,,,0.0,1.0
4165,Burseraceae,Canarium,ovatum,,pili;pili nut;pilaui;liputi,,,,1.0
4166,Burseraceae,Canarium,paniculatum,,,,,,1.0
4167,Burseraceae,Canarium,patentinervium,,kedondong krut;kedondong turlang;keramoh;madang merpalam;kedondong,,,,0.0
4168,Burseraceae,Canarium,perlisanum,,,,,,1.0
4169,Burseraceae,Canarium,pilosum,pilosum,damar lilin;kedondong;kejam penggeli;surian uding;merasam daun alus;keramoh batu,,,,0.0
4170,Burseraceae,Canarium,pseudodecumanum,,kedondong kemasul;jelapat gala-gala semut;tandikat;pomatodon;damar likat;kedondong;damar kangar;han,,,,1.0
4171,Burseraceae,Canarium,pseudopatentinervium,,,,,,1.0
4172,Burseraceae,Canarium,pseudopimela,,,,,,1.0
4173,Burseraceae,Canarium,pseudosumatranum,,kedondong;kala;kedondong senggeh;lamshu senggi,,,,0.0
4174,Burseraceae,Canarium,reniforme,,kedondong,,,,0.0
4175,Burseraceae,Canarium,sarawakanum,,,,,,1.0
4176,Burseraceae,Canarium,schweinfurtii,,m’bili;abel;abeul;gberi;bediwunua;elemi;bidikala;canarium;m’bidikala;abe;ovili;aielé;billi;mwafu;eyere,CD;CM;GQ;CG;AO;GA;NG;SL;GH;GB;UG;CF,1.0,0.0,
4177,Burseraceae,Canarium,whitei,,,,,,1.0
4178,Burseraceae,Canarium,zeylanicum,,,,,,1.0
4179,,Canarium,,[],kedondong,IN;MY;PE;TH;PA;VN;PH;ID,1.0,,0.0
4180,,Canavalia,favieri,,,,,,1.0
4181,,Canavalia,hawaiiensis,,hawaiian jackbean,,,,1.0
4182,,Canavalia,hirsutissima,,,,,,0.0
4183,,Canavalia,kauaiensis,,puakauhi;awikiwiki,,,,1.0
4184,,Canavalia,macrobotrys,,,,,,0.0
4185,,Canavalia,madagascariensis,,kalamakatsoavaly;makadraodroala;latakaombylahy,,,,0.0
4186,,Canavalia,molokaiensis,,molokai jack-bean,,,,1.0
4187,,Canavalia,napaliensis,,awikiwiki;jack-bean,,,,1.0
4188,,Canavalia,pubescens,,jack bean;awikiwiki,,,,1.0
4189,,Canavalia,sericea,,silky jackbean;dralawa;lautolu;feseka sea,,,,0.0
4190,,Canavalia,veillonii,,,,,,1.0
4191,,Canthium,carinatum,,bwa dir blan,,,,1.0
4192,,Canthium,glaucum,frangula;glaucum,mfuranje;mtengeji,,,,0.0
4193,,Canthium,neilgherrense,,,,,,1.0
4194,,Canthium,oligocarpum,intermedium,,,,,1.0
4195,,Canthium,sechellense,,bwa dir rouz,,,,1.0
4196,Stemonuraceae,Cantleya,corniculata,,,,,0.0,1.0
4197,,Caperonia,zaponzeta,,,,,,0.0
4198,,Capparis,crotonantha,,,,,,1.0
4199,,Capparis,discolor,,,,,,0.0
4200,,Capparis,heterophylla,,,,,,1.0
4201,,Capparis,mirifica,,,,,,1.0
4202,,Capparis,mollicella,,,,,,1.0
4203,,Capparis,pachyphylla,,,,,,1.0
4204,,Capparis,panamensis,,,,,,1.0
4205,,Capparis,sandwichiana,,pua pilo;native caper;maia pilo,,,,1.0
4206,,Capparis,sprucei,,,,,,1.0
4207,,Capparis,uniflora,,,,,,1.0
4208,,Capsicum,annuum,,hari / lal mirch;chili pepper;bell pepper;pimiento;pimento;cayenne pepper;green pepper,,,,0.0
4209,,Capsicum,frutescens,,tabasco pepper;red chili;spur pepper;bird pepper;hot pepper;capsicum,,,,0.0
4210,,Capsicum,lanceolatum,,,,,,1.0
4211,,Capsicum,rhomboideum,,,,,,0.0
4212,,Caragana,conferta,,,,,,1.0
4213,,Caragana,franchetiana,,,,,,0.0
4214,,Caragana,opulens,,,,,,0.0
4215,,Caragana,zahlbruckneri,,pea shrub,,,,0.0
4216,,Caraipa,jaramilloi,,,,,,0.0
4217,,Caraipa,utilis,,,,,,1.0
4218,,Carallia,borneensis,,karibas;kemuning hutan;magtungod;meransi,BN;KH;TL;ID;LA;MY;MM;PH;SG;TH;VN,1.0,,0.0
4219,Rhizophoraceae,Carallia,brachiata,,,,,0.0,
4220,Rhizophoraceae,Carallia,calycina,,,,,,1.0
4221,Rhizophoraceae,Carallia,diplopetala,,juye zhujieshu,,,,0.0
4222,Rhizophoraceae,Carallia,euryoides,,,,,,0.0
4223,,Carallia,,,meransi,BN;KH;TL;ID;LA;MY;MM;PH;SG;TH;VN,1.0,,0.0
4224,Meliaceae,Carapa,grandiflora,,mujogo;alla;bete;agogo;mutongana;kowi;african crabwood;krupi;toon-kor-dah;dona;gobi;crabwood d’afrique,CI;NG;LR;SL;GH;US;GB;UG,1.0,0.0,
4225,Meliaceae,Carapa,guianensis,,bastard mahogany;masabalo;figueroa;krappa;crabwood;andiroba;carapa;cedro macho;tangare;andirobeira;andiroba vermelha;cedro bateo;mazabalo;crappo;andiroba branca,CO;EC;PA;TT;GF;VE;SR;BR;HN;CR;GY,1.0,0.0,0.0
4226,Meliaceae,Carapa,megistocarpa,,,,,,1.0
4227,Meliaceae,Carapa,procera,,bastard mahogany;masabalo;figueroa;krappa;crabwood;andiroba;carapa;cedro macho;tangare;andirobeira;andiroba vermelha;cedro bateo;mazabalo;crappo;andiroba branca,CO;EC;PA;TT;GF;VE;SR;BR;HN;CR;GY,1.0,0.0,
4228,,Carapa,,,crabwood d’afrique,CI;GH;LR;NG;SL;UG;US;GB,1.0,,0.0
4229,,Cardamine,bulbosa,,,,,,0.0
4230,,Cardamine,lojanensis,,,,,,1.0
4231,,Cardamine,pensylvanica,,,,,,0.0
4232,,Cardamine,pratensis,atlantica,cardamine de l’atlas,,,,1.0
4233,,Cardamine,uliginosa,,,,,,0.0
4234,,Cardiandra,amamiohsimensis,,amami kusa-ajisai,,,,1.0
4235,,Carduus,nyassanus,,umugabo;ilikulele;umugaboatasumirigwa;igikwarara,,,,0.0
4236,Proteaceae,Cardwellia,sublimis,,,,,0.0,
4237,,Carex,acuta,,slender tufted-sedge;laîche aiguë;carice palustre,,,,0.0
4238,,Carex,acutiformis,,laîche des marais;lesser pond-sedge;carice tagliente,,,,0.0
4239,,Carex,adelostoma,,circumpolar sedge;lapinnuijasara,,,,1.0
4240,,Carex,aethiopica,,,,,,0.0
4241,,Carex,albula,,new zealand hair sedge;blonde sedge;frosty curls sedge,,,,0.0
4242,,Carex,alopecoidea,,,,,,0.0
4243,,Carex,anthoxanthea,,grassy-slope arctic sedge,,,,0.0
4244,,Carex,antoniensis,,,,,,1.0
4245,,Carex,aperta,,,,,,0.0
4246,,Carex,appropinquata,,,,,,0.0
4247,,Carex,aquatilis,,ivisuka;iviit;aquatic sedge;ivitsuskaka;kilirnait;carex aquatique,,,,0.0
4248,,Carex,arapahoensis,,arapaho sedge;rocky mountain sedge,,,,0.0
4249,,Carex,arcta,,northern clustered sedge;bear sedge;narrow sedge,,,,0.0
4250,,Carex,arctiformis,,,,,,0.0
4251,,Carex,atherodes,,wheat sedge,,,,0.0
4252,,Carex,atlantica,,atlantic sedge;prickly bog sedge;atlantic star sedge;carex atlantique,,,,0.0
4253,,Carex,atrofuscoides,,lei hei he sui tai cao,,,,0.0
4254,,Carex,austroafricana,,,,,,0.0
4255,,Carex,austromexicana,,,,,,1.0
4256,,Carex,azuayae,,,,,,1.0
4257,,Carex,baccans,,crimson seeded sedge,,,,0.0
4258,,Carex,bebbii,,bebb's sedge,,,,0.0
4259,,Carex,bequaertii,,,,,,1.0
4260,,Carex,bermudiana,,bermuda sedge,,,,1.0
4261,,Carex,bicolor,,,,,,0.0
4262,,Carex,borbonica,,laiche de bourbon,,,,0.0
4263,,Carex,borii,,,,,,0.0
4264,,Carex,brunnescens,,,,,,0.0
4265,,Carex,bulbostylis,,thick style sedge;eastern narrowleaf sedge;false hair sedge,,,,0.0
4266,,Carex,bullata,,button sedge,,,,1.0
4267,,Carex,buxbaumii,,club sedge;buxbaum's sedge,,,,0.0
4268,,Carex,caespitosa,,,,,,0.0
4269,,Carex,canescens,,white sedge;silvery sedge;hoary sedge;gray bog sedge,,,,0.0
4270,,Carex,chinensis,,,,,,0.0
4271,,Carex,chordorrhiza,,dae-am-sa-cho,,,,0.0
4272,,Carex,cilicica,,sarkıksaz,,,,0.0
4273,,Carex,clavata,,,,,,0.0
4274,,Carex,cognata,,,,,,1.0
4275,,Carex,collifera,,ryukyu-hiesuge,,,,1.0
4276,,Carex,comosa,,bristly sedge,,,,0.0
4277,,Carex,conferta,,,,,,0.0
4278,,Carex,congolensis,,,,,,1.0
4279,,Carex,conoidea,,cone shaped sedge;open field sedge,,,,0.0
4280,,Carex,cretica,,crete sedge;laîche de crête,,,,1.0
4281,,Carex,crinita,,fringed sedge,,,,0.0
4282,,Carex,cryptolepis,,northeastern sedge,,,,0.0
4283,,Carex,cusickii,,cusick's sedge,,,,0.0
4284,,Carex,cyprica,,,,,,1.0
4285,,Carex,davalliana,,,,,,0.0
4286,,Carex,debilis,,white-edge sedge,,,,0.0
4287,,Carex,dianae,,diana's peak grass,,,,0.0
4288,,Carex,diandra,,,,,,0.0
4289,,Carex,digitalis,,slender woodland sedge;slender wood sedge;narrow leafed wood sedge,,,,0.0
4290,,Carex,diluta,,,,,,0.0
4291,,Carex,distachya,,,,,,0.0
4292,,Carex,distans,,halfa,,,,0.0
4293,,Carex,divisa,,sard,,,,0.0
4294,,Carex,dolichogyne,,,,,,1.0
4295,,Carex,echinata,,carice stellare;star sedge;laîche étoilée,,,,0.0
4296,,Carex,elata,,laîche élevée;laîche raide;tufted sedge,,,,0.0
4297,,Carex,emoryi,,emory's sedge,,,,0.0
4298,,Carex,erythrorrhiza,,,,,,0.0
4299,,Carex,exilis,,coastal sedge,,,,0.0
4300,,Carex,exsiccata,,beaked sedge,,,,0.0
4301,,Carex,extensa,,,,,,0.0
4302,,Carex,filicina,,,,,,0.0
4303,,Carex,fissa,,hammock sedge,,,,0.0
4304,,Carex,fissirostris,,laîche,,,,1.0
4305,,Carex,flava,,large yellow-sedge;laîche jaunâtre;carice di oeder,,,,0.0
4306,,Carex,folliculata,,northern long sedge,,,,0.0
4307,,Carex,furva,,,,,,1.0
4308,,Carex,gayana,,,,,,0.0
4309,,Carex,glareosa,,weak clustered sedge;lesser saltmarsh sedge;clustered sedge,,,,0.0
4310,,Carex,granularis,,granular sedge;limestone meadow sedge;carex granuleux,,,,0.0
4311,,Carex,gynandra,,nodding sedge;mountain fringed sedge,,,,0.0
4312,,Carex,gynocrates,,carex à côtes;northern bog sedge;yellow bog sedge;bog sedge,,,,0.0
4313,,Carex,haydenii,,hayden's sedge;long-scale tussock sedge;carex de hayden;cloud sedge,,,,0.0
4314,,Carex,hebecarpa,,shu guo tai cao;kiết lông,,,,0.0
4315,,Carex,hebes,,dry land sedge,,,,0.0
4316,,Carex,heleonastes,,carex des tourbières;carex héléonaste;hudson bay sedge,,,,1.0
4317,,Carex,hildebrandtiana,,,,,,1.0
4318,,Carex,hispida,,carice ispida;laîche hérissée,,,,0.0
4319,,Carex,holostoma,,kløftstarr;carex à bec entier;arctic marsh sedge;kolstarr,,,,0.0
4320,,Carex,hultenii,,,,,,1.0
4321,,Carex,hyalinolepis,,shoreline sedge,,,,0.0
4322,,Carex,hystericina,,,,,,0.0
4323,,Carex,indiciformis,,in du xing tai cao,,,,0.0
4324,,Carex,interior,,inland sedge,,,,0.0
4325,,Carex,intumescens,,greater bladder sedge,,,,0.0
4326,,Carex,iraqensis,,arap ayakotu,,,,1.0
4327,,Carex,japonica,,higo-kusa,,,,0.0
4328,,Carex,kashmirensis,,,,,,1.0
4329,,Carex,kauaiensis,,,,,,1.0
4330,,Carex,korkischkoae,,,,,,1.0
4331,,Carex,lachenalii,,rypestarr;twoparted sedge;twotipped sedge;laiche de lachenal,,,,0.0
4332,,Carex,lacustris,,hairy sedge;lake bank sedge;carex lacustre,,,,0.0
4333,,Carex,laeviconica,,smoothcone sedge;plains slough sedge;smooth fruit sedge,,,,1.0
4334,,Carex,laevivaginata,,carex à gaine lisse;smoothsheath sedge,,,,0.0
4335,,Carex,lageniformis,,,,,,0.0
4336,,Carex,lapazensis,,,,,,1.0
4337,,Carex,lapponica,,carex de laponie;lapland sedge,,,,1.0
4338,,Carex,lasiocarpa,,,,,,0.0
4339,,Carex,laxa,,weak sedge;carex lâche,,,,1.0
4340,,Carex,lenticularis,,caerx lenticulaire;lakeshore sedge;shore sedge,,,,0.0
4341,,Carex,lepida,,,,,,1.0
4342,,Carex,leptalea,,carex à tiges grêles;little bog sedge;harper's sedge;bristly-stalked sedge,,,,0.0
4343,,Carex,limosa,,,,,,0.0
4344,,Carex,lindleyana,,,,,,0.0
4345,,Carex,livida,,carex livide;pale sedge;livid sedge,,,,0.0
4346,,Carex,loliacea,,ryegrass sedge,,,,0.0
4347,,Carex,longipes,,,,,,0.0
4348,,Carex,lophocarpa,,,,,,0.0
4349,,Carex,louisianica,,southern hop sedge;louisiana sedge,,,,0.0
4350,,Carex,lucennoiberica,,,,,,1.0
4351,,Carex,lupulina,,carex houblon;hop sedge,,,,0.0
4352,,Carex,lurida,,sallow sedge;carex luisant,,,,0.0
4353,,Carex,luridiformis,,,,,,0.0
4354,,Carex,luzulina,,woodrush sedge;wingseed sedge;carex fausse-luzule;spring sedge,,,,0.0
4355,,Carex,lycurus,,,,,,0.0
4356,,Carex,lyngbyei,,lyngbye's sedge;carex de lyngbye,,,,0.0
4357,,Carex,mabilliana,,,,,,0.0
4358,,Carex,macrochaeta,,alaska large awn sedge;longawn sedge;carex à grandes soies,,,,0.0
4359,,Carex,macrostigmatica,,,,,,1.0
4360,,Carex,macrostyla,,laiche a gros style,,,,0.0
4361,,Carex,maculata,,,,,,0.0
4362,,Carex,magellanica,,,,,,0.0
4363,,Carex,malato-belizii,,,,,,0.0
4364,,Carex,maorica,,purei;maori sedge,,,,0.0
4365,,Carex,marina,,ivisuka;carex marin;ivitsuskaka;seashore sedge;iviit,,,,0.0
4366,,Carex,maxima,,,,,,1.0
4367,,Carex,melanorrhyncha,,astragal radde,,,,1.0
4368,,Carex,melinacra,,niu hui tai cao,,,,0.0
4369,,Carex,michauxiana,,carex de michaux;miochaux's sedge,,,,0.0
4370,,Carex,microcarpa,,carice a frutti minimi;laîche à petits fruits,,,,0.0
4371,,Carex,microglochin,,,,,,0.0
4372,,Carex,monostachya,,,,,,1.0
4373,,Carex,montis-everesti,,zhai ye thai cao,,,,0.0
4374,,Carex,motuoensis,,,,,,1.0
4375,,Carex,myosurus,,,,,,0.0
4376,,Carex,nebrascensis,,carex de nebraska;nebraska sedge,,,,0.0
4377,,Carex,nigerrima,,,,,,0.0
4378,,Carex,nigra,,,,,,1.0
4379,,Carex,normalis,,greater straw sedge;carex normal;spreading oval sedge,,,,0.0
4380,,Carex,norvegica,,alpine sedge;close-headed alpine-sedge;carex de norvege;scandinavian sedge,,,,0.0
4381,,Carex,obnupta,,slough sedge;carex voilé,,,,0.0
4382,,Carex,oederi,,,,,,0.0
4383,,Carex,oedipostyla,,,,,,0.0
4384,,Carex,oligosperma,,fewseed sedge;carex oligosperme,,,,0.0
4385,,Carex,orbicularis,,teker sazotu,,,,0.0
4386,,Carex,otrubae,,,,,,0.0
4387,,Carex,ownbeyi,,,,,,1.0
4388,,Carex,paleacea,,carex paléacé;chaffy sedge,,,,0.0
4389,,Carex,paniculata,,carice pannocchiata;greater tussock-sedge;laîche paniculée,,,,0.0
4390,,Carex,panormitana,,,,,,0.0
4391,,Carex,parryana,,carex de parry;parry's sedge,,,,0.0
4392,,Carex,pauciflora,,few-flowered sedge;carex pauciflore,,,,0.0
4393,,Carex,pedunculata,,longstalk sedge;carex pédonculé;pedunculate sedge,,,,0.0
4394,,Carex,pellita,,carex laineux;woolly sedge,,,,0.0
4395,,Carex,phacota,,lakeshore sedge,,,,0.0
4396,,Carex,phragmitoides,,,,,,1.0
4397,,Carex,pluriflora,,severalflower sedge;carex pluriflore;manyflower sedge,,,,0.0
4398,,Carex,prairea,,prairie sedge;carex de la prairie,,,,0.0
4399,,Carex,prasina,,drooping sedge;carex vert poireau,,,,0.0
4400,,Carex,preussii,,,,,,0.0
4401,,Carex,pseudocyperus,,laîche faux-souchet;carice falso-cìpero;cyperus sedge;laîche faux souchet,,,,0.0
4402,,Carex,pseudofoetida,,adi ayakotu,,,,0.0
4403,,Carex,punctata,,laîche ponctuée;carice punteggiata;dotted sedge,,,,0.0
4404,,Carex,rariflora,,ivisuka;loose-flowered alpine sedge;mountain bog-sedge;ivitsuskaka;carex rariflore;iviit,,,,0.0
4405,,Carex,remota,,,,,,0.0
4406,,Carex,retrorsa,,carex réfléchi;knot-sheath sedge,,,,0.0
4407,,Carex,rigidioides,,,,,,0.0
4408,,Carex,riparia,,greater pond-sedge;laîche des rives;carice spondicola,,,,0.0
4409,,Carex,rossii,,short sedge;ross' sedge;carex de ross,,,,0.0
4410,,Carex,rostrata,,,,,,0.0
4411,,Carex,rotundata,,carex à fruits ronds;round-fruited sedge,,,,0.0
4412,,Carex,runssoroensis,,,,,,0.0
4413,,Carex,sartwellii,,sartwell's sedge;carex de sartwell,,,,0.0
4414,,Carex,saxatilis,,ivisuka;carex saxatile;ivitsuskaka;russet sedge;iviit;inuvialuktun;ivik,,,,0.0
4415,,Carex,scabrata,,scabrous sedge;carex scabre,,,,0.0
4416,,Carex,simensis,,,,,,0.0
4417,,Carex,simulata,,copycat sedge;carex simulateur;mimic sedge;analogue sedge,,,,0.0
4418,,Carex,sodiroi,,,,,,1.0
4419,,Carex,songorica,,deli ayakotu,,,,0.0
4420,,Carex,speciosa,,,,,,0.0
4421,,Carex,stenophylla,,,,,,0.0
4422,,Carex,sterilis,,sterile sedge;carex stérile;dioecious sedge,,,,0.0
4423,,Carex,stipata,,carex stipité;awl-fruited sedge;common fox sedge;stalk-grain sedge,,,,0.0
4424,,Carex,stricta,,hummock sedge;carex raide;tussock sedge;upright sedge,,,,0.0
4425,,Carex,stylosa,,variegated sedge;long-styled sedge;carex à long style,,,,0.0
4426,,Carex,subinflata,,,,,,1.0
4427,,Carex,subspathacea,,ivisuka;carex subspathacé;ivitsuskaka;hoppner's sedge;iviit,,,,0.0
4428,,Carex,tenuiflora,,carex tênuiflore;sparse-flowered sedge,,,,0.0
4429,,Carex,tessellata,,,,,,1.0
4430,,Carex,thouarsii,,,,,,0.0
4431,,Carex,toreadora,,,,,,1.0
4432,,Carex,tricephala,,san tou tai cao,,,,1.0
4433,,Carex,trisperma,,three-fruit sedge;carex trisperme;three-seeded sedge,,,,0.0
4434,,Carex,troodi,,troodos mount sedge;laîche du mont troodos,,,,1.0
4435,,Carex,tsushimensis,,tsushima sedge,,,,1.0
4436,,Carex,tuckermanii,,tuckerman's sedge;carex de tuckerman,,,,0.0
4437,,Carex,umbrosa,,kırk ayakotu,,,,0.0
4438,,Carex,unilateralis,,,,,,0.0
4439,,Carex,utriculata,,northwest territory sedge;bottle sedge;carex utriculé;common yellow lake sedge;beaked sedge,,,,0.0
4440,,Carex,vaginata,,sheathed sedge;ivitsuskaka;carex engaîné;iviit;iivisuka,,,,0.0
4441,,Carex,vesicaria,,,,,,0.0
4442,,Carex,vixdentata,,,,,,0.0
4443,,Carex,vulpina,,laiche der renards;true fox sedge,,,,0.0
4444,,Carex,vulpinoidea,,carex faux-vulpin;fox sedge;çimen ayakotu;carex vulpinoïde;brown fox sedge,,,,0.0
4445,,Carex,walkeri,,,,,,1.0
4446,,Carex,wiegandii,,carex de wiegand;wiegand's sedge,,,,0.0
4447,,Carex,yulungshanensis,,yu long tai cao,,,,1.0
4448,,Carica,papaya,,pawpaw;papaya de monte;papaya;papaya de pájaro,,,,1.0
4449,,Cariniana,brasiliensis,,yesquero;jequitiba;jequitiba branco;jequitiba rosa;jequitiba vermelho;estopeiro;jequitiba,BO;BR,1.0,,0.0
4450,,Cariniana,decandra,,cachimbo,,1.0,,0.0
4451,Lecythidaceae,Cariniana,domestica,,,,,0.0,
4452,Lecythidaceae,Cariniana,estrellensis,,,,,0.0,
4453,Lecythidaceae,Cariniana,ianeirensis,,jequitbá,,,,1.0
4454,Lecythidaceae,Cariniana,integrifolia,,cerú;tavarí;ceru;jequitiba branco;jequitiba vermelho;churu;yesquero;jequitiba;tauarí;churú;estopeiro;jequitiba rosa,BR;BO,1.0,,1.0
4455,Lecythidaceae,Cariniana,kuhlmannii,,,,,,1.0
4456,Lecythidaceae,Cariniana,legalis,,jequitiba branco;jequitibá rosa;jequitiba vermelho;yesquero;jequitiba rosa;sapucaia de apito;pau carga;jequitiba;sapucaia-de-apito;pau-carga;estopeiro;jequitibá branco;jequitibá vermello,BR;BO,1.0,0.0,1.0
4457,Lecythidaceae,Cariniana,pachyantha,,,,,,1.0
4458,Lecythidaceae,Cariniana,pauciramosa,,tauarí,,,,1.0
4459,Lecythidaceae,Cariniana,penduliflora,,,,,,1.0
4460,Lecythidaceae,Cariniana,pyriformis,,jequitiva;bacu;colombian mahogany;abarco;jequitibá,VE;PE,1.0,0.0,0.0
4461,Lecythidaceae,Cariniana,uaupensis,,chorâo;choro,,,,1.0
4462,,Carissa,edulis,,,,,,1.0
4463,,Carissa,sechellensis,,,,,,1.0
4464,,Carlina,diae,,,,,,1.0
4465,,Carlina,gummifera,,"aljonje;cardo ajonjera,;carline à gomme;camaleón blanco;chouk lelek;addad;masticogna laticifera;chameleâo branco bastardo;chardon a glu;stemless atractylis;asad lared;carlina bastarda",,,,0.0
4466,,Carlina,onopordifolia,,,,,,1.0
4467,,Carlina,salicifolia,,,,,,0.0
4468,,Carlowrightia,ecuadoriana,,,,,,1.0
4469,,Carludovica,palmata,,panama hat plant,,,,0.0
4470,,Carmichaelia,monroi,,stout dwarf broom,,,,0.0
4471,,Carmichaelia,uniflora,,,,,,0.0
4472,,Carpha,angustissima,,,,,,1.0
4473,,Carpha,capitellata,,,,,,0.0
4474,,Carpha,eminii,,,,,,1.0
4475,,Carpha,glomerata,,,,,,0.0
4476,,Carphalea,obovata,,,,,,0.0
4477,Betulaceae,Carpinus,betulus,,caucasian hornbeam;hornbeam;common hornbeam,,,0.0,0.0
4478,Betulaceae,Carpinus,caroliniana,,"musclewood;tzutcamay;dsuram cura;pipinque;oreja de ratón;capillero;palo barranco;mora de la sierra;palo de barranca;hornbeam;pepinque;alisillo;mora blanca;moralillo;blue beech;caxin;c’ut bah té;palo borracho;tzaráracua-ucua,;palo liso;american hornbeam;palo blanco;lechillo",,,0.0,0.0
4479,Betulaceae,Carpinus,cordata,,sawa-shiba;qian jin yu;sawa hornbeam;kka-chi-bak-dal,,,,0.0
4480,Betulaceae,Carpinus,dayongiana,,da yong e er li,,,,1.0
