genus,species,cites_listing,regions
Eulychnia,aricensis,II,CHL
Eulychnia,breviflora,II,CHL
Eulychnia,castanea,II,CHL
Eulychnia,iquiquensis,II,CHL
Eulychnia,ritteri,II,PER
Facheiroa,cephaliomelana,II,BRA
Facheiroa,squamosa,II,BRA
Facheiroa,ulei,II,BRA
Ferocactus,alamosanus,II,MEX
Ferocactus,chrysacanthus,II,MEX
Ferocactus,cylindraceus,II,MEX;USA
Ferocactus,diguetii,II,MEX
Ferocactus,eastwoodiae,II,USA
Ferocactus,echidne,II,MEX
Ferocactus,emoryi,II,MEX;USA
Ferocactus,flavovirens,II,MEX
Ferocactus,fordii,II,MEX
Ferocactus,glaucescens,II,MEX
Ferocactus,gracilis,II,MEX
Ferocactus,haematacanthus,II,MEX
Ferocactus,hamatacanthus,II,MEX;USA
Ferocactus,herrerae,II,MEX
Ferocactus,histrix,II,MEX
Ferocactus,johnstonianus,II,MEX
Ferocactus,latispinus,II,MEX
Ferocactus,lindsayi,II,MEX
Ferocactus,macrodiscus,II,MEX
Ferocactus,peninsulae,II,MEX
Ferocactus,pilosus,II,MEX
Ferocactus,pottsii,II,MEX
Ferocactus,robustus,II,MEX
Ferocactus,santa-maria,II,MEX
Ferocactus,schwarzii,II,MEX
Ferocactus,tiburonensis,II,MEX
Ferocactus,townsendianus,II,MEX
Ferocactus,viridescens,II,MEX;USA
Ferocactus,wislizeni,II,MEX;USA
Frailea,buenekeri,II,BRA
Frailea,buiningiana,II,BRA
Frailea,castanea,II,ARG;BRA;URY
Frailea,cataphracta,II,BOL;BRA;PRY
Frailea,chiquitana,II,BOL
Frailea,curvispina,II,BRA
Frailea,friedrichii,II,PRY
Frailea,gracillima,II,BRA;PRY;URY
Frailea,grahliana,II,ARG;PRY
Frailea,knippeliana,II,PRY
Frailea,mammifera,II,ARG;BRA
Frailea,perumbilicata,II,BRA
Frailea,phaeodisca,II,BRA;URY
Frailea,pseudopulcherrima,II,URY
Frailea,pumila,II,ARG;BRA;PRY;URY
Frailea,pygmaea,II,ARG;BRA;URY
Frailea,schilinzkyana,II,ARG;PRY
Geohintonia,mexicana,II,MEX
Gymnocalycium,ambatoense,II,ARG
Gymnocalycium,amerhauseri,II,ARG
Gymnocalycium,andreae,II,ARG
Gymnocalycium,angelae,II,ARG
Gymnocalycium,anisitsii,II,BOL;BRA;PRY
Gymnocalycium,baldianum,II,ARG
Gymnocalycium,bayrianum,II,ARG
Gymnocalycium,berchtii,II,ARG
Gymnocalycium,bodenbenderianum,II,ARG
Gymnocalycium,borthii,II,ARG
Gymnocalycium,bruchii,II,ARG
Gymnocalycium,buenekeri,II,BRA
Gymnocalycium,calochlorum,II,ARG
Gymnocalycium,capillaense,II,ARG
Gymnocalycium,carminanthum,II,ARG
Gymnocalycium,castellanosii,II,ARG
Gymnocalycium,catamarcense,II,ARG
Gymnocalycium,chiquitanum,II,BOL
Gymnocalycium,deeszianum,II,ARG
Gymnocalycium,delaetii,II,ARG
Gymnocalycium,denudatum,II,BRA;URY
Gymnocalycium,erinaceum,II,ARG
Gymnocalycium,eurypleurum,II,PRY
Gymnocalycium,eytianum,II,BOL
Gymnocalycium,fleischerianum,II,PRY
Gymnocalycium,gibbosum,II,ARG
Gymnocalycium,horstii,II,BRA
Gymnocalycium,hossei,II,ARG
Gymnocalycium,hybopleurum,II,ARG
Gymnocalycium,hyptiacanthum,II,URY
Gymnocalycium,kieslingii,II,ARG
Gymnocalycium,leeanum,II,ARG
Gymnocalycium,leptanthum,II,ARG
Gymnocalycium,mackieanum,II,ARG
Gymnocalycium,marsoneri,II,ARG;BOL;BRA;PRY
Gymnocalycium,mesopotamicum,II,ARG
Gymnocalycium,mihanovichii,II,ARG;PRY
Gymnocalycium,monvillei,II,ARG
Gymnocalycium,mostii,II,ARG
Gymnocalycium,mucidum,II,ARG
Gymnocalycium,netrelianum,II,URY
Gymnocalycium,neuhuberi,II,ARG
Gymnocalycium,obductum,II,ARG
Gymnocalycium,ochoterenae,II,ARG
Gymnocalycium,oenanthemum,II,ARG
Gymnocalycium,paraguayense,II,PRY
Gymnocalycium,parvulum,II,ARG
Gymnocalycium,pediophilum,II,PRY
Gymnocalycium,pflanzii,II,ARG;BOL;PRY
Gymnocalycium,platense,II,ARG
Gymnocalycium,pugionacanthum,II,ARG
Gymnocalycium,quehlianum,II,ARG
Gymnocalycium,ragonesei,II,ARG
Gymnocalycium,rauschii,II,URY
Gymnocalycium,riojense,II,ARG
Gymnocalycium,ritterianum,II,ARG
Gymnocalycium,rosae,II,ARG
Gymnocalycium,saglionis,II,ARG
Gymnocalycium,schickendantzii,II,ARG
Gymnocalycium,schroederianum,II,ARG;URY
Gymnocalycium,spegazzinii,II,ARG
Gymnocalycium,stellatum,II,ARG
Gymnocalycium,stenopleurum,II,BOL;PRY
Gymnocalycium,striglianum,II,ARG
Gymnocalycium,stuckertii,II,ARG
Gymnocalycium,taningaense,II,ARG
Gymnocalycium,terweemeanum,II,ARG
Gymnocalycium,tillianum,II,ARG
Gymnocalycium,uebelmannianum,II,ARG
Gymnocalycium,uruguayense,II,BRA;URY
Haageocereus,acranthus,II,PER
Haageocereus,albispinus,II,PER
Haageocereus,australis,II,CHL;PER
Haageocereus,chalaensis,II,PER
Haageocereus,chryseus,II,PER
Haageocereus,decumbens,II,PER
Haageocereus,fascicularis,II,CHL
Haageocereus,fulvus,II,PER
Haageocereus,icensis,II,PER
Haageocereus,icosagonoides,II,PER
Haageocereus,lanugispinus,II,PER
Haageocereus,pacalaensis,II,PER
Haageocereus,platinospinus,II,PER
Haageocereus,pluriflorus,II,PER
Haageocereus,pseudomelanostele,II,PER
Haageocereus,pseudoversicolor,II,PER
Haageocereus,subtilispinus,II,PER
Haageocereus,tenuis,II,PER
Haageocereus,versicolor,II,PER
Haageocereus,vulpes,II,PER
Haageocereus,zangalensis,II,PER
Haagespostoa,albisetata,II,PER
Haagespostoa,climaxantha,II,PER
Harrisia,aboriginum,II,USA
Harrisia,adscendens,II,BRA
Harrisia,balansae,II,ARG;BRA;PRY
Harrisia,brookii,II,BHS
Harrisia,divaricata,II,DOM;HTI
Harrisia,earlei,II,CUB
Harrisia,eriophora,II,CUB
Harrisia,fernowii,II,CUB
Harrisia,fragrans,II,USA
Harrisia,gracilis,II,CYM;JAM;USA
Harrisia,hurstii,II,DOM
Harrisia,martinii,II,ARG;PRY
Harrisia,nashii,II,DOM;HTI
Harrisia,pomanensis,II,ARG;BOL;PRY
Harrisia,portoricensis,II,PRI
Harrisia,simpsonii,II,USA
Harrisia,taetra,II,CUB
Harrisia,taylori,II,CUB
Harrisia,tetracantha,II,BOL
Harrisia,tortuosa,II,ARG;PRY;URY
Hatiora,epiphylloides,II,BRA
Hatiora,gaertneri,II,BRA
Hatiora,herminiae,II,BRA
Hatiora,rosea,II,BRA
Hatiora,salicornioides,II,BRA
Hylocereus,calcaratus,II,CRI
Hylocereus,costaricensis,II,CRI;PAN
Hylocereus,escuintlensis,II,GTM
Hylocereus,estebanensis,II,VEN
Hylocereus,guatemalensis,II,SLV;GTM
Hylocereus,lemairei,II,GUF;SUR;TTO;VEN
Hylocereus,microcladus,II,COL;PER
Hylocereus,minutiflorus,II,BLZ;GTM;HND
Hylocereus,monacanthus,II,COL;CRI;PAN
Hylocereus,ocamponis,II,MEX
Hylocereus,peruvianus,II,PER
Hylocereus,polyrhizus,II,COL;CRI;ECU;PAN
Hylocereus,purpusii,II,MEX
Hylocereus,scandens,II,GUY;SUR
Hylocereus,stenopterus,II,CRI;PAN
Hylocereus,triangularis,II,CUB;DOM;JAM
Hylocereus,trigonus,II,ATG;VGB;GRD;GLP;MTQ;MSR;PRI;KNA;VCT;VIR
Hylocereus,undatus,II,
Jasminocereus,thouarsii,II,ECU
Lasiocereus,fulvus,II,PER
Lasiocereus,rupicola,II,PER
Leocereus,bahiensis,II,BRA
Lepismium,aculeatum,II,ARG
Lepismium,bolivianum,II,BOL
Lepismium,brevispinum,II,PER
Lepismium,crenatum,II,BOL
Lepismium,cruciforme,II,ARG;BRA;PRY
Lepismium,houlletianum,II,ARG;BRA
Lepismium,ianthothele,II,ARG;BOL
Lepismium,incachacanum,II,BOL
Lepismium,lorentzianum,II,ARG;BOL
Lepismium,lumbricoides,II,ARG;BOL;BRA;PRY;URY
Lepismium,micranthum,II,PER
Lepismium,miyagawae,II,BOL
Lepismium,monacanthum,II,ARG;BOL
Lepismium,paranganiense,II,BOL
Lepismium,warmingianum,II,ARG;BRA;PRY
Leptocereus,arboreus,II,CUB
Leptocereus,assurgens,II,CUB
Leptocereus,carinatus,II,CUB
Leptocereus,ekmanii,II,CUB
Leptocereus,grantianus,II,PRI
Leptocereus,leonii,II,CYM;CUB
Leptocereus,maxonii,II,CUB
Leptocereus,paniculatus,II,DOM;HTI
Leptocereus,prostratus,II,CUB
Leptocereus,quadricostatus,II,PRI
Leptocereus,santamarinae,II,CUB
Leptocereus,scopulophilus,II,CUB
Leptocereus,sylvestris,II,CUB
Leptocereus,weingartianus,II,DOM;HTI
Leptocereus,wrightii,II,CUB
Leuchtenbergia,principis,II,MEX
Lophophora,diffusa,II,MEX
Lophophora,williamsii,II,MEX;USA
Maihuenia,patagonica,II,ARG;BRA
Maihuenia,poeppigii,II,ARG;CHL
Mammillaria,albicans,II,MEX
Mammillaria,albicoma,II,MEX
Mammillaria,albiflora,II,MEX
Mammillaria,albilanata,II,GTM;MEX
Mammillaria,amajacensis,II,MEX
Mammillaria,anniana,II,MEX
Mammillaria,armillata,II,MEX
Mammillaria,aureilanata,II,MEX
Mammillaria,backebergiana,II,MEX
Mammillaria,barbata,II,MEX
Mammillaria,baumii,II,MEX
Mammillaria,beneckei,II,MEX
Mammillaria,berkiana,II,MEX
Mammillaria,blossfeldiana,II,MEX
Mammillaria,bocasana,II,MEX
Mammillaria,bocensis,II,MEX
Mammillaria,boelderliana,II,MEX
Mammillaria,bombycina,II,MEX
Mammillaria,boolii,II,MEX
Mammillaria,brandegeei,II,MEX
Mammillaria,canelensis,II,MEX
Mammillaria,capensis,II,MEX
Mammillaria,carmenae,II,MEX
Mammillaria,carnea,II,MEX
Mammillaria,carretii,II,MEX
Mammillaria,coahuilensis,II,MEX
Mammillaria,columbiana,II,COL;GTM;HND;JAM;MEX;VEN
Mammillaria,compressa,II,MEX
Mammillaria,craigii,II,MEX
Mammillaria,crinita,II,MEX
Mammillaria,crucigera,II,MEX
Mammillaria,decipiens,II,MEX
Mammillaria,deherdtiana,II,MEX
Mammillaria,densispina,II,MEX
Mammillaria,dioica,II,MEX;USA
Mammillaria,discolor,II,MEX
Mammillaria,dixanthocentron,II,MEX
Mammillaria,duoformis,II,MEX
Mammillaria,duwei,II,MEX
Mammillaria,ekmanii,II,HTI
Mammillaria,elongata,II,MEX
Mammillaria,eriacantha,II,MEX
Mammillaria,erythrosperma,II,MEX
Mammillaria,evermanniana,II,MEX
Mammillaria,fittkaui,II,MEX
Mammillaria,flavicentra,II,MEX
Mammillaria,formosa,II,MEX
Mammillaria,geminispina,II,MEX
Mammillaria,gigantea,II,MEX
Mammillaria,glassii,II,MEX
Mammillaria,glochidiata,II,MEX
Mammillaria,goodridgii,II,MEX
Mammillaria,grahamii,II,MEX;USA
Mammillaria,grusonii,II,MEX
Mammillaria,guelzowiana,II,MEX
Mammillaria,guerreronis,II,MEX
Mammillaria,guillauminiana,II,MEX
Mammillaria,haageana,II,MEX
Mammillaria,hahniana,II,MEX
Mammillaria,halbingeri,II,MEX
Mammillaria,halei,II,MEX
Mammillaria,hamata,II,MEX
Mammillaria,heidiae,II,MEX
Mammillaria,hernandezii,II,MEX
Mammillaria,herrerae,II,MEX
Mammillaria,hertrichiana,II,MEX
Mammillaria,heyderi,II,MEX;USA
Mammillaria,huitzilopochtli,II,MEX
Mammillaria,humboldtii,II,MEX
Mammillaria,hutchisoniana,II,MEX
Mammillaria,insularis,II,MEX
Mammillaria,jaliscana,II,MEX
Mammillaria,johnstonii,II,MEX
Mammillaria,karwinskiana,II,MEX
Mammillaria,klissingiana,II,MEX
Mammillaria,knippeliana,II,MEX
Mammillaria,kraehenbuehlii,II,MEX
Mammillaria,lasiacantha,II,MEX;USA
Mammillaria,laui,II,MEX
Mammillaria,lenta,II,MEX
Mammillaria,lindsayi,II,MEX
Mammillaria,lloydii,II,MEX
Mammillaria,longiflora,II,MEX
Mammillaria,longimamma,II,MEX
Mammillaria,luethyi,II,MEX
Mammillaria,magnifica,II,MEX
Mammillaria,magnimamma,II,MEX
Mammillaria,mainiae,II,MEX;USA
Mammillaria,mammillaris,II,VCT;TTO;VEN
Mammillaria,marcosii,II,MEX
Mammillaria,marksiana,II,MEX
Mammillaria,mathildae,II,MEX
Mammillaria,matudae,II,MEX
Mammillaria,mazatlanensis,II,MEX
Mammillaria,melaleuca,II,MEX
Mammillaria,melanocentra,II,MEX
Mammillaria,mercadensis,II,MEX
Mammillaria,meyranii,II,MEX
Mammillaria,microhelia,II,MEX
Mammillaria,miegiana,II,MEX
Mammillaria,mieheana,II,MEX
Mammillaria,moelleriana,II,MEX
Mammillaria,morganiana,II,MEX
Mammillaria,muehlenpfordtii,II,MEX
Mammillaria,multidigitata,II,MEX
Mammillaria,mystax,II,MEX
Mammillaria,nana,II,MEX
Mammillaria,napina,II,MEX
Mammillaria,neopalmeri,II,MEX
Mammillaria,nivosa,II,ATG;BHS;VGB;PRI;TCA;VIR
Mammillaria,nunezii,II,MEX
Mammillaria,oteroi,II,MEX
Mammillaria,painteri,II,MEX
Mammillaria,parkinsonii,II,MEX
Mammillaria,pectinifera,I,MEX
Mammillaria,peninsularis,II,MEX
Mammillaria,pennispinosa,II,MEX
Mammillaria,perbella,II,MEX
Mammillaria,petrophila,II,MEX
Mammillaria,petterssonii,II,MEX
Mammillaria,phitauiana,II,MEX
Mammillaria,picta,II,MEX
Mammillaria,pilispina,II,MEX
Mammillaria,plumosa,II,MEX
Mammillaria,polyedra,II,MEX
Mammillaria,polythele,II,MEX
Mammillaria,pondii,II,MEX
Mammillaria,poselgeri,II,MEX
Mammillaria,pottsii,II,MEX;USA
Mammillaria,prolifera,II,CUB;DOM;HTI;MEX;USA
Mammillaria,rekoi,II,MEX
Mammillaria,rettigiana,II,MEX
Mammillaria,rhodantha,II,MEX
Mammillaria,roseoalba,II,MEX
Mammillaria,saboae,II,MEX
Mammillaria,sanchez-mejoradae,II,MEX
Mammillaria,sartorii,II,MEX
Mammillaria,scheinvariana,II,MEX
Mammillaria,schiedeana,II,MEX
Mammillaria,schumannii,II,MEX
Mammillaria,schwarzii,II,MEX
Mammillaria,scrippsiana,II,MEX
Mammillaria,sempervivi,II,MEX
Mammillaria,senilis,II,MEX
Mammillaria,sheldonii,II,MEX
Mammillaria,sinistrohamata,II,MEX
Mammillaria,solisioides,I,MEX
Mammillaria,sonorensis,II,MEX
Mammillaria,sphacelata,II,MEX
Mammillaria,sphaerica,II,MEX;USA
Mammillaria,spinosissima,II,MEX
Mammillaria,standleyi,II,MEX
Mammillaria,stella-de-tacubaya,II,MEX
Mammillaria,supertexta,II,MEX
Mammillaria,surculosa,II,MEX
Mammillaria,tayloriorum,II,MEX
Mammillaria,tepexicensis,II,MEX
Mammillaria,tetrancistra,II,USA
Mammillaria,theresae,II,MEX
Mammillaria,thornberi,II,MEX;USA
Mammillaria,tonalensis,II,MEX
Mammillaria,uncinata,II,MEX
Mammillaria,varieaculeata,II,MEX
Mammillaria,vetula,II,MEX
Mammillaria,voburnensis,II,GTM;HND;MEX
Mammillaria,wagneriana,II,MEX
Mammillaria,weingartiana,II,MEX
Mammillaria,wiesingeri,II,MEX
Mammillaria,winterae,II,MEX
Mammillaria,wrightii,II,MEX;USA
Mammillaria,xaltianguensis,II,MEX
Mammillaria,zeilmanniana,II,MEX
Mammillaria,zephyranthoides,II,MEX
Mammilloydia,candida,II,MEX
Matucana,aurantiaca,II,PER
Matucana,aureiflora,II,PER
Matucana,comacephala,II,PER
Matucana,formosa,II,PER
Matucana,fruticosa,II,PER
Matucana,haynei,II,PER
Matucana,huagalensis,II,PER
Matucana,intertexta,II,PER
Matucana,krahnii,II,PER
Matucana,madisoniorum,II,PER
Matucana,oreodoxa,II,PER
Matucana,paucicostata,II,PER
Matucana,polzii,II,PER
Matucana,pujupatii,II,PER
Matucana,ritteri,II,PER
Matucana,tuberculata,II,PER
Matucana,weberbaueri,II,PER
Melocactus,albicephalus,II,BRA
Melocactus,andinus,II,COL;VEN
Melocactus,azureus,II,BRA
Melocactus,bahiensis,II,BRA
Melocactus,bellavistensis,II,ECU;PER
Melocactus,broadwayi,II,GRD;VCT;TTO
Melocactus,caroli-linnaei,II,JAM
Melocactus,concinnus,II,BRA
Melocactus,conoideus,I,BRA
Melocactus,curvispinus,II,COL;CRI;CUB;GTM;HND;MEX;PAN;VEN
Melocactus,deinacanthus,I,BRA
Melocactus,ernestii,II,BRA
Melocactus,estevesii,II,BRA
Melocactus,glaucescens,I,BRA
Melocactus,harlowii,II,CUB
Melocactus,horridus,II,BRA
Melocactus,intortus,II,AIA;ATG;BHS;VGB;DOM;GLP;JAM;MSR;PRI;KNA;TCA;VIR
Melocactus,lanssensianus,II,BRA
Melocactus,lemairei,II,DOM;HTI
Melocactus,levitestatus,II,BRA
Melocactus,macracanthos,II,
Melocactus,matanzanus,II,CUB
Melocactus,mazelianus,II,COL;VEN
Melocactus,neryi,II,BRA;GUY;SUR;VEN
Melocactus,oreas,II,BRA
Melocactus,pachyacanthus,II,BRA
Melocactus,paucispinus,I,BRA
Melocactus,perezassoi,II,CUB
Melocactus,peruvianus,II,ECU;PER
Melocactus,salvadorensis,II,BRA
Melocactus,schatzlii,II,COL;VEN
Melocactus,smithii,II,BRA;GUY
Melocactus,violaceus,II,BRA
Melocactus,zehntneri,II,BRA
Micranthocereus,albicephalus,II,BRA
Micranthocereus,auriazureus,II,BRA
Micranthocereus,dolichospermaticus,II,BRA
Micranthocereus,estevesii,II,BRA
Micranthocereus,flaviflorus,II,BRA
Micranthocereus,polyanthus,II,BRA
Micranthocereus,purpureus,II,BRA
Micranthocereus,streckeri,II,BRA
Micranthocereus,violaciflorus,II,BRA
Mila,caespitosa,II,PER
Mila,colorea,II,PER
Mila,nealeana,II,PER
Mila,pugionifera,II,PER
Myrtgerocactus,lindsayi,II,MEX
Myrtillocactus,cochal,II,MEX
Myrtillocactus,eichlamii,II,GTM
Myrtillocactus,geometrizans,II,MEX
Myrtillocactus,schenckii,II,MEX
Neobuxbaumia,euphorbioides,II,MEX
Neobuxbaumia,laui,II,MEX
Neobuxbaumia,macrocephala,II,MEX
Neobuxbaumia,mezcalaensis,II,MEX
Neobuxbaumia,multiareolata,II,MEX
Neobuxbaumia,polylopha,II,MEX
Neobuxbaumia,scoparia,II,MEX
Neobuxbaumia,squamulosa,II,MEX
Neobuxbaumia,tetetzo,II,MEX
Neolloydia,conoidea,II,MEX;USA
Neolloydia,matehualensis,II,MEX
Neoraimondia,arequipensis,II,PER
Neoraimondia,herzogiana,II,BOL
Neowerdermannia,chilensis,II,CHL;PER
Neowerdermannia,vorwerkii,II,ARG;BOL
Obregonia,denegrii,I,MEX
Opuntia,abyssi,II,USA
Opuntia,acanthocarpa,II,MEX;USA
Opuntia,acaulis,II,HTI
Opuntia,aciculata,II,USA
Opuntia,aequatorialis,II,ECU
Opuntia,aggeria,II,USA
Opuntia,agglomerata,II,MEX
Opuntia,albisaetacens,II,BOL
Opuntia,alcahes,II,MEX;USA
Opuntia,alcerrecensis,II,CHL
Opuntia,alexanderi,II,ARG
Opuntia,alko-tuna,II,BOL
Opuntia,ammophila,II,USA
Opuntia,amyclaea,II,MEX
Opuntia,anacantha,II,ARG;BOL;PRY
Opuntia,anteojoensis,II,MEX
Opuntia,antillana,II,VGB;DOM;HTI;PRI;VIR
Opuntia,aoracantha,II,ARG
Opuntia,apurimacensis,II,PER
Opuntia,arbuscula,II,MEX;USA
Opuntia,arcei,II,BOL
Opuntia,archiconoidea,II,CHL
Opuntia,armata,II,ARG
Opuntia,articulata,II,ARG
Opuntia,assumptionis,II,PRY
Opuntia,atacamensis,II,CHL
Opuntia,atrispina,II,MEX;USA
Opuntia,atropes,II,MEX
Opuntia,atrovirens,II,ARG;URY
Opuntia,auberi,II,CUB;MEX
Opuntia,aurantiaca,II,ARG;PRY;URY
Opuntia,aurea,II,USA
Opuntia,aureispina,II,USA
Opuntia,austrina,II,USA
Opuntia,azurea,II,MEX
Opuntia,backebergii,II,BOL
Opuntia,basilaris,II,MEX;USA
Opuntia,bella,II,COL
Opuntia,bensonii,II,MEX
Opuntia,bernichiana,II,
Opuntia,bigelovii,II,MEX;USA
Opuntia,bisetosa,II,VEN
Opuntia,blancii,II,PER
Opuntia,boldinghii,II,TTO;VEN
Opuntia,boliviana,II,ARG;BOL;CHL;PER
Opuntia,bonplandii,II,ECU
Opuntia,borinquensis,II,PRI
Opuntia,brachyarthra,II,USA
Opuntia,brachyclada,II,USA
Opuntia,bradleyi,II,PER
Opuntia,bradtiana,II,MEX
Opuntia,brasiliensis,II,ARG;BOL;BRA;PRY;PER
Opuntia,bravoana,II,MEX
Opuntia,bulbispina,II,MEX
Opuntia,burrageana,II,MEX
Opuntia,californica,II,MEX;USA
Opuntia,camachoi,II,CHL
Opuntia,camanchica,II,USA
Opuntia,canterae,II,URY
Opuntia,caracassana,II,ABW;GRD;TTO;VEN
Opuntia,cardenche,II,MEX
Opuntia,cardiosperma,II,PRY
Opuntia,caribaea,II,DOM;HTI;TTO;VEN
Opuntia,chaffeyi,II,MEX
Opuntia,chakensis,II,ARG;PRY
Opuntia,chavena,II,MEX
Opuntia,chichensis,II,ARG;BOL
Opuntia,chihuahuensis,II,MEX
Opuntia,chisosensis,II,USA
Opuntia,chlorotica,II,MEX;USA
Opuntia,cholla,II,MEX
Opuntia,cineracea,II,MEX
Opuntia,clavarioides,II,ARG
Opuntia,clavata,II,USA
Opuntia,cochabambensis,II,BOL
Opuntia,cochenillifera,II,CRI;DOM;GUY;HND;MEX
Opuntia,cognata,II,PRY
Opuntia,colorea,II,CHL
Opuntia,colubrina,II,ARG
Opuntia,columbiana,II,CAN;USA
Opuntia,congesta,II,
Opuntia,conjungens,II,BOL
Opuntia,conoidea,II,CHL
Opuntia,corotilla,II,PER
Opuntia,corrugata,II,ARG
Opuntia,crassa,II,MEX
Opuntia,crassicylindrica,II,PER
Opuntia,crassipina,II,CHL
Opuntia,crystalenia,II,MEX
Opuntia,cubensis,II,CUB
Opuntia,curassavica,II,ATG;ABW;COL;KNA;VEN
Opuntia,curvispina,II,USA
Opuntia,cylindrica,II,ECU;PER
Opuntia,cymochila,II,USA
Opuntia,dactylifera,II,BOL;PER
Opuntia,darrahiana,II,BHS;TCA
Opuntia,darwinii,II,ARG
Opuntia,davisii,II,USA
Opuntia,deamii,II,GTM;HND;MEX
Opuntia,decumbens,II,GTM;HND;MEX;PAN
Opuntia,dejecta,II,CUB
Opuntia,delaetiana,II,ARG;PRY
Opuntia,densispina,II,USA
Opuntia,depauperata,II,VEN
Opuntia,depressa,II,MEX
Opuntia,dillenii,II,BHS;BMU;CYM;CUB;DOM;ECU;JAM;MEX;PRI;TCA;USA;VIR
Opuntia,discolor,II,ARG
Opuntia,domeykoensis,II,CHL
Opuntia,dumetorum,II,MEX
Opuntia,durangensis,II,MEX
Opuntia,echinocarpa,II,MEX;USA
Opuntia,echios,II,ECU
Opuntia,edwardsii,II,USA
Opuntia,eichlamii,II,GTM;MEX
Opuntia,ekmanii,II,HTI
Opuntia,elata,II,CUB;PRY
Opuntia,elatior,II,ATG;COL;CRI;MSR;PAN;KNA;VEN
Opuntia,elizondoana,II,MEX
Opuntia,ellisiana,II,USA
Opuntia,emoryi,II,MEX;USA
Opuntia,engelmannii,II,MEX;USA
Opuntia,erectoclada,II,ARG
Opuntia,erinacea,II,USA
Opuntia,estevesii,II,BRA
Opuntia,excelsa,II,MEX
Opuntia,falcata,II,DOM;HTI
Opuntia,feracantha,II,MEX
Opuntia,ficus-indica,II,DOM;GLP;MEX;PRI;KNA;USA;VIR
Opuntia,flexuosa,II,BOL
Opuntia,floccosa,II,BOL;PER
Opuntia,fosbergii,II,USA
Opuntia,fragilis,II,CAN;USA
Opuntia,frigida,II,BOL
Opuntia,fulgida,II,MEX;USA
Opuntia,fuliginosa,II,MEX
Opuntia,fulvicoma,II,PER
Opuntia,galapageia,II,ECU
Opuntia,galerasensis,II,PER
Opuntia,glomerata,II,ARG;BOL;CHL
Opuntia,gosseliniana,II,USA
Opuntia,grahamii,II,MEX;USA
Opuntia,grosseana,II,PRY
Opuntia,guatemalensis,II,CRI;GTM;HND
Opuntia,guatinensis,II,PER
Opuntia,guilanchi,II,GTM;MEX
Opuntia,halophila,II,ARG
Opuntia,heacockiae,II,USA
Opuntia,helleri,II,ECU
Opuntia,heteromorpha,II,BOL
Opuntia,hirschii,II,PER
Opuntia,hitchcockii,II,MEX
Opuntia,hondurensis,II,HND
Opuntia,howeyi,II,MEX
Opuntia,huajuapensis,II,MEX
Opuntia,humifusa,II,CUB;MEX;USA
Opuntia,hyptiacantha,II,MEX
Opuntia,ianthinantha,II,ARG
Opuntia,ignescens,II,CHL;PER
Opuntia,imbricata,II,MEX;USA
Opuntia,inaequilateralis,II,PER
Opuntia,inamoena,II,BRA
Opuntia,inaperta,II,MEX
Opuntia,infesta,II,PER
Opuntia,insularis,II,ECU
Opuntia,invicta,II,MEX
Opuntia,jaliscana,II,MEX
Opuntia,jamaicensis,II,JAM
Opuntia,joconostle,II,MEX
Opuntia,karwinskiana,II,MEX
Opuntia,kelvinensis,II,USA
Opuntia,kleiniae,II,MEX;USA
Opuntia,kunzei,II,MEX;USA
Opuntia,laevis,II,USA
Opuntia,lagopus,II,BOL;PER
Opuntia,lagunae,II,MEX
Opuntia,larreyi,II,MEX
Opuntia,lasiacantha,II,MEX
Opuntia,leptocaulis,II,MEX;USA
Opuntia,leucophaea,II,CHL
Opuntia,leucotricha,II,MEX
Opuntia,lilae,II,VEN
Opuntia,limitata,II,PRY
Opuntia,lindsayi,II,MEX
Opuntia,linguiformis,II,USA
Opuntia,littoralis,II,MEX;USA
Opuntia,llanos-de-huanta,II,CHL
Opuntia,lloydii,II,MEX
Opuntia,longiareolata,II,USA
Opuntia,longispina,II,ARG
Opuntia,lucayana,II,BHS;TCA
Opuntia,lutea,II,GTM;HND;MEX
Opuntia,macracantha,II,CUB
Opuntia,macrocentra,II,MEX;USA
Opuntia,macrorhiza,II,MEX;USA
Opuntia,mamillata,II,MEX;USA
Opuntia,marenae,II,MEX
Opuntia,martiniana,II,USA
Opuntia,megacantha,II,MEX
Opuntia,megapotamica,II,URY
Opuntia,megarhiza,II,MEX
Opuntia,megasperma,II,ECU
Opuntia,microdasys,II,MEX
Opuntia,microdisca,II,ARG;BOL
Opuntia,mieckleyi,II,PRY
Opuntia,millspaughii,II,BHS;CUB
Opuntia,minuscula,II,BOL
Opuntia,minuta,II,ARG
Opuntia,miquelii,II,CHL
Opuntia,mistiensis,II,PER
Opuntia,moelleri,II,MEX
Opuntia,mojavensis,II,USA
Opuntia,molesta,II,MEX
Opuntia,molinensis,II,ARG
Opuntia,monacantha,II,ARG;BRA;PRY;URY
Opuntia,moniliformis,II,CUB;DOM;HTI;PRI
Opuntia,montevideensis,II,URY
Opuntia,multigeniculata,II,USA
Opuntia,munzii,II,USA
Opuntia,nashii,II,BHS;CUB;DOM;TCA
Opuntia,nejapensis,II,MEX
Opuntia,neoarbuscula,II,
Opuntia,neochrysacantha,II,MEX
Opuntia,nigrispina,II,ARG;BOL
Opuntia,nuda,II,MEX
Opuntia,orbiculata,II,MEX
Opuntia,oricola,II,MEX;USA
Opuntia,orurensis,II,BOL
