iucn_status_code,genus,species,common_names
LC,Cereus,hexagonus,pitahaya;lady of the night cactus
LC,Cereus,hexagonus,cirial;lady of the night cactus
LC,Cereus,hexagonus,cactus columnar miramar;lady of the night cactus
LC,Cereus,hexagonus,cactus de columnas;lady of the night cactus
LC,Cereus,hexagonus,miramar;lady of the night cactus
LC,Leuchtenbergia,principis,
LC,Opuntia,depressa,
LC,Coleocephalocereus,aureus,
EN,Mammillaria,capensis,viejito;viejito
LC,Haageocereus,pseudoversicolor,
LC,Hylocereus,monacanthus,nightblooming cereus;nightblooming cereus
LC,Coryphantha,recurvata,recurved corycactus;recurved corycactus
LC,Coryphantha,recurvata,biznaga-partida de espinas curvas;recurved corycactus
LC,Coryphantha,recurvata,golden chested beehive;recurved corycactus
LC,Coryphantha,recurvata,santa cruz beehive cactus;recurved corycactus
LC,Pterocactus,fischeri,
DD,Mammillaria,duoformis,
NT,Micranthocereus,flaviflorus,
EN,Weberbauerocereus,cephalomacrostibas,
LC,Parodia,carambeiensis,
LC,Neobuxbaumia,tetetzo,
VU,Ferocactus,robustus,
NT,Mammillaria,boolii,
LC,Parodia,tuberculata,
LC,Eulychnia,acida,copao;copao
LC,Eulychnia,acida,acido;copao
NT,Echinopsis,vasquezii,
LC,Rebutia,pygmaea,
DD,Echinocereus,klapperi,
DD,Escobaria,laredoi,
CR,Echinopsis,walteri,
LC,Cereus,hildmannianus,hedge cactus;hedge cactus
LC,Mammillaria,phitauiana,
VU,Pereskia,portulacifolia,
VU,Matucana,krahnii,
CR,Stenocereus,chacalapensis,pitayo gigante;pitayo gigante
LC,Coryphantha,delaetiana,
LC,Cylindropuntia,leptocaulis,tesajo cactus;tasajillo
LC,Cylindropuntia,leptocaulis,tasajillo;tasajillo
LC,Cylindropuntia,leptocaulis,christmas cactus;tasajillo
LC,Coryphantha,cornifera,biznaga-partida de cuernos;rhinoceros cactus
LC,Coryphantha,cornifera,rhinoceros cactus;rhinoceros cactus
LC,Cumulopuntia,rossiana,
VU,Pilosocereus,parvus,
CR,Cereus,saddianus,
DD,Gymnocalycium,chiquitanum,
LC,Matucana,aurantiaca,
LC,Mammillaria,beneckei,
EN,Peniocereus,macdougallii,
LC,Ferocactus,peninsulae,
LC,Rhipsalis,cereuscula,
LC,Echinopsis,ferox,
LC,Pterocactus,hickenii,
LC,Corynopuntia,clavata,
LC,Copiapoa,calderana,
CR,Melocactus,brederooianus,
DD,Cleistocactus,hystrix,
LC,Copiapoa,montana,
LC,Pelecyphora,aselliformis,
LC,Hylocereus,megalanthus,
LC,Echinocereus,ferreirianus,casa de rata;casa de rata
DD,Melocactus,praerupticola,
LC,Cleistocactus,pachycladus,
LC,Rebutia,pulchra,
LC,Cleistocactus,fieldianus,
LC,Gymnocalycium,schroederianum,
VU,Mammillaria,carretii,
DD,Weberocereus,rosei,
LC,Coryphantha,salinensis,
EN,Mammillaria,peninsularis,
VU,Gymnocalycium,uruguayense,
DD,Tunilla,erectoclada,
EN,Frailea,mammifera,
LC,Selenicereus,spinulosus,vinelike moonlight cactus;vinelike moonlight cactus
LC,Selenicereus,spinulosus,pitayita-nocturna espinosa;vinelike moonlight cactus
LC,Selenicereus,spinulosus,nightblooming cereus;vinelike moonlight cactus
LC,Cleistocactus,hyalacanthus,
LC,Gymnocalycium,kroenleinii,
VU,Peniocereus,fosterianus,
EN,Hatiora,cylindrica,
EN,Parodia,tenuicylindrica,
LC,Escobaria,sneedii,carpet foxtail cactus;carpet foxtail cactus
NT,Sclerocactus,wrightiae,wrights fishhook cactus;wrights fishhook cactus
CR,Matucana,huagalensis,
LC,Cylindropuntia,tunicata,
LC,Aztekium,ritteri,
LC,Thelocactus,rinconensis,
VU,Escobaria,robbinsorum,cochise pincushion cactus;cochise pincushion cactus
VU,Escobaria,robbinsorum,cochise foxtail cactus;cochise pincushion cactus
LC,Coryphantha,delicata,
DD,Coryphantha,kracikii,
LC,Tephrocactus,molinensis,
NT,Pachycereus,lepidanthus,
LC,Gymnocalycium,bodenbenderianum,
LC,Opuntia,sulphurea,
LC,Hylocereus,triangularis,
EN,Escobaria,cubensis,cactus enano;holguín dwarf cactus
EN,Escobaria,cubensis,;holguín dwarf cactus
LC,Coryphantha,difficilis,
LC,Gymnocalycium,eurypleurum,
EN,Stenocereus,martinezii,
LC,Espostoa,senilis,
LC,Cylindropuntia,bigelovii,teddy-bear cholla;teddy-bear cholla
VU,Astrophytum,coahuilense,
LC,Echinopsis,tiegeliana,
DD,Cleistocactus,sextonianus,
LC,Pereskia,lychnidiflora,matiare;pitittache
LC,Pereskia,lychnidiflora,mateares;pitittache
LC,Pereskia,lychnidiflora,guititache;pitittache
LC,Pereskia,lychnidiflora,matial;pitittache
LC,Pereskia,lychnidiflora,amatillo;pitittache
LC,Pereskia,lychnidiflora,matitir;pitittache
LC,Pereskia,lychnidiflora,amatilla;pitittache
LC,Pereskia,lychnidiflora,matedo;pitittache
LC,Pereskia,lychnidiflora,manzanaote;pitittache
LC,Pereskia,lychnidiflora,pitittache;pitittache
LC,Opuntia,bravoana,
LC,Melocactus,peruvianus,
EN,Parodia,rudibuenekeri,
LC,Harrisia,balansae,
LC,Pterocactus,valentinii,
VU,Ferocactus,tiburonensis,
DD,Mammillaria,morganiana,
VU,Cylindropuntia,santamaria,
LC,Stenocereus,montanus,
LC,Corynopuntia,parishiorum,parish's club-cholla;parish's club-cholla
LC,Stephanocereus,leucostele,
EN,Epiphyllum,lepidocarpum,
LC,Peniocereus,hirschtianus,
EN,Parodia,mueller-melchersii,
LC,Pfeiffera,ianthothele,
LC,Pediocactus,sileri,siler's pincushion cactus;siler's pincushion cactus
LC,Epiphyllum,crenatum,
LC,Opuntia,lasiacantha,
LC,Echinocereus,fendleri,fendler's hedgehog cactus;fendler's hedgehog cactus
LC,Eriosyce,megliolii,
EN,Echinopsis,caulescens,
DD,Opuntia,aciculata,
LC,Mammillaria,rhodantha,
NT,Mammillaria,plumosa,
LC,Opuntia,quimilo,
LC,Mammillaria,evermanniana,
LC,Mammillaria,nunezii,
LC,Pereskiopsis,kellermanii,cola lagarto;cola lagarto
LC,Echinocereus,enneacanthus,pitaya;pitaya
LC,Echinocereus,enneacanthus,smallspine pitaya;pitaya
LC,Echinocereus,enneacanthus,;pitaya
EN,Mammillaria,pectinifera,
LC,Rebutia,fiebrigii,
VU,Eriosyce,odieri,odieri;odieri
DD,Dendrocereus,undulosus,
LC,Cereus,stenogonus,
LC,Rhipsalis,cuneata,
LC,Arrojadoa,rhodantha,
LC,Arrojadoa,rhodantha,rabo de raposa
LC,Selenicereus,hamatus,
DD,Rebutia,neumanniana,
LC,Neobuxbaumia,mezcalaensis,
DD,Mammillaria,backebergiana,
LC,Opuntia,elata,
LC,Stenocereus,queretaroensis,
LC,Echinopsis,jajoana,
CR,Leptocereus,scopulophilus,
LC,Echinopsis,marsoneri,
VU,Peniocereus,tepalcatepecanus,
DD,Browningia,amstutziae,
LC,Mammillaria,mystax,
CR,Parodia,arnostiana,
LC,Parodia,ayopayana,
LC,Opuntia,aurantiaca,ttiger-pear;ttiger-pear
LC,Opuntia,aurantiaca,jointed pricklypear;ttiger-pear
LC,Rebutia,mentosa,
LC,Mammillaria,klissingiana,
LC,Sclerocactus,erectocentrus,red-spine butterfly-cactus;red-spine butterfly-cactus
LC,Sclerocactus,erectocentrus,redspine fishhook cactus;red-spine butterfly-cactus
LC,Sclerocactus,erectocentrus,biznaga-bola de centrales erectas;red-spine butterfly-cactus
CR,Parodia,neohorstii,
LC,Opuntia,soederstromiana,
CR,Coryphantha,potosiana,
LC,Cylindropuntia,whipplei,
DD,Stenocactus,vaupelianus,
LC,Mammillaria,grahamii,;graham's pincushion cactus
LC,Mammillaria,grahamii,lizard snatcher;graham's pincushion cactus
LC,Mammillaria,grahamii,graham's pincushion cactus;graham's pincushion cactus
LC,Harrisia,tortuosa,
LC,Echinopsis,bridgesii,
LC,Cleistocactus,buchtienii,
EN,Corynopuntia,bulbispina,
LC,Mammillaria,nana,
VU,Echinopsis,backebergii,
LC,Peniocereus,serpentinus,
LC,Echinocereus,palmeri,
EN,Parodia,penicillata,
LC,Ariocarpus,retusus,chautle;peyote cimarrón
LC,Ariocarpus,retusus,;peyote cimarrón
LC,Ariocarpus,retusus,biznaga-maguey;peyote cimarrón
LC,Ariocarpus,retusus,falso peyote;peyote cimarrón
LC,Ariocarpus,retusus,;peyote cimarrón
LC,Ariocarpus,retusus,chaute;peyote cimarrón
LC,Ariocarpus,retusus,peyote;peyote cimarrón
DD,Echinocereus,freudenbergeri,
LC,Maihueniopsis,glomerata,
LC,Selenicereus,grandiflorus,pitayita-nocturna reina de la noche;queen of the night
LC,Selenicereus,grandiflorus,queen of the night;queen of the night
NT,Echinocactus,parryi,
NT,Melocactus,lemairei,
LC,Coryphantha,wohlschlageri,
LC,Cylindropuntia,echinocarpa,
EN,Parodia,magnifica,
LC,Mammillaria,elongata,
CR,Astrophytum,caput-medusae,
LC,Parodia,turbinata,
VU,Parodia,alacriportana,
LC,Mammillaria,haageana,
LC,Parodia,microsperma,
LC,Opuntia,megapotamica,
EN,Echinocereus,schmollii,pitayita;lamb's tail cactus
EN,Echinocereus,schmollii,lamb's tail cactus;lamb's tail cactus
EN,Echinocereus,schmollii,;lamb's tail cactus
EN,Echinocereus,schmollii,cola de borrego;lamb's tail cactus
DD,Echinocereus,schereri,
VU,Peniocereus,rosei,
VU,Pachycereus,grandis,
LC,Selenicereus,anthonyanus,pitayita nocturna;pitayita nocturna
NT,Pilosocereus,densiareolatus,
NT,Pilosocereus,densiareolatus,facheiro da lapa
VU,Mammillaria,tayloriorum,
LC,Praecereus,saxicola,
LC,Echinocereus,pensilis,
LC,Pediocactus,simpsonii,simpson's hedgehog cactus;simpson's hedgehog cactus
LC,Pediocactus,simpsonii,snowball pediocactus;simpson's hedgehog cactus
EN,Copiapoa,solaris,
LC,Facheiroa,squamosa,
LC,Opuntia,tehuacana,
CR,Cleistocactus,xylorhizus,
LC,Frailea,pygmaea,
LC,Echinocereus,nicholii,nichol's hedgehog cactus;nichol's hedgehog cactus
EN,Schlumbergera,russelliana,
NT,Hatiora,rosea,
LC,Gymnocalycium,striglianum,
LC,Opuntia,oricola,;chaparral prickly-pear
LC,Opuntia,oricola,chaparral prickly-pear;chaparral prickly-pear
EN,Selenicereus,atropilosus,pitayita nocturna;pitayita nocturna
NT,Cleistocactus,reae,
LC,Parodia,schwebsiana,
LC,Echinopsis,schieliana,
LC,Opuntia,stricta,erect pricklypear;erect pricklypear
LC,Opuntia,stricta,nopal estricto;erect pricklypear
LC,Opuntia,fuliginosa,
LC,Mammillaria,densispina,
LC,Cylindropuntia,abyssi,peach springs cholla;peach springs cholla
DD,Rebutia,pulvinosa,
VU,Copiapoa,megarhiza,cacto raizon;cacto raizon
LC,Mammillaria,dixanthocentron,
VU,Mammillaria,halei,
LC,Echinocereus,pacificus,
CR,Arrojadoa,marylaniae,
LC,Cylindropuntia,ganderi,
LC,Echinocereus,russanthus,;rusty hedgehog cactus
LC,Echinocereus,russanthus,brownspine hedgehog cactus;rusty hedgehog cactus
LC,Echinocereus,russanthus,rusty hedgehog cactus;rusty hedgehog cactus
LC,Lepismium,lorentzianum,
LC,Mammillaria,heyderi,little nipple cactus;little nipple cactus
LC,Mammillaria,heyderi,heyder's pincushion cactus;little nipple cactus
LC,Mammillaria,heyderi,biznaga china;little nipple cactus
LC,Maihuenia,patagonica,
LC,Cleistocactus,samaipatanus,
LC,Opuntia,wilcoxii,
LC,Pachycereus,pecten-aboriginum,
LC,Opuntia,tomentosa,nopal chamacuerito;woollyjoint pricklypear
LC,Opuntia,tomentosa,woollyjoint pricklypear;woollyjoint pricklypear
LC,Ariocarpus,trigonus,
DD,Opuntia,taylorii,
DD,Echinocereus,subinermis,
EN,Eriosyce,sociabilis,
DD,Pilosocereus,mollispinus,
NT,Espostoa,guentheri,
EN,Stenocereus,humilis,
LC,Echinocereus,knippelianus,
EN,Ferocactus,haematacanthus,
NT,Opuntia,curassavica,
LC,Mammillaria,sempervivi,
LC,Coryphantha,glanduligera,
LC,Echinopsis,cuzcoensis,
LC,Pilosocereus,jauruensis,
DD,Mammillaria,wagneriana,
CR,Discocactus,hartmannii,
LC,Cleistocactus,laniceps,
LC,Austrocylindropuntia,subulata,eve's pin;eve's pin
LC,Echinopsis,candicans,
LC,Coryphantha,macromeris,biznaga-partida partida;nipple beehive cactus
LC,Coryphantha,macromeris,big needle cactus;nipple beehive cactus
LC,Coryphantha,macromeris,nipple beehive cactus;nipple beehive cactus
LC,Coryphantha,macromeris,dona ana;nipple beehive cactus
LC,Coryphantha,macromeris,big nipple cory-cactus;nipple beehive cactus
LC,Coryphantha,macromeris,long mamma;nipple beehive cactus
EN,Matucana,tuberculata,
EN,Mammillaria,zublerae,
EN,Mammillaria,johnstonii,
LC,Sclerocactus,johnsonii,johnson's fishhook cactus;eight-spine fishhook cactus
LC,Sclerocactus,johnsonii,eight-spine fishhook cactus;eight-spine fishhook cactus
LC,Sclerocactus,johnsonii,pygmy barrel cactus;eight-spine fishhook cactus
LC,Sclerocactus,johnsonii,johnson's barrel cactus;eight-spine fishhook cactus
NT,Geohintonia,mexicana,
LC,Echinopsis,lageniformis,
LC,Stenocereus,treleasei,tunillo;tunillo
LC,Coryphantha,glassii,
LC,Sclerocactus,scheeri,tobusch fishhook cactus;scheer's fish-hook cactus
LC,Sclerocactus,scheeri,scheer's fish-hook cactus;scheer's fish-hook cactus
LC,Sclerocactus,scheeri,biznaga-bola ganchuda;scheer's fish-hook cactus
EN,Stenocereus,chrysocarpus,
NT,Copiapoa,marginata,copiapoa de bridges;copiapoa de bridges
LC,Cylindropuntia,sanfelipensis,
LC,Mammillaria,uncinata,
LC,Cereus,trigonodendron,
LC,Echinocereus,rayonesensis,
LC,Pilosocereus,bohlei,
DD,Cleistocactus,variispinus,
LC,Pereskia,sacharosa,
LC,Parodia,linkii,
LC,Gymnocalycium,ritterianum,
LC,Mammillaria,columbiana,
VU,Austrocylindropuntia,lagopus,
EN,Coleocephalocereus,pluricostatus,
LC,Cleistocactus,parviflorus,
CR,Parodia,crassigibba,
LC,Corynopuntia,aggeria,
LC,Stenocereus,fimbriatus,
LC,Strophocactus,testudo,
LC,Mammillaria,zephyranthoides,
LC,Eulychnia,iquiquensis,copao de iquique;copao
LC,Eulychnia,iquiquensis,copao;copao
DD,Neolloydia,matehualensis,
LC,Pachycereus,tepamo,
EN,Eriosyce,aspillagae,
LC,Echinocereus,bonkerae,
LC,Opuntia,macrocentra,nopal violaceo;purple prickly-pear
LC,Opuntia,macrocentra,purple prickly-pear;purple prickly-pear
LC,Echinopsis,werdermanniana,
LC,Echinopsis,strigosa,
LC,Pilosocereus,collinsii,
LC,Opuntia,strigil,marble-fruit prickly-pear;marble-fruit prickly-pear
LC,Opuntia,phaeacantha,nopal pardo;new mexico prickly-pear
LC,Opuntia,phaeacantha,new mexico prickly-pear;new mexico prickly-pear
LC,Opuntia,phaeacantha,tulip pricklypear;new mexico prickly-pear
LC,Opuntia,phaeacantha,brownspine pricklypear;new mexico prickly-pear
LC,Opuntia,pubescens,
LC,Gymnocalycium,hossei,
LC,Eriosyce,eriosyzoides,
LC,Cylindropuntia,acanthocarpa,
NT,Rhipsalis,olivifera,
LC,Ferocactus,echidne,
LC,Mammillaria,brandegeei,
LC,Cylindropuntia,kleiniae,
LC,Cylindropuntia,wolfii,
VU,Parodia,scopa,
CR,Leptocereus,carinatus,
LC,Neowerdermannia,vorwerkii,
CR,Mammillaria,laui,
LC,Nopalea,auberi,
LC,Siccobaccatus,estevesii,
LC,Cleistocactus,ritteri,
LC,Coryphantha,poselgeriana,
VU,Frailea,gracillima,
LC,Mammillaria,lenta,
LC,Opuntia,atrispina,border prickly-pear;border prickly-pear
LC,Opuntia,atrispina,nopal calvo;border prickly-pear
CR,Gymnocalycium,albiareolatum,
LC,Pilosocereus,flavipulvinatus,
LC,Opuntia,robusta,;nopal tapón
LC,Cleistocactus,icosagonus,
VU,Parodia,haselbergii,
DD,Stenocactus,crispatus,biznaguita;biznaguita
LC,Echinocactus,texensis,devil's pincushion;horse crippler
LC,Echinocactus,texensis,horse crippler;horse crippler
LC,Echinocactus,texensis,biznaga-tonel manca caballo;horse crippler
VU,Browningia,altissima,
NT,Copiapoa,humilis,
LC,Mammillaria,barbata,biznaga de flor verd;greenflower nipple cactus
LC,Mammillaria,barbata,greenflower nipple cactus;greenflower nipple cactus
LC,Espostoa,mirabilis,
CR,Haageocereus,tenuis,
LC,Copiapoa,longistaminea,copiapoa de andriana;copiapoa de andriana
LC,Rhipsalis,micrantha,
LC,Pereskiopsis,rotundifolia,chapistle;chapixtle
LC,Pereskiopsis,rotundifolia,chapixtle;chapixtle
LC,Pereskiopsis,rotundifolia,chepistle;chapixtle
LC,Mammillaria,guerreronis,
LC,Pterocactus,reticulatus,
EN,Pilosocereus,ulei,
DD,Neobuxbaumia,sanchezmejoradae,
LC,Pterocactus,tuberosus,
CR,Mammillaria,humboldtii,
VU,Weberocereus,bradei,
VU,Mammillaria,perbella,
NT,Disocactus,martianus,
LC,Opuntia,streptacantha,;nopal cardón
LC,Cephalocereus,apicicephalium,
LC,Echinocereus,engelmannii,engelmann's hedgehog cactus;engelmann's hedgehog cactus
LC,Echinocereus,engelmannii,;engelmann's hedgehog cactus
LC,Echinocereus,engelmannii,strawberry cactus;engelmann's hedgehog cactus
LC,Echinocereus,acifer,
LC,Ferocactus,hamatacanthus,biznaga-de-limilla;tobusch fishhook cactus
LC,Ferocactus,hamatacanthus,turk's head;tobusch fishhook cactus
LC,Ferocactus,hamatacanthus,tobusch fishhook cactus;tobusch fishhook cactus
LC,Ferocactus,hamatacanthus,biznaga-barril costillona;tobusch fishhook cactus
LC,Ferocactus,hamatacanthus,fishhook cactus;tobusch fishhook cactus
LC,Opuntia,pinkavae,bulrush canyon prickly-pear;bulrush canyon prickly-pear
LC,Opuntia,pinkavae,pinkava's pricklypear;bulrush canyon prickly-pear
LC,Echinocereus,ledingii,leding's hedgehog cactus;leding's hedgehog cactus
CR,Pediocactus,knowltonii,knowlton's cactus;knowlton's cactus
LC,Corynopuntia,invicta,
DD,Mammillaria,knippeliana,
VU,Ferocactus,fordii,
LC,Thelocactus,buekii,
LC,Sclerocactus,unguispinus,
LC,Pereskia,weberiana,
LC,Thelocactus,tulensis,
LC,Cereus,jamacaru,mandacaru
LC,Cereus,jamacaru,cumbeba
LC,Cereus,jamacaru,mandacaru facheiro
LC,Cereus,jamacaru,mandacaru de boi
LC,Cereus,jamacaru,jamacaru
LC,Cereus,jamacaru,cardeiro
LC,Cereus,jamacaru,mandacaru de faixo
LC,Cereus,jamacaru,
LC,Cereus,jamacaru,urumbeba
LC,Cereus,jamacaru,
LC,Tephrocactus,weberi,
LC,Rhipsalis,puniceodiscus,
EN,Mammillaria,supertexta,
LC,Echinocereus,santaritensis,
LC,Armatocereus,cartwrightianus,cardo maderero;cardo maderero
LC,Gymnocalycium,stellatum,
LC,Coryphantha,octacantha,
VU,Frailea,phaeodisca,
CR,Copiapoa,decorticans,
EN,Coryphantha,pulleineana,
LC,Cylindropuntia,ramosissima,
LC,Pilosocereus,chrysacanthus,viejo;pitayo de abuelito
LC,Pilosocereus,chrysacanthus,pitayo de abuelito;pitayo de abuelito
LC,Acanthocereus,tetragonus,;triangle cactus
LC,Acanthocereus,tetragonus,triangle cactus;triangle cactus
LC,Acanthocereus,tetragonus,nopal de cruz;triangle cactus
LC,Acanthocereus,tetragonus,cruceta;triangle cactus
LC,Acanthocereus,tetragonus,nopal de tres lomos;triangle cactus
LC,Acanthocereus,tetragonus,bejunco;triangle cactus
LC,Harrisia,regelii,
EN,Frailea,buenekeri,
LC,Ferocactus,pilosus,
LC,Copiapoa,dealbata,copiapoa de carrizal bajo;copiapoa de carrizal bajo
EN,Austrocactus,spiniflorus,espinifloro;espinifloro
EN,Frailea,curvispina,
LC,Haageocereus,pseudomelanostele,
LC,Melocactus,concinnus,
DD,Pachycereus,marginatus,
LC,Opuntia,elatior,
EN,Mammillaria,eichlamii,
VU,Neobuxbaumia,polylopha,
LC,Stenocereus,standleyi,
LC,Rebutia,steinbachii,
LC,Epiphyllum,cartagense,
LC,Cylindropuntia,thurberi,
LC,Opuntia,pusilla,cockspur pricklypear;little prickly-pear
LC,Opuntia,pusilla,little prickly-pear;little prickly-pear
LC,Mammillaria,melanocentra,
CR,Parodia,buiningii,
NT,Parodia,columnaris,
LC,Gymnocalycium,castellanosii,
LC,Echinocereus,parkeri,
VU,Cereus,pierre-braunianus,
LC,Mammillaria,pondii,
LC,Echinopsis,breviflora,quisco de los acantilados;quisco de los acantilados
LC,Disocactus,quezaltecus,
VU,Echinopsis,thelegonoides,
CR,Copiapoa,ahremephiana,
LC,Stenocereus,dumortieri,moco;moco
LC,Stenocereus,dumortieri,moco de dios;moco
VU,Hylocereus,stenopterus,
DD,Stenocactus,phyllacanthus,
LC,Opuntia,salmiana,
NT,Pilosocereus,chrysostele,rabo de raposa
NT,Pilosocereus,chrysostele,facheiro
NT,Pilosocereus,chrysostele,facheiro de serra
LC,Rhipsalis,occidentalis,
LC,Coryphantha,gracilis,
VU,Melocactus,schatzlii,
EN,Corryocactus,ayacuchoensis,
EN,Tacinga,subcylindrica,
LC,Pediocactus,winkleri,winkler's pincushion cactus;winkler's pincushion cactus
LC,Pediocactus,winkleri,winkler cactus;winkler's pincushion cactus
NT,Pediocactus,despainii,san rafael cactus;despain's pincushion cactus
NT,Pediocactus,despainii,despain's pincushion cactus;despain's pincushion cactus
LC,Posidonia,oceanica,alka;neptune grass
LC,Posidonia,oceanica,mediterranean tapeweed;neptune grass
LC,Posidonia,oceanica,;neptune grass
LC,Posidonia,oceanica,neptune grass;neptune grass
LC,Posidonia,oceanica,neptune grass;neptune grass
LC,Cymodocea,nodosa,seba;slender seagrass
LC,Cymodocea,nodosa,;slender seagrass
LC,Cymodocea,nodosa,slender seagrass;slender seagrass
LC,Cymodocea,nodosa,;slender seagrass
LC,Cymodocea,nodosa,alka rqiqa;slender seagrass
LC,Zostera,marina,alka tas-salini;eelgrass
LC,Zostera,marina,eelgrass;eelgrass
LC,Pinguicula,corsica,grassette de corse;grassette de corse
LC,Streptocarpus,hirsutissimus,
VU,Monanthotaxis,trichantha,
EN,Amorphophallus,stuhlmannii,
VU,Kniphofia,goetzei,
CR,Monodora,hastipetala,
NT,Callopsis,volkensii,
VU,Aloe,massawana,
LC,Cyrtanthus,sanguineus,
NT,Aloe,congdonii,
LC,Pycreus,flavescens,;souchet jaunâtre
LC,Pycreus,flavescens,zigolo dorato;souchet jaunâtre
EN,Polyalthia,verdcourtii,
LC,Asparagus,faulknerae,
VU,Polyalthia,stuhlmannii,
LC,Aloe,vituensis,
LC,Crinum,politifolium,
EN,Gymnosiphon,usambaricus,
CR,Streptocarpus,thysanotus,
NT,Pandanus,rabaiensis,
EN,Monodora,carolinae,
LC,Gladiolus,rupicola,
EN,Asparagus,usambarensis,
CR,Coffea,kimbozensis,
LC,Aloe,leedalii,
NT,Uvaria,denhardtiana,
CR,Saintpaulia,teitensis,
LC,Streptocarpus,pallidiflorus,
EN,Toussaintia,patriciae,
EN,Streptocarpus,bambuseti,
VU,Uvaria,tanzaniae,
EN,Lingelsheimia,sylvestris,
VU,Aloe,ukambensis,
CR,Aloe,pembana,
VU,Aloe,bussei,
EN,Coffea,bridsoniae,
LC,Streptocarpus,caulescens,
VU,Afrothismia,insignis,
DD,Hypoxis,malaissei,
EN,Monanthotaxis,dictyoneura,
VU,Streptocarpus,schliebenii,
CR,Afrothismia,baerae,
EN,Cryptotaenia,polygama,
EN,Streptocarpus,heckmannianus,
NT,Monodora,globiflora,
LC,Streptocarpus,saxorum,
EN,Aloe,brandhamii,
EN,Uvaria,dependens,
CR,Streptocarpus,euanthus,
EN,Sanrafaelia,ruffonammari,
LC,Chlorophytum,holstii,
VU,Coffea,schliebenii,
EN,Saintpaulia,goetzeana,
EN,Cryptotaenia,calycina,
LC,Stylochaeton,salaamicus,
DD,Diospyros,occulta,
VU,Gonatopus,petiolulatus,
VU,Emilia,bellioides,
EN,Isolona,cauliflora,
NT,Uvaria,kirkii,
NT,Aloe,deserti,
EN,Gonatopus,marattioides,
DD,Culcasia,orientalis,
VU,Streptocarpus,kungwensis,
NT,Gladiolus,usambarensis,
EN,Polyalthia,tanganyikensis,
VU,Streptocarpus,compressus,
LC,Kabuyea,hostifolia,
EN,Streptocarpus,albus,
LC,Pandanus,kirkii,
NT,Saintpaulia,ionantha,
LC,Uvaria,acuminata,
EN,Xylopia,mwasumbii,
LC,Sphaerocoryne,gracilis,
LC,Coffea,sessiliflora,
VU,Isolona,linearis,
NT,Aloe,richardsiae,
LC,Streptocarpus,kirkii,
LC,Cyperus,rotundus,nut-grass;nut-grass
